date,USD,JPY,BGN,CZK,DKK,GBP,HUF,LTL,PLN,RON,SEK,CHF,NOK,HRK,RUB,TRY,AUD,BRL,CAD,CNY,HKD,IDR,ILS,INR,KRW,MXN,MYR,NZD,PHP,SGD,THB,ZAR,EUR,AED,AFN,ALL,ARS,BAM,BBD,BDT,BHD,BIF,BMD,BND,BOB,BSD,BWP,BYR,BZD,CLP,COP,CRC,CUP,CVE,DJF,DOP,DZD,EGP,ETB,FJD,GHS,GNF,GTQ,HNL,HTG,IQD,ISK,JMD,JOD,KES,KHR,KWD,KYD,KZT,LAK,LBP,LKR,LSL,LYD,MAD,MDL,MGA,MKD,MMK,MOP,MRO,MUR,MVR,MWK,NAD,NGN,NIO,NPR,OMR,PAB,PEN,PGK,PKR,PYG,QAR,RSD,RWF,SAR,SCR,SDG,SOS,STD,SVC,SZL,TND,TTD,TWD,TZS,UAH,UGX,UYU,UZS,VEF,VND,XAF,XOF,XPF,ZMW
2015-01-01,1.2099,144.78,1.9388,27.6796,7.4459,0.7762,316.109,3.4527,4.2828,4.4838,9.4303,1.2028,9.022,7.6545,70.222,2.8249,1.4806,3.211,1.405,7.4981,9.3782,15010,4.7095,76.18,1321.9,17.837,4.1698,1.5509,54.037,1.6032,39.755,13.9936,1,4.4411,69.89,137.69,10.2359,1.9458,2.3909,92.8775,0.4531,1863.24,1.2125,1.5809,8.1988,1.2085,11.3882,17590,2.3748,724.276,2837.1001,643.25,1.185,110.265,211.24,53.044,105.866,8.625,24.3051,2.3827,3.8827,8449.7998,9.0356,25.049,55.215,1360.47,154.12,137.156,0.8476,107.55,4831.7002,0.3534,0.9938,219.26,9589.0996,1828,158.53,13.8127,1.4255,10.663,18.6641,3091.9399,60.772,1232.95,9.5088,349.13,36.8,18.244,568.477,13.8127,219.43,31.703,120.885,0.4643,1.1905,3.556,3.0741,121.78,5504.5,4.4011,121.254,822.45,4.5347,16.107,6.8841,819.9,24500,10.405,13.8427,2.2457,7.598,37.4872,2058.8101,18.9262,3327.8999,28.583,2909.3101,7.668,25595,655.957,655.957,119.26,7.7289
2015-01-02,1.2089,144.93,1.9388,27.6837,7.4464,0.7759,315.253,3.4527,4.2805,4.4838,9.4297,1.2021,8.996,7.6545,70.222,2.8199,1.4785,3.211,1.4045,7.4981,9.3767,14823.2998,4.7016,76.277,1321.9,17.8407,4.1698,1.5512,54.037,1.6003,39.755,13.9731,1,4.4411,69.89,137.69,10.2359,1.9458,2.3909,92.8775,0.4531,1863.24,1.2125,1.5809,8.1988,1.2085,11.3882,17590,2.3748,724.276,2837.1001,643.25,1.185,110.265,211.24,53.044,105.866,8.625,24.3051,2.3827,3.8827,8449.7998,9.0356,25.049,55.215,1360.47,153.84,137.156,0.8476,107.55,4831.7002,0.3534,0.9938,219.26,9589.0996,1799,158.53,13.8127,1.4255,10.663,18.6641,3091.9399,60.772,1232.95,9.5088,349.13,36.8,18.189,568.477,13.8127,219.43,31.703,120.885,0.4643,1.1905,3.556,3.0741,120.583,5504.5,4.4011,121.254,822.45,4.5347,16.107,6.8841,819.9,24500,10.405,13.8427,2.2457,7.598,37.4872,2058.8101,18.9262,3327.8999,28.583,2909.3101,7.668,25595,655.957,655.957,119.26,7.7289
2015-01-03,1.2089,144.93,1.9388,27.6837,7.4464,0.7759,315.253,3.4527,4.2805,4.4838,9.4297,1.2021,8.996,7.6545,70.222,2.8199,1.4785,3.211,1.4045,7.4981,9.3767,14823.2998,4.7016,76.277,1321.9,17.8407,4.1698,1.5512,54.037,1.6003,39.755,13.9731,1,4.4411,69.89,137.69,10.2359,1.9458,2.3909,92.8775,0.4531,1863.24,1.2125,1.5809,8.1988,1.2085,11.3882,17590,2.3748,724.276,2837.1001,643.25,1.185,110.265,211.24,53.044,105.866,8.625,24.3051,2.3827,3.8827,8449.7998,9.0356,25.049,55.215,1360.47,153.84,137.156,0.8476,107.55,4831.7002,0.3534,0.9938,219.26,9589.0996,1799,158.53,13.8127,1.4255,10.663,18.6641,3091.9399,60.772,1232.95,9.5088,349.13,36.8,18.189,568.477,13.8127,219.43,31.703,120.885,0.4643,1.1905,3.556,3.0741,120.583,5504.5,4.4011,121.254,822.45,4.5347,16.107,6.8841,819.9,24500,10.405,13.8427,2.2457,7.598,37.4872,2058.8101,18.9262,3327.8999,28.583,2909.3101,7.668,25595,655.957,655.957,119.26,7.7289
2015-01-04,1.2089,144.93,1.9388,27.6837,7.4464,0.7759,315.253,3.4527,4.2805,4.4838,9.4297,1.2021,8.996,7.6545,70.222,2.8199,1.4785,3.211,1.4045,7.4981,9.3767,14823.2998,4.7016,76.277,1321.9,17.8407,4.1698,1.5512,54.037,1.6003,39.755,13.9731,1,4.4411,69.89,137.69,10.2359,1.9458,2.3909,92.8775,0.4531,1863.24,1.2125,1.5809,8.1988,1.2085,11.3882,17590,2.3748,724.276,2837.1001,643.25,1.185,110.265,211.24,53.044,105.866,8.625,24.3051,2.3827,3.8827,8449.7998,9.0356,25.049,55.215,1360.47,153.84,137.156,0.8476,107.55,4831.7002,0.3534,0.9938,219.26,9589.0996,1799,158.53,13.8127,1.4255,10.663,18.6641,3091.9399,60.772,1232.95,9.5088,349.13,36.8,18.189,568.477,13.8127,219.43,31.703,120.885,0.4643,1.1905,3.556,3.0741,120.583,5504.5,4.4011,121.254,822.45,4.5347,16.107,6.8841,819.9,24500,10.405,13.8427,2.2457,7.598,37.4872,2058.8101,18.9262,3327.8999,28.583,2909.3101,7.668,25595,655.957,655.957,119.26,7.7289
2015-01-05,1.1946,143.86,1.9251,27.6537,7.4427,0.7815,317.509,3.4527,4.2946,4.4811,9.5012,1.2015,9.0894,7.669,70.5102,2.7973,1.4804,3.2303,1.4085,7.4389,9.2642,14990,4.7059,75.949,1327.26,17.7281,4.1584,1.5583,53.72,1.5937,39.558,14.0077,1,4.4064,69.12,136.91,10.2642,1.9458,2.3708,92.1347,0.4499,1863.47,1.2025,1.5771,8.1297,1.1985,11.3041,17590,2.3549,721.204,2829.2,637.91,1.175,110.265,209.47,52.583,105.02,8.564,24.1128,2.3703,3.8385,8384.2998,8.9596,24.839,54.752,1347.83,153.84,136.091,0.8457,106.92,4791.1001,0.3516,0.9846,217.43,9508.0996,1815,157.42,13.8569,1.4133,10.647,18.5117,3066.0901,60.339,1222.02,9.4297,343.39,36.54,18.075,556.233,13.8569,218.14,31.414,120.494,0.4607,1.1805,3.5237,3.0482,120.86,5458.1001,4.3684,120.296,817.36,4.5008,14.809,6.8331,814.1,24500,10.308,13.8863,2.248,7.5391,37.3032,2045.0699,18.7684,3309.8,28.777,2885.0801,7.624,25382,655.957,655.957,119.26,7.6528
2015-01-06,1.1939,142.557,1.9484,27.6812,7.4416,0.7824,317.94,3.4527,4.2916,4.494,9.4522,1.2013,9.1127,7.6724,72.1159,2.7821,1.4737,3.227,1.4033,7.4165,9.2572,15010,4.7127,75.538,1323.42,17.834,4.1265,1.5502,53.65,1.5927,39.306,13.9716,1,4.3835,68.17,137.43,10.2043,1.9458,2.3408,90.9321,0.447,1841.05,1.1875,1.5652,8.0262,1.1835,11.2979,16557,2.325,720.511,2780.7,637.79,1.16,110.265,206.81,51.908,104.602,8.498,23.8137,2.3736,3.8083,8279,8.8458,24.5,54.059,1330.71,153.64,134.283,0.8378,106.4,4739.8999,0.3494,0.9721,214.91,9395.7998,1802,156.52,13.7415,1.3954,10.624,18.4917,3054.6201,59.922,1204.78,9.3098,339.04,36.47,18.075,562.452,13.7415,216.11,31.161,120.494,0.458,1.1655,3.449,3.0093,120.16,5414.7998,4.342,121.758,807.02,4.4764,15.586,7.07,802.3,24500,10.177,13.7731,2.2426,7.4196,37.1148,2013.09,18.5315,3289.5,28.436,2850.99,7.566,25061,655.957,655.957,119.26,7.6048
2015-01-07,1.1875,140.912,1.9484,27.6367,7.4411,0.7844,319.509,3.4527,4.3158,4.4962,9.4132,1.2009,9.1943,7.6711,74.9976,2.7585,1.4693,3.2015,1.4055,7.3589,9.2069,15040,4.6904,75.409,1303.01,17.6836,4.149,1.533,53.359,1.5838,38.998,13.914,1,4.3602,68.03,137.65,10.1454,1.9458,2.338,91.1579,0.4449,1838.89,1.1861,1.5639,8.0167,1.1821,11.2902,16241,2.3223,719.912,2841.3999,628.95,1.159,110.265,206.57,51.883,104.042,8.465,23.7859,2.3525,3.798,8269.4004,8.8282,24.471,53.996,1327.95,153.67,134.037,0.8349,105.92,4737.8999,0.3481,0.9721,214.65,9384.0996,1795,155.98,13.7244,1.3939,10.618,18.5829,3089.8201,59.631,1205.15,9.2967,338.64,36.29,17.87,544.652,13.7244,216.39,31.1,119.06,0.4557,1.1641,3.4748,3.0138,119.89,5480.8999,4.3182,122.296,806.07,4.4526,15.144,7.0626,801.3,24500,10.177,13.7621,2.2378,7.4153,37.075,2007.14,18.5092,3302.3,28.093,2847.6499,7.508,25090,655.957,655.957,119.26,7.6851
2015-01-08,1.1836,141.157,1.9484,27.8345,7.4401,0.7833,317.77,3.4527,4.2929,4.4955,9.4323,1.2009,9.1153,7.6723,74.3899,2.7446,1.4651,3.1722,1.3983,7.3427,9.1756,15080,4.686,74.806,1299.2,17.4069,4.1529,1.5224,53.234,1.5828,38.856,13.8239,1,4.3464,67.45,137.51,10.1412,1.9458,2.3239,90.2522,0.4431,1826.64,1.179,1.5574,7.968,1.1751,11.2223,16144,2.3082,712.866,2845.5,624.96,1.152,110.265,205.31,51.565,103.909,8.444,23.6481,2.3516,3.7871,8219.7998,8.7759,24.323,53.67,1318.72,153.82,133.385,0.8319,105.93,4709.2002,0.347,0.9709,213.36,9335.7998,1787,155.4,13.6018,1.3853,10.643,18.2345,3066.73,59.469,1193.74,9.2413,336.59,36.39,17.793,539.684,13.6018,214.56,30.889,119.1,0.4542,1.157,3.4514,3.0248,119.35,5468.3999,4.3054,122.308,801.21,4.4381,15.081,7.0187,796.3,24500,10.165,13.6353,2.2315,7.3578,36.7919,1999.67,18.4113,3300.2,28.006,2830.5601,7.511,24943,655.957,655.957,119.26,7.7338
2015-01-09,1.1796,141.245,1.9484,27.8467,7.4389,0.7816,315.76,3.4528,4.2805,4.4846,9.4622,1.2009,8.9833,7.6723,70.6121,2.7095,1.4534,3.1359,1.3947,7.3166,9.1442,14945,4.6611,73.839,1290.55,17.2899,4.119,1.51,52.752,1.5773,38.722,13.6454,1,4.3278,67.24,137.63,10.1248,1.9458,2.3144,89.8861,0.4416,1807.37,1.1743,1.5512,7.9355,1.1704,11.1444,16150,2.2988,709.894,2810.8,622,1.147,110.265,204.48,51.41,103.529,8.4,23.5578,2.3343,3.7767,8186.7998,8.7414,24.224,53.452,1313.36,153.42,132.971,0.8288,105.45,4692.3999,0.3459,0.965,212.74,9301.2998,1783,154.89,13.4523,1.3799,10.627,18.155,3063.5601,61.051,1188.9,9.2045,335.23,36.43,17.653,539.23,13.4523,207.22,30.717,117.672,0.4522,1.1523,3.4415,2.9832,118.57,5437,4.2895,122.804,797.96,4.423,15.719,6.9906,791.8,24500,10.103,13.4889,2.23,7.3225,36.6746,1992.7,18.3369,3315.2,27.892,2819.1699,7.455,24781,655.957,655.957,119.26,7.6616
2015-01-10,1.1796,141.245,1.9484,27.8467,7.4389,0.7816,315.76,3.4528,4.2805,4.4846,9.4622,1.2009,8.9833,7.6723,70.6121,2.7095,1.4534,3.1359,1.3947,7.3166,9.1442,14945,4.6611,73.839,1290.55,17.2899,4.119,1.51,52.752,1.5773,38.722,13.6454,1,4.3278,67.24,137.63,10.1248,1.9458,2.3144,89.8861,0.4416,1807.37,1.1743,1.5512,7.9355,1.1704,11.1444,16150,2.2988,709.894,2810.8,622,1.147,110.265,204.48,51.41,103.529,8.4,23.5578,2.3343,3.7767,8186.7998,8.7414,24.224,53.452,1313.36,153.42,132.971,0.8288,105.45,4692.3999,0.3459,0.965,212.74,9301.2998,1783,154.89,13.4523,1.3799,10.627,18.155,3063.5601,61.051,1188.9,9.2045,335.23,36.43,17.653,539.23,13.4523,207.22,30.717,117.672,0.4522,1.1523,3.4415,2.9832,118.57,5437,4.2895,122.804,797.96,4.423,15.719,6.9906,791.8,24500,10.103,13.4889,2.23,7.3225,36.6746,1992.7,18.3369,3315.2,27.892,2819.1699,7.455,24781,655.957,655.957,119.26,7.6616
2015-01-11,1.1796,141.245,1.9484,27.8467,7.4389,0.7816,315.76,3.4528,4.2805,4.4846,9.4622,1.2009,8.9833,7.6723,70.6121,2.7095,1.4534,3.1359,1.3947,7.3166,9.1442,14945,4.6611,73.839,1290.55,17.2899,4.119,1.51,52.752,1.5773,38.722,13.6454,1,4.3278,67.24,137.63,10.1248,1.9458,2.3144,89.8861,0.4416,1807.37,1.1743,1.5512,7.9355,1.1704,11.1444,16150,2.2988,709.894,2810.8,622,1.147,110.265,204.48,51.41,103.529,8.4,23.5578,2.3343,3.7767,8186.7998,8.7414,24.224,53.452,1313.36,153.42,132.971,0.8288,105.45,4692.3999,0.3459,0.965,212.74,9301.2998,1783,154.89,13.4523,1.3799,10.627,18.155,3063.5601,61.051,1188.9,9.2045,335.23,36.43,17.653,539.23,13.4523,207.22,30.717,117.672,0.4522,1.1523,3.4415,2.9832,118.57,5437,4.2895,122.804,797.96,4.423,15.719,6.9906,791.8,24500,10.103,13.4889,2.23,7.3225,36.6746,1992.7,18.3369,3315.2,27.892,2819.1699,7.455,24781,655.957,655.957,119.26,7.6616
2015-01-12,1.1871,140.327,1.9485,28.1205,7.4387,0.7815,316.816,3.4527,4.2689,4.4808,9.5213,1.201,9.0684,7.6732,72.8563,2.7207,1.4435,3.1102,1.4059,7.3377,9.2028,14710.7998,4.6708,73.838,1284.0601,17.2953,4.1271,1.5126,52.999,1.5799,38.848,13.6262,1,4.346,66.92,137.64,10.1676,1.9458,2.3216,90.1665,0.4435,1808.73,1.1779,1.554,7.9604,1.174,11.1519,16554,2.306,710.513,2781.5,624.3,1.151,110.265,205.12,51.646,103.697,8.442,23.6341,2.3448,3.8042,8324.2998,8.79,24.3,53.619,1317.46,153.4,133.561,0.8318,105.87,4708.2002,0.3468,0.9611,213.56,9334,1788,155.5,13.4472,1.3842,10.625,18.1819,3115.54,61.194,1192.61,9.2313,337.84,36.39,17.704,540.891,13.4472,213.17,30.766,116.083,0.4543,1.1559,3.454,2.9926,119.11,5429.6001,4.3066,122.64,797.49,4.4404,15.79,7.0121,794.3,24500,10.061,13.4772,2.2331,7.3591,36.693,2004.85,18.3655,3324.3,28.026,2827.8899,7.44,24837,655.957,655.957,119.26,7.6026
2015-01-13,1.1832,139.98,1.9485,28.2989,7.4389,0.7798,317.243,3.4527,4.2689,4.484,9.5534,1.2008,9.1582,7.6773,74.6992,2.7015,1.4512,3.1586,1.4158,7.3318,9.1714,14633.7998,4.6441,73.358,1279.4399,17.326,4.1287,1.5229,52.946,1.5794,38.837,13.6221,1,4.3418,66.93,137.63,10.1579,1.9458,2.3195,90.0847,0.443,1824.4399,1.1769,1.5517,7.9531,1.1729,11.0932,16834,2.3039,712.925,2802.3,623.74,1.15,110.265,204.93,51.605,103.353,8.432,23.6176,2.3395,3.8097,8010,8.8103,24.278,53.57,1316.27,153.45,133.511,0.8301,106.06,4693.2998,0.3471,0.9633,213.2,9316,1784,155.4,13.3421,1.3829,10.638,18.7554,3076.78,61.316,1192.12,9.2313,335.97,36.41,17.719,542.466,13.3421,213.22,30.714,116.083,0.4538,1.1549,3.4432,2.9548,117.139,5439.1001,4.3031,122.776,799.72,4.4353,15.758,7.0058,796,24500,10.084,13.3783,2.2314,7.3591,36.6323,2006.5699,18.3412,3339,28.225,2825.4399,7.456,24785,655.957,655.957,119.26,7.6488
2015-01-14,1.1778,138.727,1.9485,28.0898,7.4377,0.7763,318.031,3.4528,4.2828,4.4913,9.4925,1.2008,9.117,7.6812,76.9261,2.6883,1.4409,3.1085,1.4076,7.2848,9.129,14835,4.6311,72.917,1268.66,17.2031,4.1578,1.5207,52.455,1.5703,38.629,13.5526,1,4.3216,66.92,137.49,10.1134,1.9458,2.3183,89.979,0.4408,1806.52,1.1763,1.5507,7.949,1.1723,11.0876,16849,2.3027,714.807,2799.8999,623.53,1.149,110.265,204.83,51.561,102.972,8.392,23.6096,2.3329,3.8077,8200.5,8.8305,24.265,53.543,1315.58,153.45,133.401,0.8271,105.49,4690.8999,0.3451,0.9628,213.68,9317.0996,1777,154.67,13.3384,1.3822,10.628,18.9993,3106.99,60.983,1193.27,9.2178,335.79,36.29,17.61,541.657,13.3384,212.81,30.698,115.615,0.4519,1.1543,3.4426,2.9532,116.949,5434.2002,4.2825,122.761,799.31,4.4163,15.665,7.0022,794.4,24500,10.079,13.3707,2.2299,7.3553,36.6014,2013.78,18.3394,3339.6001,28.293,2823.99,7.444,24772,655.957,655.957,119.26,7.6744
2015-01-15,1.1786,138.333,1.9482,28.0255,7.4376,0.7735,319.36,3.4528,4.2553,4.4949,9.5301,1.2008,8.9797,7.6813,75.832,2.6907,1.4469,3.079,1.4079,7.2916,9.1362,14594.7002,4.5859,73.096,1275.05,17.0702,4.1442,1.5271,52.468,1.572,38.564,13.4782,1,4.3288,66.97,137.54,10.1209,1.9458,2.3104,89.6129,0.4416,1808.48,1.1723,1.5456,7.9217,1.1684,11.0606,16849,2.2948,719.912,2820.5,621.34,1.145,110.265,204.12,51.409,102.795,8.398,23.5338,2.3369,3.7831,8172.7002,8.819,24.182,53.36,1308.72,153.02,133.001,0.8301,105.59,4674.8999,0.3454,0.9628,212.98,9288.5996,1783,154.84,13.315,1.3775,10.628,19.0463,3091.21,61.191,1189.2,9.2178,334.64,36.35,17.608,539.682,13.315,212.38,30.594,115.442,0.4522,1.1503,3.4319,2.9749,118.53,5414.7998,4.2865,122.516,795.4,4.4189,15.682,6.9668,791.6,24500,10.079,13.3523,2.2298,7.3412,36.3908,2006.86,18.0607,3355.3,28.314,2814.4099,7.417,24682,655.957,655.957,119.26,7.6956
2015-01-16,1.1637,135.136,1.9434,27.8435,7.432,0.7665,321.239,3.4528,4.3044,4.4989,9.435,0.9942,8.8409,7.6872,75.8913,2.6827,1.415,3.0714,1.3914,7.1882,9.0203,14458.2998,4.5497,72.142,1251.4399,17.0571,4.0873,1.4835,51.774,1.5401,38.049,13.4239,1,4.2704,66.63,137.66,9.9965,1.9458,2.2985,89.2358,0.4356,1808.04,1.1664,1.5228,7.8809,1.1625,10.9989,16849,2.2831,716.789,2788.3999,618.15,1.139,110.265,202.49,51.135,102.051,8.294,23.4191,2.2914,3.764,8131.2002,8.7668,24.058,53.087,1300.83,152.92,132.324,0.8154,104.28,4650.8999,0.3403,0.9594,212.13,9239.5,1752,152.83,13.2304,1.3702,10.567,19.2298,3103.54,60.731,1181.36,9.1877,332.93,35.9,17.389,530.439,13.2304,213,30.438,115.182,0.4464,1.1444,3.4243,2.9596,116.89,5400.3999,4.2328,122.454,792.51,4.3622,15.461,6.9375,787.4,24500,10.044,13.2598,2.2151,7.3088,36.0423,2023.4399,18.2019,3340.6001,28.344,2800.1101,7.305,24562,655.957,655.957,119.26,7.6099
2015-01-17,1.1637,135.136,1.9434,27.8435,7.432,0.7665,321.239,3.4528,4.3044,4.4989,9.435,0.9942,8.8409,7.6872,75.8913,2.6827,1.415,3.0714,1.3914,7.1882,9.0203,14458.2998,4.5497,72.142,1251.4399,17.0571,4.0873,1.4835,51.774,1.5401,38.049,13.4239,1,4.2704,66.63,137.66,9.9965,1.9458,2.2985,89.2358,0.4356,1808.04,1.1664,1.5228,7.8809,1.1625,10.9989,16849,2.2831,716.789,2788.3999,618.15,1.139,110.265,202.49,51.135,102.051,8.294,23.4191,2.2914,3.764,8131.2002,8.7668,24.058,53.087,1300.83,152.92,132.324,0.8154,104.28,4650.8999,0.3403,0.9594,212.13,9239.5,1752,152.83,13.2304,1.3702,10.567,19.2298,3103.54,60.731,1181.36,9.1877,332.93,35.9,17.389,530.439,13.2304,213,30.438,115.182,0.4464,1.1444,3.4243,2.9596,116.89,5400.3999,4.2328,122.454,792.51,4.3622,15.461,6.9375,787.4,24500,10.044,13.2598,2.2151,7.3088,36.0423,2023.4399,18.2019,3340.6001,28.344,2800.1101,7.305,24562,655.957,655.957,119.26,7.6099
2015-01-18,1.1637,135.136,1.9434,27.8435,7.432,0.7665,321.239,3.4528,4.3044,4.4989,9.435,0.9942,8.8409,7.6872,75.8913,2.6827,1.415,3.0714,1.3914,7.1882,9.0203,14458.2998,4.5497,72.142,1251.4399,17.0571,4.0873,1.4835,51.774,1.5401,38.049,13.4239,1,4.2704,66.63,137.66,9.9965,1.9458,2.2985,89.2358,0.4356,1808.04,1.1664,1.5228,7.8809,1.1625,10.9989,16849,2.2831,716.789,2788.3999,618.15,1.139,110.265,202.49,51.135,102.051,8.294,23.4191,2.2914,3.764,8131.2002,8.7668,24.058,53.087,1300.83,152.92,132.324,0.8154,104.28,4650.8999,0.3403,0.9594,212.13,9239.5,1752,152.83,13.2304,1.3702,10.567,19.2298,3103.54,60.731,1181.36,9.1877,332.93,35.9,17.389,530.439,13.2304,213,30.438,115.182,0.4464,1.1444,3.4243,2.9596,116.89,5400.3999,4.2328,122.454,792.51,4.3622,15.461,6.9375,787.4,24500,10.044,13.2598,2.2151,7.3088,36.0423,2023.4399,18.2019,3340.6001,28.344,2800.1101,7.305,24562,655.957,655.957,119.26,7.6099
2015-01-19,1.1566,135.949,1.9483,27.8289,7.4293,0.7636,318.32,3.4528,4.3064,4.499,9.3603,0.9924,8.7379,7.691,75.3419,2.6951,1.4056,3.0277,1.384,7.1712,8.9638,14354.5,4.5574,71.522,1246.61,16.837,4.0431,1.4838,51.456,1.534,37.624,13.34,1,4.2445,65.66,137.73,9.9458,1.9458,2.2769,88.4067,0.4332,1791.08,1.1556,1.5114,7.8063,1.1517,10.9329,16849,2.2615,710.446,2742.8999,609.35,1.129,110.265,201.16,50.685,101.885,8.241,23.2005,2.2785,3.7348,8055.2998,8.6654,23.832,52.588,1286.23,152.59,131.433,0.8123,103.92,4607.6001,0.3391,0.9545,210.34,9161.0996,1737,151.77,13.1449,1.3575,10.567,18.9626,3070.1499,61.426,1171.99,9.1365,329.79,35.89,17.389,531.604,13.1449,215,30.117,114.407,0.4438,1.1336,3.4006,2.9315,116.31,5358.7998,4.207,122.008,785.05,4.3365,15.344,6.8729,779.7,24500,9.992,13.1772,2.2078,7.2406,35.5206,2006.6,18.0368,3311.6001,28.192,2773.9299,7.305,24326,655.957,655.957,119.26,7.4465
2015-01-20,1.1598,136.491,1.9483,27.9253,7.4304,0.7685,319.523,3.4528,4.3283,4.5038,9.4381,1.02,8.858,7.6923,75.3844,2.7044,1.4148,3.0711,1.3861,7.1993,8.9881,14392.5996,4.5321,71.407,1251.2,16.969,4.0587,1.4943,51.515,1.5459,37.755,13.4787,1,4.2579,65.85,137.72,9.9743,1.9458,2.2772,88.4435,0.4343,1791.36,1.1558,1.5179,7.8075,1.1518,10.9987,16849,2.2619,715.596,2694.8,608.87,1.129,110.265,201.19,50.687,101.92,8.383,23.2075,2.3008,3.7371,8056.6001,8.6644,23.835,52.596,1286.4301,152.47,131.581,0.8148,104.27,4608.2998,0.3401,0.9457,210.13,9168.4004,1709.8,152.66,13.2735,1.3577,10.571,19.487,3003.5,61.621,1168.6899,9.0531,329.84,36.12,17.389,531.257,13.2735,213.58,30.122,112.625,0.4448,1.1338,3.415,2.932,115.157,5353.5,4.2173,121.854,785.17,4.3486,15.427,6.874,779.9,24500,9.9,13.305,2.217,7.1936,35.496,2024.3,18.0645,3312.1001,27.942,2781.1399,7.305,24347,655.957,655.957,119.26,7.3955
2015-01-21,1.1547,136.991,1.9483,27.88,7.4334,0.7623,315.473,3.4528,4.3285,4.5104,9.44,1.0097,8.8715,7.6983,75.3274,2.7088,1.4141,3.0145,1.3983,7.1656,8.9501,14345.0996,4.5392,71.107,1254.6801,16.9165,4.1076,1.5097,51.348,1.5451,37.744,13.372,1,4.2379,65.67,137.74,9.9376,1.9458,2.276,88.3736,0.4326,1790.41,1.1552,1.5235,7.8033,1.1512,10.9875,16849,2.2607,712.902,2677,607.01,1.128,110.265,201.08,50.596,101.569,8.403,23.1954,2.2901,3.745,8052.2998,8.6575,23.823,52.568,1285.74,152.49,131.512,0.8117,103.82,4604.1001,0.3389,0.9452,209.88,9157.7002,1747,152.09,13.2358,1.3567,10.59,19.6504,3001.9199,60.837,1168.08,9.0531,332.36,35.86,17.267,529.67,13.2358,215.9,30.106,112.662,0.4432,1.1332,3.4132,2.9413,116.18,5352.5,4.1994,122.222,781.86,4.3301,15.284,6.8704,779.4,24500,9.894,13.2661,2.2076,7.1898,35.6885,2035.96,18.0666,3313.8999,27.84,2779.6799,7.2765,24340,655.957,655.957,119.26,7.548
2015-01-22,1.1615,136.851,1.9484,27.938,7.4348,0.7667,314.9,3.4528,4.2955,4.5001,9.4774,0.9989,8.797,7.7048,75.8433,2.7279,1.4336,3.0166,1.4333,7.2096,8.9994,14470,4.5724,71.416,1256.49,17.138,4.1037,1.5337,51.384,1.5503,37.813,13.3621,1,4.2634,65.73,137.67,9.9993,1.9458,2.2749,88.352,0.435,1781.0601,1.1547,1.5192,7.7994,1.1507,10.9499,16849,2.2595,713.467,2700.8,608.41,1.128,110.265,200.98,50.843,102.108,8.513,23.1924,2.3156,3.7576,8048.2998,8.6497,23.811,52.541,1285.09,152.32,131.446,0.8171,104.46,4603.5,0.3407,0.9452,210.34,9150.0996,1752,152.97,13.172,1.3563,10.59,19.7968,2994.6201,61.36,1165.75,9.0446,329.5,36.09,17.322,528.682,13.172,217.47,30.288,112.407,0.4457,1.1327,3.4039,2.9733,116.55,5360.6001,4.2258,122.443,784.36,4.3592,15.434,6.8727,779,24500,9.894,13.2039,2.2155,7.1811,35.4284,2048.8201,18.0163,3309.8999,27.855,2778.29,7.308,24351,655.957,655.957,119.26,7.4458
2015-01-23,1.1347,134.705,1.9475,27.8195,7.4425,0.7558,312.15,3.4528,4.2508,4.489,9.3429,0.9887,8.6834,7.6963,74.0832,2.6379,1.4144,2.917,1.4045,7.0329,8.7937,14145,4.4812,69.805,1230.51,16.566,4.1074,1.511,50.038,1.5198,36.924,12.9303,1,4.1649,65.66,137.71,9.7746,1.9458,2.2849,88.7433,0.4249,1780.3101,1.1596,1.5235,7.8341,1.1557,10.9395,16849,2.2695,715.579,2712.8999,611.11,1.133,110.265,201.87,51.055,99.768,8.375,23.2982,2.2745,3.7828,8083.6001,8.6881,23.916,52.774,1290.8,152.72,132.07,0.7978,102.19,4623.8999,0.3345,0.9448,211.05,9193.7998,1727,149.51,13.1268,1.3621,10.539,20.1922,2985.3,60.486,1170.9,9.0446,330.96,35.35,17.026,530.622,13.1268,219.13,30.34,112.977,0.4353,1.1376,3.4115,2.962,114.49,5413.6001,4.1279,122.504,787.83,4.2583,14.998,6.9086,781.4,24500,9.89,13.1618,2.2001,7.2288,35.5446,2082.3501,18.1104,3305.8,27.548,2790.5,7.308,24435,655.957,655.957,119.26,7.4434
