date,USD,JPY,BGN,CZK,DKK,EEK,GBP,HUF,LTL,LVL,PLN,RON,SEK,SKK,CHF,NOK,HRK,RUB,TRY,AUD,BRL,CAD,CNY,HKD,IDR,KRW,MXN,MYR,NZD,PHP,SGD,THB,ZAR,EUR,AED,AFN,ALL,ANG,ARS,BAM,BBD,BDT,BHD,BIF,BND,BOB,BSD,BWP,BYR,BZD,CLP,COP,CRC,CUP,CVE,DJF,DOP,DZD,EGP,ETB,FJD,GHS,GMD,GNF,GTQ,HNL,HTG,ILS,INR,IQD,IRR,ISK,JMD,JOD,KES,KHR,KWD,KZT,LAK,LBP,LKR,LSL,LYD,MAD,MDL,MGA,MKD,MMK,MOP,MRO,MUR,MWK,NAD,NGN,NIO,NPR,OMR,PAB,PEN,PGK,PKR,PYG,QAR,RSD,RWF,SAR,SCR,SDG,SOS,STD,SVC,SYP,SZL,TND,TTD,TWD,TZS,UAH,UGX,UYU,UZS,VEF,VND,XAF,XOF,XPF,XCD,MVR
2009-01-01,1.3999,126.92,1.9457,26.826,7.448,15.6466,0.9508,265.24,3.4125,0.6975,4.1101,3.9614,10.9045,30.126,1.4906,9.7122,7.3201,41.8926,2.1068,1.9853,3.2759,1.711,9.5852,10.8497,15012.5996,1771.83,19.0608,4.8923,2.4012,66.528,2.0102,47.704,13.2835,1,5.0365,64.74,121.52,2.3972,4.8564,1.9458,2.7468,94.564,0.5172,1668.26,1.9935,9.6168,1.3914,10.4259,3028,2.6769,879.58,3193.3,767.15,1.368,107.63,243.37,48.668,96.707,7.5622,13.6941,2.4272,1.7549,36.897,6867,10.6726,25.902,53.887,5.285,66.871,1602.63,13531.2002,168.507,109.373,0.969,107.355,5563.5,0.3875,166.39,11598.5996,2068.1001,155.019,12.9971,1.6991,11.067,14.2434,2523.0601,59.816,8.8287,10.9693,356.65,43.599,195.412,12.98,189.56,27.118,107.305,0.5385,1.3734,4.2487,3.5447,108.978,6750.1001,4.9931,88.34,765.31,5.2314,23.764,3.0131,1941.5,19766,11.999,64.674,12.903,1.8029,8.59,44.893,1808.9,10.5927,2671.3999,33.416,1912.97,3.0148,24048,642.957,642.957,116.86,,
2009-01-02,1.3923,127.86,1.9456,26.771,7.4473,15.6466,0.9583,264.64,3.4142,0.6965,4.1686,3.9785,10.7163,,1.5022,9.5734,7.3242,39.9485,2.1404,1.9651,3.2325,1.6775,9.476,10.7891,14965.7002,1840.99,18.8619,4.8276,2.3725,65.576,2.0267,47.701,12.929,1,5.0208,64.52,121.62,2.4106,4.8155,1.9458,2.7382,93.731,0.5156,1663.04,2.0051,9.5866,1.3871,10.3377,3018,2.6685,876.13,3093,763.7,1.364,108.27,241.21,48.481,96.537,7.5173,13.6513,2.4058,1.7462,36.781,6845.6001,10.5994,25.821,53.718,5.2677,67.162,1597.61,13539,168.279,109.031,0.9561,107.576,5539.1001,0.3834,165.87,11558.7002,2061.6001,155.962,12.9427,1.7022,11.053,14.1986,2546.51,59.922,8.801,10.935,355.54,43.463,194.799,12.924,189.39,27.033,106.691,0.5328,1.3691,4.2173,3.5326,108.604,6680.2002,4.9773,88.601,764.3,5.2005,22.812,3.0036,1935.4,19704.0996,11.961,64.471,12.9812,1.8023,8.5631,44.752,1804.64,11.0825,2697.8999,33.311,1906.98,2.9837,23967,642.957,642.957,116.86,,
2009-01-03,1.3923,127.86,1.9456,26.771,7.4473,15.6466,0.9583,264.64,3.4142,0.6965,4.1686,3.9785,10.7163,,1.5022,9.5734,7.3242,39.9485,2.1404,1.9651,3.2325,1.6775,9.476,10.7891,14965.7002,1840.99,18.8619,4.8276,2.3725,65.576,2.0267,47.701,12.929,1,5.0208,64.52,121.62,2.4106,4.8155,1.9458,2.7382,93.731,0.5156,1663.04,2.0051,9.5866,1.3871,10.3377,3018,2.6685,876.13,3093,763.7,1.364,108.27,241.21,48.481,96.537,7.5173,13.6513,2.4058,1.7462,36.781,6845.6001,10.5994,25.821,53.718,5.2677,67.162,1597.61,13539,168.279,109.031,0.9561,107.576,5539.1001,0.3834,165.87,11558.7002,2061.6001,155.962,12.9427,1.7022,11.053,14.1986,2546.51,59.922,8.801,10.935,355.54,43.463,194.799,12.924,189.39,27.033,106.691,0.5328,1.3691,4.2173,3.5326,108.604,6680.2002,4.9773,88.601,764.3,5.2005,22.812,3.0036,1935.4,19704.0996,11.961,64.471,12.9812,1.8023,8.5631,44.752,1804.64,11.0825,2697.8999,33.311,1906.98,2.9837,23967,642.957,642.957,116.86,,
2009-01-04,1.3923,127.86,1.9456,26.771,7.4473,15.6466,0.9583,264.64,3.4142,0.6965,4.1686,3.9785,10.7163,,1.5022,9.5734,7.3242,39.9485,2.1404,1.9651,3.2325,1.6775,9.476,10.7891,14965.7002,1840.99,18.8619,4.8276,2.3725,65.576,2.0267,47.701,12.929,1,5.0208,64.52,121.62,2.4106,4.8155,1.9458,2.7382,93.731,0.5156,1663.04,2.0051,9.5866,1.3871,10.3377,3018,2.6685,876.13,3093,763.7,1.364,108.27,241.21,48.481,96.537,7.5173,13.6513,2.4058,1.7462,36.781,6845.6001,10.5994,25.821,53.718,5.2677,67.162,1597.61,13539,168.279,109.031,0.9561,107.576,5539.1001,0.3834,165.87,11558.7002,2061.6001,155.962,12.9427,1.7022,11.053,14.1986,2546.51,59.922,8.801,10.935,355.54,43.463,194.799,12.924,189.39,27.033,106.691,0.5328,1.3691,4.2173,3.5326,108.604,6680.2002,4.9773,88.601,764.3,5.2005,22.812,3.0036,1935.4,19704.0996,11.961,64.471,12.9812,1.8023,8.5631,44.752,1804.64,11.0825,2697.8999,33.311,1906.98,2.9837,23967,642.957,642.957,116.86,,
2009-01-05,1.3646,127.11,1.9491,26.415,7.4484,15.6466,0.9266,266.41,3.4151,0.6977,4.084,4.0087,10.7055,,1.5119,9.4536,7.2921,39.0825,2.0869,1.9088,3.0744,1.6194,9.2572,10.5685,14676.0996,1785.21,18.3941,4.7453,2.3154,63.905,2.0059,46.879,12.6597,1,4.9116,63.13,121.59,2.3377,4.682,1.9458,2.6788,91.15,0.5044,1627.02,1.982,9.3781,1.3574,10.2473,3574,2.6379,866.72,3026,736.42,1.334,106.58,235.98,47.329,95.388,7.3644,13.3558,2.3391,1.7167,35.982,6322.7002,10.4491,25.26,52.553,5.2298,65.752,1552.7,13296.4004,166.269,106.67,0.9462,106.129,5420.3999,0.3792,162.08,11313.2998,2016.8,152.064,12.7054,1.6666,11.019,13.8557,2521.8899,59.188,8.6099,10.6977,347.81,42.656,190.563,12.7,187.67,26.447,104.273,0.5209,1.3394,4.194,3.5058,105.983,6590.3999,4.8686,89.492,747.7,5.1018,22.616,2.9466,1890.6,19270.0996,11.701,63.068,12.7181,1.7934,8.3707,44.059,1781.24,11.2186,2642.8999,32.528,1865.61,2.911,23477,642.957,642.957,116.86,,
2009-01-06,1.351,126.059,1.946,25.923,7.4523,15.6466,0.9047,264.71,3.4129,0.6972,3.9682,4.0273,10.6099,,1.5073,9.4179,7.2958,38.1976,2.0399,1.8745,2.9389,1.5984,9.1717,10.4658,14377.7998,1762.09,17.5164,4.714,2.2629,62.898,1.9829,45.965,12.6186,1,4.8,61.78,121.61,2.2846,4.6384,1.9458,2.6181,90.069,0.4929,1594.87,1.9495,9.165,1.3271,9.9695,3493,2.5514,834.66,2916.8999,722.33,1.304,104.16,230.63,46.259,94.392,7.1906,13.0538,2.27,1.6826,35.166,6606.8999,10.2189,24.707,51.361,5.2507,65.546,1517.5,12995.0996,164.989,104.257,0.9342,103.39,5411,0.3779,158.39,11046.0996,1971.1,148.681,12.24,1.6362,10.966,13.5608,2468.02,58.513,8.4146,10.4553,339.92,41.89,186.236,12.209,180.77,25.847,102.276,0.5156,1.3091,4.1076,3.4307,103.897,6420.2002,4.7585,91.21,730.73,5.0465,22.235,2.88,1854.4,18833.5996,11.436,61.634,12.3107,1.7814,8.1878,43.073,1747.62,11.066,2599.8,31.904,1823.33,2.8818,22946,642.957,642.957,116.86,,
2009-01-07,1.3611,126.18,1.9469,26.205,7.4494,15.6466,0.9026,268.11,3.4133,0.6967,4.0105,4.0517,10.6861,,1.502,9.4337,7.2948,39.0198,2.1145,1.9159,3.0412,1.6279,9.3498,10.5517,14414.2002,1771.24,17.9337,4.7971,2.3117,63.422,2.0089,46.634,13.073,1,4.9034,63.11,122.79,2.3339,4.7331,1.9458,2.6745,92.011,0.5036,1629.1801,1.9795,9.363,1.3553,10.1914,3568,2.6064,841.56,2979.6001,745.88,1.332,108.48,235.6,47.253,93.391,7.3397,13.4025,2.3189,1.7198,35.516,6748.5,10.4392,25.56,52.468,5.275,66.104,1550.21,13275.0996,166.931,106.499,0.9565,105.005,5527.5,0.3873,161.83,11312.7998,2013.6,152.065,12.6252,1.6715,11.009,13.8402,2517.8401,59.722,8.5961,10.6806,347.25,42.792,190.257,12.6285,187.72,26.564,104.692,0.526,1.3373,4.1961,3.4777,105.541,6558.6001,4.8597,92.274,746.5,5.0899,22.76,2.9419,1894.4,19239.1992,11.682,62.966,12.5493,1.7928,8.3504,43.947,1788.6,11.1735,2608,32.591,1865.2,2.9392,23411,642.957,642.957,116.86,,
2009-01-08,1.3699,125.17,1.9459,26.257,7.4527,15.6466,0.8994,273.54,3.4108,0.6965,4.037,4.1035,10.6635,,1.4989,9.5794,7.2932,38.8711,2.1309,1.9241,3.1011,1.6178,9.3507,10.6227,14630.7998,1822.4,17.9822,4.8498,2.3032,64.103,2.0263,46.612,13.1905,1,4.8847,62.76,122.44,2.325,4.725,1.9458,2.6643,89.977,0.5016,1622.97,1.987,9.3272,1.3502,10.2957,3541,2.6236,847.45,2955.7,744.21,1.327,108.21,234.7,47.318,95.361,7.3211,13.9079,2.3121,1.7128,34.973,5983.7998,10.4943,25.462,52.268,5.3144,66.241,1544.29,13216.2998,167.293,106.093,0.9544,103.383,5503,0.3852,161.23,11262.7002,2005.9,151.484,12.8792,1.7024,11.001,13.7872,2501.4399,60.992,8.5633,10.6398,344.95,42.629,188.715,12.8695,192.23,26.465,103.893,0.5261,1.3322,4.1847,3.4933,102.595,6537.7002,4.8411,92.81,748.4,5.1222,22.702,2.9307,1874.9,19165.8008,11.638,62.725,12.8703,1.7891,8.3118,43.937,1782.47,10.9208,2608.2,32.318,1858.09,2.9387,23312,642.957,642.957,116.86,,
2009-01-09,1.3455,121.57,1.9464,26.578,7.4534,15.6466,0.8878,276.19,3.4145,0.6972,4.0238,4.2016,10.705,,1.4987,9.4104,7.3241,39.3055,2.0956,1.9044,3.0857,1.5964,9.1984,10.4515,14794,1818.5,18.5588,4.7727,2.2751,63.346,1.9993,46.968,13.1942,1,4.9397,63.53,122.6,2.3991,4.6462,1.9458,2.6941,90.985,0.5073,1635.61,2.0015,9.4524,1.3651,10.4105,3580,2.6255,846.21,2982.8,752.8,1.342,108.74,237.32,47.773,95.904,7.397,14.063,2.3671,1.7433,35.708,6050.5,10.622,25.747,53.196,5.1988,65.326,1568.4399,13364.2002,169,107.278,0.9421,104.883,5467.7998,0.379,163.05,11385,2028.4,153.208,13.098,1.7056,11.026,13.9419,2529.45,60.642,8.6591,10.7588,348.81,43.106,191.654,13.09,195.12,26.765,104.222,0.5175,1.3471,4.2282,3.5033,106.909,6551.8999,4.8971,93.135,756.78,5.0302,22.242,2.9634,1896,19380.0996,11.768,63.429,13.0952,1.7925,8.4185,44.456,1829.13,11.6939,2636.7,32.652,1878.87,2.8915,23578,642.957,642.957,116.86,,
2009-01-10,1.3455,121.57,1.9464,26.578,7.4534,15.6466,0.8878,276.19,3.4145,0.6972,4.0238,4.2016,10.705,,1.4987,9.4104,7.3241,39.3055,2.0956,1.9044,3.0857,1.5964,9.1984,10.4515,14794,1818.5,18.5588,4.7727,2.2751,63.346,1.9993,46.968,13.1942,1,4.9397,63.53,122.6,2.3991,4.6462,1.9458,2.6941,90.985,0.5073,1635.61,2.0015,9.4524,1.3651,10.4105,3580,2.6255,846.21,2982.8,752.8,1.342,108.74,237.32,47.773,95.904,7.397,14.063,2.3671,1.7433,35.708,6050.5,10.622,25.747,53.196,5.1988,65.326,1568.4399,13364.2002,169,107.278,0.9421,104.883,5467.7998,0.379,163.05,11385,2028.4,153.208,13.098,1.7056,11.026,13.9419,2529.45,60.642,8.6591,10.7588,348.81,43.106,191.654,13.09,195.12,26.765,104.222,0.5175,1.3471,4.2282,3.5033,106.909,6551.8999,4.8971,93.135,756.78,5.0302,22.242,2.9634,1896,19380.0996,11.768,63.429,13.0952,1.7925,8.4185,44.456,1829.13,11.6939,2636.7,32.652,1878.87,2.8915,23578,642.957,642.957,116.86,,
2009-01-11,1.3455,121.57,1.9464,26.578,7.4534,15.6466,0.8878,276.19,3.4145,0.6972,4.0238,4.2016,10.705,,1.4987,9.4104,7.3241,39.3055,2.0956,1.9044,3.0857,1.5964,9.1984,10.4515,14794,1818.5,18.5588,4.7727,2.2751,63.346,1.9993,46.968,13.1942,1,4.9397,63.53,122.6,2.3991,4.6462,1.9458,2.6941,90.985,0.5073,1635.61,2.0015,9.4524,1.3651,10.4105,3580,2.6255,846.21,2982.8,752.8,1.342,108.74,237.32,47.773,95.904,7.397,14.063,2.3671,1.7433,35.708,6050.5,10.622,25.747,53.196,5.1988,65.326,1568.4399,13364.2002,169,107.278,0.9421,104.883,5467.7998,0.379,163.05,11385,2028.4,153.208,13.098,1.7056,11.026,13.9419,2529.45,60.642,8.6591,10.7588,348.81,43.106,191.654,13.09,195.12,26.765,104.222,0.5175,1.3471,4.2282,3.5033,106.909,6551.8999,4.8971,93.135,756.78,5.0302,22.242,2.9634,1896,19380.0996,11.768,63.429,13.0952,1.7925,8.4185,44.456,1829.13,11.6939,2636.7,32.652,1878.87,2.8915,23578,642.957,642.957,116.86,,
2009-01-12,1.336,119.458,1.9459,26.74,7.4522,15.6466,0.9014,282.67,3.4135,0.6956,4.1345,4.2258,10.7476,,1.4894,9.3839,7.3374,40.9402,2.1299,1.9668,3.0919,1.6245,9.1041,10.3584,14570,1806.35,18.0712,4.7627,2.3355,63.229,1.9887,46.126,13.4641,1,4.8282,62.23,122.63,2.3114,4.597,1.9458,2.6334,90.576,0.4958,1604.1801,1.9716,9.2187,1.3347,10.4212,3500,2.5663,808.86,2923.8999,736.01,1.312,108.57,231.97,46.774,94.852,7.2528,13.7471,2.3155,1.7024,33.661,5914.6001,10.3827,24.858,51.997,5.2079,64.756,1526.37,13185.0996,167.095,105.811,0.9294,102.72,5428.5,0.3772,159.52,11139,1982.6,149.753,13.2363,1.6679,10.978,13.6805,2469.04,60.819,8.4638,10.5164,340.94,42.269,186.528,13.23,198.93,26.173,103.154,0.5117,1.3167,4.0732,3.424,104.482,6404.1001,4.7866,91.682,739.71,4.9951,21.918,2.8968,1865.2,18943.5996,11.503,61.995,13.2432,1.7852,8.2289,43.586,1771.9,10.5265,2576,31.923,1836.54,2.8599,23048,642.957,642.957,116.86,,
2009-01-13,1.3202,117.995,1.9457,26.655,7.4512,15.6466,0.9094,276.74,3.4133,0.6953,4.1426,4.2321,10.9281,,1.4767,9.4201,7.3276,40.762,2.107,1.978,3.0262,1.6152,9.0002,10.2404,14566.7998,1784.76,18.0859,4.7178,2.3891,62.506,1.9664,45.645,13.2412,1,4.7853,61.69,123.02,2.2776,4.5433,1.9458,2.6101,89.774,0.4914,1590.01,1.9538,9.1503,1.3231,10.4296,3471,2.5436,812.96,2908,729.15,1.3,107.68,229.92,46.417,94.477,7.1985,13.6258,2.2832,1.6888,34.427,6133.2002,10.2874,24.638,51.537,5.1501,64.473,1519.51,13059.0996,167.085,105.236,0.9207,102.076,5373.2002,0.3739,158.16,11042.0996,1965.1,148.426,13.2927,1.6379,10.958,13.5924,2460.47,60.908,8.3889,10.4234,337.92,41.961,185.665,13.3,203.82,25.945,102.869,0.5059,1.3051,4.0897,3.422,103.647,6360.6001,4.7434,90.6,734.99,4.935,22.001,2.8712,1842,18776.0996,11.401,61.445,13.3047,1.7851,8.1562,43.224,1772.22,11.5578,2578.5,31.654,1821.91,2.8273,22844,642.957,642.957,116.86,,
2009-01-14,1.3217,117.76,1.9458,27.141,7.4502,15.6466,0.9034,277.4,3.4133,0.6953,4.1738,4.2294,11.0545,,1.4733,9.4644,7.3248,41.2539,2.1479,1.9885,3.0995,1.6453,8.9868,10.2461,14454.7998,1782.6,17.9898,4.7035,2.4305,61.816,1.9719,45.378,13.3957,1,4.7593,61.42,123.48,2.2652,4.5408,1.9458,2.5827,89.285,0.4888,1581.37,1.9442,9.0871,1.316,10.3147,3457,2.5298,793.86,2888.3,724.51,1.293,107.96,228.67,46.066,94.314,7.1643,13.5519,2.3545,1.6787,34.47,6303.2002,10.2182,24.504,51.257,5.1374,64.3,1511.24,12986.7998,165.659,104.697,0.9171,102.513,5344.6001,0.3749,157.47,10984.5,1954.3,147.552,13.0585,1.6435,10.948,13.5513,2453.6799,61.449,8.3432,10.3667,336.08,41.799,184.653,13.07,199.41,25.807,101.662,0.505,1.298,4.0708,3.376,103.131,6332.6001,4.7177,91.01,731.14,4.9419,21.969,2.876,1834.6,18674,11.338,61.109,12.9762,1.7828,8.1184,42.992,1699.76,11.4358,2567.8,31.581,1812,2.8239,22724,642.957,642.957,116.86,,
2009-01-15,1.3158,118.38,1.9461,27.097,7.45,15.6466,0.8968,278.49,3.4147,0.6943,4.2032,4.2565,10.8468,,1.4764,9.3533,7.3554,42.0525,2.1126,1.9727,3.1013,1.6465,8.9303,10.2094,14439.4004,1822.29,18.38,4.7013,2.4298,61.793,1.9647,45.213,13.1108,1,4.7435,61.05,122.77,2.3037,4.517,1.9458,2.5872,88.986,0.4871,1576.74,1.9479,9.0632,1.3116,10.3719,3448,2.5213,808.15,2882.6001,715.85,1.289,108.91,227.9,45.878,92.025,7.1353,13.6055,2.3401,1.6724,33.366,6305.2002,10.1906,24.422,51.085,5.101,64.024,1506.17,12994.7002,168.684,104.38,0.9106,102.433,5329.2998,0.3786,157.17,10948.2002,1947.8,147.189,13.1992,1.638,10.947,13.5783,2448.0901,60.337,8.3152,10.3319,334.95,41.791,184.032,13.185,194.99,25.724,101.678,0.5023,1.2936,4.0802,3.3937,102.899,6370.7002,4.7002,92.309,729.44,4.92,21.764,2.8663,1825.8,18611.5,11.3,60.904,13.2069,1.7839,8.0913,43.007,1700.66,11.0121,2563.8999,31.64,1805.92,2.8067,22649,642.957,642.957,116.86,,
2009-01-16,1.3292,120.54,1.9458,27.502,7.4507,15.6466,0.9002,279.24,3.4142,0.6943,4.2807,4.236,10.867,,1.486,9.201,7.3731,42.4994,2.1598,1.9809,3.0917,1.648,9.0324,10.2924,14551.7998,1789.8,18.0062,4.7317,2.4219,62.224,1.9756,45.545,13.1702,1,4.781,61.62,122.57,2.3217,4.5711,1.9458,2.6074,89.681,0.4909,1588.36,1.9482,9.1275,1.3217,10.253,3475,2.5675,797.44,2939.6001,721.44,1.299,109.76,229.35,46.17,92.564,7.1811,13.7314,2.3793,1.6957,34.059,6287.7998,10.1306,24.612,51.816,5.0598,64.644,1517.9399,13096.0996,167.778,105.16,0.9245,103.499,5370.8999,0.3806,158.28,11034.5996,1963,148.339,13.0589,1.6628,10.958,13.751,2479.8401,61.259,8.3802,10.4126,336.97,42.117,182.819,12.905,193.78,25.929,101.992,0.5077,1.3037,4.1067,3.3901,103.799,6473.6001,4.7366,91.802,735.05,4.9573,21.878,2.8887,1842.8,18756.6992,11.389,61.381,13.0389,1.7837,8.1477,43.319,1717.24,10.556,2595.8,31.82,1820.02,2.8374,22824,642.957,642.957,116.86,,
2009-01-17,1.3292,120.54,1.9458,27.502,7.4507,15.6466,0.9002,279.24,3.4142,0.6943,4.2807,4.236,10.867,,1.486,9.201,7.3731,42.4994,2.1598,1.9809,3.0917,1.648,9.0324,10.2924,14551.7998,1789.8,18.0062,4.7317,2.4219,62.224,1.9756,45.545,13.1702,1,4.781,61.62,122.57,2.3217,4.5711,1.9458,2.6074,89.681,0.4909,1588.36,1.9482,9.1275,1.3217,10.253,3475,2.5675,797.44,2939.6001,721.44,1.299,109.76,229.35,46.17,92.564,7.1811,13.7314,2.3793,1.6957,34.059,6287.7998,10.1306,24.612,51.816,5.0598,64.644,1517.9399,13096.0996,167.778,105.16,0.9245,103.499,5370.8999,0.3806,158.28,11034.5996,1963,148.339,13.0589,1.6628,10.958,13.751,2479.8401,61.259,8.3802,10.4126,336.97,42.117,182.819,12.905,193.78,25.929,101.992,0.5077,1.3037,4.1067,3.3901,103.799,6473.6001,4.7366,91.802,735.05,4.9573,21.878,2.8887,1842.8,18756.6992,11.389,61.381,13.0389,1.7837,8.1477,43.319,1717.24,10.556,2595.8,31.82,1820.02,2.8374,22824,642.957,642.957,116.86,,
2009-01-18,1.3292,120.54,1.9458,27.502,7.4507,15.6466,0.9002,279.24,3.4142,0.6943,4.2807,4.236,10.867,,1.486,9.201,7.3731,42.4994,2.1598,1.9809,3.0917,1.648,9.0324,10.2924,14551.7998,1789.8,18.0062,4.7317,2.4219,62.224,1.9756,45.545,13.1702,1,4.781,61.62,122.57,2.3217,4.5711,1.9458,2.6074,89.681,0.4909,1588.36,1.9482,9.1275,1.3217,10.253,3475,2.5675,797.44,2939.6001,721.44,1.299,109.76,229.35,46.17,92.564,7.1811,13.7314,2.3793,1.6957,34.059,6287.7998,10.1306,24.612,51.816,5.0598,64.644,1517.9399,13096.0996,167.778,105.16,0.9245,103.499,5370.8999,0.3806,158.28,11034.5996,1963,148.339,13.0589,1.6628,10.958,13.751,2479.8401,61.259,8.3802,10.4126,336.97,42.117,182.819,12.905,193.78,25.929,101.992,0.5077,1.3037,4.1067,3.3901,103.799,6473.6001,4.7366,91.802,735.05,4.9573,21.878,2.8887,1842.8,18756.6992,11.389,61.381,13.0389,1.7837,8.1477,43.319,1717.24,10.556,2595.8,31.82,1820.02,2.8374,22824,642.957,642.957,116.86,,
2009-01-19,1.3094,118.65,1.9457,27.626,7.4505,15.6466,0.9075,285.24,3.4128,0.6934,4.303,4.2638,10.8608,,1.4823,9.1308,7.3917,42.9973,2.155,1.9618,3.0631,1.6408,8.97,10.1562,14518.7998,1787.08,18.1071,4.7027,2.4358,61.785,1.9582,45.456,13.23,1,4.7645,61.5,122.44,2.2873,4.5406,1.9458,2.5985,89.209,0.4892,1582.95,1.9542,9.0962,1.3173,10.325,3467,2.5323,801.54,2934.8999,718.97,1.294,109.38,228.57,46.012,92.407,7.183,13.9495,2.3473,1.6998,33.479,6266.3999,10.0696,24.528,51.639,5.0432,63.545,1512.75,13058.7002,167.597,104.835,0.9153,102.55,5364.5,0.3732,157.67,10992.9004,1956.3,147.832,13.0512,1.6551,10.953,13.7039,2475.3401,60.779,8.3515,10.377,335.82,41.841,182.194,13.0735,189.68,25.851,101.353,0.5044,1.2993,4.0848,3.4712,103.963,6491.2998,4.7229,91.729,732.54,4.8972,21.862,2.8788,1836.5,18692.6992,11.35,61.171,13.0293,1.7919,8.1266,43.399,1784.22,10.4606,2616.7,31.977,1813.8101,2.8178,22739,642.957,642.957,116.86,,
2009-01-20,1.2885,115.71,1.9457,27.689,7.4499,15.6466,0.9284,285.38,3.4125,0.6932,4.3525,4.2945,10.8769,,1.4783,9.1985,7.409,42.7148,2.1484,1.9846,3.0563,1.6305,8.834,9.9958,14231,1750.16,17.8703,4.6702,2.4804,60.966,1.9459,44.548,13.2536,1,4.6637,60.22,122.49,2.2197,4.477,1.9458,2.5439,87.333,0.479,1549.74,1.9344,8.9046,1.29,10.3587,3395,2.4791,799.84,2873.3,703.86,1.267,108.42,223.76,45.047,91.185,7.0383,13.6574,2.3117,1.6708,33.163,6171,9.8578,24.012,50.554,4.9986,62.988,1480.95,12691.5996,166.17,102.637,0.9006,101.237,5260.8999,0.3724,154.46,10761.0996,1915.2,144.749,13.2179,1.6204,10.914,13.4866,2415.5,59.806,8.1759,10.159,328.75,41.675,178.355,13.2225,188.62,25.311,100.487,0.4965,1.272,3.9989,3.3072,102.253,6354.7998,4.6206,91.986,718.02,4.8172,21.268,2.839,1797.8,18300.0996,11.111,59.881,13.1943,1.785,7.9559,42.626,1743.58,10.187,2545.7,31.305,1778.62,2.7742,22262,642.957,642.957,116.86,,
2009-01-21,1.3005,115.736,1.9456,27.535,7.4501,15.6466,0.9365,282.03,3.4121,0.6927,4.3107,4.2743,10.6404,,1.5011,8.9771,7.3763,41.8845,2.1431,1.974,3.0232,1.6377,8.7786,10.0815,14245.4004,1760.87,17.7264,4.6481,2.4529,60.918,1.9465,44.365,12.9389,1,4.6478,60.02,122.47,2.2118,4.4606,1.9458,2.5349,86.914,0.4773,1546.2,1.9174,8.873,1.2855,10.2798,3396,2.4703,788.42,2858,702.02,1.262,108.07,222.97,44.953,90.991,7.0231,13.6092,2.3424,1.6623,32.658,6149.2998,9.8488,23.927,50.375,5.0808,63.83,1475.7,12618.2998,165.733,102.565,0.8953,100.944,5255.8999,0.3693,153.94,10735.7998,1908.4,144.242,13.0588,1.6127,10.902,13.4258,2428.27,59.47,8.1469,10.1231,327.59,41.657,177.724,13.0595,189.64,25.225,99.861,0.4932,1.2675,4.0041,3.3212,101.77,6325.7998,4.6068,92.218,715.88,4.8638,21.769,2.8289,1791.4,18235.4004,11.072,59.668,13.0476,1.7872,7.9214,42.41,1779.4301,10.0348,2541.8,28.932,1772.3199,2.7568,22244,642.957,642.957,116.86,,
2009-01-22,1.3007,115.899,1.9468,27.902,7.4524,15.6466,0.9366,283.9,3.4129,0.6933,4.364,4.2743,10.7063,,1.5007,9.0224,7.4331,41.7789,2.1534,1.9858,3.0424,1.6288,8.8366,10.0902,14327.7998,1778.7,17.5852,4.6701,2.4641,61.151,1.9481,44.576,13.064,1,4.6747,60.32,122.29,2.2247,4.4958,1.9458,2.5496,87.626,0.48,1555.16,1.919,8.9246,1.2928,10.2052,3428,2.4846,797.89,2874.6001,704.2,1.27,109.02,224.26,45.213,91.344,7.0639,13.6879,2.3341,1.6777,32.847,6214,9.9969,24.066,50.667,5.1271,63.816,1484.27,12574.5,164.783,103.159,0.8997,101.594,5293.5,0.3759,154.91,10798.2998,1919.4,144.943,12.9103,1.6221,10.922,13.4909,2437.8201,59.836,8.1942,10.1818,329.49,41.898,178.757,12.9103,192.03,25.375,100.503,0.4967,1.2748,4.0209,3.3155,102.189,6538,4.6339,93.139,720.04,4.8615,21.72,2.8453,1799.2,18341.0996,11.136,60.016,12.889,1.786,7.9673,42.584,1770.22,10.0569,2543.6001,29.1,1782.6,2.7751,22321,642.957,642.957,116.86,,
2009-01-23,1.2965,115.06,1.9459,27.895,7.4529,15.6466,0.9418,287.53,3.414,0.6938,4.405,4.2681,10.6113,,1.5007,8.976,7.394,41.6223,2.164,1.9885,3.0112,1.5952,8.7646,10.0551,14237.7998,1785.46,17.8582,4.6539,2.4494,60.601,1.949,43.838,13.2044,1,4.5985,59.42,122.45,2.1886,4.4631,1.9458,2.5084,86.209,0.4724,1530.0699,1.9057,8.78,1.2722,10.24,3399,2.4444,772.07,2828.2,695.28,1.249,108.27,220.64,44.484,90.405,6.9604,13.7872,2.2986,1.6543,32.315,6085.2998,9.8353,23.651,49.848,5.1394,63.542,1460.27,12371.2002,159.866,101.495,0.8953,100.016,5199.1001,0.373,152.6,10616.7998,1888.4,142.829,13.0418,1.5959,10.891,13.2403,2406.0601,61.207,8.0617,10.0172,324.16,40.646,175.861,13.0885,189.9,24.968,99.127,0.4925,1.2542,3.8798,3.3059,99.598,6432.2998,4.5567,94.152,708.96,4.8142,21.452,2.7994,1770.1,18044.9004,10.956,59.042,13.0391,1.7836,7.8258,42.09,1754.48,9.9081,2494.2,28.502,1753.79,2.7524,21957,642.957,642.957,116.86,,
