date,USD,JPY,BGN,CYP,CZK,DKK,EEK,GBP,HUF,LTL,LVL,MTL,PLN,RON,SEK,SIT,SKK,CHF,ISK,NOK,HRK,RUB,TRY,AUD,CAD,CNY,HKD,IDR,KRW,MYR,NZD,PHP,SGD,THB,ZAR,EUR,AED,AFN,ALL,ANG,ARS,BAM,BBD,BDT,BHD,BIF,BND,BOB,BRL,BSD,BWP,BYR,BZD,CLP,COP,CRC,CUP,CVE,DJF,DOP,DZD,EGP,ETB,FJD,GMD,GNF,GTQ,HNL,HTG,ILS,INR,IQD,IRR,JMD,JOD,KES,KHR,KWD,KYD,KZT,LAK,LBP,LKR,LSL,LYD,MAD,MDL,MGA,MKD,MMK,MOP,MRO,MUR,MWK,MXN,NAD,NGN,NIO,NPR,OMR,PAB,PEN,PGK,PKR,PYG,QAR,RWF,SAR,SCR,SOS,STD,SVC,SYP,SZL,TND,TTD,TWD,TZS,UAH,UGX,UYU,UZS,VND,XAF,XOF,XPF,RSD,SDG,GHS
2007-01-01,1.3219,157.14,1.9357,0.5782,27.447,7.4566,15.6466,0.673,251.16,3.4125,0.6873,0.4293,3.8308,3.2478,9.0436,239.64,34.435,1.6084,91.405,8.2227,7.3575,33.2838,1.8226,1.6708,1.539,10.2948,10.2777,11349.4004,1212.3,4.6565,1.8728,64.531,2.0247,46.633,9.2494,1,4.7398,62.8,117.98,2.2455,4.0322,1.9169,2.5122,88.033,0.4768,1261.1801,1.9903,10.135,2.8164,1.3107,7.698,2713,2.4727,671.45,2821.3999,657.57,1.268,105.82,220.2,42.246,89.715,7.1858,11.1437,2.0929,34.983,7171.1001,9.6538,23.898,46.623,5.5655,58.444,1664.63,11662.4004,84.713,0.9197,87.446,5136.7002,0.3805,1.0355,160.26,12278.4004,1912.4,136.087,9.011,1.6134,10.7,16.3748,2556.48,58.804,8.1096,10.1496,343.1,42.314,177.611,14.001,9.0425,162.72,22.687,88.239,0.5061,1.2727,4.032,3.7099,77.022,6512.5,4.5972,693.17,4.9452,7.138,1648.4,8434,11.033,65.797,8.841,1.6533,8.011,41.419,1610.59,6.3757,2292.6001,30.752,1578.95,20307,629.957,629.957,114.56,,,
2007-01-02,1.3276,157.76,1.9358,0.5782,27.43,7.4562,15.6466,0.6726,251.14,3.4129,0.6969,0.4293,3.8231,3.2361,9.0233,,34.383,1.6105,91.869,8.2153,7.3485,33.5147,1.8371,1.6668,1.5459,10.3639,10.3268,11426.2002,1213.8,4.6885,1.8779,64.732,2.0319,47.18,9.1644,1,4.7741,63.26,118.61,2.2621,4.0601,1.9306,2.5308,88.666,0.4803,1270.55,2.0009,10.2098,2.83,1.3201,7.7399,2733,2.491,675.13,2840.6001,663.74,1.277,106.14,221.84,42.763,90.061,7.2341,11.2259,2.1018,35.242,7221.7998,9.7253,24.075,46.968,5.5675,58.577,1677.01,11750,85.446,0.9252,88.123,5161.2998,0.3828,1.0432,161.3,12369.0996,1920.5,137.357,9.0762,1.624,10.713,16.5453,2561.3999,59.24,8.1697,10.2245,345.63,42.624,179.429,14.018,9.022,163.96,22.854,88.894,0.5096,1.2821,4.0607,3.7351,77.83,6560.7998,4.6313,698.3,4.9805,7.18,1657.3,8493.4004,11.114,66.285,8.938,1.6593,8.0702,41.47,1639.64,6.4236,2320.8999,30.98,1590.62,20470,629.957,629.957,114.56,,,
2007-01-03,1.3171,157.18,1.9359,0.5782,27.486,7.4538,15.6466,0.6744,251.89,3.4148,0.6967,0.4293,3.8371,3.2185,9.0281,,34.321,1.6134,90.515,8.2475,7.3537,33.3897,1.8195,1.6628,1.5438,10.2729,10.2529,11361,1204.1,4.6231,1.8646,64.16,2.018,46.808,9.1848,1,4.7565,63.12,118.16,2.2537,4.0188,1.9236,2.5214,88.404,0.4785,1262.08,1.995,10.1718,2.8108,1.3153,7.6685,2722,2.4817,681.86,2815.3,659.59,1.272,105.15,221.01,42.598,89.897,7.2054,11.1841,2.0921,35.21,7195.3999,9.6785,23.985,46.793,5.4848,58.09,1670.73,11706.2002,85.233,0.9208,87.502,5136.7998,0.38,1.0393,160.19,12294.5996,1919.3,136.846,9.043,1.6199,10.722,16.5499,2555.1799,58.886,8.1392,10.1865,344.34,42.599,178.315,13.958,8.982,162.58,22.915,89.222,0.5051,1.2773,4.0408,3.7075,77.295,6536.2998,4.6148,695.69,4.9379,7.128,1656.1,8458.5996,11.073,66.037,8.7805,1.6537,7.9916,41.349,1637.54,6.3996,2325.8,30.732,1584.73,20380,629.957,629.957,114.56,,,
2007-01-04,1.3093,155.54,1.9358,0.5783,27.652,7.4523,15.6466,0.6736,253.24,3.4512,0.696,0.4293,3.8855,3.2387,9.0793,,34.4,1.613,90.025,8.2715,7.3646,34.533,1.818,1.6706,1.5413,10.2009,10.1938,11305.2998,1211,4.6099,1.8806,63.813,2.0106,46.783,9.2902,1,4.7124,62.44,117.98,2.206,4.0148,1.9059,2.4974,87.768,0.474,1245.97,1.9825,10.0754,2.7996,1.3033,7.6294,2697,2.4712,678.65,2772.8999,654.04,1.26,105.19,218.9,42.293,89.46,7.1383,11.0781,2.0794,34.875,7128.3999,9.6427,23.757,46.348,5.5054,57.906,1654.77,11593.5996,83.304,0.9127,86.862,5073.7998,0.3776,1.0294,157.99,12204.2002,1895.2,136.335,8.959,1.6045,10.689,16.3933,2532.29,58.325,8.0618,10.09,341.08,42.197,176.663,13.899,9.065,161.08,22.7,88.373,0.5022,1.2653,4.0021,3.728,76.634,6474,4.571,689.08,4.9104,7.095,1638.1,8376.9004,10.967,65.408,8.8021,1.6512,7.9192,41.116,1627.36,6.3171,2306.5,30.439,1569.79,20180,629.957,629.957,114.56,,,
2007-01-05,1.2985,154.19,1.9358,0.5783,27.666,7.454,15.6466,0.6727,254.03,3.4524,0.6976,0.4293,3.879,3.249,9.0598,,34.425,1.6075,90.216,8.2661,7.364,33.136,1.838,1.6647,1.5248,10.1352,10.1269,11296.9004,1201.5,4.5662,1.8949,63.268,1.9716,46.381,9.4338,1,4.7076,62.48,118.04,2.2038,3.9974,1.904,2.4948,87.678,0.4735,1240.85,1.9795,10.0651,2.7894,1.302,7.825,2694,2.4817,677.55,2772.6001,652.83,1.259,105.61,218.67,42.577,89.407,7.1321,11.0667,2.0907,34.839,7121.2002,9.6615,23.733,46.627,5.4976,57.284,1653.05,11582.9004,84.337,0.9064,86.72,5075.1001,0.3746,1.0283,157.98,12193.5,1893.2,136.783,9.1463,1.6022,10.699,16.5072,2531.6399,58.69,8.0535,10.0796,340.73,42.153,176.441,13.97,9.183,160.87,22.681,88.281,0.4985,1.264,3.9982,3.6718,79.244,6467.2998,4.566,688.36,4.8762,7.041,1636.4,8368.0996,10.956,65.34,8.9763,1.6522,7.9347,41.165,1621.84,6.3466,2325.8,30.407,1568.1801,20165,629.957,629.957,114.56,,,
2007-01-06,1.2985,154.19,1.9358,0.5783,27.666,7.454,15.6466,0.6727,254.03,3.4524,0.6976,0.4293,3.879,3.249,9.0598,,34.425,1.6075,90.216,8.2661,7.364,33.136,1.838,1.6647,1.5248,10.1352,10.1269,11296.9004,1201.5,4.5662,1.8949,63.268,1.9716,46.381,9.4338,1,4.7076,62.48,118.04,2.2038,3.9974,1.904,2.4948,87.678,0.4735,1240.85,1.9795,10.0651,2.7894,1.302,7.825,2694,2.4817,677.55,2772.6001,652.83,1.259,105.61,218.67,42.577,89.407,7.1321,11.0667,2.0907,34.839,7121.2002,9.6615,23.733,46.627,5.4976,57.284,1653.05,11582.9004,84.337,0.9064,86.72,5075.1001,0.3746,1.0283,157.98,12193.5,1893.2,136.783,9.1463,1.6022,10.699,16.5072,2531.6399,58.69,8.0535,10.0796,340.73,42.153,176.441,13.97,9.183,160.87,22.681,88.281,0.4985,1.264,3.9982,3.6718,79.244,6467.2998,4.566,688.36,4.8762,7.041,1636.4,8368.0996,10.956,65.34,8.9763,1.6522,7.9347,41.165,1621.84,6.3466,2325.8,30.407,1568.1801,20165,629.957,629.957,114.56,,,
2007-01-07,1.2985,154.19,1.9358,0.5783,27.666,7.454,15.6466,0.6727,254.03,3.4524,0.6976,0.4293,3.879,3.249,9.0598,,34.425,1.6075,90.216,8.2661,7.364,33.136,1.838,1.6647,1.5248,10.1352,10.1269,11296.9004,1201.5,4.5662,1.8949,63.268,1.9716,46.381,9.4338,1,4.7076,62.48,118.04,2.2038,3.9974,1.904,2.4948,87.678,0.4735,1240.85,1.9795,10.0651,2.7894,1.302,7.825,2694,2.4817,677.55,2772.6001,652.83,1.259,105.61,218.67,42.577,89.407,7.1321,11.0667,2.0907,34.839,7121.2002,9.6615,23.733,46.627,5.4976,57.284,1653.05,11582.9004,84.337,0.9064,86.72,5075.1001,0.3746,1.0283,157.98,12193.5,1893.2,136.783,9.1463,1.6022,10.699,16.5072,2531.6399,58.69,8.0535,10.0796,340.73,42.153,176.441,13.97,9.183,160.87,22.681,88.281,0.4985,1.264,3.9982,3.6718,79.244,6467.2998,4.566,688.36,4.8762,7.041,1636.4,8368.0996,10.956,65.34,8.9763,1.6522,7.9347,41.165,1621.84,6.3466,2325.8,30.407,1568.1801,20165,629.957,629.957,114.56,,,
2007-01-08,1.304,154.74,1.9358,0.5784,27.617,7.4523,15.6466,0.6718,252.78,3.4126,0.6964,0.4293,3.86,3.2455,9.1083,,34.431,1.6101,90.075,8.2662,7.3605,32.9249,1.8684,1.6676,1.5308,10.1541,10.1609,11765,1205.1,4.5744,1.8847,63.377,2.003,46.399,9.3854,1,4.6783,62.08,118.14,2.2157,4.0087,1.8923,2.4789,87.969,0.4705,1232.9,1.9715,10.0011,2.796,1.294,7.8254,2677,2.4399,677,2777.6001,648.71,1.251,105.58,217.28,42.307,89.109,7.0869,10.9963,2.0902,34.616,7076.7998,9.6103,23.581,46.33,5.4987,57.639,1642.46,11509.0996,83.813,0.9056,86.314,5037.6001,0.3757,1.0218,156.02,12114,1968,135.978,9.2194,1.5907,10.686,16.4675,2518.8101,58.445,8.0021,10.0155,338.56,41.887,175.393,13.93,9.2352,159.72,22.546,88.042,0.4995,1.256,3.9733,3.6428,76.125,6425.8999,4.5371,684.77,4.8835,7.034,1618.8,8320.4004,10.886,64.923,9.0494,1.6492,7.8444,40.976,1603.71,6.2963,2340.8,30.213,1558.26,20037,629.957,629.957,114.56,,,
2007-01-09,1.2997,155.01,1.9359,0.5784,27.661,7.4533,15.6466,0.67,254.54,3.4128,0.6961,0.4293,3.8835,3.2486,9.1212,,34.335,1.6134,90.604,8.2621,7.3605,34.41,1.825,1.6638,1.5283,10.1251,10.1308,11267.5996,1206.2,4.5561,1.8762,62.989,1.9725,46.639,9.4675,1,4.6838,62.16,118.49,2.1923,4.0024,1.8945,2.4819,88.986,0.471,1234.39,1.97,10.0131,2.7925,1.2955,7.785,2680,2.4558,676.38,2781,649.47,1.252,105.38,217.54,42.716,88.917,7.1002,11.0372,2.0886,34.658,7086.3999,9.6115,23.61,46.386,5.4991,57.579,1637.9301,11522.9004,83.901,0.9059,86.346,5043.7002,0.3746,1.023,156.21,12122,1889.3,135.907,9.1651,1.5913,10.688,16.4872,2519.8799,58.515,8.0117,10.0275,338.96,41.937,175.601,13.932,9.184,159.97,22.577,88.148,0.4982,1.2575,3.9768,3.6573,76.236,6433.7002,4.5421,685.59,4.8784,7.037,1628.7,8324.0996,10.899,65.001,8.9951,1.6422,7.8317,41.025,1618,6.2915,2353.7,30.25,1561.47,20074,629.957,629.957,114.56,,,
2007-01-10,1.294,154.63,1.9357,0.5784,27.661,7.4533,15.6466,0.6693,255.25,3.4502,0.696,0.4293,3.8713,3.275,9.1327,,34.599,1.6123,92.017,8.3373,7.3645,34.345,1.8465,1.6648,1.5188,10.0812,10.0864,11250,1203.4,4.5472,1.881,63.019,1.9894,46.565,9.4265,1,4.6734,61.93,119.09,2.1874,3.9831,1.8904,2.4763,88.398,0.47,1234.97,1.966,9.9907,2.7816,1.2927,7.9494,2674,2.4633,676.62,2782.1001,648.04,1.25,106.12,217.05,42.686,88.815,7.0749,10.792,2.0821,35.165,7069.6001,9.6068,23.557,46.607,5.4856,57.477,1631.64,11495.7998,83.713,0.9003,86.23,5032.3999,0.3731,1.0207,155.98,12114.4004,1885.1,135.447,9.145,1.589,10.684,16.3659,2527.24,58.806,7.9938,10.0051,338.21,41.843,175.208,14.052,9.418,160.01,22.529,87.95,0.4964,1.2547,3.9698,3.7011,76.072,6419.2002,4.5318,684.05,4.8514,7,1623.5,8305.0996,10.875,64.855,9.1439,1.647,7.8206,41.044,1621.55,6.2878,2349.8999,30.376,1558,19995,629.957,629.957,114.56,,,
2007-01-11,1.2895,155.14,1.9361,0.5784,27.728,7.4532,15.6466,0.6631,253.58,3.4134,0.696,0.4293,3.8778,3.2714,9.1355,,34.548,1.6109,92.586,8.357,7.3649,34.29,1.8425,1.6531,1.5188,10.0372,10.0532,11745,1199.5,4.5383,1.871,63.038,1.9896,46.212,9.3915,1,4.6572,61.69,119.07,2.2055,3.9675,1.8839,2.4675,87.959,0.4683,1232.89,1.972,9.9555,2.7614,1.2883,7.8553,2664,2.4287,669.28,2771.3999,645.75,1.245,105.74,216.28,42.503,88.63,7.0533,11.0088,2.0916,35.041,7045.1001,9.5664,23.474,46.442,5.4409,57.262,1625.84,11456.5,83.638,0.9004,85.781,5014.7002,0.3719,1.0171,155.81,12071.7002,1878.4,135.073,9.2818,1.5853,10.676,16.2954,2526.1201,58.337,7.9655,9.9699,337.01,41.956,173.716,13.908,9.2575,159.12,22.452,87.639,0.4946,1.2503,3.9557,3.6417,75.797,6435.2998,4.5154,681.64,4.8355,6.969,1617.4,8275.2998,10.836,64.625,9.0872,1.6479,7.8275,40.952,1609.4,6.2655,2352.6001,30.269,1552.53,19932,629.957,629.957,114.56,,,
2007-01-12,1.2928,155.59,1.936,0.5784,27.78,7.452,15.6466,0.6601,252.7,3.4524,0.6973,0.4293,3.8661,3.2672,9.0874,,34.698,1.6104,89.763,8.3229,7.3589,32.9075,1.84,1.6509,1.5115,10.0568,10.0751,11280,1199,4.5407,1.8703,63.098,1.992,46.285,9.3291,1,4.6388,61.44,119.22,2.1966,3.9772,1.8765,2.4576,87.414,0.4664,1229.3199,1.9625,9.9155,2.7621,1.2833,7.809,2654,2.4189,667.38,2738.8999,643.27,1.24,105.32,215.41,41.881,88.427,7.0209,10.9646,2.071,34.9,7017.2998,9.4891,23.379,46.255,5.4326,57.2,1616.23,11410.2998,83.108,0.899,85.601,4994.5,0.3726,1.013,154.71,12042.5,1865.1,134.428,9.2066,1.577,10.669,16.172,2519.21,58.093,7.9334,9.9299,335.66,41.53,173.919,13.87,9.186,158.41,22.366,87.285,0.4955,1.2453,3.9365,3.6204,75.441,6409.2998,4.4977,678.61,4.8448,6.984,1604.1,8247.9004,10.792,64.364,9.025,1.6457,7.813,40.734,1599.1,6.2551,2339,30.147,1546.33,19855,629.957,629.957,114.56,,,
2007-01-13,1.2928,155.59,1.936,0.5784,27.78,7.452,15.6466,0.6601,252.7,3.4524,0.6973,0.4293,3.8661,3.2672,9.0874,,34.698,1.6104,89.763,8.3229,7.3589,32.9075,1.84,1.6509,1.5115,10.0568,10.0751,11280,1199,4.5407,1.8703,63.098,1.992,46.285,9.3291,1,4.6388,61.44,119.22,2.1966,3.9772,1.8765,2.4576,87.414,0.4664,1229.3199,1.9625,9.9155,2.7621,1.2833,7.809,2654,2.4189,667.38,2738.8999,643.27,1.24,105.32,215.41,41.881,88.427,7.0209,10.9646,2.071,34.9,7017.2998,9.4891,23.379,46.255,5.4326,57.2,1616.23,11410.2998,83.108,0.899,85.601,4994.5,0.3726,1.013,154.71,12042.5,1865.1,134.428,9.2066,1.577,10.669,16.172,2519.21,58.093,7.9334,9.9299,335.66,41.53,173.919,13.87,9.186,158.41,22.366,87.285,0.4955,1.2453,3.9365,3.6204,75.441,6409.2998,4.4977,678.61,4.8448,6.984,1604.1,8247.9004,10.792,64.364,9.025,1.6457,7.813,40.734,1599.1,6.2551,2339,30.147,1546.33,19855,629.957,629.957,114.56,,,
2007-01-14,1.2928,155.59,1.936,0.5784,27.78,7.452,15.6466,0.6601,252.7,3.4524,0.6973,0.4293,3.8661,3.2672,9.0874,,34.698,1.6104,89.763,8.3229,7.3589,32.9075,1.84,1.6509,1.5115,10.0568,10.0751,11280,1199,4.5407,1.8703,63.098,1.992,46.285,9.3291,1,4.6388,61.44,119.22,2.1966,3.9772,1.8765,2.4576,87.414,0.4664,1229.3199,1.9625,9.9155,2.7621,1.2833,7.809,2654,2.4189,667.38,2738.8999,643.27,1.24,105.32,215.41,41.881,88.427,7.0209,10.9646,2.071,34.9,7017.2998,9.4891,23.379,46.255,5.4326,57.2,1616.23,11410.2998,83.108,0.899,85.601,4994.5,0.3726,1.013,154.71,12042.5,1865.1,134.428,9.2066,1.577,10.669,16.172,2519.21,58.093,7.9334,9.9299,335.66,41.53,173.919,13.87,9.186,158.41,22.366,87.285,0.4955,1.2453,3.9365,3.6204,75.441,6409.2998,4.4977,678.61,4.8448,6.984,1604.1,8247.9004,10.792,64.364,9.025,1.6457,7.813,40.734,1599.1,6.2551,2339,30.147,1546.33,19855,629.957,629.957,114.56,,,
2007-01-15,1.2936,155.78,1.9359,0.5784,27.746,7.452,15.6466,0.6583,251.76,3.45,0.6966,0.4293,3.8687,3.2641,9.0786,,34.815,1.615,89.613,8.3181,7.3603,34.365,1.805,1.6495,1.5104,10.0608,10.0851,11286.4004,1198.7,4.5333,1.8556,62.961,1.9937,46.324,9.3104,1,4.6496,61.6,119.55,2.2018,3.9802,1.8808,2.4634,87.617,0.4675,1233.34,1.9662,9.9387,2.7642,1.2862,7.792,2660,2.4246,667.72,2741.7,644.8,1.243,105.82,215.91,41.785,88.796,7.0342,10.9902,2.0763,34.981,7034.7002,9.4952,23.434,46.687,5.4428,57.085,1620.0699,11437.0996,83.303,0.9001,85.803,4998.5,0.3729,1.0154,154.89,12070.7002,1875.2,134.742,9.2277,1.582,10.659,16.2097,2527.6799,58.66,7.952,9.9531,336.44,40.592,173.101,13.878,9.157,158.63,22.427,87.49,0.4958,1.2482,3.9459,3.6256,75.643,6424.3999,4.5082,680.2,4.8477,6.994,1614.5,8261.0996,10.818,64.515,8.9867,1.6453,7.8313,40.814,1605.4,6.2659,2337.1001,30.218,1549.9301,19902,629.957,629.957,114.56,,,
2007-01-16,1.292,156.02,1.9359,0.5784,27.792,7.4519,15.6466,0.6586,253.13,3.4126,0.6963,0.4293,3.8847,3.2476,9.0476,,34.767,1.6127,89.387,8.3182,7.3575,34.318,1.8396,1.6502,1.519,10.0429,10.0749,11715,1195.6,4.5214,1.8724,62.695,1.9891,46.294,9.3297,1,4.664,61.79,119.21,2.2088,3.9754,1.8866,2.4712,88.283,0.469,1242.37,1.967,9.9703,2.7639,1.2901,7.7916,2670,2.4323,671.99,2741.1001,646.91,1.247,106.16,216.6,41.918,88.885,7.0541,10.8996,2.0807,35.093,7056.7002,9.5255,23.509,46.836,5.4522,57.143,1625.26,11473.5,83.568,0.9006,86.402,5014.2998,0.3725,1.0186,155.49,12109.0996,1875.4,135.728,9.1656,1.587,10.67,16.2288,2553.8701,58.854,7.9774,9.9847,337.51,41.758,174.878,13.937,9.1885,159.29,22.501,87.77,0.4953,1.2521,3.9584,3.689,78.781,6444.8999,4.5225,682.6,4.8454,6.998,1620,8287.9004,10.852,64.722,8.9956,1.648,7.8227,41.006,1611.86,6.2911,2375.3999,30.314,1555.8,19981,629.957,629.957,114.56,,,
2007-01-17,1.294,156.06,1.9362,0.5784,27.819,7.4521,15.6466,0.6565,252.54,3.4147,0.6958,0.4293,3.8855,3.2595,9.0796,,35.065,1.6134,88.933,8.3272,7.3523,34.358,1.806,1.6428,1.5167,10.0459,10.0938,11265.2998,1197,4.5319,1.8674,62.996,1.9884,46.177,9.2615,1,4.6445,61.53,119.05,2.1993,3.9779,1.8787,2.4606,87.649,0.467,1236.99,1.9565,9.9275,2.7557,1.2848,7.7684,2658,2.4347,670.97,2739.8,644.17,1.242,105.7,215.67,41.738,88.657,7.0294,10.8528,2.0681,34.942,7025.7002,9.4587,23.408,46.957,5.4372,57.174,1609.2,11424.0996,83.467,0.9005,86.326,4999.2998,0.3731,1.0142,154.44,12057.0996,1873.1,134.978,9.1271,1.5796,10.663,16.1592,2561.6499,58.529,7.943,9.9419,336.06,41.58,174.138,13.868,9.161,158.54,22.408,87.391,0.4963,1.2468,3.9387,3.655,75.455,6430,4.5031,679.66,4.855,6.996,1606.2,8258.0996,10.805,64.442,8.99,1.6446,7.8388,40.811,1604.25,6.253,2363,30.183,1549.16,19903,629.957,629.957,114.56,77.583,,
2007-01-18,1.2961,157.165,1.9357,0.5784,27.754,7.4534,15.6466,0.6563,251.63,3.4147,0.6955,0.4293,3.8492,3.2495,9.1188,,34.837,1.6166,88.61,8.3731,7.3518,34.368,1.7985,1.6414,1.521,10.0346,10.1211,11200,1197.5,4.5281,1.8642,62.922,1.9909,45.476,9.2751,1,4.6511,61.62,118.83,2.1767,3.9789,1.8815,2.4643,87.455,0.4677,1252.38,1.9592,9.9423,2.7584,1.2866,7.7206,2662,2.4384,669.9,2747,645.23,1.244,105.28,215.99,41.736,89.58,7.0406,10.869,2.0697,34.994,7037.2002,9.4754,23.443,47.027,5.4635,57.349,1607.73,11439.9004,83.721,0.9011,86.287,5021,0.3733,1.0158,154.48,12075.0996,1875.9,135.179,9.1404,1.5826,10.646,16.1962,2560.29,58.617,7.9549,9.9567,336.57,41.642,174.405,13.839,9.078,158.77,22.444,87.522,0.4961,1.2486,3.9434,3.6291,75.516,6459.1001,4.5097,680.43,4.8579,7.001,1615.2,8264.0996,10.822,64.539,8.8772,1.6461,7.8271,40.918,1615.04,6.2656,2343.8,30.164,1551.46,19930,629.957,629.957,114.56,77.307,,
2007-01-19,1.2969,157.17,1.9358,0.5784,27.76,7.4541,15.6466,0.656,251.57,3.4524,0.6971,0.4293,3.846,3.2414,9.1069,,34.62,1.6169,88.078,8.3583,7.3559,32.9698,1.792,1.6425,1.5185,10.0626,10.1173,11262.5996,1201.6,4.5353,1.8628,63.157,1.9922,45.55,9.2499,1,4.6592,61.71,118.42,2.2065,3.9957,1.8847,2.4686,87.609,0.4685,1254.62,1.9615,9.9599,2.7527,1.2888,7.744,2667,2.4427,672.78,2755.3999,646.35,1.246,105.79,219.06,41.874,89.686,7.0549,10.8883,2.0665,35.056,7048.2002,9.4922,23.484,47.435,5.4622,57.121,1610.5699,11460.2002,82.995,0.9002,86.441,5027.2998,0.3738,1.0176,154.87,12096.5,1873.4,135.386,9.0785,1.589,10.666,16.2346,2553.1499,58.651,7.969,9.9743,337.16,41.715,174.716,13.864,9.091,158.99,22.488,87.354,0.497,1.2508,3.9491,3.62,75.53,6470.6001,4.5177,681.69,4.8634,7.001,1613,8279,10.841,64.654,8.9085,1.6437,7.8387,41.015,1632.13,6.281,2347.7,30.218,1554.1899,19975,629.957,629.957,114.56,77.314,,
2007-01-20,1.2969,157.17,1.9358,0.5784,27.76,7.4541,15.6466,0.656,251.57,3.4524,0.6971,0.4293,3.846,3.2414,9.1069,,34.62,1.6169,88.078,8.3583,7.3559,32.9698,1.792,1.6425,1.5185,10.0626,10.1173,11262.5996,1201.6,4.5353,1.8628,63.157,1.9922,45.55,9.2499,1,4.6592,61.71,118.42,2.2065,3.9957,1.8847,2.4686,87.609,0.4685,1254.62,1.9615,9.9599,2.7527,1.2888,7.744,2667,2.4427,672.78,2755.3999,646.35,1.246,105.79,219.06,41.874,89.686,7.0549,10.8883,2.0665,35.056,7048.2002,9.4922,23.484,47.435,5.4622,57.121,1610.5699,11460.2002,82.995,0.9002,86.441,5027.2998,0.3738,1.0176,154.87,12096.5,1873.4,135.386,9.0785,1.589,10.666,16.2346,2553.1499,58.651,7.969,9.9743,337.16,41.715,174.716,13.864,9.091,158.99,22.488,87.354,0.497,1.2508,3.9491,3.62,75.53,6470.6001,4.5177,681.69,4.8634,7.001,1613,8279,10.841,64.654,8.9085,1.6437,7.8387,41.015,1632.13,6.281,2347.7,30.218,1554.1899,19975,629.957,629.957,114.56,77.314,,
2007-01-21,1.2969,157.17,1.9358,0.5784,27.76,7.4541,15.6466,0.656,251.57,3.4524,0.6971,0.4293,3.846,3.2414,9.1069,,34.62,1.6169,88.078,8.3583,7.3559,32.9698,1.792,1.6425,1.5185,10.0626,10.1173,11262.5996,1201.6,4.5353,1.8628,63.157,1.9922,45.55,9.2499,1,4.6592,61.71,118.42,2.2065,3.9957,1.8847,2.4686,87.609,0.4685,1254.62,1.9615,9.9599,2.7527,1.2888,7.744,2667,2.4427,672.78,2755.3999,646.35,1.246,105.79,219.06,41.874,89.686,7.0549,10.8883,2.0665,35.056,7048.2002,9.4922,23.484,47.435,5.4622,57.121,1610.5699,11460.2002,82.995,0.9002,86.441,5027.2998,0.3738,1.0176,154.87,12096.5,1873.4,135.386,9.0785,1.589,10.666,16.2346,2553.1499,58.651,7.969,9.9743,337.16,41.715,174.716,13.864,9.091,158.99,22.488,87.354,0.497,1.2508,3.9491,3.62,75.53,6470.6001,4.5177,681.69,4.8634,7.001,1613,8279,10.841,64.654,8.9085,1.6437,7.8387,41.015,1632.13,6.281,2347.7,30.218,1554.1899,19975,629.957,629.957,114.56,77.314,,
2007-01-22,1.295,157.48,1.9357,0.5784,27.87,7.4535,15.6466,0.6549,252.31,3.413,0.6967,0.4293,3.857,3.2367,9.1213,,34.475,1.6181,88.288,8.3705,7.3682,34.359,1.784,1.6429,1.5288,10.0523,10.1013,11272.5,1204.9,4.5347,1.8516,63.347,1.9912,45.483,9.2425,1,4.6568,61.69,118.45,2.2053,3.9987,1.8837,2.4672,87.042,0.4683,1263.38,1.961,9.9543,2.7557,1.2881,7.6908,2665,2.4284,670.2,2759.2,646.04,1.245,105.73,218.93,42.174,89.645,7.0421,11.0085,2.0417,35.037,7044.2998,9.5005,23.471,47.408,5.4581,57.126,1602.33,11453.7998,83.757,0.9033,86.476,5016.7002,0.3736,1.017,155.87,12089.7002,1878.2,135.148,9.0217,1.5845,10.65,16.2093,2548.48,58.752,7.9645,9.9687,336.97,41.692,174.611,13.782,9.014,158.9,22.484,87.305,0.4969,1.2501,3.9488,3.6202,75.477,6466.8999,4.5147,681.66,4.8559,6.993,1612.1,8269.0996,10.835,64.617,8.8517,1.6428,7.8114,41.142,1638.99,6.2667,2323.8,30.2,1553.3199,19970,629.957,629.957,114.56,77.317,,
2007-01-23,1.3023,158.44,1.9359,0.5784,28.06,7.4529,15.6466,0.6569,253.94,3.414,0.6958,0.4293,3.872,3.2483,9.0778,,34.756,1.6184,87.469,8.3229,7.3765,34.481,1.7968,1.6437,1.5375,10.1085,10.1564,11335,1202.3,4.5584,1.8572,63.664,2.0001,45.596,9.2443,1,4.6846,62.16,118.53,2.1928,4.0282,1.8948,2.4824,87.564,0.4711,1271.23,1.9696,10.0151,2.775,1.2957,7.8014,2682,2.4563,675.22,2803,650.06,1.253,106.06,220.28,42.171,89.078,7.086,11.0758,2.0813,35.251,7086.5,9.5652,23.615,48.024,5.4941,57.472,1609.6,11525.2002,84.139,0.9054,87.184,5043.3999,0.376,1.0232,156.76,12175.2998,1889.7,135.648,9.0757,1.5942,10.679,16.2756,2573.79,58.885,8.0133,10.0295,339.03,41.945,175.677,13.952,9.07,159.85,22.624,87.84,0.4994,1.2577,3.9754,3.6703,75.972,6506.6001,4.5429,685.89,4.8801,7.052,1621.2,8325.7998,10.901,65.014,8.9565,1.643,7.8534,41.419,1645.02,6.2986,2340.7,30.386,1563.21,20086,629.957,629.957,114.56,76.1,,
