date,USD,JPY,BGN,CYP,CZK,DKK,EEK,GBP,HUF,LTL,LVL,MTL,PLN,ROL,SEK,SIT,SKK,CHF,ISK,NOK,TRL,AUD,CAD,HKD,KRW,NZD,SGD,ZAR,EUR,BOB,COP,HRK,JOD,KES,LBP,MUR,AED,ANG,BAM,BBD,BND,BRL,BSD,BYR,CNY,EGP,FJD,IDR,ILS,INR,JMD,KWD,MXN,MYR,PHP,RUB,SAR,SVC,SZL,TND,TTD,UGX
2003-04-21,1.092,130.9,1.9462,0.5868,31.581,7.4254,15.6466,0.6953,245.37,3.4527,0.6313,0.4248,4.2366,36843,9.1363,232.4165,40.965,1.5078,82.86,7.8285,1756000,1.7789,1.5881,8.5172,1317.39,1.9671,1.9309,8.2998,1,8.2697,3173.53,7.5153,0.7713,81.6918,1642.53,29.4373,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-04-22,1.0971,131.45,1.9467,0.588,31.681,7.4255,15.6466,0.6952,246.24,3.4528,0.6342,0.4255,4.2651,36737,9.134,232.4776,41.006,1.5037,83.17,7.844,1756000,1.7659,1.5904,8.557,1341.75,1.9565,1.9459,8.2814,1,,,,0.7782,82.816,,29.397,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-04-23,1.0944,131.95,1.9464,0.5881,31.67,7.4253,15.6466,0.6907,245.63,3.4532,0.6326,0.4251,4.2858,36557,9.1095,232.475,41.005,1.5064,83.08,7.836,1767000,1.7646,1.5845,8.5357,1334.02,1.9608,1.9457,8.1509,1,,,,0.7786,82.85,,29.409,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-04-24,1.1008,132.21,1.9461,0.5881,31.717,7.4247,15.6466,0.6929,245.81,3.4532,0.6343,0.4251,4.2932,36635,9.1,232.2565,40.964,1.5016,83.33,7.81,1756000,1.7819,1.6112,8.5858,1343.53,1.9877,1.9567,8.0337,1,,,,0.7827,82.8503,,29.5658,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-04-25,1.0973,132.57,1.9461,0.5888,31.555,7.4234,15.6466,0.6935,245.73,3.4532,0.6334,0.425,4.2915,36660,9.118,232.3872,40.925,1.502,83.24,7.804,1749000,1.782,1.599,8.5586,1358.35,1.9821,1.9611,7.9496,1,,,,0.783,82.77,,29.6869,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-04-26,1.0973,132.57,1.9461,0.5888,31.555,7.4234,15.6466,0.6935,245.73,3.4532,0.6334,0.425,4.2915,36660,9.118,232.3872,40.925,1.502,83.24,7.804,1749000,1.782,1.599,8.5586,1358.35,1.9821,1.9611,7.9496,1,,,,0.783,82.77,,29.6869,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-04-27,1.0973,132.57,1.9461,0.5888,31.555,7.4234,15.6466,0.6935,245.73,3.4532,0.6334,0.425,4.2915,36660,9.118,232.3872,40.925,1.502,83.24,7.804,1749000,1.782,1.599,8.5586,1358.35,1.9821,1.9611,7.9496,1,,,,0.783,82.77,,29.6869,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-04-28,1.1025,132.29,1.9462,0.5877,31.556,7.4245,15.6466,0.6909,245.55,3.4532,0.6344,0.4252,4.2628,36685,9.1495,232.5525,40.965,1.5063,82.85,7.7565,1749000,1.7759,1.5951,8.5989,1348.03,1.9776,1.9589,7.8965,1,,,,0.7793,82.0267,,29.5483,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-04-29,1.0956,132.66,1.9462,0.5881,31.422,7.4246,15.6466,0.6937,245.68,3.4532,0.632,0.4194,4.2881,36640,9.119,232.5825,40.97,1.508,83.04,7.792,1743000,1.7726,1.5927,8.5449,1333.89,1.9735,1.9487,7.8779,1,,,,0.7864,82.5203,,29.8674,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-04-30,1.1131,132.76,1.9463,0.5881,31.433,7.4243,15.6466,0.6987,245.73,3.4533,0.6374,0.4262,4.2591,37015,9.1155,232.6155,40.921,1.5141,83.61,7.8215,1750000,1.7822,1.6038,8.681,1352.69,1.99,1.9764,8.0878,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-05-01,1.1131,133.17,1.9463,0.5881,31.433,7.4243,15.6466,0.6977,245.73,3.4533,0.6374,0.4262,4.2365,37015,9.1215,232.6155,40.921,1.5113,83.61,7.8185,1750000,1.7822,1.6038,8.681,1352.69,1.99,1.9764,8.1308,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-05-02,1.1239,133.64,1.9464,0.5881,31.267,7.4246,15.6466,0.7007,245.85,3.4532,0.6405,0.4268,4.249,37310,9.0899,232.725,40.843,1.5088,83.55,7.8655,1726000,1.7802,1.5925,8.7653,1362.5,1.9991,1.9874,8.4119,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-05-03,1.1239,133.64,1.9464,0.5881,31.267,7.4246,15.6466,0.7007,245.85,3.4532,0.6405,0.4268,4.249,37310,9.0899,232.725,40.843,1.5088,83.55,7.8655,1726000,1.7802,1.5925,8.7653,1362.5,1.9991,1.9874,8.4119,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-05-04,1.1239,133.64,1.9464,0.5881,31.267,7.4246,15.6466,0.7007,245.85,3.4532,0.6405,0.4268,4.249,37310,9.0899,232.725,40.843,1.5088,83.55,7.8655,1726000,1.7802,1.5925,8.7653,1362.5,1.9991,1.9874,8.4119,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-05-05,1.1218,133.81,1.9464,0.5881,31.287,7.4257,15.6466,0.7026,245.01,3.4531,0.64,0.4267,4.241,37310,9.0818,232.7516,41.156,1.5155,83.59,7.8581,1715000,1.7746,1.5926,8.7489,1360.18,1.989,1.9775,8.139,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-05-06,1.1344,134.29,1.9464,0.5878,31.303,7.4258,15.6466,0.7071,245.11,3.4532,0.644,0.4278,4.3195,37523,9.0825,232.6633,41.162,1.5133,83.66,7.848,1736000,1.7801,1.5956,8.8393,1365.82,1.9977,1.9781,8.2599,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-05-07,1.1427,132.16,1.9464,0.5879,31.372,7.4256,15.6466,0.7107,244.89,3.4532,0.6465,0.4289,4.306,37607,9.1016,232.7516,41.225,1.5033,83.74,7.8523,1750000,1.7805,1.5889,8.9119,1370.1,1.9958,1.9905,8.1866,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-05-08,1.1435,134.48,1.9462,0.5874,31.378,7.4255,15.6466,0.7166,244.97,3.4533,0.6458,0.4289,4.321,37560,9.1049,232.905,41.24,1.5089,84.23,7.85,1735000,1.7839,1.5984,8.9166,1370.83,1.9953,1.986,8.2581,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-05-09,1.1466,134.82,1.9462,0.5872,31.463,7.4244,15.6466,0.7155,245.13,3.4535,0.6486,0.4294,4.311,37503,9.1887,232.965,41.155,1.5092,84.44,7.8785,1719000,1.7806,1.6049,8.9424,1375.92,1.9915,1.9978,8.3532,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-05-10,1.1466,134.82,1.9462,0.5872,31.463,7.4244,15.6466,0.7155,245.13,3.4535,0.6486,0.4294,4.311,37503,9.1887,232.965,41.155,1.5092,84.44,7.8785,1719000,1.7806,1.6049,8.9424,1375.92,1.9915,1.9978,8.3532,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-05-11,1.1466,134.82,1.9462,0.5872,31.463,7.4244,15.6466,0.7155,245.13,3.4535,0.6486,0.4294,4.311,37503,9.1887,232.965,41.155,1.5092,84.44,7.8785,1719000,1.7806,1.6049,8.9424,1375.92,1.9915,1.9978,8.3532,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-05-12,1.1597,135.2,1.9466,0.5871,31.463,7.4247,15.6466,0.7173,245.18,3.4531,0.652,0.4303,4.336,37598,9.1799,232.985,41.16,1.5143,84.2,7.8797,1743000,1.7868,1.6107,9.0443,1386.42,1.9966,2.0105,8.4479,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-05-13,1.1518,134.45,1.9465,0.587,31.478,7.4243,15.6466,0.7162,244.68,3.4529,0.6492,0.4296,4.325,37535,9.1715,233.045,41.11,1.515,84.02,7.8727,1722000,1.782,1.6015,8.983,1381.58,1.9991,1.9955,8.4987,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-05-14,1.1499,133.5,1.9464,0.5865,31.515,7.4244,15.6466,0.71,244.81,3.4528,0.6481,0.4291,4.317,37518,9.1735,233.09,41.075,1.5124,83.89,7.8645,1707000,1.781,1.5977,8.9677,1379.88,2.002,1.9911,8.7726,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-05-15,1.1458,132.58,1.9461,0.5864,31.385,7.4243,15.6466,0.7025,244.75,3.4529,0.6454,0.4287,4.299,37520,9.1735,233.1,41.065,1.5068,83.78,7.8402,1702000,1.7756,1.5759,8.9364,1370.72,1.997,1.9685,9.1221,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-05-16,1.1492,134.55,1.9462,0.5864,31.293,7.4238,15.6466,0.7149,245.12,3.453,0.647,0.4285,4.339,37517,9.1614,233.0852,41.046,1.516,83.83,7.8575,1719000,1.7736,1.5769,8.9628,1378.87,1.9879,1.9847,8.9653,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-05-17,1.1492,134.55,1.9462,0.5864,31.293,7.4238,15.6466,0.7149,245.12,3.453,0.647,0.4285,4.339,37517,9.1614,233.0852,41.046,1.516,83.83,7.8575,1719000,1.7736,1.5769,8.9628,1378.87,1.9879,1.9847,8.9653,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-05-18,1.1492,134.55,1.9462,0.5864,31.293,7.4238,15.6466,0.7149,245.12,3.453,0.647,0.4285,4.339,37517,9.1614,233.0852,41.046,1.516,83.83,7.8575,1719000,1.7736,1.5769,8.9628,1378.87,1.9879,1.9847,8.9653,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-05-19,1.1652,136.35,1.9468,0.5864,31.372,7.4243,15.6466,0.7128,245.21,3.4526,0.6523,0.4297,4.333,37737,9.1553,233.1123,41.045,1.5111,85.29,7.9329,1737000,1.7808,1.5846,9.0871,1389.5,1.9964,2.0102,9.2466,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-05-20,1.1644,136.84,1.9466,0.5864,31.47,7.4244,15.6466,0.7142,245.11,3.453,0.6529,0.4297,4.356,37687,9.203,233.1225,41.052,1.511,85.76,7.9467,1702000,1.7756,1.5777,9.0811,1397.28,1.9949,2.0137,9.1319,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-05-21,1.1689,136.94,1.9464,0.5864,31.443,7.4243,15.6466,0.712,245.88,3.4524,0.6543,0.4297,4.345,37722,9.1854,233.1328,41.181,1.5118,85.44,7.8587,1703000,1.7775,1.5783,9.1162,1395.96,2.0004,2.0175,9.1293,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-05-22,1.172,137.08,1.9464,0.5864,31.38,7.4243,15.6466,0.7157,245.85,3.4524,0.6554,0.4303,4.3458,37700,9.1547,233.1115,41.125,1.5146,84.76,7.844,1729000,1.7795,1.5902,9.1404,1400.89,2.0148,2.015,9.1358,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-05-23,1.179,138.35,1.9465,0.5864,31.41,7.4242,15.6466,0.7227,246.07,3.4524,0.6579,0.4309,4.346,37665,9.1883,233.23,41.16,1.5255,84.04,7.8696,1728000,1.786,1.6273,9.1949,1407.73,2.0178,2.0313,9.332,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-05-24,1.179,138.35,1.9465,0.5864,31.41,7.4242,15.6466,0.7227,246.07,3.4524,0.6579,0.4309,4.346,37665,9.1883,233.23,41.16,1.5255,84.04,7.8696,1728000,1.786,1.6273,9.1949,1407.73,2.0178,2.0313,9.332,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-05-25,1.179,138.35,1.9465,0.5864,31.41,7.4242,15.6466,0.7227,246.07,3.4524,0.6579,0.4309,4.346,37665,9.1883,233.23,41.16,1.5255,84.04,7.8696,1728000,1.786,1.6273,9.1949,1407.73,2.0178,2.0313,9.332,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-05-26,1.1813,138.6,1.9463,0.5866,31.395,7.4246,15.6466,0.7232,245.98,3.4525,0.6586,0.4311,4.352,37703,9.1949,233.245,41.149,1.5271,84.79,7.8792,1722000,1.7953,1.6279,9.2124,1416.38,2.0242,2.0346,9.3597,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-05-27,1.1901,138.53,1.9461,0.5868,31.412,7.4243,15.6466,0.7204,245.82,3.4523,0.6614,0.4316,4.345,37839,9.179,233.305,41.125,1.5211,85.27,7.8822,1730000,1.8041,1.6366,9.2812,1426.33,2.0333,2.048,9.558,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-05-28,1.1738,139.41,1.946,0.5868,31.34,7.4242,15.6466,0.7172,246.38,3.4522,0.6572,0.4306,4.356,37792,9.1437,233.121,41.055,1.5246,85.08,7.885,1704000,1.8008,1.6243,9.154,1409.09,2.037,2.0337,9.6329,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-05-29,1.1756,140.55,1.9464,0.5869,31.378,7.4241,15.6466,0.7191,249.92,3.4527,0.6582,0.4304,4.408,37825,9.1609,232.1594,41.31,1.5282,85.03,7.8751,1713000,1.8256,1.6294,9.1685,1418.95,2.0548,2.0401,9.4095,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-05-30,1.1822,140.49,1.9465,0.587,31.333,7.4244,15.6466,0.7201,249.73,3.4523,0.661,0.431,4.388,38107,9.1209,233.2,41.185,1.5286,84.77,7.8725,1688000,1.8136,1.6214,9.2195,1425.73,2.0499,2.0446,9.5467,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-05-31,1.1822,140.49,1.9465,0.587,31.333,7.4244,15.6466,0.7201,249.73,3.4523,0.661,0.431,4.388,38107,9.1209,233.2,41.185,1.5286,84.77,7.8725,1688000,1.8136,1.6214,9.2195,1425.73,2.0499,2.0446,9.5467,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-01,1.1822,140.49,1.9465,0.587,31.333,7.4244,15.6466,0.7201,249.73,3.4523,0.661,0.431,4.388,38107,9.1209,233.2,41.185,1.5286,84.77,7.8725,1688000,1.8136,1.6214,9.2195,1425.73,2.0499,2.0446,9.5467,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-02,1.1672,139.36,1.9463,0.5872,31.362,7.4244,15.6466,0.7177,252.12,3.4523,0.656,0.4302,4.4446,37965,9.1184,233.22,41.121,1.5284,84.45,7.8905,1660000,1.7906,1.6058,9.1027,1407,2.0275,2.0163,9.4221,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-03,1.1723,139.83,1.9464,0.5871,31.31,7.4246,15.6466,0.7201,253.75,3.4524,0.6578,0.4304,4.44,38062,9.1152,233.35,41.176,1.5374,85.13,8.0431,1687000,1.7806,1.6034,9.1423,1408.46,2.0223,2.0232,9.3897,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-04,1.1691,138.44,1.9464,0.5872,31.495,7.4248,15.6466,0.7135,263.5,3.453,0.6563,0.4303,4.431,37995,9.1202,233.345,41.394,1.5348,85.51,8.0841,1669000,1.7582,1.586,9.1172,1403.39,2.0073,2.0171,9.5462,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-05,1.1775,139.41,1.9464,0.5866,31.4,7.4243,15.6466,0.7127,263.53,3.4535,0.6593,0.43,4.4,38000,9.1174,233.405,41.52,1.5398,85.5,8.1343,1705000,1.7678,1.5932,9.1828,1413.29,2.0387,2.0286,9.3794,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-06,1.1813,138.84,1.9467,0.5862,31.335,7.4246,15.6466,0.7039,260.5,3.4532,0.6608,0.4298,4.365,38280,9.113,233.455,41.43,1.5441,85.77,8.1646,1687000,1.7822,1.5979,9.2125,1417.91,2.0453,2.035,9.486,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-07,1.1813,138.84,1.9467,0.5862,31.335,7.4246,15.6466,0.7039,260.5,3.4532,0.6608,0.4298,4.365,38280,9.113,233.455,41.43,1.5441,85.77,8.1646,1687000,1.7822,1.5979,9.2125,1417.91,2.0453,2.035,9.486,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-08,1.1813,138.84,1.9467,0.5862,31.335,7.4246,15.6466,0.7039,260.5,3.4532,0.6608,0.4298,4.365,38280,9.113,233.455,41.43,1.5441,85.77,8.1646,1687000,1.7822,1.5979,9.2125,1417.91,2.0453,2.035,9.486,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-09,1.1726,138.41,1.9464,0.5862,31.348,7.4245,15.6466,0.7116,261.55,3.4527,0.6579,0.4295,4.456,38212,9.1094,233.45,41.356,1.5406,85.64,8.1769,1659000,1.7775,1.6014,9.1461,1402.56,2.0343,2.0254,9.2885,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-10,1.1699,137.47,1.9465,0.5862,31.305,7.4246,15.6466,0.7068,259.4,3.4527,0.657,0.4292,4.406,38215,9.1206,233.55,41.49,1.5378,85.65,8.1941,1669000,1.7768,1.59,9.1235,1397.27,2.0336,2.0273,9.2548,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-11,1.1748,138.43,1.9463,0.5859,31.3,7.4241,15.6466,0.7053,257.75,3.4525,0.6578,0.429,4.432,38230,9.108,233.635,41.535,1.5374,86.12,8.2337,1678000,1.778,1.5937,9.1619,1404.24,2.0336,2.0389,9.3395,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-12,1.1734,138.48,1.9465,0.586,31.285,7.4238,15.6466,0.7053,258.45,3.4523,0.6567,0.4287,4.462,38250,9.0804,233.705,41.455,1.5422,86.17,8.1657,1665000,1.7696,1.5883,9.1513,1400.22,2.03,2.0386,9.1827,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-13,1.1751,139.3,1.9464,0.5863,31.245,7.4243,15.6466,0.7101,259.71,3.4523,0.6581,0.4292,4.441,38270,9.0789,233.715,41.346,1.5402,86.62,8.2049,1662000,1.768,1.5826,9.1647,1400.66,2.0314,2.0364,9.3066,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-14,1.1751,139.3,1.9464,0.5863,31.245,7.4243,15.6466,0.7101,259.71,3.4523,0.6581,0.4292,4.441,38270,9.0789,233.715,41.346,1.5402,86.62,8.2049,1662000,1.768,1.5826,9.1647,1400.66,2.0314,2.0364,9.3066,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-15,1.1751,139.3,1.9464,0.5863,31.245,7.4243,15.6466,0.7101,259.71,3.4523,0.6581,0.4292,4.441,38270,9.0789,233.715,41.346,1.5402,86.62,8.2049,1662000,1.768,1.5826,9.1647,1400.66,2.0314,2.0364,9.3066,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-16,1.1854,139.05,1.9462,0.5859,31.335,7.4244,15.6466,0.7044,261.13,3.4525,0.6621,0.4294,4.386,38368,9.0783,233.715,41.36,1.5436,86.7,8.213,1677000,1.773,1.5825,9.2446,1410.86,2.0323,2.0474,9.2091,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-17,1.1797,139.16,1.9462,0.5863,31.435,7.4239,15.6466,0.6999,262.7,3.4523,0.6603,0.429,4.385,38285,9.0438,233.675,41.435,1.5418,86.42,8.1995,1672000,1.764,1.5868,9.2002,1396.76,2.0206,2.039,9.1999,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-18,1.1699,137.84,1.9464,0.5863,31.415,7.4241,15.6466,0.6954,265.87,3.4522,0.6563,0.428,4.432,38255,9.0575,233.785,41.485,1.5446,85.92,8.1617,1659000,1.7459,1.5727,9.1238,1386.21,2.0026,2.0267,9.2493,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-19,1.1655,138.71,1.9462,0.5856,31.45,7.4249,15.6466,0.6974,266.08,3.4528,0.6542,0.4278,4.467,38100,9.0854,233.775,41.7,1.5418,85.59,8.1586,1665000,1.7425,1.5762,9.0897,1394.52,1.9967,2.0195,9.2607,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-20,1.1655,137.53,1.9462,0.5855,31.48,7.425,15.6466,0.6974,262.07,3.4526,0.6534,0.4279,4.428,38140,9.068,233.765,41.671,1.5415,86.21,8.178,1650000,1.737,1.5661,9.0896,1387.59,1.9909,2.0204,9.1455,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-21,1.1655,137.53,1.9462,0.5855,31.48,7.425,15.6466,0.6974,262.07,3.4526,0.6534,0.4279,4.428,38140,9.068,233.765,41.671,1.5415,86.21,8.178,1650000,1.737,1.5661,9.0896,1387.59,1.9909,2.0204,9.1455,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-22,1.1655,137.53,1.9462,0.5855,31.48,7.425,15.6466,0.6974,262.07,3.4526,0.6534,0.4279,4.428,38140,9.068,233.765,41.671,1.5415,86.21,8.178,1650000,1.737,1.5661,9.0896,1387.59,1.9909,2.0204,9.1455,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-23,1.1539,135.97,1.9462,0.5851,31.495,7.4252,15.6466,0.6926,260.3,3.4531,0.6493,0.4273,4.459,37910,9.1182,233.865,41.829,1.5289,86.65,8.1626,1652000,1.7368,1.5755,8.9989,1373.43,1.9708,2.0064,9.1735,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-24,1.1565,135.57,1.9461,0.5849,31.53,7.4254,15.6466,0.6914,260.54,3.4528,0.65,0.4273,4.45,37880,9.1417,233.875,41.774,1.5297,87.33,8.1625,1666000,1.7381,1.5676,9.019,1379.13,1.9726,2.0122,8.9467,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-25,1.1551,136.08,1.9462,0.5852,31.48,7.4252,15.6466,0.6893,260.73,3.4529,0.6487,0.4269,4.455,37760,9.1518,233.885,41.671,1.5337,87.92,8.2719,1664000,1.7271,1.5628,9.008,1371.33,1.9707,2.0084,8.8805,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-26,1.1432,136.48,1.9461,0.585,31.47,7.4257,15.6466,0.6875,262.97,3.4525,0.6452,0.426,4.478,37700,9.1553,233.874,41.66,1.5424,87.27,8.28,1650000,1.7174,1.5474,8.9149,1356.64,1.9619,2.004,8.7077,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-27,1.1413,136.75,1.9462,0.5863,31.6,7.427,15.6466,0.6929,266.25,3.4528,0.6476,0.4264,4.4463,37700,9.1785,233.865,41.69,1.5424,87.02,8.285,1630000,1.7166,1.5448,8.8999,1363.17,1.9648,2.0038,8.5192,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-28,1.1413,136.75,1.9462,0.5863,31.6,7.427,15.6466,0.6929,266.25,3.4528,0.6476,0.4264,4.4463,37700,9.1785,233.865,41.69,1.5424,87.02,8.285,1630000,1.7166,1.5448,8.8999,1363.17,1.9648,2.0038,8.5192,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-29,1.1413,136.75,1.9462,0.5863,31.6,7.427,15.6466,0.6929,266.25,3.4528,0.6476,0.4264,4.4463,37700,9.1785,233.865,41.69,1.5424,87.02,8.285,1630000,1.7166,1.5448,8.8999,1363.17,1.9648,2.0038,8.5192,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-30,1.1427,137.88,1.9462,0.5864,31.572,7.4299,15.6466,0.6957,266.61,3.4528,0.6489,0.4267,4.489,37660,9.176,233.952,41.55,1.5551,87.61,8.2953,1618000,1.7116,1.5506,8.911,1364.38,1.9569,2.0149,8.6217,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-07-01,1.1543,137.91,1.9463,0.5865,31.564,7.4303,15.6466,0.695,264.63,3.4529,0.6532,0.4274,4.41,37860,9.1965,233.87,41.385,1.5525,88.08,8.2525,1627000,1.7081,1.5541,9.0018,1373.73,1.9424,2.029,8.6163,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-07-02,1.1535,136.34,1.9464,0.5871,31.593,7.4307,15.6466,0.6922,263.14,3.4532,0.652,0.4271,4.442,37770,9.1801,234.048,41.48,1.5533,88.15,8.2885,1616000,1.702,1.5594,8.9952,1369.32,1.9459,2.0224,8.5819,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-07-03,1.1457,135.81,1.9464,0.5875,31.685,7.4336,15.6466,0.6881,263.31,3.4531,0.6477,0.4264,4.454,37625,9.1603,234.145,41.53,1.5503,87.44,8.2628,1603000,1.6863,1.5394,8.9344,1356.05,1.9295,2.0096,8.6266,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-07-04,1.1466,135.6,1.9465,0.5868,31.625,7.4338,15.6466,0.6891,263.98,3.4531,0.6474,0.4261,4.45,37611,9.2052,234.205,41.525,1.5507,87.61,8.2884,1596000,1.6863,1.5341,8.9414,1353.56,1.9252,2.0046,8.6216,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-07-05,1.1466,135.6,1.9465,0.5868,31.625,7.4338,15.6466,0.6891,263.98,3.4531,0.6474,0.4261,4.45,37611,9.2052,234.205,41.525,1.5507,87.61,8.2884,1596000,1.6863,1.5341,8.9414,1353.56,1.9252,2.0046,8.6216,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-07-06,1.1466,135.6,1.9465,0.5868,31.625,7.4338,15.6466,0.6891,263.98,3.4531,0.6474,0.4261,4.45,37611,9.2052,234.205,41.525,1.5507,87.61,8.2884,1596000,1.6863,1.5341,8.9414,1353.56,1.9252,2.0046,8.6216,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-07-07,1.136,133.83,1.9463,0.5871,31.634,7.4351,15.6466,0.6864,263.02,3.4534,0.6444,0.4259,4.433,37385,9.2242,234.35,41.514,1.5554,87.3,8.2902,1594000,1.6675,1.5306,8.8587,1342.75,1.8982,1.9926,8.5069,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-07-08,1.1326,133.85,1.9462,0.5871,31.609,7.4359,15.6466,0.6916,262.55,3.4532,0.6452,0.4261,4.448,37245,9.1432,234.425,41.59,1.5495,87.97,8.2519,1590000,1.695,1.5368,8.8326,1336.69,1.9094,1.9892,8.6247,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-07-09,1.1355,133.61,1.9461,0.5872,31.595,7.4351,15.6466,0.6929,262.05,3.4524,0.6468,0.4268,4.444,37211,9.129,234.415,41.602,1.5431,87.86,8.2709,1614000,1.7193,1.5488,8.8554,1338.87,1.9235,1.9884,8.6094,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
