date,USD,JPY,BGN,CYP,CZK,DKK,EEK,GBP,HUF,LTL,LVL,MTL,PLN,ROL,SEK,SIT,SKK,CHF,ISK,NOK,TRL,AUD,CAD,HKD,KRW,NZD,SGD,ZAR,EUR,BOB,COP,HRK,JOD,KES,LBP,MUR,AED,ANG,BAM,BBD,BND,BRL,BSD,BYR,CNY,EGP,FJD,IDR,ILS,INR,JMD,KWD,MXN,MYR,PHP,RUB,SAR,SVC,SZL,TND,TTD,UGX
2003-07-10,1.1342,133.67,1.9466,0.5873,31.634,7.4354,15.6466,0.6948,261.73,3.4525,0.645,0.427,4.443,37200,9.126,234.435,41.595,1.5469,87.55,8.2943,1598000,1.7357,1.5724,8.8458,1336.6,1.9417,1.9863,8.6339,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-07-11,1.1315,132.97,1.9461,0.5875,31.666,7.435,15.6466,0.6914,261.58,3.4524,0.6431,0.4261,4.429,37140,9.1251,234.325,41.605,1.5545,87.12,8.2988,1576000,1.7194,1.5575,8.8247,1333.42,1.9189,1.9853,8.5061,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-07-12,1.1315,132.97,1.9461,0.5875,31.666,7.435,15.6466,0.6914,261.58,3.4524,0.6431,0.4261,4.429,37140,9.1251,234.325,41.605,1.5545,87.12,8.2988,1576000,1.7194,1.5575,8.8247,1333.42,1.9189,1.9853,8.5061,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-07-13,1.1315,132.97,1.9461,0.5875,31.666,7.435,15.6466,0.6914,261.58,3.4524,0.6431,0.4261,4.429,37140,9.1251,234.325,41.605,1.5545,87.12,8.2988,1576000,1.7194,1.5575,8.8247,1333.42,1.9189,1.9853,8.5061,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-07-14,1.1299,132.73,1.9462,0.5875,31.826,7.4325,15.6466,0.6995,260.79,3.4524,0.6436,0.4265,4.428,36957,9.1518,234.435,41.64,1.5499,87.27,8.3338,1568000,1.7116,1.5577,8.814,1329.1,1.9142,1.983,8.5662,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-07-15,1.1319,131.78,1.9462,0.5872,31.845,7.4313,15.6466,0.7014,261.05,3.4523,0.6453,0.4275,4.445,37034,9.1359,234.5,41.68,1.5471,87.43,8.342,1561000,1.717,1.5584,8.8286,1331.23,1.927,1.9871,8.6096,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-07-16,1.1138,132.53,1.9464,0.5873,31.877,7.4343,15.6466,0.7025,262.05,3.4523,0.6405,0.4266,4.465,36546,9.1757,234.55,41.674,1.5447,87.02,8.3484,1544000,1.7102,1.5542,8.687,1310.39,1.9224,1.9626,8.7027,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-07-17,1.1231,133.5,1.9465,0.5874,31.948,7.4357,15.6466,0.7035,264.65,3.4524,0.6437,0.4275,4.4765,36623,9.23,234.525,41.8,1.5214,87.24,8.366,1557000,1.7152,1.5637,8.7594,1324.13,1.9206,1.9764,8.6702,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-07-18,1.1205,133.53,1.9466,0.5873,32.084,7.4338,15.6466,0.7075,267.35,3.4524,0.6427,0.4273,4.462,36760,9.2675,234.535,42.18,1.5354,87.35,8.349,1564000,1.7303,1.5754,8.7389,1323.31,1.9488,1.9751,8.6141,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-07-19,1.1205,133.53,1.9466,0.5873,32.084,7.4338,15.6466,0.7075,267.35,3.4524,0.6427,0.4273,4.462,36760,9.2675,234.535,42.18,1.5354,87.35,8.349,1564000,1.7303,1.5754,8.7389,1323.31,1.9488,1.9751,8.6141,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-07-20,1.1205,133.53,1.9466,0.5873,32.084,7.4338,15.6466,0.7075,267.35,3.4524,0.6427,0.4273,4.462,36760,9.2675,234.535,42.18,1.5354,87.35,8.349,1564000,1.7303,1.5754,8.7389,1323.31,1.9488,1.9751,8.6141,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-07-21,1.1284,134.38,1.9468,0.5873,32.3,7.4347,15.6466,0.7088,265.95,3.4523,0.6454,0.428,4.451,36750,9.262,234.55,42.38,1.5363,87.76,8.3546,1568000,1.7416,1.5886,8.8007,1329.82,1.9697,1.9827,8.61,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-07-22,1.1343,134.77,1.9466,0.5874,32.192,7.4342,15.6466,0.7091,266.32,3.4523,0.6473,0.4282,4.424,36778,9.2674,234.51,42.257,1.5424,88.02,8.3437,1577000,1.7372,1.5951,8.8467,1341.76,1.9663,1.9936,8.5741,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-07-23,1.1401,136.35,1.9466,0.5874,32.174,7.4333,15.6466,0.714,267.64,3.4526,0.6492,0.4287,4.4187,36859,9.2168,234.55,42.22,1.5459,87.98,8.2942,1601000,1.74,1.6125,8.8917,1346.29,1.9715,2.0021,8.6023,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-07-24,1.1467,136.53,1.9466,0.5874,32.126,7.4323,15.6466,0.7106,265.98,3.4528,0.6517,0.429,4.408,37075,9.2182,234.525,42.095,1.5447,88.25,8.2675,1635000,1.7282,1.6011,8.9431,1352.76,1.9559,2.0038,8.6143,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-07-25,1.1477,136.61,1.9466,0.5875,32.092,7.4317,15.6466,0.7104,264.06,3.4531,0.6519,0.429,4.397,37120,9.187,234.495,42.06,1.5456,88.17,8.216,1624000,1.7308,1.5994,8.9509,1354.46,1.9569,2.0067,8.537,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-07-26,1.1477,136.61,1.9466,0.5875,32.092,7.4317,15.6466,0.7104,264.06,3.4531,0.6519,0.429,4.397,37120,9.187,234.495,42.06,1.5456,88.17,8.216,1624000,1.7308,1.5994,8.9509,1354.46,1.9569,2.0067,8.537,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-07-27,1.1477,136.61,1.9466,0.5875,32.092,7.4317,15.6466,0.7104,264.06,3.4531,0.6519,0.429,4.397,37120,9.187,234.495,42.06,1.5456,88.17,8.216,1624000,1.7308,1.5994,8.9509,1354.46,1.9569,2.0067,8.537,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-07-28,1.1489,137.15,1.9467,0.5875,32,7.4308,15.6466,0.7067,263.94,3.4534,0.6522,0.4285,4.395,37180,9.1784,234.6,42.055,1.5473,87.71,8.2339,1630000,1.7322,1.5901,8.9604,1354.27,1.9522,2.0108,8.4311,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-07-29,1.1462,137.15,1.9464,0.5875,31.971,7.4313,15.6466,0.7043,262.67,3.4533,0.6518,0.4284,4.369,37325,9.1932,234.6,41.95,1.5467,87.62,8.264,1650000,1.726,1.5876,8.9392,1350.91,1.944,2.0107,8.4124,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-07-30,1.142,136.5,1.9466,0.5875,31.983,7.4312,15.6466,0.7021,263.38,3.4532,0.6504,0.428,4.374,37247,9.178,234.66,41.835,1.5465,87.58,8.2065,1631000,1.7373,1.5922,8.9065,1347.45,1.9526,2.0058,8.4333,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-07-31,1.1318,135.44,1.9467,0.5875,32.22,7.4311,15.6466,0.6975,263.93,3.4525,0.647,0.4274,4.3728,37114,9.188,234.795,41.85,1.5386,87.69,8.161,1606000,1.7455,1.5867,8.8271,1335.35,1.9521,1.9901,8.426,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-08-01,1.1169,135.48,1.9466,0.5874,32.31,7.4302,15.6466,0.7001,264.25,3.4527,0.6424,0.4263,4.4,37203,9.2302,234.76,41.989,1.5393,87.4,8.157,1609000,1.7258,1.5709,8.7109,1322.63,1.9298,1.9682,8.373,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-08-02,1.1169,135.48,1.9466,0.5874,32.31,7.4302,15.6466,0.7001,264.25,3.4527,0.6424,0.4263,4.4,37203,9.2302,234.76,41.989,1.5393,87.4,8.157,1609000,1.7258,1.5709,8.7109,1322.63,1.9298,1.9682,8.373,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-08-03,1.1169,135.48,1.9466,0.5874,32.31,7.4302,15.6466,0.7001,264.25,3.4527,0.6424,0.4263,4.4,37203,9.2302,234.76,41.989,1.5393,87.4,8.157,1609000,1.7258,1.5709,8.7109,1322.63,1.9298,1.9682,8.373,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-08-04,1.1307,136.69,1.9465,0.5872,32.272,7.4317,15.6466,0.7042,263.03,3.4525,0.6471,0.4273,4.3813,37370,9.2597,234.775,41.99,1.5298,87.9,8.171,1607000,1.7374,1.582,8.8185,1335.53,1.9339,1.9925,8.4742,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-08-05,1.1333,136.61,1.9466,0.5868,32.171,7.433,15.6466,0.7055,262.05,3.4526,0.6484,0.4277,4.3666,37320,9.22,234.795,41.89,1.5334,87.95,8.227,1591000,1.758,1.5958,8.8388,1346.08,1.9566,2.0002,8.4661,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-08-06,1.1392,136.24,1.9465,0.5868,32.156,7.4348,15.6466,0.7041,261.95,3.4527,0.6502,0.428,4.358,37390,9.2222,234.84,41.81,1.5333,88.21,8.1762,1603000,1.7572,1.5942,8.885,1349.55,1.9646,2.0089,8.3213,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-08-07,1.1353,135.41,1.9463,0.5871,32.06,7.4343,15.6466,0.7032,261.32,3.4527,0.6489,0.4281,4.3557,37355,9.215,234.915,41.735,1.5363,88.21,8.153,1603000,1.7527,1.592,8.8547,1345.27,1.9643,1.9952,8.2392,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-08-08,1.1326,134.71,1.9462,0.5871,32.03,7.4345,15.6466,0.7042,259.24,3.4533,0.6469,0.4276,4.356,37300,9.1965,234.945,41.71,1.5371,88.63,8.1667,1588000,1.7384,1.5813,8.8337,1337,1.945,1.9879,8.3022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-08-09,1.1326,134.71,1.9462,0.5871,32.03,7.4345,15.6466,0.7042,259.24,3.4533,0.6469,0.4276,4.356,37300,9.1965,234.945,41.71,1.5371,88.63,8.1667,1588000,1.7384,1.5813,8.8337,1337,1.945,1.9879,8.3022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-08-10,1.1326,134.71,1.9462,0.5871,32.03,7.4345,15.6466,0.7042,259.24,3.4533,0.6469,0.4276,4.356,37300,9.1965,234.945,41.71,1.5371,88.63,8.1667,1588000,1.7384,1.5813,8.8337,1337,1.945,1.9879,8.3022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-08-11,1.1295,134.62,1.9461,0.5871,32.149,7.4331,15.6466,0.7065,258.5,3.4533,0.6456,0.4276,4.3547,37375,9.2491,234.965,41.89,1.5425,88.74,8.229,1585000,1.7214,1.5722,8.8093,1331.85,1.9284,1.9824,8.354,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-08-12,1.1312,133.7,1.946,0.5872,32.205,7.433,15.6466,0.7036,258.64,3.4533,0.6463,0.4279,4.3824,37280,9.233,234.995,41.86,1.5435,90,8.247,1586500,1.7195,1.5656,8.8225,1333.29,1.9265,1.9846,8.3628,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-08-13,1.1277,134.84,1.9461,0.5872,32.096,7.4325,15.6466,0.7039,258.68,3.4533,0.6455,0.4274,4.371,37325,9.2134,235.005,41.83,1.5464,90.31,8.3158,1583000,1.7217,1.5615,8.7951,1330.4,1.9253,1.9776,8.3939,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-08-14,1.127,134.11,1.9462,0.587,32.17,7.4319,15.6466,0.7034,260.55,3.4524,0.6449,0.4271,4.372,37330,9.2062,235.055,41.99,1.5446,89.42,8.2985,1580000,1.718,1.5575,8.7896,1325.97,1.9185,1.9754,8.2615,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-08-15,1.1247,134.18,1.9463,0.5869,32.2,7.4327,15.6466,0.705,260.92,3.4525,0.6436,0.4272,4.369,37330,9.2476,235.02,42.16,1.5429,89.75,8.3129,1574000,1.7089,1.5659,8.7758,1326.02,1.9102,1.9682,8.2653,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-08-16,1.1247,134.18,1.9463,0.5869,32.2,7.4327,15.6466,0.705,260.92,3.4525,0.6436,0.4272,4.369,37330,9.2476,235.02,42.16,1.5429,89.75,8.3129,1574000,1.7089,1.5659,8.7758,1326.02,1.9102,1.9682,8.2653,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-08-17,1.1247,134.18,1.9463,0.5869,32.2,7.4327,15.6466,0.705,260.92,3.4525,0.6436,0.4272,4.369,37330,9.2476,235.02,42.16,1.5429,89.75,8.3129,1574000,1.7089,1.5659,8.7758,1326.02,1.9102,1.9682,8.2653,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-08-18,1.1188,133.09,1.9462,0.587,32.23,7.4323,15.6466,0.7009,261.36,3.4524,0.6425,0.4271,4.372,37190,9.2642,235.085,42.185,1.548,89.2,8.3328,1566000,1.6965,1.5543,8.7257,1318.28,1.8981,1.9593,8.0843,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-08-19,1.1065,132.07,1.9462,0.5859,32.35,7.4337,15.6466,0.7013,259.74,3.4524,0.6376,0.4262,4.3746,37080,9.284,235.115,42.135,1.5459,88.85,8.322,1555000,1.6925,1.5477,8.6292,1304.73,1.8956,1.9392,8.1765,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-08-20,1.1109,131.23,1.9462,0.5859,32.44,7.4335,15.6466,0.6972,259.8,3.4527,0.6383,0.4261,4.358,37080,9.2446,235.145,41.993,1.5416,89.17,8.2829,1556000,1.6911,1.551,8.6633,1305.92,1.8908,1.9409,8.1868,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-08-21,1.1009,128.76,1.9463,0.5857,32.51,7.4329,15.6466,0.6921,258.65,3.453,0.6338,0.4255,4.36,37000,9.2058,235.16,41.925,1.5431,89.13,8.2887,1540000,1.6716,1.5476,8.5854,1291.25,1.8697,1.908,8.2117,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-08-22,1.0894,127.86,1.9462,0.5848,32.33,7.4326,15.6466,0.6911,257.39,3.453,0.629,0.4248,4.363,36900,9.2308,235.2,41.98,1.542,89.12,8.3189,1518000,1.6758,1.5375,8.4957,1274.27,1.8737,1.9001,8.1321,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-08-23,1.0894,127.86,1.9462,0.5848,32.33,7.4326,15.6466,0.6911,257.39,3.453,0.629,0.4248,4.363,36900,9.2308,235.2,41.98,1.542,89.12,8.3189,1518000,1.6758,1.5375,8.4957,1274.27,1.8737,1.9001,8.1321,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-08-24,1.0894,127.86,1.9462,0.5848,32.33,7.4326,15.6466,0.6911,257.39,3.453,0.629,0.4248,4.363,36900,9.2308,235.2,41.98,1.542,89.12,8.3189,1518000,1.6758,1.5375,8.4957,1274.27,1.8737,1.9001,8.1321,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-08-25,1.0888,126.97,1.9462,0.5847,32.43,7.4318,15.6466,0.6908,256.21,3.4529,0.6285,0.4247,4.321,36850,9.2402,234.95,42.02,1.5416,89.45,8.292,1515000,1.6723,1.5271,8.4913,1274.93,1.8629,1.9008,8.1066,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-08-26,1.0816,127.55,1.9462,0.5847,32.35,7.4311,15.6466,0.6925,256.55,3.4524,0.6271,0.4244,4.3475,36650,9.274,234.96,41.93,1.534,88.89,8.3362,1506000,1.6809,1.5163,8.4355,1265.31,1.8829,1.8982,7.9621,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-08-27,1.0907,127.67,1.9462,0.5845,32.57,7.4307,15.6466,0.6919,257.86,3.4525,0.6302,0.4251,4.325,36930,9.2311,235.01,41.99,1.5389,89.16,8.3345,1531000,1.7039,1.5269,8.5065,1284.74,1.9089,1.9109,7.9767,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-08-28,1.0828,127.78,1.9464,0.5845,32.55,7.4297,15.6466,0.6901,256.6,3.4524,0.6274,0.4244,4.353,37020,9.204,235.12,42.045,1.5391,87,8.305,1523000,1.6941,1.5225,8.4449,1275.59,1.8997,1.901,8.0051,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-08-29,1.0927,128.3,1.9464,0.5843,32.44,7.4261,15.6466,0.6964,257.46,3.4523,0.6299,0.4249,4.348,37200,9.1797,235.105,42.005,1.5364,88.01,8.2419,1529000,1.7012,1.5263,8.5222,1287.47,1.9016,1.9162,8.0704,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-08-30,1.0927,128.3,1.9464,0.5843,32.44,7.4261,15.6466,0.6964,257.46,3.4523,0.6299,0.4249,4.348,37200,9.1797,235.105,42.005,1.5364,88.01,8.2419,1529000,1.7012,1.5263,8.5222,1287.47,1.9016,1.9162,8.0704,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-08-31,1.0927,128.3,1.9464,0.5843,32.44,7.4261,15.6466,0.6964,257.46,3.4523,0.6299,0.4249,4.348,37200,9.1797,235.105,42.005,1.5364,88.01,8.2419,1529000,1.7012,1.5263,8.5222,1287.47,1.9016,1.9162,8.0704,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-01,1.0965,127.67,1.9464,0.5839,32.458,7.4253,15.6466,0.6977,257.48,3.4525,0.6316,0.4257,4.346,37302,9.1704,235.05,42.005,1.5362,88.16,8.2554,1525500,1.6981,1.5118,8.5518,1288.88,1.9016,1.9216,8.0659,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-02,1.0849,125.94,1.9469,0.5833,32.428,7.426,15.6466,0.6895,257.58,3.4529,0.6277,0.4246,4.349,37298,9.1731,235.04,41.975,1.5334,88.68,8.2511,1508600,1.692,1.5072,8.4616,1277.42,1.9014,1.9078,7.9289,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-03,1.0783,125.37,1.9469,0.5831,32.39,7.4257,15.6466,0.6895,256.88,3.4533,0.625,0.4241,4.329,37283,9.0939,235.035,41.935,1.5348,88.42,8.2104,1503000,1.6938,1.5051,8.4092,1265.92,1.9079,1.896,7.8416,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-04,1.0818,127.78,1.9467,0.5829,32.43,7.4255,15.6466,0.6912,255.85,3.4531,0.6264,0.4241,4.389,37338,9.1152,235.125,41.915,1.5378,87.97,8.2166,1500000,1.6943,1.4965,8.4373,1268.9,1.9057,1.9,7.9764,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-05,1.0923,129.69,1.9468,0.5827,32.617,7.4264,15.6466,0.6991,255.55,3.4533,0.6301,0.4248,4.445,37463,9.1088,235.18,41.75,1.5348,88.3,8.2491,1512000,1.6993,1.5002,8.5192,1278.59,1.9122,1.9183,8.3054,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-06,1.0923,129.69,1.9468,0.5827,32.617,7.4264,15.6466,0.6991,255.55,3.4533,0.6301,0.4248,4.445,37463,9.1088,235.18,41.75,1.5348,88.3,8.2491,1512000,1.6993,1.5002,8.5192,1278.59,1.9122,1.9183,8.3054,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-07,1.0923,129.69,1.9468,0.5827,32.617,7.4264,15.6466,0.6991,255.55,3.4533,0.6301,0.4248,4.445,37463,9.1088,235.18,41.75,1.5348,88.3,8.2491,1512000,1.6993,1.5002,8.5192,1278.59,1.9122,1.9183,8.3054,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-08,1.1071,129.01,1.947,0.5827,32.886,7.4279,15.6466,0.6983,256.36,3.4533,0.6353,0.4261,4.405,37657,9.1141,235.105,41.77,1.5408,89.15,8.2421,1530000,1.7129,1.5195,8.6347,1296.91,1.9212,1.9438,8.3918,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-09,1.1135,131.1,1.9465,0.5825,32.785,7.4293,15.6466,0.7051,256.22,3.4531,0.637,0.4269,4.444,37679,9.146,235.01,41.64,1.5476,89.75,8.2739,1542000,1.7038,1.5253,8.6847,1301.68,1.92,1.9555,8.4175,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-10,1.1172,131.09,1.9464,0.5826,32.845,7.4259,15.6466,0.703,256.34,3.4532,0.6385,0.4275,4.436,37891,9.1308,235.12,41.59,1.5507,89.71,8.283,1549000,1.6982,1.528,8.7132,1306.01,1.9182,1.9543,8.258,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-11,1.1217,131.04,1.9465,0.5832,32.725,7.4295,15.6466,0.7013,255.4,3.4532,0.6403,0.4272,4.422,38032,9.0772,235.165,41.475,1.5477,89.18,8.2774,1555000,1.7025,1.5345,8.7482,1311.55,1.9284,1.9657,8.2819,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-12,1.1172,132.41,1.9463,0.5835,32.612,7.4295,15.6466,0.7041,255.41,3.4532,0.6387,0.4268,4.445,37960,9.1127,235.19,41.425,1.5564,88.34,8.2875,1536000,1.6934,1.5327,8.7134,1306.01,1.9249,1.957,8.3179,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-13,1.1172,132.41,1.9463,0.5835,32.612,7.4295,15.6466,0.7041,255.41,3.4532,0.6387,0.4268,4.445,37960,9.1127,235.19,41.425,1.5564,88.34,8.2875,1536000,1.6934,1.5327,8.7134,1306.01,1.9249,1.957,8.3179,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-14,1.1172,132.41,1.9463,0.5835,32.612,7.4295,15.6466,0.7041,255.41,3.4532,0.6387,0.4268,4.445,37960,9.1127,235.19,41.425,1.5564,88.34,8.2875,1536000,1.6934,1.5327,8.7134,1306.01,1.9249,1.957,8.3179,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-15,1.1281,132.49,1.9464,0.5835,32.709,7.4269,15.6466,0.7039,254.85,3.453,0.6424,0.4275,4.444,38100,9.1794,235.19,41.454,1.5574,89.03,8.2704,1550000,1.7004,1.5434,8.7984,1322.98,1.9282,1.9793,8.3737,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-16,1.1235,129.82,1.9465,0.5839,32.736,7.4267,15.6466,0.7034,254.89,3.4528,0.6406,0.4273,4.463,37960,9.0905,235.24,41.305,1.5531,89.02,8.2751,1542850,1.6937,1.5362,8.7621,1314.44,1.9175,1.9669,8.3904,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-17,1.1212,130.91,1.9465,0.5839,32.743,7.4286,15.6466,0.7008,255.2,3.4532,0.6398,0.4269,4.533,38027,9.0345,235.23,41.31,1.5565,89.17,8.1843,1542063,1.6894,1.5338,8.7447,1312.98,1.9182,1.9632,8.3329,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-18,1.129,129.61,1.9469,0.5846,32.548,7.4277,15.6466,0.6954,256.24,3.4531,0.6421,0.4269,4.499,38100,9.0464,235.235,41.39,1.5577,88.88,8.1276,1550000,1.691,1.5415,8.8052,1320.87,1.9341,1.975,8.2476,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-19,1.1312,129.75,1.947,0.5842,32.173,7.4282,15.6466,0.6953,255.35,3.4532,0.6412,0.4266,4.496,38127,9.0279,235.265,41.23,1.5559,88.54,8.1636,1547258,1.6897,1.5341,8.8221,1321.13,1.9218,1.9767,8.3529,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-20,1.1312,129.75,1.947,0.5842,32.173,7.4282,15.6466,0.6953,255.35,3.4532,0.6412,0.4266,4.496,38127,9.0279,235.265,41.23,1.5559,88.54,8.1636,1547258,1.6897,1.5341,8.8221,1321.13,1.9218,1.9767,8.3529,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-21,1.1312,129.75,1.947,0.5842,32.173,7.4282,15.6466,0.6953,255.35,3.4532,0.6412,0.4266,4.496,38127,9.0279,235.265,41.23,1.5559,88.54,8.1636,1547258,1.6897,1.5341,8.8221,1321.13,1.9218,1.9767,8.3529,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-22,1.1468,128.62,1.947,0.5842,31.96,7.4275,15.6466,0.6958,255.04,3.4534,0.6438,0.4273,4.484,38310,9.0279,235.255,41.25,1.5524,88.96,8.1608,1555000,1.6895,1.5385,8.9389,1320.54,1.9195,1.9794,8.2932,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-23,1.1464,128.45,1.9473,0.5842,31.86,7.4277,15.6466,0.6928,254.7,3.4534,0.6431,0.4269,4.463,38275,8.9318,235.375,41.23,1.5542,88.44,8.08,1552100,1.693,1.5495,8.8814,1318.93,1.9273,1.9852,8.2122,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-24,1.1466,128.43,1.9469,0.5842,31.75,7.4293,15.6466,0.6935,253.42,3.4527,0.6429,0.4268,4.489,38272,8.851,235.36,41.23,1.5513,88.73,8.0203,1551553,1.694,1.555,8.899,1319.11,1.9246,1.9856,8.1532,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-25,1.1493,128.62,1.9465,0.5843,31.87,7.4279,15.6466,0.6921,254.2,3.4528,0.6441,0.4269,4.488,38220,8.9119,235.37,41.31,1.5431,89.32,8.0685,1579876,1.6852,1.5516,8.9229,1323.59,1.9209,1.9909,8.1373,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-26,1.1487,128.08,1.9474,0.5848,31.7,7.4271,15.6466,0.6917,254.58,3.4524,0.6436,0.4267,4.521,38284,8.9572,235.37,41.275,1.5442,88.71,8.108,1575000,1.7018,1.5557,8.9089,1321.58,1.9493,1.9895,8.2075,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-27,1.1487,128.08,1.9474,0.5848,31.7,7.4271,15.6466,0.6917,254.58,3.4524,0.6436,0.4267,4.521,38284,8.9572,235.37,41.275,1.5442,88.71,8.108,1575000,1.7018,1.5557,8.9089,1321.58,1.9493,1.9895,8.2075,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
