date,USD,JPY,BGN,CZK,DKK,GBP,HUF,PLN,RON,SEK,CHF,NOK,HRK,RUB,TRY,AUD,BRL,CAD,CNY,HKD,IDR,ILS,INR,KRW,MXN,MYR,NZD,PHP,SGD,THB,ZAR,EUR,AED,AFN,ALL,ARS,BAM,BBD,BDT,BHD,BIF,BMD,BND,BOB,BSD,BWP,BZD,CLP,COP,CRC,CUP,CVE,DJF,DOP,DZD,EGP,ETB,FJD,GHS,GNF,GTQ,HNL,HTG,IQD,ISK,JMD,JOD,KES,KHR,KWD,KYD,KZT,LAK,LBP,LKR,LSL,LYD,MAD,MDL,MGA,MKD,MMK,MOP,MRO,MUR,MVR,MWK,NAD,NGN,NIO,NPR,OMR,PAB,PEN,PGK,PKR,PYG,QAR,RSD,RWF,SAR,SCR,SDG,SOS,STD,SVC,SZL,TND,TTD,TWD,TZS,UAH,UGX,UYU,UZS,VEF,VND,XAF,XOF,XPF,ZMW,ZWL,GMD,GYD,KMF,LRD,MZN,SHP,SLL,TMT,XCD,YER,IRR,SYP
2016-01-01,1.0859,130.612,1.9458,27.0154,7.4613,0.7367,315.838,4.2889,4.527,9.1567,1.0874,9.6184,7.5018,79.854,3.1679,1.4933,4.2891,1.5093,7.0228,8.3126,14787.2002,4.0576,71.0666,1251.49,18.6225,4.5964,1.5872,49.7471,1.538,38.4544,16.7967,1,3.9303,73.47,134.53,14.0212,1.9458,2.1338,83.6742,0.3977,1668.09,1.0862,1.5147,7.3263,1.0822,12.1126,2.1229,758.051,3407.3999,572.43,1.059,110.265,188.94,48.769,114.764,8.3784,22.8223,2.3001,4.1477,8269.5,8.1127,23.604,61.136,1163.75,141.06,128.876,0.7524,109.924,4316.7002,0.3195,0.8903,367.98,8629.5996,1602.6,153.616,16.758,1.4871,10.411,21.1734,3452.8401,60.566,1398.3,8.5193,335.74,38.1019,16.347,723.323,16.758,213.69,29.73,113.607,0.4053,1.0642,3.6283,3.1974,112.476,6188.8999,3.8161,120.42,797.54,4.0137,14.2132,6.5941,644.6,24500,9.318,16.7827,2.1981,6.8445,34.8196,2302.6499,25.8711,3639.7,31.983,2963.54,6.872,24090,655.957,655.957,119.26,11.9311,,,,,,,,,,,,,
2016-01-02,1.0859,130.612,1.9458,27.0154,7.4613,0.7367,315.838,4.2889,4.527,9.1567,1.0874,9.6184,7.5018,79.854,3.1679,1.4933,4.2891,1.5093,7.0228,8.3126,14787.2002,4.0576,71.0666,1251.49,18.6225,4.5964,1.5872,49.7471,1.538,38.4544,16.7967,1,3.9303,73.47,134.53,14.0212,1.9458,2.1338,83.6742,0.3977,1668.09,1.0862,1.5147,7.3263,1.0822,12.1126,2.1229,758.051,3407.3999,572.43,1.059,110.265,188.94,48.769,114.764,8.3784,22.8223,2.3001,4.1477,8269.5,8.1127,23.604,61.136,1163.75,141.06,128.876,0.7524,109.924,4316.7002,0.3195,0.8903,367.98,8629.5996,1602.6,153.616,16.758,1.4871,10.411,21.1734,3452.8401,60.566,1398.3,8.5193,335.74,38.1019,16.347,723.323,16.758,213.69,29.73,113.607,0.4053,1.0642,3.6283,3.1974,112.476,6188.8999,3.8161,120.42,797.54,4.0137,14.2132,6.5941,644.6,24500,9.318,16.7827,2.1981,6.8445,34.8196,2302.6499,25.8711,3639.7,31.983,2963.54,6.872,24090,655.957,655.957,119.26,11.9311,,,,,,,,,,,,,
2016-01-03,1.0859,130.612,1.9458,27.0154,7.4613,0.7367,315.838,4.2889,4.527,9.1567,1.0874,9.6184,7.5018,79.854,3.1679,1.4933,4.2891,1.5093,7.0228,8.3126,14787.2002,4.0576,71.0666,1251.49,18.6225,4.5964,1.5872,49.7471,1.538,38.4544,16.7967,1,3.9303,73.47,134.53,14.0212,1.9458,2.1338,83.6742,0.3977,1668.09,1.0862,1.5147,7.3263,1.0822,12.1126,2.1229,758.051,3407.3999,572.43,1.059,110.265,188.94,48.769,114.764,8.3784,22.8223,2.3001,4.1477,8269.5,8.1127,23.604,61.136,1163.75,141.06,128.876,0.7524,109.924,4316.7002,0.3195,0.8903,367.98,8629.5996,1602.6,153.616,16.758,1.4871,10.411,21.1734,3452.8401,60.566,1398.3,8.5193,335.74,38.1019,16.347,723.323,16.758,213.69,29.73,113.607,0.4053,1.0642,3.6283,3.1974,112.476,6188.8999,3.8161,120.42,797.54,4.0137,14.2132,6.5941,644.6,24500,9.318,16.7827,2.1981,6.8445,34.8196,2302.6499,25.8711,3639.7,31.983,2963.54,6.872,24090,655.957,655.957,119.26,11.9311,,,,,,,,,,,,,
2016-01-04,1.0854,130.576,1.9458,27.0209,7.4614,0.7364,314.53,4.2566,4.517,9.1568,1.0847,9.5805,7.5018,76.5572,3.1655,1.4895,4.2891,1.5046,7.0228,8.4107,14787.2002,4.228,71.0666,1251.49,18.6708,4.5964,1.5881,49.7471,1.5394,38.4544,16.7863,1,3.9303,73.47,134.53,14.0212,1.9458,2.1338,83.6742,0.3977,1668.09,1.0862,1.5147,7.3263,1.0822,12.1126,2.1229,758.051,3407.3999,572.43,1.059,110.265,188.94,48.769,114.764,8.3784,22.8223,2.3001,4.1477,8269.5,8.1127,23.604,61.136,1163.75,140.93,128.876,0.7524,109.924,4316.7002,0.3195,0.8903,367.98,8629.5996,1602.6,153.616,16.758,1.4871,10.411,21.1734,3452.8401,60.566,1398.3,8.5193,335.74,38.1019,16.259,723.323,16.758,213.69,29.73,113.607,0.4053,1.0642,3.6283,3.1974,112.476,6188.8999,3.8161,120.42,797.54,4.0137,14.2132,6.5941,644.6,24500,9.318,16.7827,2.1981,6.8445,34.8196,2302.6499,25.8711,3639.7,31.983,2963.54,6.872,24090,655.957,655.957,119.26,11.9311,,,,,,,,,,,,,
2016-01-05,1.0828,129.3,1.9486,27.0124,7.4617,0.7356,314.2,4.2989,4.5232,9.2006,1.0852,9.6107,7.639,78.5352,3.209,1.5065,4.371,1.5084,7.0668,8.3901,14961.2998,4.2372,72.027,1286.42,18.7125,4.6646,1.6047,50.849,1.5434,39.11,16.8088,1,3.9746,73.94,135.17,14.2744,1.9458,2.1389,83.578,0.4053,1672.03,1.0887,1.5301,7.3438,1.0847,12.1135,2.128,765.161,3416.2,573.79,1.062,110.265,189.39,48.911,115.574,8.454,22.8846,2.2952,4.1563,8289,8.1517,23.66,61.28,1166.53,140.99,129.245,0.7601,108.78,4323.1001,0.3277,0.8877,368.18,8652.4004,1606.4,153.626,16.769,1.4925,10.464,21.3051,3446.23,61.137,1400.51,8.515,325.97,37.4,16.193,702.889,16.769,213.71,29.801,113.607,0.4152,1.0667,3.6527,3.205,112.894,6182.2998,3.9386,122.307,799.42,4.0573,12.858,6.6095,646.1,24500,9.291,16.8004,2.2089,6.8597,35.1534,2313.5701,25.9559,3655.8999,32.059,2970.51,6.7945,24169,655.957,655.957,119.26,11.9589,,,,,,,,,,,,,
2016-01-06,1.0752,128.032,1.9483,27.0134,7.4595,0.7327,313.339,4.3038,4.5214,9.2317,1.0841,9.5733,7.639,78.6309,3.2095,1.5009,4.3301,1.5035,7.0029,8.3325,14680.5996,4.2201,71.444,1278.76,18.6179,4.5908,1.6049,50.261,1.5328,38.823,16.81,1,3.9468,72.73,134.91,14.65,1.9458,2.1066,82.63,0.4024,1660.71,1.0726,1.5076,7.2217,1.0686,11.9938,2.0958,756.997,3410.8,563.53,1.046,110.265,186.58,48.178,115.363,8.394,22.5481,2.2853,4.0946,8222.2998,8.03,23.572,60.639,1147.79,140.93,127.225,0.7559,107.99,4261.6001,0.3254,0.8763,366.04,8526.4004,1586.9,151.71,16.5765,1.4672,10.45,20.8895,3388.73,61.121,1375.76,8.515,323.75,37.21,16.085,704.343,16.5765,210.94,29.343,114.558,0.4124,1.0506,3.5919,3.1566,111.258,6148.8999,3.9111,121.812,787.41,4.0297,13.101,6.5112,636,24500,9.172,16.6028,2.2039,6.7377,34.6559,2294.8301,25.5415,3606.7,31.943,2949.8201,6.7945,23796,655.957,655.957,119.26,11.7817,,,,,,,,,,,,,
2016-01-07,1.0779,127.804,1.9487,27.0264,7.46,0.7367,314.539,4.3464,4.5222,9.2536,1.0857,9.6397,7.6394,80.0836,3.2367,1.5222,4.3322,1.5161,7.0554,8.3533,14920,4.2469,71.83,1292.42,18.8895,4.6418,1.6227,50.6,1.5472,39.017,17.0883,1,3.9556,72.62,134.83,14.9116,1.9458,2.1053,82.5037,0.4037,1659.6899,1.0719,1.5167,7.228,1.068,12.0555,2.0945,756.854,3410.7,563.07,1.045,110.265,186.47,48.148,115.66,8.413,22.5343,2.3023,4.0975,8217.2998,8.0331,23.536,60.357,1146.01,140.86,127.362,0.7571,108.13,4259,0.3271,0.8763,368.94,8527.5996,1628,151.348,16.7413,1.4656,10.443,20.8445,3411.3701,61.13,1374.37,8.3832,323.9,37.57,16.115,713.106,16.7413,210.97,29.293,112.88,0.4134,1.0499,3.5937,3.1546,112.87,6174.1001,3.9209,121.978,787.46,4.0402,13.203,6.4965,635.6,24500,9.172,16.7866,2.212,6.733,34.7204,2298.79,24.8003,3599.1001,31.858,2945.8601,6.759,23752,655.957,655.957,119.26,11.7746,,,,,,,,,,,,,
2016-01-08,1.0926,128.418,1.9487,27.0344,7.4589,0.7468,313.984,4.3446,4.5263,9.2445,1.0857,9.707,7.6403,80.4698,3.2784,1.5567,4.4145,1.5408,7.1927,8.4714,14903.7998,4.2839,73.036,1306.65,19.4739,4.6935,1.649,51.279,1.5654,39.579,17.5363,1,4.0103,73.61,135.14,15.1628,1.9458,2.1287,83.4174,0.4091,1677.98,1.0836,1.5355,7.3085,1.0796,12.2726,2.1178,769.446,3488.8,569.46,1.057,110.265,188.54,48.679,116.646,8.529,22.9546,2.3399,4.1367,8307.2998,8.118,23.786,61.022,1158.75,141.18,128.707,0.768,109.65,4307.7998,0.3312,0.8855,372.12,8617.2998,1597,152.917,17.2455,1.4883,10.496,21.76,3435.3,61.129,1388.96,8.4762,326.52,38.05,16.115,730.005,17.2455,212.69,29.605,114.653,0.4191,1.0616,3.6229,3.1897,112.391,6238,3.9743,121.983,795.61,4.0958,13.05,6.5783,641.8,24500,9.268,17.2867,2.2173,6.8073,35.2096,2335.1101,25.0723,3640.8,32.265,2974.9099,6.779,24046,655.957,655.957,119.26,11.9027,,,,,,,,,,,,,
2016-01-09,1.0926,128.418,1.9487,27.0344,7.4589,0.7468,313.984,4.3446,4.5263,9.2445,1.0857,9.707,7.6403,80.4698,3.2784,1.5567,4.4145,1.5408,7.1927,8.4714,14903.7998,4.2839,73.036,1306.65,19.4739,4.6935,1.649,51.279,1.5654,39.579,17.5363,1,4.0103,73.61,135.14,15.1628,1.9458,2.1287,83.4174,0.4091,1677.98,1.0836,1.5355,7.3085,1.0796,12.2726,2.1178,769.446,3488.8,569.46,1.057,110.265,188.54,48.679,116.646,8.529,22.9546,2.3399,4.1367,8307.2998,8.118,23.786,61.022,1158.75,141.18,128.707,0.768,109.65,4307.7998,0.3312,0.8855,372.12,8617.2998,1597,152.917,17.2455,1.4883,10.496,21.76,3435.3,61.129,1388.96,8.4762,326.52,38.05,16.115,730.005,17.2455,212.69,29.605,114.653,0.4191,1.0616,3.6229,3.1897,112.391,6238,3.9743,121.983,795.61,4.0958,13.05,6.5783,641.8,24500,9.268,17.2867,2.2173,6.8073,35.2096,2335.1101,25.0723,3640.8,32.265,2974.9099,6.779,24046,655.957,655.957,119.26,11.9027,,,,,,,,,,,,,
2016-01-10,1.0926,128.418,1.9487,27.0344,7.4589,0.7468,313.984,4.3446,4.5263,9.2445,1.0857,9.707,7.6403,80.4698,3.2784,1.5567,4.4145,1.5408,7.1927,8.4714,14903.7998,4.2839,73.036,1306.65,19.4739,4.6935,1.649,51.279,1.5654,39.579,17.5363,1,4.0103,73.61,135.14,15.1628,1.9458,2.1287,83.4174,0.4091,1677.98,1.0836,1.5355,7.3085,1.0796,12.2726,2.1178,769.446,3488.8,569.46,1.057,110.265,188.54,48.679,116.646,8.529,22.9546,2.3399,4.1367,8307.2998,8.118,23.786,61.022,1158.75,141.18,128.707,0.768,109.65,4307.7998,0.3312,0.8855,372.12,8617.2998,1597,152.917,17.2455,1.4883,10.496,21.76,3435.3,61.129,1388.96,8.4762,326.52,38.05,16.115,730.005,17.2455,212.69,29.605,114.653,0.4191,1.0616,3.6229,3.1897,112.391,6238,3.9743,121.983,795.61,4.0958,13.05,6.5783,641.8,24500,9.268,17.2867,2.2173,6.8073,35.2096,2335.1101,25.0723,3640.8,32.265,2974.9099,6.779,24046,655.957,655.957,119.26,11.9027,,,,,,,,,,,,,
2016-01-11,1.0941,128.069,1.9458,27.0174,7.4581,0.7531,316.109,4.359,4.5242,9.288,1.0852,9.7041,7.4927,81.2861,3.3203,1.576,4.3626,1.5515,7.0865,8.4897,14907.7002,4.2901,71.475,1275.11,19.6598,4.6823,1.6785,49.9913,1.5788,38.6233,18.3768,1,3.923,73.57,135.37,15.0191,1.9458,2.13,83.4699,0.3971,1679.03,1.0843,1.5377,7.3131,1.0803,12.2519,2.1191,769.766,3506.3999,569.77,1.057,110.265,188.66,48.704,114.885,8.3635,22.9417,2.2445,4.123,8312.5,8.1253,23.855,61.289,1159.48,141.13,128.918,0.7522,109.674,4305.1001,0.3197,0.8861,379.72,8614.0996,1599.6,152.905,17.1702,1.4775,10.403,21.6033,3431.47,60.578,1393.64,8.4908,325.15,38.2943,16.115,730.947,17.1702,213.64,29.612,114.26,0.4046,1.0623,3.6422,3.1917,112.45,6253.6001,3.8102,120.885,796.65,4.006,13.7784,6.5824,641.2,24500,9.274,17.2128,2.2021,6.8206,35.1798,2331.1399,25.8132,3681.1001,32.513,3021.3401,6.779,24037,655.957,655.957,119.26,11.921,,,,,,,,,,,,,
2016-01-12,1.0858,127.73,1.9482,27.0154,7.46,0.7464,317.479,4.3499,4.5289,9.2694,1.0874,9.7055,7.645,82.4491,3.2949,1.5539,4.3967,1.5441,7.1215,8.4274,14892.0996,4.2692,72.442,1306.79,19.4238,4.6975,1.6561,51.126,1.5575,39.327,18.2939,1,3.9845,73.92,135.72,14.8558,1.9458,2.1352,83.6411,0.4059,1677.34,1.0868,1.5387,7.3311,1.0829,12.4836,2.1243,781.776,3510.7,570.37,1.06,110.265,189.12,48.844,115.969,8.475,22.8636,2.332,4.2255,8332.5996,8.1387,23.913,62.301,1161.24,140.81,129.144,0.7623,109.16,4305.2998,0.3285,0.8882,389.47,8633.0996,1601.9,153.334,17.791,1.4892,10.472,21.8246,3432.1699,61.122,1390.48,8.5071,325.45,37.74,16.115,732.214,17.791,213.34,29.641,114.777,0.4165,1.0648,3.651,3.1995,112.745,6272.5,3.949,121.978,798.05,4.0717,12.914,6.5983,642.8,24500,9.296,17.8426,2.2126,6.8593,35.3595,2331.3899,25.2032,3687.8,32.614,3027.5601,6.779,24068,655.957,655.957,119.26,11.9714,,,,,,,,,,,,,
2016-01-13,1.0844,127.77,1.9483,27.01,7.4601,0.7509,316.03,4.3535,4.5305,9.251,1.0875,9.6256,7.666,82.8172,3.2873,1.552,4.3641,1.5456,7.1189,8.4152,14869.5996,4.2688,72.487,1310.96,19.4092,4.7099,1.6576,51.246,1.5587,39.392,18.0327,1,3.9813,73.56,136.06,14.6103,1.9458,2.1265,83.3645,0.4054,1676.27,1.0825,1.5349,7.3009,1.0785,12.4918,2.1156,776.801,3513,567.44,1.056,110.265,188.34,48.656,116.049,8.468,22.7755,2.3305,4.1651,8306.5,8.1021,23.837,60.874,1154.3,141.04,128.793,0.7617,109.07,4287.7002,0.3283,0.8846,394.41,8603,1595.3,152.571,17.8541,1.4844,10.46,21.9803,3420.95,61.126,1383.75,8.4738,325.68,37.31,16.115,737.953,17.8541,213.29,29.498,114.366,0.416,1.0605,3.6396,3.1864,112.276,6253.3999,3.9449,122.234,795.34,4.0616,12.911,6.5717,639,24500,9.258,17.895,2.2119,6.831,35.2352,2311.01,24.7484,3694.6001,32.622,3015.3101,6.779,23948,655.957,655.957,119.26,11.9667,,,,,,,,,,,,,
2016-01-14,1.0886,127.81,1.9485,27.003,7.4622,0.7554,315.24,4.3504,4.5328,9.2756,1.0949,9.6022,7.6637,82.6421,3.2976,1.5695,4.3693,1.5622,7.1467,8.4464,14735.2002,4.28,72.785,1318.15,19.535,4.6582,1.6785,51.545,1.5653,39.474,18.0365,1,3.9951,73.08,136.57,14.7259,1.9458,2.12,83.1315,0.4068,1671.17,1.0792,1.5267,7.2785,1.0753,12.41,2.1091,773.842,3507.8999,565.04,1.052,110.265,187.77,48.427,116.353,8.497,22.7067,2.3425,4.1634,8286.7998,8.0762,23.689,61.913,1148.6,141.01,128.728,0.7647,109.45,4276.2002,0.3297,0.8818,391.16,8573.7998,1590.4,152.185,17.626,1.4842,10.475,22.0869,3428.4299,61.126,1381.17,8.4489,325.19,37.72,16.115,747.56,17.626,212.37,29.376,114.024,0.4176,1.0572,3.6251,3.1766,111.947,6240.7998,3.9612,122.63,792.92,4.0834,13.244,6.5519,637,24500,9.229,17.6646,2.2135,6.7717,35.0982,2303.95,25.3175,3699.7,32.566,2970.48,6.779,23861,655.957,655.957,119.26,11.9524,,,,,,,,,,,,,
2016-01-15,1.0859,128.329,1.9483,27.0144,7.4624,0.7527,314.623,4.3933,4.5328,9.2862,1.0914,9.5196,7.663,82.8225,3.2858,1.5519,4.3488,1.5573,7.1449,8.4459,14976.2998,4.2772,73.01,1310.5,19.38,4.724,1.6725,51.687,1.5595,39.398,17.8459,1,3.9854,73.99,136.53,14.3825,1.9458,2.1418,83.9881,0.4064,1688.3101,1.0901,1.5485,7.3539,1.0862,12.5515,2.1309,782.159,3508.8999,570.9,1.063,110.265,189.71,48.896,115.825,8.476,22.947,2.3379,4.205,8360.4004,8.152,24.02,62.789,1160.48,141.18,129.836,0.7628,109.18,4320.2998,0.3289,0.8909,395.25,8659.5,1606.9,153.537,17.9021,1.4973,10.47,22.0328,3450.9399,61.126,1399.6899,8.568,326.24,37.75,16.115,734.45,17.9021,214,29.667,116.26,0.4169,1.0681,3.6692,3.2084,113.092,6308.8999,3.9496,122.674,805.44,4.0665,13.201,6.6185,643.8,24500,9.325,17.9513,2.2161,6.8497,35.7093,2327.6899,25.9147,3764.8,33.01,3039.05,6.779,24128,655.957,655.957,119.26,12.0735,,,,,,,,,,,,,
2016-01-16,1.0859,128.329,1.9483,27.0144,7.4624,0.7527,314.623,4.3933,4.5328,9.2862,1.0914,9.5196,7.663,82.8225,3.2858,1.5519,4.3488,1.5573,7.1449,8.4459,14976.2998,4.2772,73.01,1310.5,19.38,4.724,1.6725,51.687,1.5595,39.398,17.8459,1,3.9854,73.99,136.53,14.3825,1.9458,2.1418,83.9881,0.4064,1688.3101,1.0901,1.5485,7.3539,1.0862,12.5515,2.1309,782.159,3508.8999,570.9,1.063,110.265,189.71,48.896,115.825,8.476,22.947,2.3379,4.205,8360.4004,8.152,24.02,62.789,1160.48,141.18,129.836,0.7628,109.18,4320.2998,0.3289,0.8909,395.25,8659.5,1606.9,153.537,17.9021,1.4973,10.47,22.0328,3450.9399,61.126,1399.6899,8.568,326.24,37.75,16.115,734.45,17.9021,214,29.667,116.26,0.4169,1.0681,3.6692,3.2084,113.092,6308.8999,3.9496,122.674,805.44,4.0665,13.201,6.6185,643.8,24500,9.325,17.9513,2.2161,6.8497,35.7093,2327.6899,25.9147,3764.8,33.01,3039.05,6.779,24128,655.957,655.957,119.26,12.0735,,,,,,,,,,,,,
2016-01-17,1.0859,128.329,1.9483,27.0144,7.4624,0.7527,314.623,4.3933,4.5328,9.2862,1.0914,9.5196,7.663,82.8225,3.2858,1.5519,4.3488,1.5573,7.1449,8.4459,14976.2998,4.2772,73.01,1310.5,19.38,4.724,1.6725,51.687,1.5595,39.398,17.8459,1,3.9854,73.99,136.53,14.3825,1.9458,2.1418,83.9881,0.4064,1688.3101,1.0901,1.5485,7.3539,1.0862,12.5515,2.1309,782.159,3508.8999,570.9,1.063,110.265,189.71,48.896,115.825,8.476,22.947,2.3379,4.205,8360.4004,8.152,24.02,62.789,1160.48,141.18,129.836,0.7628,109.18,4320.2998,0.3289,0.8909,395.25,8659.5,1606.9,153.537,17.9021,1.4973,10.47,22.0328,3450.9399,61.126,1399.6899,8.568,326.24,37.75,16.115,734.45,17.9021,214,29.667,116.26,0.4169,1.0681,3.6692,3.2084,113.092,6308.8999,3.9496,122.674,805.44,4.0665,13.201,6.6185,643.8,24500,9.325,17.9513,2.2161,6.8497,35.7093,2327.6899,25.9147,3764.8,33.01,3039.05,6.779,24128,655.957,655.957,119.26,12.0735,,,,,,,,,,,,,
2016-01-18,1.092,127.75,1.9458,26.998,7.4628,0.765,315.08,4.4764,4.5354,9.3622,1.0938,9.6619,7.5178,85.1043,3.3312,1.5917,4.3697,1.5919,7.1054,8.5078,14917,4.3151,72.7889,1294.71,19.9727,4.7166,1.6948,50.9024,1.5718,38.8469,18.4209,1,3.9333,73.89,136.66,14.3699,1.9458,2.1357,83.836,0.3981,1676.65,1.0871,1.5455,7.3329,1.0831,12.5456,2.1248,779.077,3482.6001,569.25,1.06,110.265,189.16,48.545,115.305,8.3859,22.8866,2.2971,4.3192,8336.7998,8.1199,23.974,62.478,1157.16,141.01,129.513,0.7541,110.13,4308,0.3207,0.8884,390.65,8643.9004,1604,153.279,17.9602,1.482,10.4465,22.1405,3460.25,60.566,1394.09,8.55,327.24,38.3541,16.34,732.39,17.9602,214.16,29.561,116.362,0.4058,1.0651,3.6509,3.2102,112.783,6320.8999,3.8198,121.585,798.24,4.0134,14.0241,6.5999,641.9,24500,9.298,17.9737,2.2071,6.8531,35.6565,2321.05,26.0814,3743.2,32.916,3029.3799,6.85,24037,655.957,655.957,119.26,12.0942,,,,,,,,,,,,,
2016-01-19,1.0895,127.86,1.9484,27.0194,7.462,0.7643,315.279,4.4601,4.5325,9.3535,1.0947,9.6854,7.659,85.9844,3.3066,1.5839,4.4142,1.5843,7.158,8.4973,14947.5,4.3028,73.683,1317.77,19.8193,4.7094,1.6881,51.92,1.5669,39.505,18.343,1,3.9995,73.64,136.93,14.7233,1.9458,2.1342,83.6875,0.4078,1666.28,1.0863,1.5431,7.3275,1.0824,12.5811,2.1233,779.435,3546.6001,568.85,1.059,110.265,189.02,48.75,116.467,8.506,22.8744,2.3606,4.2998,8328.5996,8.1085,23.934,62.325,1155.22,141.3,129.517,0.7657,109.62,4306.5,0.3305,0.8878,407.94,8626.0996,1601.1,153.449,18.047,1.4924,10.479,22.0482,3439.77,61.142,1391.99,8.5486,326.53,37.75,16.294,750.382,18.047,214.04,29.517,116.244,0.418,1.0643,3.6559,3.1979,112.69,6282.5,3.9633,123.211,798.21,4.0814,12.965,6.5951,640.3,24500,9.291,18.0809,2.2152,6.8481,35.554,2324.8101,26.4983,3740.5,32.892,3026.1001,6.861,24002,655.957,655.957,119.26,12.1073,,,,,,,,,,,,,
2016-01-20,1.0913,128.262,1.9487,27.0224,7.462,0.7694,314.969,4.4467,4.5314,9.312,1.0946,9.6115,7.66,85.5478,3.3141,1.5774,4.4275,1.5888,7.1649,8.5334,14848.0996,4.3253,73.865,1315.73,19.9195,4.6621,1.7044,51.852,1.5676,39.545,18.2555,1,4.0032,73.52,136.75,14.6835,1.9458,2.1281,83.449,0.408,1677.52,1.0833,1.532,7.3065,1.0793,12.5011,2.1172,773.397,3536.5,567.24,1.056,110.265,188.48,48.693,116.616,8.515,22.8142,2.3527,4.2986,8305.0996,8.0864,23.855,62.148,1150.83,141.11,128.792,0.7647,109.68,4290.8999,0.3316,0.8853,408.44,8609.5,1596.5,153.039,17.851,1.4895,10.484,21.8935,3439.26,61.134,1387.5,8.5351,325.91,37.8,16.339,757.022,17.851,212.63,29.423,115.785,0.4184,1.0613,3.6498,3.1987,112.382,6301.8999,3.9675,123.174,795.94,4.0853,12.988,6.5766,638.4,24500,9.265,17.8905,2.2183,6.828,35.395,2321.4399,26.5321,3730,32.886,3012.1299,6.861,23955,655.957,655.957,119.26,12.1602,,,,,,,,,,,,,
2016-01-21,1.0877,127.388,1.9484,27.016,7.4635,0.7659,314.49,4.4878,4.5322,9.3487,1.0935,9.655,7.6596,89.1588,3.3094,1.5684,4.4607,1.5742,7.1443,8.5011,14998.7002,4.3135,73.826,1313.62,20.0922,4.715,1.6825,51.906,1.5626,39.41,18.1738,1,3.9917,73.82,136.33,14.5866,1.9458,2.1372,83.8068,0.407,1684.6801,1.0878,1.5443,7.338,1.0839,12.5988,2.1263,782.539,3562.3999,569.92,1.061,110.265,189.29,49.217,116.12,8.491,22.911,2.3501,4.3003,8337.0996,8.1169,23.936,62.858,1155.79,141.25,129.569,0.764,109.37,4334.3999,0.3303,0.889,408.15,8644.5,1605.3,153.696,18.0466,1.4931,10.477,21.9758,3440.27,61.127,1393.42,8.5916,325.4,37.76,16.31,764.951,18.0466,214.29,29.527,116.998,0.4173,1.0658,3.67,3.2114,112.839,6316,3.956,122.801,799.34,4.0736,12.817,6.6044,641.3,24500,9.305,18.0953,2.219,6.8567,35.845,2333.5701,26.372,3746.8999,33.103,3024.9199,6.865,24058,655.957,655.957,119.26,12.1679,,,,,,,,,,,,,
2016-01-22,1.0862,128.04,1.9483,27.0384,7.4618,0.7633,314.008,4.4888,4.5257,9.2966,1.0944,9.5348,7.6646,89.2252,3.275,1.5478,4.5105,1.5495,7.1398,8.4818,14939.0996,4.3082,73.555,1306.3101,20.3167,4.6885,1.659,51.925,1.556,39.3029,17.9405,1,3.9851,73.79,135.67,14.6652,1.9458,2.1365,83.8658,0.4059,1684.12,1.0874,1.5433,7.3355,1.0835,12.5575,2.1256,781.033,3649.6001,569.74,1.061,110.265,189.23,49.031,116.276,8.483,22.9078,2.3344,4.3044,8437.9004,8.125,24.037,63.14,1274.74,141.28,129.689,0.7611,109.16,4311.7002,0.3298,0.8887,417.08,8639.9004,18,153.617,17.9476,1.4943,10.468,22.08,3447.8401,61.236,1393.5,8.5812,326.26,37.73,16.268,769.065,17.9476,214.29,29.495,116.932,0.4169,1.0654,3.6768,3.2113,112.834,6327,3.9505,122.739,811.61,4.0707,12.816,6.6022,639.9,24500,9.301,17.9855,2.2151,6.8778,35.8143,2336.0601,26.5268,3739.1001,33.07,3021.73,6.8175,24039,655.957,655.957,119.26,12.202,,,,,,,,,,,,,
2016-01-23,1.0862,128.04,1.9483,27.0384,7.4618,0.7633,314.008,4.4888,4.5257,9.2966,1.0944,9.5348,7.6646,89.2252,3.275,1.5478,4.5105,1.5495,7.1398,8.4818,14939.0996,4.3082,73.555,1306.3101,20.3167,4.6885,1.659,51.925,1.556,39.3029,17.9405,1,3.9851,73.79,135.67,14.6652,1.9458,2.1365,83.8658,0.4059,1684.12,1.0874,1.5433,7.3355,1.0835,12.5575,2.1256,781.033,3649.6001,569.74,1.061,110.265,189.23,49.031,116.276,8.483,22.9078,2.3344,4.3044,8437.9004,8.125,24.037,63.14,1274.74,141.28,129.689,0.7611,109.16,4311.7002,0.3298,0.8887,417.08,8639.9004,18,153.617,17.9476,1.4943,10.468,22.08,3447.8401,61.236,1393.5,8.5812,326.26,37.73,16.268,769.065,17.9476,214.29,29.495,116.932,0.4169,1.0654,3.6768,3.2113,112.834,6327,3.9505,122.739,811.61,4.0707,12.816,6.6022,639.9,24500,9.301,17.9855,2.2151,6.8778,35.8143,2336.0601,26.5268,3739.1001,33.07,3021.73,6.8175,24039,655.957,655.957,119.26,12.202,,,,,,,,,,,,,
