date,USD,JPY,BGN,CZK,DKK,GBP,HUF,LTL,LVL,PLN,RON,SEK,CHF,NOK,HRK,RUB,TRY,AUD,BRL,CAD,CNY,HKD,IDR,ILS,INR,KRW,MXN,MYR,NZD,PHP,SGD,THB,ZAR,EUR,AED,AFN,ALL,ARS,BAM,BBD,BDT,BHD,BIF,BND,BOB,BSD,BWP,BYR,BZD,CLP,COP,CRC,CUP,CVE,DJF,DOP,DZD,EGP,ETB,FJD,GHS,GMD,GNF,GTQ,HNL,HTG,IQD,IRR,ISK,JMD,JOD,KES,KHR,KWD,KYD,KZT,LAK,LBP,LKR,LSL,LYD,MAD,MDL,MGA,MKD,MMK,MOP,MRO,MUR,MVR,MWK,NAD,NGN,NIO,NPR,OMR,PAB,PEN,PGK,PKR,PYG,QAR,RSD,RWF,SAR,SCR,SDG,SOS,STD,SVC,SYP,SZL,TND,TTD,TWD,TZS,UAH,UGX,UYU,UZS,VEF,VND,XAF,XOF,XPF,ZMW,BMD
2013-01-01,1.3201,114.45,1.9564,24.982,7.4448,0.8098,290.92,3.4519,0.6949,4.0728,4.4434,8.6012,1.2078,7.3491,7.551,40.3278,2.3528,1.2656,2.6996,1.3103,8.2127,10.2099,12682,4.9202,72.512,1402.29,16.912,4.0319,1.5924,54.028,1.6109,40.351,11.0636,1,4.8452,66.22,137.24,6.4836,1.9458,2.5871,103.46,0.4946,1997.95,1.5861,9.043,1.3116,10.0931,11309,2.5871,617.322,2279.8999,659.38,1.289,107.7,226.91,51.777,102.712,8.369,23.8465,2.3462,2.4901,44.276,9155.7002,10.2212,25.739,54.577,1504.79,15935.2002,169.45,120.074,0.9296,111.5,5169.6001,0.3701,1.0678,195.36,10281.2998,1945.1,168.34,10.9572,1.634,10.847,15.6792,2947.0601,61.845,1108,10.3273,392.52,38.95,20.116,423.21,10.9572,202.96,31.298,114.319,0.5066,1.2936,3.2856,2.6033,128.46,5477.1001,4.8017,112.23,799.86,4.945,16.342,5.7714,2076.3,24200.6992,11.295,92.217,10.9866,2.0437,8.2755,37.3026,2059.8999,10.4743,3499.8999,24.65,2581,5.6626,27079,655.957,655.957,119.26,,
2013-01-02,1.3198,114.287,1.9484,25.08,7.4593,0.8121,290.8,3.4519,0.696,4.0678,4.4392,8.5662,1.2081,7.3346,7.549,40.3665,2.3495,1.2696,2.6993,1.3115,8.2118,10.2261,12681,4.9338,72.093,1402.13,17.0201,4.0257,1.5951,54.022,1.6115,40.313,11.1505,1,4.8447,66.22,137.24,6.4834,1.9458,2.5871,103.46,0.4945,1997.95,1.5861,9.043,1.3116,10.0931,11309,2.5871,617.322,2279.8999,659.38,1.289,107.7,226.91,51.777,102.712,8.368,23.8465,2.337,2.4901,44.276,9155.7002,10.2212,25.739,54.577,1504.79,15935.2002,169.33,120.074,0.9295,111.49,5169.6001,0.3701,1.0678,195.36,10281.2998,1945.1,168.25,10.9572,1.634,10.847,15.6792,2947.0601,61.838,1108,10.3273,392.52,38.95,20.092,423.21,10.9572,202.96,31.298,114.319,0.5066,1.2936,3.2856,2.6033,128.11,5477.1001,4.8011,112.229,799.86,4.9444,16.34,5.7714,2076.3,24200.6992,11.295,92.217,10.9866,2.0436,8.2755,37.3026,2059.8999,10.4743,3499.8999,24.65,2581,5.6628,27079,655.957,655.957,119.26,,
2013-01-03,1.3182,115.06,1.9489,25.179,7.4604,0.8111,290.51,3.4521,0.6959,4.0631,4.412,8.5556,1.2101,7.3105,7.5383,39.7767,2.3438,1.2561,2.6954,1.2995,8.2009,10.2169,12680,4.9051,71.574,1400.62,16.812,3.9949,1.581,53.719,1.6095,39.948,11.1787,1,4.8381,66.55,138.25,6.4876,1.9458,2.6,104.187,0.4939,1989.98,1.5918,9.0883,1.318,10.1273,11365,2.5934,617.495,2291,665.06,1.295,108.24,228.04,52.034,102.473,8.398,23.9737,2.3179,2.5031,44.496,9200.9004,10.2721,25.868,54.849,1512.3,16014.4004,168.53,120.67,0.9276,111.6,5195.3999,0.3702,1.0731,196.33,10335.4004,1954.8,167.63,10.9825,1.6422,10.843,15.7044,2948.48,61.755,1113.53,10.3795,392.49,38.76,20.043,425.3,10.9825,204.5,31.698,113.535,0.5059,1.3002,3.3021,2.6324,128.11,5504.6001,4.7941,112.239,803.85,4.9397,16.317,5.7999,2080,24320.8008,11.351,92.675,11.0108,2.0426,8.3168,37.4581,2080.73,10.5263,3532.5,24.814,2597.1101,5.6559,27213,655.957,655.957,119.26,6.843,
2013-01-04,1.3033,114.26,1.9485,25.246,7.4589,0.81,288.75,3.4521,0.6951,4.082,4.4119,8.5249,1.2086,7.2802,7.5675,39.4224,2.3256,1.246,2.6621,1.2868,8.1223,10.0938,12556,4.8948,70.905,1383.16,16.6469,3.961,1.5753,52.911,1.5979,39.581,11.1852,1,4.7819,66.03,137.09,6.4076,1.9458,2.559,102.776,0.4882,1960.86,1.578,8.9905,1.3041,10.1147,11245,2.5197,608.028,2263.5,644.74,1.281,107.08,225.59,52.068,101.8,8.339,23.7232,2.2917,2.4765,44.02,9105.7002,10.2032,25.603,54.261,1496.0601,15843.0996,168.11,119.308,0.918,110.38,5139.6001,0.3656,1.0551,194.48,10221.4004,1933.8,165.88,11.0229,1.6245,10.816,15.5473,2918.22,61.021,1101.5699,10.2674,390.9,38.29,19.846,420.78,11.0075,201.79,31.424,112.637,0.5,1.2858,3.2651,2.5907,126.83,5507.5,4.7379,111.656,795.23,4.8791,15.914,5.7383,2057.7,24061.0996,11.229,91.685,11.0527,2.0388,8.2276,37.006,2057.1899,10.3746,3501.3999,24.769,2570.0601,5.5876,26922,655.957,655.957,119.26,6.783,
2013-01-05,1.3033,114.26,1.9485,25.246,7.4589,0.81,288.75,3.4521,0.6951,4.082,4.4119,8.5249,1.2086,7.2802,7.5675,39.4224,2.3256,1.246,2.6621,1.2868,8.1223,10.0938,12556,4.8948,70.905,1383.16,16.6469,3.961,1.5753,52.911,1.5979,39.581,11.1852,1,4.7819,66.03,137.09,6.4076,1.9458,2.559,102.776,0.4882,1960.86,1.578,8.9905,1.3041,10.1147,11245,2.5197,608.028,2263.5,644.74,1.281,107.08,225.59,52.068,101.8,8.339,23.7232,2.2917,2.4765,44.02,9105.7002,10.2032,25.603,54.261,1496.0601,15843.0996,168.11,119.308,0.918,110.38,5139.6001,0.3656,1.0551,194.48,10221.4004,1933.8,165.88,11.0229,1.6245,10.816,15.5473,2918.22,61.021,1101.5699,10.2674,390.9,38.29,19.846,420.78,11.0075,201.79,31.424,112.637,0.5,1.2858,3.2651,2.5907,126.83,5507.5,4.7379,111.656,795.23,4.8791,15.914,5.7383,2057.7,24061.0996,11.229,91.685,11.0527,2.0388,8.2276,37.006,2057.1899,10.3746,3501.3999,24.769,2570.0601,5.5876,26922,655.957,655.957,119.26,6.783,
2013-01-06,1.3033,114.26,1.9485,25.246,7.4589,0.81,288.75,3.4521,0.6951,4.082,4.4119,8.5249,1.2086,7.2802,7.5675,39.4224,2.3256,1.246,2.6621,1.2868,8.1223,10.0938,12556,4.8948,70.905,1383.16,16.6469,3.961,1.5753,52.911,1.5979,39.581,11.1852,1,4.7819,66.03,137.09,6.4076,1.9458,2.559,102.776,0.4882,1960.86,1.578,8.9905,1.3041,10.1147,11245,2.5197,608.028,2263.5,644.74,1.281,107.08,225.59,52.068,101.8,8.339,23.7232,2.2917,2.4765,44.02,9105.7002,10.2032,25.603,54.261,1496.0601,15843.0996,168.11,119.308,0.918,110.38,5139.6001,0.3656,1.0551,194.48,10221.4004,1933.8,165.88,11.0229,1.6245,10.816,15.5473,2918.22,61.021,1101.5699,10.2674,390.9,38.29,19.846,420.78,11.0075,201.79,31.424,112.637,0.5,1.2858,3.2651,2.5907,126.83,5507.5,4.7379,111.656,795.23,4.8791,15.914,5.7383,2057.7,24061.0996,11.229,91.685,11.0527,2.0388,8.2276,37.006,2057.1899,10.3746,3501.3999,24.769,2570.0601,5.5876,26922,655.957,655.957,119.26,6.783,
2013-01-07,1.3067,115.257,1.9468,25.364,7.4583,0.8131,289.91,3.4516,0.6948,4.1124,4.3255,8.549,1.2084,7.3313,7.4245,39.6315,2.3271,1.2448,2.6559,1.2884,8.1347,10.1283,12330.4004,4.9379,71.723,1350,16.6353,3.8839,1.5711,51.9127,1.6028,38.8836,11.1794,1,4.799,65.35,137.02,6.435,1.9458,2.5505,102.207,0.4772,1935.38,1.5752,8.9148,1.2933,10.1024,11230,2.544,601.018,2241.2,638.08,1.27,106.18,223.69,51.373,102.152,8.199,23.5257,2.2993,2.4474,43.651,9262.7002,10.1233,25.375,53.806,1483.49,15710.5996,168.27,118.317,0.9201,111.08,5096.3999,0.3565,1.0527,193.04,10105.2002,1917.5,162.152,11.0147,1.6109,10.814,15.485,2901.5701,61.252,1092.3101,10.1818,387.63,38.7,19.904,417.281,11.0147,200.36,31.2,112.878,0.4866,1.275,3.2369,2.5795,127.36,5480.6001,4.584,112.458,788.55,4.8974,16.8448,5.6906,2040.4,23860,11.135,90.918,11.0433,2.0403,8.1586,36.7567,2038.7,10.314,3478.7,24.469,2546.5901,5.6072,26701,655.957,655.957,119.26,6.7198,
2013-01-08,1.3125,114.5,1.9487,25.539,7.4595,0.8139,291.21,3.4521,0.6963,4.1178,4.402,8.5176,1.2085,7.3202,7.5401,39.839,2.3353,1.2479,2.6554,1.2932,8.1642,10.1703,12648,4.9544,72.395,1394.12,16.7328,3.9878,1.5669,53.537,1.6127,39.92,11.2333,1,4.8172,65.64,137.02,6.4649,1.9458,2.5437,102.11,0.4917,1933.54,1.578,8.9365,1.2964,10.0945,11263,2.5046,602.224,2258.6001,644.13,1.273,106.44,224.24,51.953,102.555,8.436,23.5824,2.3065,2.4481,43.757,9287.5996,10.1747,25.443,53.936,1487.1,15753.2002,168.31,118.662,0.923,111.7,5108.7998,0.369,1.0487,193.56,10127.2998,1922.2,166.97,10.9903,1.6148,10.846,15.4901,2902.0901,61.483,1094.97,10.2053,388.57,38.59,19.97,418.285,10.9903,201.76,31.237,113.646,0.5037,1.2782,3.2435,2.5848,127.36,5507,4.7748,112.527,790.47,4.918,16.032,5.7043,2045.4,23917.6992,11.162,91.138,11.0205,2.0468,8.1784,36.8167,2044.9301,10.3389,3519.7,24.62,2552.1499,5.631,26762,655.957,655.957,119.26,6.8078,
2013-01-09,1.3082,113.648,1.9484,25.532,7.4595,0.8145,291.43,3.4521,0.6955,4.1057,4.4026,8.5723,1.2085,7.3217,7.5439,39.641,2.3256,1.2441,2.6669,1.2901,8.1322,10.1373,12613,4.9349,71.862,1390.47,16.7351,3.9798,1.561,53.246,1.6066,39.788,11.2116,1,4.8028,65.97,137.18,6.4452,1.9458,2.5748,103.1,0.4902,1936.66,1.5862,8.9999,1.3054,10.1092,11322,2.5682,602.5,2274,641.54,1.282,107.19,225.83,52.09,102.163,8.454,23.7577,2.2988,2.4574,44.066,9359.2998,10.2618,25.617,54.318,1497.63,15864.2998,168.46,119.531,0.9197,111.23,5145,0.3679,1.0627,194.71,10200.5996,1935.8,166.14,11.0038,1.6252,10.828,15.5997,2908.1499,61.299,1102.73,10.2782,391.31,38.47,19.927,416,11.0038,202.32,31.192,113.778,0.5022,1.2871,3.2633,2.6143,127.27,5546.1001,4.7585,111.73,796.06,4.9013,16.073,5.7442,2059.8,24086.1992,11.241,91.78,11.0341,2.0435,8.2362,37.0662,2061.97,10.4117,3514.2,24.703,2570.1101,5.6128,26950,655.957,655.957,119.26,6.7573,
2013-01-10,1.3055,115.053,1.9503,25.591,7.4605,0.8151,289.53,3.4521,0.695,4.0738,4.3943,8.5728,1.2087,7.3091,7.5699,39.6499,2.3186,1.2425,2.6623,1.2893,8.1177,10.119,12573,4.9258,71.4,1383.0699,16.598,3.9638,1.5558,53.052,1.6033,39.643,11.2205,1,4.7924,65.84,137.13,6.4376,1.9458,2.5601,102.513,0.4892,1956.33,1.5777,8.9484,1.2981,10.0998,11239,2.5536,601.657,2262.5,638.13,1.275,108.68,224.54,52.087,102.053,8.476,23.6278,2.2913,2.4389,38.353,9293.2998,10.1771,25.47,54.008,1489.08,15774.0996,168.56,118.852,0.9177,111.05,5115.6001,0.367,1.0567,193.87,10155.2002,1924.8,164.67,10.9851,1.6091,10.818,15.6066,2896.8,61.165,1096.4301,10.2195,389.08,38.38,19.82,420.141,10.9851,201.03,31.252,112.635,0.5011,1.2798,3.2446,2.5992,126.9,5455.6001,4.7478,111.748,791.52,4.8906,16.036,5.7118,2048.1001,24149.0996,11.177,91.259,11.0156,2.046,8.1893,36.8726,2051.55,10.4306,3489.1001,24.587,2556.24,5.6007,26797,655.957,655.957,119.26,6.7319,
2013-01-11,1.3273,118.463,1.9485,25.597,7.4612,0.8211,293.33,3.4521,0.6952,4.0836,4.3653,8.6138,1.2133,7.3314,7.5713,40.0519,2.3447,1.2544,2.6894,1.305,8.2501,10.2883,12786,4.9591,72.35,1402.92,16.7087,4.0064,1.5724,53.899,1.6226,40.115,11.4903,1,4.8735,66.12,137.11,6.5491,1.9458,2.5705,102.64,0.4975,1957.26,1.579,8.9849,1.3033,10.1488,11297,2.5639,602.145,2267.6001,639.16,1.28,108.7,225.45,52.134,103.74,8.658,23.7276,2.3184,2.4442,42.518,9330.7002,10.1962,25.581,54.227,1496.51,15837.9004,169.03,119.333,0.934,113.16,5136.3999,0.3729,1.061,194.85,10192.7002,1932.6,167.2,11.0624,1.6157,10.87,15.7211,2913.79,62.062,1100.88,10.261,390.66,39.06,20.09,421.831,11.0624,201.53,31.241,112.698,0.5096,1.2852,3.2611,2.6099,127.52,5438.6001,4.8286,111.877,794.73,4.9709,16.324,5.7348,2053.8,24153,11.222,91.628,11.093,2.0529,8.2225,36.8662,2069.02,10.5025,3501.8,24.688,2567.1599,5.6952,26906,655.957,655.957,119.26,6.7919,
2013-01-12,1.3273,118.463,1.9485,25.597,7.4612,0.8211,293.33,3.4521,0.6952,4.0836,4.3653,8.6138,1.2133,7.3314,7.5713,40.0519,2.3447,1.2544,2.6894,1.305,8.2501,10.2883,12786,4.9591,72.35,1402.92,16.7087,4.0064,1.5724,53.899,1.6226,40.115,11.4903,1,4.8735,66.12,137.11,6.5491,1.9458,2.5705,102.64,0.4975,1957.26,1.579,8.9849,1.3033,10.1488,11297,2.5639,602.145,2267.6001,639.16,1.28,108.7,225.45,52.134,103.74,8.658,23.7276,2.3184,2.4442,42.518,9330.7002,10.1962,25.581,54.227,1496.51,15837.9004,169.03,119.333,0.934,113.16,5136.3999,0.3729,1.061,194.85,10192.7002,1932.6,167.2,11.0624,1.6157,10.87,15.7211,2913.79,62.062,1100.88,10.261,390.66,39.06,20.09,421.831,11.0624,201.53,31.241,112.698,0.5096,1.2852,3.2611,2.6099,127.52,5438.6001,4.8286,111.877,794.73,4.9709,16.324,5.7348,2053.8,24153,11.222,91.628,11.093,2.0529,8.2225,36.8662,2069.02,10.5025,3501.8,24.688,2567.1599,5.6952,26906,655.957,655.957,119.26,6.7919,
2013-01-13,1.3273,118.463,1.9485,25.597,7.4612,0.8211,293.33,3.4521,0.6952,4.0836,4.3653,8.6138,1.2133,7.3314,7.5713,40.0519,2.3447,1.2544,2.6894,1.305,8.2501,10.2883,12786,4.9591,72.35,1402.92,16.7087,4.0064,1.5724,53.899,1.6226,40.115,11.4903,1,4.8735,66.12,137.11,6.5491,1.9458,2.5705,102.64,0.4975,1957.26,1.579,8.9849,1.3033,10.1488,11297,2.5639,602.145,2267.6001,639.16,1.28,108.7,225.45,52.134,103.74,8.658,23.7276,2.3184,2.4442,42.518,9330.7002,10.1962,25.581,54.227,1496.51,15837.9004,169.03,119.333,0.934,113.16,5136.3999,0.3729,1.061,194.85,10192.7002,1932.6,167.2,11.0624,1.6157,10.87,15.7211,2913.79,62.062,1100.88,10.261,390.66,39.06,20.09,421.831,11.0624,201.53,31.241,112.698,0.5096,1.2852,3.2611,2.6099,127.52,5438.6001,4.8286,111.877,794.73,4.9709,16.324,5.7348,2053.8,24153,11.222,91.628,11.093,2.0529,8.2225,36.8662,2069.02,10.5025,3501.8,24.688,2567.1599,5.6952,26906,655.957,655.957,119.26,6.7919,
2013-01-14,1.3362,119.6,1.9492,25.601,7.4609,0.8285,295.56,3.4516,0.6955,4.1075,4.278,8.6276,1.221,7.3732,7.4221,39.175,2.3642,1.2677,2.7087,1.3153,8.2831,10.3544,12817,4.9923,73.143,1367,16.8831,3.9229,1.5959,52.4853,1.6392,39.3153,11.667,1,4.8978,66.75,137.05,6.5888,1.9458,2.6005,104.127,0.4866,1981.08,1.5992,9.09,1.3183,10.2997,11473,2.5939,610.219,2286.8,646.77,1.295,108.7,228.08,52.674,101.849,8.703,24.0067,2.349,2.487,43.013,9438.7002,10.2847,25.879,54.859,1512.59,16022.0996,170.07,120.958,0.9383,113.74,5196.3999,0.3625,1.0733,197.09,10314.9004,1955.2,163.813,11.3013,1.6345,10.874,15.883,2925.1899,62.375,1115.0601,10.3828,395.21,39.33,20.32,429.357,11.3013,204.34,31.637,114.604,0.4962,1.3002,3.2987,2.6413,129.68,5469.2002,4.6744,111.702,804,4.9984,17.1381,5.801,2073.8,24147.1992,11.353,92.693,11.331,2.0642,8.3183,37.3527,2095.7,10.6243,3506.7,24.977,2597.6101,5.7255,27231,655.957,655.957,119.26,6.8973,
2013-01-15,1.3378,119.665,1.949,25.552,7.462,0.8319,294.19,3.4521,0.6959,4.1029,4.3822,8.6232,1.2339,7.3623,7.5442,40.4399,2.3654,1.2658,2.7191,1.316,8.3108,10.3706,12855,4.9817,72.822,1411.67,16.852,4.0306,1.5874,54.244,1.639,40.416,11.638,1,4.9125,67.33,136.87,6.618,1.9458,2.6227,105.015,0.5015,1997.92,1.6131,9.1678,1.3294,10.3707,11570,2.616,616.69,2306.5,652.3,1.306,108.72,229.03,53.122,103.807,8.756,24.2146,2.342,2.5174,39.651,9518.4004,10.3712,26.093,55.327,1525.51,16158.4004,170.71,122.053,0.9419,114.08,5240.7002,0.3757,1.0825,198.71,10403.4004,1968.5,168.74,11.3822,1.6485,10.885,15.9634,2943.4199,62.561,1124.59,10.4708,399.25,39.38,20.34,430.314,11.3822,206.54,31.973,114.83,0.5137,1.3111,3.319,2.6556,129.68,5496,4.8657,111.738,810.86,5.0127,16.422,5.85,2091.5,24147.3008,11.45,93.481,11.4102,2.0653,8.3893,37.6599,2106.8201,10.7399,3536.3999,25.192,2618.99,5.7405,27452,655.957,655.957,119.26,6.9693,
2013-01-16,1.3308,118.12,1.9489,25.588,7.4614,0.8279,294.08,3.4521,0.6955,4.1088,4.3403,8.6421,1.24,7.4092,7.5582,40.3322,2.3542,1.2587,2.7012,1.3095,8.2575,10.3167,12802,4.9588,72.617,1405.45,16.7824,4.0065,1.5812,53.844,1.6293,39.802,11.7127,1,4.8847,67.41,136.75,6.5797,1.9458,2.6195,104.887,0.4986,1994.3101,1.6097,9.1566,1.3278,10.4081,11556,2.6128,619.139,2298.5,651.51,1.305,108.69,228.75,53.057,103.836,8.733,24.1899,2.3314,2.5184,39.629,9239.9004,10.3439,26.062,55.26,1523.65,16138.7002,170.97,121.905,0.9365,113.43,5234.2998,0.3739,1.0812,198.28,10367.9004,1969.5,168.11,11.4748,1.6464,10.873,15.9439,2953.1899,62.206,1123.22,10.4593,396.76,39.15,20.211,427.124,11.4748,206.32,31.868,114.944,0.5107,1.3095,3.3149,2.6961,129.3,5449.2998,4.8399,111.841,809.88,4.9845,16.337,5.8429,2088.8999,24148.6992,11.436,93.367,11.5044,2.0637,8.3791,37.641,2102.9299,10.7275,3518.5,25.161,2619.23,5.7098,27419,655.957,655.957,119.26,6.9608,
2013-01-17,1.3291,117.771,1.9485,25.535,7.4615,0.8306,294.29,3.4521,0.6958,4.1177,4.3199,8.6368,1.2372,7.3977,7.5573,40.3322,2.3448,1.2587,2.7104,1.3102,8.2517,10.2994,12794,4.9499,72.602,1405.65,16.755,4.0073,1.5811,53.94,1.6255,39.595,11.6914,1,4.879,66.9,136.7,6.5714,1.9458,2.6128,104.619,0.4981,1989.23,1.6025,9.1331,1.3244,10.4193,11527,2.6061,619.547,2306.5,649.84,1.301,108.69,228.16,52.922,103.746,8.723,24.1333,2.3261,2.5146,43.216,9216.5,10.2961,25.995,55.119,1519.75,16097.5996,170.99,121.594,0.9352,113.36,5220.8999,0.3735,1.0784,197.84,10367.9004,2002,168.05,11.5213,1.6422,10.857,15.8898,2942.3201,62.133,1120.34,10.4319,395.75,39.1,20.211,426.043,11.515,206.43,31.86,114.811,0.5102,1.3056,3.3061,2.6659,129.3,5438.6001,4.8343,112.165,807.81,4.9791,16.304,5.8281,2083.6001,24147.8008,11.406,93.129,11.5509,2.0645,8.3577,37.5886,2100.24,10.6776,3503.2,25.096,2612.49,5.7021,27353,655.957,655.957,119.26,6.9165,
2013-01-18,1.3373,120.105,1.9486,25.523,7.4622,0.8368,291.81,3.4521,0.6963,4.1049,4.3245,8.683,1.2479,7.4489,7.5605,40.3532,2.3445,1.2681,2.7218,1.3184,8.3069,10.3658,12873,4.9725,72.601,1413.36,16.823,4.0234,1.5976,54.162,1.6359,39.788,11.7785,1,4.9085,67.34,136.72,6.6151,1.9458,2.623,104.472,0.5014,1996.8101,1.6113,9.1689,1.3295,10.4262,11551,2.6163,619.434,2321.7,652.25,1.307,108.7,228.99,53.128,104.198,8.809,24.226,2.3328,2.5277,43.385,9519.5,10.3163,26.123,55.333,1525.6899,16160.2002,171.46,122.201,0.9417,114.4,5219.8999,0.3754,1.0826,198.54,10404.5996,1972.1,169.37,11.4913,1.6486,10.888,15.9251,2953.1201,62.552,1124.72,10.472,397.29,39.37,20.37,427.69,11.4913,206.76,31.977,114.616,0.5136,1.3112,3.3223,2.6764,129.7,5463.2998,4.8651,112.398,810.96,5.0123,16.423,5.8506,2091.7,24148.0996,11.451,93.492,11.5211,2.0743,8.3902,37.6937,2108.3999,10.7191,3516.8,25.194,2623.97,5.7375,27459,655.957,655.957,119.26,6.9434,
2013-01-19,1.3373,120.105,1.9486,25.523,7.4622,0.8368,291.81,3.4521,0.6963,4.1049,4.3245,8.683,1.2479,7.4489,7.5605,40.3532,2.3445,1.2681,2.7218,1.3184,8.3069,10.3658,12873,4.9725,72.601,1413.36,16.823,4.0234,1.5976,54.162,1.6359,39.788,11.7785,1,4.9085,67.34,136.72,6.6151,1.9458,2.623,104.472,0.5014,1996.8101,1.6113,9.1689,1.3295,10.4262,11551,2.6163,619.434,2321.7,652.25,1.307,108.7,228.99,53.128,104.198,8.809,24.226,2.3328,2.5277,43.385,9519.5,10.3163,26.123,55.333,1525.6899,16160.2002,171.46,122.201,0.9417,114.4,5219.8999,0.3754,1.0826,198.54,10404.5996,1972.1,169.37,11.4913,1.6486,10.888,15.9251,2953.1201,62.552,1124.72,10.472,397.29,39.37,20.37,427.69,11.4913,206.76,31.977,114.616,0.5136,1.3112,3.3223,2.6764,129.7,5463.2998,4.8651,112.398,810.96,5.0123,16.423,5.8506,2091.7,24148.0996,11.451,93.492,11.5211,2.0743,8.3902,37.6937,2108.3999,10.7191,3516.8,25.194,2623.97,5.7375,27459,655.957,655.957,119.26,6.9434,
2013-01-20,1.3373,120.105,1.9486,25.523,7.4622,0.8368,291.81,3.4521,0.6963,4.1049,4.3245,8.683,1.2479,7.4489,7.5605,40.3532,2.3445,1.2681,2.7218,1.3184,8.3069,10.3658,12873,4.9725,72.601,1413.36,16.823,4.0234,1.5976,54.162,1.6359,39.788,11.7785,1,4.9085,67.34,136.72,6.6151,1.9458,2.623,104.472,0.5014,1996.8101,1.6113,9.1689,1.3295,10.4262,11551,2.6163,619.434,2321.7,652.25,1.307,108.7,228.99,53.128,104.198,8.809,24.226,2.3328,2.5277,43.385,9519.5,10.3163,26.123,55.333,1525.6899,16160.2002,171.46,122.201,0.9417,114.4,5219.8999,0.3754,1.0826,198.54,10404.5996,1972.1,169.37,11.4913,1.6486,10.888,15.9251,2953.1201,62.552,1124.72,10.472,397.29,39.37,20.37,427.69,11.4913,206.76,31.977,114.616,0.5136,1.3112,3.3223,2.6764,129.7,5463.2998,4.8651,112.398,810.96,5.0123,16.423,5.8506,2091.7,24148.0996,11.451,93.492,11.5211,2.0743,8.3902,37.6937,2108.3999,10.7191,3516.8,25.194,2623.97,5.7375,27459,655.957,655.957,119.26,6.9434,
2013-01-21,1.332,120.109,1.9459,25.578,7.4623,0.8398,292.81,3.4516,0.6955,4.151,4.235,8.6756,1.2439,7.4612,7.4062,39.3906,2.3423,1.2675,2.7035,1.3212,8.0991,10.3243,12895.5,4.9736,71.506,1383.25,16.8552,3.9431,1.5918,52.9379,1.6341,38.9103,11.8224,1,4.8325,67.4,136.85,6.5285,1.9458,2.6205,104.66,0.4904,1994.92,1.6132,9.1601,1.3283,10.5092,11520,2.6138,615.37,2307.5,651.62,1.305,108.71,228.9,53.077,102.42,8.6665,24.2138,2.3006,2.5253,43.343,9510.5,10.2891,26.098,55.281,1524.23,16144.9004,171.52,121.951,0.927,114.547,5217,0.3647,1.0816,198.27,10394.5996,1970.2,165.476,11.6474,1.6471,10.838,15.8766,2934.28,61.877,1123.64,10.462,396.91,39.8587,20.37,456.661,11.6474,206.77,31.787,113.065,0.5001,1.31,3.3175,2.679,130.54,5478.1001,4.7114,110.848,810.18,4.931,17.2286,5.8451,2089.7,24147.1992,11.44,93.403,11.6797,2.0567,8.3822,37.6648,2114.4099,10.7089,3520.1001,25.17,2618.8101,5.7137,27433,655.957,655.957,119.26,6.9701,
2013-01-22,1.3312,119.263,1.9515,25.571,7.4629,0.8404,292.73,3.4521,0.6957,4.1664,4.3499,8.6855,1.2436,7.4552,7.5539,40.2807,2.3481,1.2659,2.7137,1.3212,8.2749,10.3202,12771,4.9622,71.497,1415.99,16.888,4.0354,1.5925,54.028,1.6354,39.586,11.7844,1,4.8862,67.21,137.13,6.5923,1.9458,2.5994,104.062,0.4991,1990.33,1.612,9.1328,1.3244,10.4696,11479,2.5594,613.665,2305.8,650.94,1.301,108.7,228.15,53.22,103.384,8.792,24.1463,2.3383,2.5146,43.215,9482.4004,10.2644,26.034,55.116,1519.6899,16097,170.59,121.849,0.9371,113.73,5201.3999,0.3743,1.0717,197.76,10363.5,1964.3,168.4,11.5923,1.6422,10.856,15.8227,2962.8501,62.264,1120.3,10.4322,396.4,39.19,20.283,455.316,11.5923,206.16,31.852,112.849,0.5109,1.3062,3.3143,2.6504,129.98,5421.7002,4.8419,111.374,807.77,4.9877,16.384,5.8279,2083.5,24149.5,11.406,93.126,11.6224,2.0746,8.3973,37.5712,2113.47,10.6772,3513.7,25.162,2612.3899,5.7109,27352,655.957,655.957,119.26,6.9828,
2013-01-23,1.3314,117.866,1.9482,25.603,7.463,0.8407,293.94,3.4521,0.696,4.1709,4.3548,8.6681,1.237,7.4284,7.5586,40.251,2.3539,1.2602,2.7161,1.3202,8.276,10.3212,12775,4.966,71.559,1414.4399,16.7997,4.0493,1.5827,53.925,1.6337,39.569,11.7718,1,4.8896,67.38,137.08,6.5942,1.9458,2.6194,104.616,0.4991,1994.09,1.6121,9.1563,1.3277,10.4582,11482,2.6127,616.045,2311.5,653.62,1.305,108.71,228.74,53.055,103.423,8.812,24.2137,2.331,2.5236,43.325,9506.5,10.2834,26.087,55.258,1523.59,16138.0996,170.61,122.167,0.9371,114.34,5214.7998,0.3742,1.0811,198.31,10390.2002,1966.1,168.55,11.5541,1.6464,10.878,15.8566,2926.3899,62.269,1123.17,10.4589,395.41,39.19,20.252,463.146,11.5541,206.48,31.791,113.224,0.5113,1.3094,3.3288,2.6805,129.98,5462.3999,4.8418,111.962,809.85,4.9873,16.355,5.8427,2088.8999,24147.9004,11.435,93.364,11.582,2.0704,8.3787,37.693,2117.53,10.7044,3532,25.16,2625.76,5.7115,27422,655.957,655.957,119.26,6.9873,
