date,USD,JPY,BGN,CZK,DKK,GBP,HUF,PLN,RON,SEK,CHF,ISK,NOK,HRK,RUB,TRY,AUD,BRL,CAD,CNY,HKD,IDR,ILS,INR,KRW,MXN,MYR,NZD,PHP,SGD,THB,ZAR,EUR,AED,AFN,ALL,ARS,BAM,BBD,BDT,BHD,BIF,BMD,BND,BOB,BSD,BWP,BZD,CLP,COP,CRC,CUP,CVE,DJF,DOP,DZD,EGP,ETB,FJD,GHS,GNF,GTQ,HNL,HTG,IQD,JMD,JOD,KES,KHR,KWD,KYD,KZT,LAK,LBP,LKR,LSL,LYD,MAD,MDL,MGA,MKD,MMK,MOP,MUR,MVR,MWK,NAD,NGN,NIO,NPR,OMR,PAB,PEN,PGK,PKR,PYG,QAR,RSD,RWF,SAR,SCR,SDG,SOS,SVC,SZL,TND,TTD,TWD,TZS,UAH,UGX,UYU,UZS,VEF,VND,XAF,XOF,XPF,ZMW
2019-01-01,1.1493,125.98,1.9483,25.6709,7.4662,0.9023,320.603,4.2982,4.647,10.1364,1.1322,132.83,9.9038,7.4075,79.927,6.0469,1.6322,4.4472,1.5643,7.8731,8.9984,16460,4.2688,79.689,1276.2,22.524,4.7305,1.7085,60.018,1.5653,37.017,16.4491,1,4.2071,85.81,121.04,43.168,1.9458,2.2423,93.953,0.429,2025.2,1.1423,0.7515,7.7136,1.1382,12.102,2.2585,780.79,3669.2,678.29,1.115,110.27,199.38,57.16,134.94,20.512,32.014,2.432,5.5008,10343.0996,8.6498,27.424,87.544,1336.5,144.13,0.8057,114.78,4501.6001,0.3467,0.9344,437.15,9548.5996,1725,205.96,16.24,1.5615,10.657,19.329,3946.8999,61.208,1747.4,9.0389,37.81,17.334,866.67,16.24,413.29,36.663,126.15,0.44,1.1203,3.868,3.7785,159.98,6700.6001,4.0198,118.17,1008,4.2962,14.649,54.485,622.5,9.781,16.268,3.4099,7.6373,34.027,2628.7,31.434,4203.7998,36.477,9515.7002,71.67,26164,655.96,655.96,119.26,13.607
2019-01-02,1.1462,125.689,1.9553,25.716,7.4651,0.8985,320.854,4.2865,4.681,10.1609,1.1255,133.16,9.908,7.4075,78.3986,6.0571,1.6261,4.4472,1.5612,7.9421,8.9777,16238.5,4.0972,80.199,1276.2,22.4954,4.7721,1.7073,60.159,1.5618,37.057,16.4891,1,4.2071,85.81,121.04,43.078,1.9458,2.2423,93.953,0.429,2025.2,1.1423,0.7577,7.7136,1.1382,12.102,2.2585,780.79,3669.2,678.29,1.115,110.27,199.38,57.16,134.94,20.512,32.014,2.432,5.5008,10343.0996,8.6498,27.424,87.544,1336.5,144.54,0.8057,114.78,4501.6001,0.3467,0.9344,437.15,9548.5996,1687.2,205.96,16.24,1.5615,10.657,19.329,3946.8999,61.208,1747.4,9.0389,37.81,17.356,833.5,16.24,413.29,36.663,126.15,0.44,1.1203,3.8894,3.7785,160.27,6700.6001,4.0198,118.17,1008,4.3013,14.649,54.485,622.5,9.781,16.268,3.3168,7.6373,34.027,2650.3,31.434,4203.7998,36.477,9515.7002,71.67,26164,655.96,655.96,119.26,13.607
2019-01-03,1.1318,121.601,1.9486,25.7371,7.4661,0.904,322.228,4.2981,4.6538,10.229,1.119,133.27,9.9333,7.4223,78.097,6.214,1.636,4.2853,1.5426,7.7571,8.8659,16382,4.2472,79.143,1269.4,22.207,4.7058,1.706,59.236,1.5475,36.508,16.4989,1,4.1561,85.7,121.07,42.741,1.9458,2.2386,94.102,0.4239,2021.9,1.1404,0.7451,7.7008,1.1364,12.076,2.2547,783.34,3663.2,677.18,1.113,110.27,199.05,56.684,134.01,20.259,31.787,2.4119,5.5505,10329.7002,8.6355,27.379,87.203,1334.3,142.28,0.7972,113.68,4482.7002,0.3426,0.9328,436.44,9532.2998,1711,205.68,16.387,1.5605,10.602,19.187,3942.7,60.553,1744,9.0248,37.28,17.248,797.41,16.387,408.05,36.603,126.67,0.4344,1.1184,3.827,3.7723,157.06,6685.7002,4.0131,115.84,1006.3,4.2405,14.448,54.397,621.5,9.765,16.414,3.4123,7.6319,34.183,2606.2,31.383,4202.7002,36.474,9496.5,71.67,26135,655.96,655.96,119.26,13.631
2019-01-04,1.1391,122.794,1.9487,25.6368,7.4672,0.9019,320.663,4.2891,4.6549,10.2534,1.1245,133.42,9.899,7.431,78.267,6.2265,1.6259,4.2756,1.5352,7.8224,8.9195,16411,4.2422,79.793,1280.2,22.3418,4.7204,1.7029,59.772,1.554,36.654,16.3075,1,4.184,85.03,120.98,42.654,1.9458,2.2201,93.441,0.4267,2005.6,1.1311,0.7476,7.637,1.1272,12.108,2.2361,776.23,3623.5,672.17,1.104,110.27,197.41,56.691,134.66,20.377,31.727,2.4204,5.4473,10245.5996,8.5699,27.168,87.033,1323.3,143.75,0.8013,114.48,4483.1001,0.3447,0.9251,428.98,9459,1717,203.94,16.259,1.5476,10.565,19.219,3911.1001,61.256,1729.7,8.9494,37.82,17.32,822.14,16.259,409.27,36.315,125.67,0.4373,1.1091,3.8424,3.7412,157.87,6652.2002,3.9795,118.29,998.17,4.2678,14.542,53.957,616.1,9.683,16.288,3.4038,7.5399,34.069,2615.2,30.881,4179.7002,36.175,9419.5996,71.67,25915,655.96,655.96,119.26,13.56
2019-01-05,1.1391,122.794,1.9487,25.6368,7.4672,0.9019,320.663,4.2891,4.6549,10.2534,1.1245,133.42,9.899,7.431,78.267,6.2265,1.6259,4.2756,1.5352,7.8224,8.9195,16411,4.2422,79.793,1280.2,22.3418,4.7204,1.7029,59.772,1.554,36.654,16.3075,1,4.184,85.03,120.98,42.654,1.9458,2.2201,93.441,0.4267,2005.6,1.1311,0.7476,7.637,1.1272,12.108,2.2361,776.23,3623.5,672.17,1.104,110.27,197.41,56.691,134.66,20.377,31.727,2.4204,5.4473,10245.5996,8.5699,27.168,87.033,1323.3,143.75,0.8013,114.48,4483.1001,0.3447,0.9251,428.98,9459,1717,203.94,16.259,1.5476,10.565,19.219,3911.1001,61.256,1729.7,8.9494,37.82,17.32,822.14,16.259,409.27,36.315,125.67,0.4373,1.1091,3.8424,3.7412,157.87,6652.2002,3.9795,118.29,998.17,4.2678,14.542,53.957,616.1,9.683,16.288,3.4038,7.5399,34.069,2615.2,30.881,4179.7002,36.175,9419.5996,71.67,25915,655.96,655.96,119.26,13.56
2019-01-06,1.1391,122.794,1.9487,25.6368,7.4672,0.9019,320.663,4.2891,4.6549,10.2534,1.1245,133.42,9.899,7.431,78.267,6.2265,1.6259,4.2756,1.5352,7.8224,8.9195,16411,4.2422,79.793,1280.2,22.3418,4.7204,1.7029,59.772,1.554,36.654,16.3075,1,4.184,85.03,120.98,42.654,1.9458,2.2201,93.441,0.4267,2005.6,1.1311,0.7476,7.637,1.1272,12.108,2.2361,776.23,3623.5,672.17,1.104,110.27,197.41,56.691,134.66,20.377,31.727,2.4204,5.4473,10245.5996,8.5699,27.168,87.033,1323.3,143.75,0.8013,114.48,4483.1001,0.3447,0.9251,428.98,9459,1717,203.94,16.259,1.5476,10.565,19.219,3911.1001,61.256,1729.7,8.9494,37.82,17.32,822.14,16.259,409.27,36.315,125.67,0.4373,1.1091,3.8424,3.7412,157.87,6652.2002,3.9795,118.29,998.17,4.2678,14.542,53.957,616.1,9.683,16.288,3.4038,7.5399,34.069,2615.2,30.881,4179.7002,36.175,9419.5996,71.67,25915,655.96,655.96,119.26,13.56
2019-01-07,1.141,123.821,1.9483,25.5582,7.4665,0.8959,320.572,4.2904,4.6597,10.2158,1.1247,133.86,9.819,7.435,77.0647,6.07,1.6016,4.23,1.5254,7.8178,8.9365,16270,4.2314,79.197,1271.2,22.1283,4.6997,1.6919,59.648,1.5502,36.396,15.9627,1,4.1832,85.56,121.09,42.566,1.9458,2.2342,93.872,0.4266,2018.3,1.1382,0.7485,7.6857,1.1342,11.955,2.2503,772.75,3652.6001,675.85,1.111,110.27,198.66,56.728,134.43,20.384,31.934,2.4212,5.4813,10312,8.6186,27.34,87.597,1331.7,143.84,0.8019,114.29,4485.8999,0.3447,0.931,426.07,9517.5,1718,205.05,15.861,1.5574,10.554,19.311,3945.3,61.245,1740.6,9.008,37.72,17.269,802.18,15.861,411.82,36.543,125.37,0.4372,1.1162,3.8243,3.7649,157.27,6702.5,4.0057,118.23,1004.5,4.2703,14.549,54.295,620.2,9.746,15.892,3.4419,7.5839,34.193,2618.3999,31.419,4206,36.437,9475.4004,71.67,26075,655.96,655.96,119.26,13.616
2019-01-08,1.148,124.66,1.9483,25.5591,7.4671,0.8978,320.812,4.2944,4.6558,10.2058,1.1241,134.88,9.7869,7.4214,76.671,6.1762,1.6068,4.2841,1.5263,7.8543,8.9941,16160,4.2466,80.051,1281.2,22.2288,4.7179,1.6997,60.029,1.5561,36.629,15.9235,1,4.2139,85.92,121.17,42.814,1.9458,2.2285,94.216,0.4298,2023.5,1.141,0.7524,7.7055,1.1371,11.896,2.2561,760.9,3603.2,677.59,1.114,110.27,199.17,56.85,135.02,20.543,31.99,2.4369,5.5867,10338.2002,8.6408,27.41,87.82,1335.1,145.01,0.807,114.91,4498.6001,0.3469,0.9333,427.15,9541.5,1730,205.01,15.681,1.5601,10.583,19.309,3962.8,61.697,1741.6,9.0335,37.64,17.439,807.29,15.681,414.87,36.659,125.51,0.4404,1.119,3.8395,3.7752,158.97,6756.6001,4.0156,119.11,1008,4.3009,14.663,54.429,621.8,9.77,15.711,3.4299,7.6148,34.274,2631.8999,31.511,4222.3999,36.554,9499.7998,71.67,26141,655.96,655.96,119.26,13.559
2019-01-09,1.1456,124.609,1.9484,25.6257,7.4664,0.8993,321.364,4.2956,4.6634,10.2058,1.1234,135.76,9.7753,7.4267,76.69,6.2735,1.5993,4.2498,1.5177,7.8376,8.9799,16188,4.2275,80.269,1284,22.1539,4.7011,1.6995,59.916,1.5546,36.625,15.9871,1,4.2036,86.02,121.56,43.008,1.9458,2.2335,94.426,0.4287,2028.3,1.1435,0.7508,7.7228,1.1396,11.948,2.2611,765.32,3597.8,678.53,1.117,110.27,199.62,57.044,134.8,20.512,31.98,2.4257,5.5316,10362.0996,8.6573,27.471,88.07,1338.1,144.98,0.8051,114.63,4497.7002,0.346,0.9354,427.17,9562.9004,1724,205.86,15.799,1.561,10.572,19.49,4000.3,61.111,1740.3,9.0574,37.78,17.439,817.73,15.799,416.36,36.746,126.99,0.4394,1.1215,3.8323,3.7837,158.58,6749,4.0247,118.23,1010.5,4.2927,14.635,54.548,623.3,9.792,15.83,3.4316,7.6143,34.372,2626.2,31.828,4237.3999,36.681,9524,71.67,26199,655.96,655.96,119.26,13.623
2019-01-10,1.1555,125.015,1.9482,25.6187,7.4663,0.9026,320.912,4.302,4.6653,10.2412,1.1253,136.73,9.7749,7.4265,77.035,6.3213,1.6102,4.2489,1.5263,7.8631,9.0536,15952.0996,4.2265,81.456,1292.2,22.203,4.7226,1.7015,60.303,1.5629,36.844,16.0075,1,4.24,85.95,122,43.164,1.9458,2.2316,94.347,0.4324,2026.8,1.1427,0.7559,7.7163,1.1386,11.938,2.2593,763.26,3560.1001,680.25,1.116,110.27,199.45,57.043,135.52,20.672,31.977,2.4293,5.527,10355.9004,8.65,27.448,87.913,1337,146.45,0.8121,115.64,4498,0.3488,0.9348,427.39,9554.9004,1687.6,205.52,15.783,1.5593,10.607,19.302,4045.7,61.423,1737.1,9.0509,38.09,17.404,821.11,15.783,415.44,36.716,127.48,0.4432,1.1207,3.8399,3.7805,161.2,6743.8999,4.0213,118.32,1009.7,4.3296,14.76,54.504,622.7,9.785,15.813,3.4247,7.6069,34.291,2644.1001,31.941,4228.2002,36.65,9516.2002,71.67,26177,655.96,655.96,119.26,13.612
2019-01-11,1.151,124.619,1.9486,25.5591,7.4639,0.9022,320.899,4.2954,4.6715,10.237,1.1323,137.34,9.752,7.4257,76.989,6.2418,1.6011,4.2662,1.5234,7.8025,9.0195,16182,4.2232,80.977,1284.6,22.0123,4.7079,1.6959,59.97,1.5556,36.692,15.942,1,4.2247,86.51,122.67,42.987,1.9458,2.2462,94.96,0.4309,2040,1.1499,0.7556,7.7668,1.1459,11.964,2.274,766.66,3565.6001,684.68,1.123,110.27,200.75,56.904,135.19,20.604,31.905,2.4204,5.5624,10424.7998,8.7093,27.626,88.868,1345.7,146.48,0.8091,115.16,4563.2002,0.3474,0.9408,429.67,9613.9004,1736,206.39,15.791,1.5689,10.597,19.415,4074.1001,61.201,1742,9.1086,37.97,17.533,822.48,15.791,417.53,36.953,127.79,0.4416,1.1279,3.8498,3.8044,161.06,6770.8999,4.0478,118.33,1016,4.3124,14.703,54.851,627,9.848,15.822,3.4474,7.6574,34.509,2642.8999,32.289,4243.8999,36.911,9574.2002,71.67,26345,655.96,655.96,119.26,13.699
2019-01-12,1.151,124.619,1.9486,25.5591,7.4639,0.9022,320.899,4.2954,4.6715,10.237,1.1323,137.34,9.752,7.4257,76.989,6.2418,1.6011,4.2662,1.5234,7.8025,9.0195,16182,4.2232,80.977,1284.6,22.0123,4.7079,1.6959,59.97,1.5556,36.692,15.942,1,4.2247,86.51,122.67,42.987,1.9458,2.2462,94.96,0.4309,2040,1.1499,0.7556,7.7668,1.1459,11.964,2.274,766.66,3565.6001,684.68,1.123,110.27,200.75,56.904,135.19,20.604,31.905,2.4204,5.5624,10424.7998,8.7093,27.626,88.868,1345.7,146.48,0.8091,115.16,4563.2002,0.3474,0.9408,429.67,9613.9004,1736,206.39,15.791,1.5689,10.597,19.415,4074.1001,61.201,1742,9.1086,37.97,17.533,822.48,15.791,417.53,36.953,127.79,0.4416,1.1279,3.8498,3.8044,161.06,6770.8999,4.0478,118.33,1016,4.3124,14.703,54.851,627,9.848,15.822,3.4474,7.6574,34.509,2642.8999,32.289,4243.8999,36.911,9574.2002,71.67,26345,655.96,655.96,119.26,13.699
2019-01-13,1.151,124.619,1.9486,25.5591,7.4639,0.9022,320.899,4.2954,4.6715,10.237,1.1323,137.34,9.752,7.4257,76.989,6.2418,1.6011,4.2662,1.5234,7.8025,9.0195,16182,4.2232,80.977,1284.6,22.0123,4.7079,1.6959,59.97,1.5556,36.692,15.942,1,4.2247,86.51,122.67,42.987,1.9458,2.2462,94.96,0.4309,2040,1.1499,0.7556,7.7668,1.1459,11.964,2.274,766.66,3565.6001,684.68,1.123,110.27,200.75,56.904,135.19,20.604,31.905,2.4204,5.5624,10424.7998,8.7093,27.626,88.868,1345.7,146.48,0.8091,115.16,4563.2002,0.3474,0.9408,429.67,9613.9004,1736,206.39,15.791,1.5689,10.597,19.415,4074.1001,61.201,1742,9.1086,37.97,17.533,822.48,15.791,417.53,36.953,127.79,0.4416,1.1279,3.8498,3.8044,161.06,6770.8999,4.0478,118.33,1016,4.3124,14.703,54.851,627,9.848,15.822,3.4474,7.6574,34.509,2642.8999,32.289,4243.8999,36.911,9574.2002,71.67,26345,655.96,655.96,119.26,13.699
2019-01-14,1.146,124.29,1.9481,25.5513,7.4638,0.8918,320.897,4.2896,4.6809,10.2404,1.1277,137.91,9.7864,7.431,76.6751,6.276,1.5904,4.2529,1.5204,7.7472,8.9832,16182,4.211,80.667,1281.5,21.9333,4.6964,1.6799,59.689,1.5505,36.571,15.8862,1,4.2106,86.53,123.23,42.323,1.9458,2.2467,94.746,0.4295,2040.7,1.1502,0.753,7.7686,1.1462,11.928,2.2745,762.93,3568.3,684.55,1.123,110.27,200.8,56.952,134.71,20.53,32.315,2.4125,5.7352,10427.2002,8.7114,27.632,88.648,1346,146.79,0.8058,114.72,4530.1001,0.3461,0.941,431.5,9618.5,1699.3,206.32,15.703,1.5625,10.587,19.408,4084.2,60.992,1738.4,9.1137,37.62,17.534,819.63,15.703,417.05,36.962,128.28,0.44,1.1282,3.831,3.8053,160.5,6814.6001,4.0488,118.31,1016.4,4.2992,14.652,54.855,627.1,9.851,15.733,3.4479,7.6592,34.441,2634,32.079,4233.3999,37.012,9579.2998,71.67,26353,655.96,655.96,119.26,13.702
2019-01-15,1.1473,124.187,1.9482,25.5291,7.4639,0.8909,321.419,4.2893,4.6754,10.2601,1.1255,138.15,9.803,7.4345,76.89,6.2647,1.5931,4.2394,1.5232,7.754,8.9969,16204,4.1971,81.103,1286.8,21.7802,4.7006,1.6797,59.727,1.5525,36.571,15.8083,1,4.2112,85.92,122.87,42.416,1.9458,2.2344,94.465,0.4295,2029.8,1.144,0.7531,7.726,1.14,11.902,2.2621,763.14,3550.7,679.96,1.117,110.27,199.7,56.965,135.12,20.52,32.291,2.4091,5.5955,10371,8.6637,27.481,88.089,1338.7,147.16,0.8065,114.78,4506.5,0.3465,0.9358,432.05,9568,1731,205.55,15.705,1.5571,10.621,19.343,4067.8999,61.095,1721.5,9.0667,37.62,17.416,820.28,15.705,414.23,36.939,128.47,0.4401,1.122,3.8359,3.7852,160.48,6774.5,4.0266,118.25,1010.9,4.2981,14.653,54.57,623.6,9.796,15.735,3.4389,7.6245,34.417,2634.2,31.854,4199,36.994,9536,71.67,26211,655.96,655.96,119.26,13.571
2019-01-16,1.1417,123.98,1.9484,25.5233,7.4634,0.8866,322.805,4.2909,4.673,10.2302,1.1271,138.14,9.7445,7.4254,76.57,6.2115,1.5831,4.2396,1.5134,7.7053,8.9515,16078,4.1913,81.096,1281.1,21.6535,4.6746,1.6728,59.258,1.5466,36.368,15.674,1,4.1891,85.62,122.16,42.364,1.9458,2.2268,94.141,0.4272,2022.9,1.1402,0.7472,7.7051,1.1362,11.836,2.2543,757.3,3539.1001,674.19,1.113,110.27,199.01,56.908,134.69,20.424,32.159,2.4065,5.668,10338.0996,8.6396,27.387,88.478,1334.1,145.94,0.8023,114.17,4488.7002,0.3447,0.9327,429.9,9534.5,1721,204.84,15.561,1.5511,10.578,19.305,4128.2998,61.069,1713.9,9.035,37.55,17.511,814.51,15.561,411.69,36.648,128.23,0.4378,1.1182,3.7994,3.7715,157.99,6756.7002,4.0123,118.28,1007.6,4.2777,14.571,54.387,621.3,9.763,15.585,3.4261,7.6145,34.244,2619.5,31.896,4176.7998,36.902,9506.7002,71.67,26126,655.96,655.96,119.26,13.56
2019-01-17,1.1398,124.276,1.9486,25.5167,7.4636,0.8845,321.028,4.2804,4.6832,10.2455,1.1284,138.14,9.7292,7.424,75.622,6.0812,1.5889,4.2539,1.511,7.6924,8.9387,16099,4.1982,80.823,1274.4,21.5194,4.6813,1.6826,59.327,1.5436,36.067,15.5976,1,4.1847,85.19,121.55,42.711,1.9458,2.2275,93.692,0.4268,2013.3,1.1349,0.7483,7.6681,1.1308,11.767,2.237,753.96,3524.2,670.69,1.108,110.27,198.06,56.637,134.62,20.409,31.906,2.4004,5.5378,10289.7998,8.5982,27.256,88.186,1327.7,146.47,0.8014,114.05,4475.7998,0.3444,0.9283,427.19,9490.9004,1720,203.98,15.398,1.5434,10.579,19.253,4114.3999,61.13,1714.3,8.9931,37.63,17.531,815.13,15.398,410.03,36.474,128,0.4374,1.1129,3.8001,3.7542,159.49,6747,3.9928,118.23,1003.1,4.271,14.555,54.132,618.2,9.717,15.422,3.4156,7.5804,34.105,2623.2,31.6,4165,36.567,9462,71.67,25996,655.96,655.96,119.26,13.496
2019-01-18,1.1393,124.348,1.9486,25.517,7.4638,0.8772,319.211,4.2861,4.6877,10.2699,1.1322,137.44,9.7365,7.4239,75.619,6.0975,1.5843,4.2683,1.5128,7.7093,8.9342,16143,4.1989,80.852,1276.2,21.6512,4.679,1.6843,59.601,1.5439,36.099,15.6247,1,4.1818,85.44,121.33,42.925,1.9458,2.2317,93.871,0.4265,2017.5,1.137,0.7468,7.6771,1.133,11.834,2.2478,748.46,3503.8999,669.41,1.11,110.27,198.44,56.768,134.56,20.354,31.908,2.3974,5.5483,10309.2998,8.6119,27.308,88.381,1330.2,146.34,0.8008,113.97,4473.5,0.3441,0.93,428.11,9509.7998,1717,203.52,15.403,1.5499,10.575,19.29,4115.3999,61.144,1735.8,9.01,37.35,17.506,813.6,15.403,410.52,36.611,127.7,0.4371,1.115,3.7913,3.7607,157.8,6764.6001,4.0006,118.19,1005.2,4.2678,14.544,54.233,619.5,9.735,15.433,3.4176,7.5943,34.169,2621.5,31.661,4190,36.66,9479.7998,71.67,26045,655.96,655.96,119.26,13.515
2019-01-19,1.1393,124.348,1.9486,25.517,7.4638,0.8772,319.211,4.2861,4.6877,10.2699,1.1322,137.44,9.7365,7.4239,75.619,6.0975,1.5843,4.2683,1.5128,7.7093,8.9342,16143,4.1989,80.852,1276.2,21.6512,4.679,1.6843,59.601,1.5439,36.099,15.6247,1,4.1818,85.44,121.33,42.925,1.9458,2.2317,93.871,0.4265,2017.5,1.137,0.7468,7.6771,1.133,11.834,2.2478,748.46,3503.8999,669.41,1.11,110.27,198.44,56.768,134.56,20.354,31.908,2.3974,5.5483,10309.2998,8.6119,27.308,88.381,1330.2,146.34,0.8008,113.97,4473.5,0.3441,0.93,428.11,9509.7998,1717,203.52,15.403,1.5499,10.575,19.29,4115.3999,61.144,1735.8,9.01,37.35,17.506,813.6,15.403,410.52,36.611,127.7,0.4371,1.115,3.7913,3.7607,157.8,6764.6001,4.0006,118.19,1005.2,4.2678,14.544,54.233,619.5,9.735,15.433,3.4176,7.5943,34.169,2621.5,31.661,4190,36.66,9479.7998,71.67,26045,655.96,655.96,119.26,13.515
2019-01-20,1.1393,124.348,1.9486,25.517,7.4638,0.8772,319.211,4.2861,4.6877,10.2699,1.1322,137.44,9.7365,7.4239,75.619,6.0975,1.5843,4.2683,1.5128,7.7093,8.9342,16143,4.1989,80.852,1276.2,21.6512,4.679,1.6843,59.601,1.5439,36.099,15.6247,1,4.1818,85.44,121.33,42.925,1.9458,2.2317,93.871,0.4265,2017.5,1.137,0.7468,7.6771,1.133,11.834,2.2478,748.46,3503.8999,669.41,1.11,110.27,198.44,56.768,134.56,20.354,31.908,2.3974,5.5483,10309.2998,8.6119,27.308,88.381,1330.2,146.34,0.8008,113.97,4473.5,0.3441,0.93,428.11,9509.7998,1717,203.52,15.403,1.5499,10.575,19.29,4115.3999,61.144,1735.8,9.01,37.35,17.506,813.6,15.403,410.52,36.611,127.7,0.4371,1.115,3.7913,3.7607,157.8,6764.6001,4.0006,118.19,1005.2,4.2678,14.544,54.233,619.5,9.735,15.433,3.4176,7.5943,34.169,2621.5,31.661,4190,36.66,9479.7998,71.67,26045,655.96,655.96,119.26,13.515
2019-01-21,1.1366,124.628,1.9485,25.5583,7.4645,0.8843,317.601,4.2876,4.703,10.2551,1.1313,137.46,9.7278,7.4267,75.2652,6.0517,1.5866,4.2619,1.5089,7.6936,8.9147,16095,4.1883,80.889,1279.1,21.7071,4.6788,1.6861,59.684,1.5439,36.068,15.7111,1,4.1717,85.45,122.05,42.726,1.9458,2.2328,93.601,0.4254,2018.4,1.1375,0.7455,7.6807,1.1335,11.82,2.2424,749.69,3522.6001,668.57,1.11,110.27,198.53,56.828,134.09,20.317,31.934,2.4022,5.5707,10314,8.6045,27.321,88.504,1330.8,146.24,0.7989,113.58,4477.8999,0.3437,0.9304,430.02,9514.2002,1713,203.67,15.523,1.5518,10.57,19.242,4104.2002,61.049,1731.5,9.0145,37.51,17.506,812.08,15.523,410.71,36.622,127.88,0.4361,1.1155,3.762,3.7631,157.47,6785.1001,4.0025,118.35,1005.9,4.2598,14.515,54.244,619.8,9.739,15.553,3.4348,7.5788,34.176,2616.7,31.574,4186.2002,36.688,9471.5,71.67,26058,655.96,655.96,119.26,13.527
2019-01-22,1.1369,124.681,1.9483,25.5709,7.4661,0.8819,317.323,4.284,4.7049,10.2475,1.1339,137.43,9.7273,7.4246,75.471,6.0574,1.5881,4.2649,1.5114,7.7183,8.916,15939.0996,4.1958,80.857,1287,21.7803,4.6855,1.6894,59.807,1.5449,36.132,15.7102,1,4.1733,85.17,121.7,42.984,1.9458,2.2255,93.634,0.4256,2012.3,1.1338,0.7459,7.6557,1.1299,11.807,2.2416,750.23,3501.6001,666.41,1.107,110.27,197.89,56.805,134.29,20.353,31.904,2.4006,5.5584,10278.2002,8.5794,27.233,88.234,1326.5,148.2,0.7992,113.73,4460,0.3437,0.9273,427.62,9483.2998,1674.6,203.18,15.522,1.5493,10.571,19.169,4093.8999,61.076,1727.1,8.9858,37.3,17.447,811.94,15.522,408.83,36.522,127.44,0.4362,1.1118,3.7833,3.7503,158.95,6786.7002,3.9893,118.28,1002.6,4.259,14.512,54.086,617.7,9.707,15.546,3.4241,7.555,34.112,2622.6001,31.475,4161.3999,36.558,9454,71.67,25974,655.96,655.96,119.26,13.507
2019-01-23,1.1364,124.26,1.9482,25.6079,7.4665,0.877,317.844,4.2861,4.7287,10.2503,1.133,136.85,9.7735,7.4225,75.573,6.0683,1.5956,4.3314,1.5175,7.7263,8.9143,16155,4.1751,80.874,1283.6,21.7768,4.6937,1.6832,59.848,1.545,36.081,15.871,1,4.1715,85.13,122.16,42.618,1.9458,2.2235,93.527,0.4254,2010.7,1.1329,0.7452,7.6772,1.1289,11.822,2.2331,750.66,3501.3,665.81,1.106,110.27,197.71,56.776,134.37,20.327,31.875,2.4025,5.5535,10268.4004,8.5716,27.208,88.155,1325.3,147.96,0.7989,113.68,4455.8999,0.3433,0.9266,427.69,9473.5,1712,203.4,15.57,1.5473,10.565,19.163,4070.3,61.106,1728.9,8.9798,37.31,17.439,810.75,15.57,408.46,36.455,127.6,0.436,1.1109,3.7913,3.7469,158.82,6764.3999,3.9856,118.32,1001.9,4.2569,14.511,54.038,617.1,9.699,15.6,3.4234,7.5551,34.113,2615.7,31.296,4155.3999,36.469,9455.2002,71.67,25950,655.96,655.96,119.26,13.54
2019-01-24,1.1388,124.66,1.9483,25.6805,7.4664,0.8703,317.684,4.2892,4.7617,10.26,1.1323,136.65,9.7483,7.4331,75.239,6.0161,1.5931,4.2843,1.5184,7.7227,8.9319,16148,4.1765,80.945,1280.8,21.669,4.7073,1.6761,59.838,1.5462,36.055,15.733,1,4.1794,85.21,122.24,42.739,1.9458,2.2249,93.583,0.4262,2012.2,1.1336,0.7472,7.6534,1.1295,11.804,2.2409,748.9,3525.5,669.51,1.107,110.27,197.83,56.674,134.51,20.343,31.902,2.4011,5.6577,10274.5996,8.5814,27.224,88.221,1326.1,148.49,0.8004,113.61,4456.3999,0.3445,0.9272,426.81,9482.0996,1715,203.58,15.5,1.5494,10.58,19.157,4076.7,61.08,1719.7,8.9843,37.61,17.473,814.01,15.5,408.71,36.505,127.97,0.4368,1.1116,3.7971,3.7491,157.8,6754.3999,3.9881,118.33,1002.9,4.2649,14.541,54.07,617.5,9.705,15.53,3.4242,7.5596,34.108,2630.8999,31.401,4151.1001,36.491,9487,71.67,25965,655.96,655.96,119.26,13.537
2019-01-25,1.1313,123.969,1.9487,25.711,7.4656,0.8621,318.456,4.2857,4.7739,10.2575,1.1262,135.73,9.7032,7.432,74.382,5.9515,1.5955,4.2645,1.5101,7.6681,8.8748,15998,4.1672,80.232,1274,21.5186,4.6797,1.6732,59.598,1.5388,35.808,15.51,1,4.152,85.11,122.05,42.278,1.9458,2.221,93.419,0.4234,2009,1.1316,0.7426,7.6399,1.1276,11.77,2.237,750.19,3526.1001,668.9,1.105,110.27,197.48,56.575,133.75,20.209,31.856,2.404,5.5503,10255.0996,8.5663,27.177,88.104,1323.8,149.02,0.7951,112.86,4445.3999,0.3422,0.9255,424.83,9464.2002,1703,202.71,15.453,1.5451,10.559,19.081,4061.7,60.779,1716.7,8.97,37.3,17.362,809.05,15.453,407.15,36.442,127.01,0.434,1.1096,3.7885,3.7426,156.71,6729.8999,3.981,118.32,1001.4,4.2369,14.439,53.977,616.4,9.688,15.482,3.4241,7.5454,34.056,2609.5,31.216,4143.8999,36.438,9467.7998,71.67,25919,655.96,655.96,119.26,13.531
