date,USD,JPY,BGN,CYP,CZK,DKK,EEK,GBP,HUF,LTL,LVL,MTL,PLN,RON,SEK,SIT,SKK,CHF,ISK,NOK,HRK,RUB,TRY,AUD,CAD,CNY,HKD,IDR,KRW,MYR,NZD,PHP,SGD,THB,ZAR,EUR,AED,ANG,BAM,BBD,BND,BRL,BSD,BYR,EGP,FJD,ILS,INR,JMD,JOD,KES,KWD,LBP,MUR,MXN,PKR,SAR,TTD,UGX,UZS,LKR,TND,TWD,AFN,ALL,ARS,BDT,BHD,BIF,BOB,BWP,BZD,CLP,COP,CRC,CUP,CVE,DJF,DOP,DZD,ETB,GMD,GNF,GTQ,HNL,HTG,IQD,IRR,KHR,KZT,LSL,LYD,MAD,MDL,MGA,MKD,MMK,MOP,MRO,MWK,NAD,NGN,NIO,NPR,OMR,PAB,PEN,PGK,PYG,QAR,RWF,SCR,SOS,STD,SVC,SYP,SZL,TZS,UAH,UYU,VND,XAF,XOF,XPF,LAK,KYD,RSD
2006-01-01,1.1841,139.69,1.9558,0.5735,29.03,7.4605,15.6466,0.687,252.08,3.4523,0.6962,0.4293,3.843,3.6735,9.4,239.5,37.88,1.5564,74.57,7.9885,7.3689,33.92,1.5935,1.6173,1.3732,9.5355,9.1796,11610,1183.3,4.4741,1.735,62.719,1.9673,48.437,7.4966,1,4.3486,2.0058,1.9287,2.2443,1.9374,2.7667,1.1761,2438,6.743,2.0431,5.4384,53.212,72.765,0.8224,85.76,0.3447,1780.5,36.03,12.538,70.706,4.4359,7.0965,2150.5,1341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-02,1.1817,139.2,1.9559,0.5735,29.021,7.4618,15.6466,0.6872,252.38,3.4538,0.6962,0.4293,3.8557,3.6814,9.4055,239.5,37.865,1.5544,74.64,7.9747,7.3848,34.005,1.5875,1.6143,1.3761,9.517,9.1604,11478,1183.1,4.4648,1.7347,62.766,1.9628,48.516,7.4601,1,4.3388,2.0064,1.9292,2.2449,1.9359,2.7588,1.1764,2439,6.726,2.0426,5.421,53.125,72.785,0.822,85.63,0.3443,,35.94,12.523,70.545,4.4286,7.1233,2158.7,1341.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-03,1.2033,139.49,1.9556,0.5736,29.023,7.461,15.6466,0.6883,251.21,3.4525,0.6961,0.4293,3.827,3.6723,9.3633,239.5,37.705,1.5503,74.4,7.9695,7.3924,34.14,1.607,1.6215,1.391,9.6501,9.3285,11610,1188,4.5252,1.754,62.445,1.9844,48.488,7.4649,1,4.4001,2.0158,1.9379,2.2554,1.9372,2.8034,1.1817,2450,6.825,2.0679,5.5174,53.975,73.126,0.8328,86.83,0.3488,1789.5,36.71,12.728,71.831,4.4914,7.1567,2162.3999,1347.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-04,1.2112,140.78,1.956,0.5736,28.951,7.4616,15.6466,0.6891,250.05,3.4529,0.6961,0.4293,3.813,3.6788,9.33,239.51,37.656,1.5467,74.72,7.9232,7.3818,34.743,1.6155,1.6215,1.3912,9.7362,9.3877,11685,1191.4,4.5578,1.7609,63.309,1.9923,48.918,7.443,1,4.4417,2.048,1.9678,2.2914,1.9567,2.7668,1.1998,2488,6.885,2.0817,5.5937,54.154,74.293,0.8407,88.09,0.3519,1818.5,37.16,12.748,72.266,4.5491,7.2707,2196.6001,1368.96,123.23,1.6087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-05,1.2107,140.4,1.956,0.5737,28.871,7.4612,15.6466,0.6896,250.29,3.4528,0.696,0.4293,3.799,3.6823,9.3325,239.51,37.645,1.5453,74.85,7.9284,7.3885,34.685,1.614,1.6192,1.406,9.7343,9.3848,11600,1188,4.5546,1.7623,63.426,1.993,48.82,7.4447,1,4.4419,2.0512,1.9707,2.295,1.9623,2.77,1.2016,2493,6.901,2.0654,5.5651,54.069,74.506,0.8411,88.28,0.3522,1831.5,37.16,12.778,72.306,4.5417,7.2459,2189.6001,1372.1801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-06,1.2154,139.01,1.9574,0.5737,28.873,7.4573,15.6466,0.6861,250.15,3.4559,0.6961,0.4293,3.797,3.689,9.3154,239.49,37.608,1.5426,74.15,7.9082,7.414,34.823,1.6165,1.6121,1.4165,9.7776,9.411,11580,1143.2,4.5563,1.7539,63.518,1.988,48.451,7.392,1,4.4615,2.0526,1.972,2.2965,1.9614,2.7726,1.2023,2494,6.931,2.0801,5.5991,54.058,74.554,0.8168,88.49,0.3536,1827.5,37.29,12.79,72.526,4.5581,7.2506,2191.6001,1373.0601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-07,1.2154,139.01,1.9574,0.5737,28.873,7.4573,15.6466,0.6861,250.15,3.4559,0.6961,0.4293,3.797,3.689,9.3154,239.49,37.608,1.5426,74.15,7.9082,7.414,34.823,1.6165,1.6121,1.4165,9.7776,9.411,11580,1143.2,4.5563,1.7539,63.518,1.988,48.451,7.392,1,4.4615,2.0526,1.972,2.2965,1.9614,2.7726,1.2023,2494,6.931,2.0801,5.5991,54.058,74.554,0.8168,88.49,0.3536,1827.5,37.29,12.79,72.526,4.5581,7.2506,2191.6001,1373.0601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-08,1.2154,139.01,1.9574,0.5737,28.873,7.4573,15.6466,0.6861,250.15,3.4559,0.6961,0.4293,3.797,3.689,9.3154,239.49,37.608,1.5426,74.15,7.9082,7.414,34.823,1.6165,1.6121,1.4165,9.7776,9.411,11580,1143.2,4.5563,1.7539,63.518,1.988,48.451,7.392,1,4.4615,2.0526,1.972,2.2965,1.9614,2.7726,1.2023,2494,6.931,2.0801,5.5991,54.058,74.554,0.8168,88.49,0.3536,1827.5,37.29,12.79,72.526,4.5581,7.2506,2191.6001,1373.0601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-09,1.2075,138.29,1.9558,0.5737,28.765,7.46,15.6466,0.6842,249.43,3.4529,0.696,0.4293,3.759,3.6815,9.3401,239.49,37.4,1.5421,73.75,7.9497,7.3885,34.563,1.6115,1.6047,1.4095,9.7101,9.3576,11420,1172.1,4.5208,1.7417,63.391,1.9739,48.06,7.2985,1,4.4318,2.0493,1.9689,2.2928,1.943,2.719,1.2005,2490,6.87,2.0589,5.5679,53.388,74.435,0.8403,87.5,0.3515,1816.5,37.06,12.685,72.079,4.5321,7.2166,2187.6001,1370.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-10,1.2064,138.04,1.9555,0.5737,28.765,7.4581,15.6466,0.6834,250.29,3.4528,0.6961,0.4293,3.776,3.6478,9.3579,239.49,37.465,1.5446,73.92,8.0095,7.3848,34.385,1.623,1.6085,1.4023,9.7086,9.3479,11390,1170.7,4.5201,1.7358,63.523,1.9698,48.025,7.3321,1,4.4299,2.0518,1.9713,2.2957,1.9446,2.7263,1.2019,2493,6.881,2.0588,5.5806,53.271,74.528,0.8393,87.12,0.3516,1815.5,37.07,12.75,72.007,4.5239,7.2256,2181.2,1372.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-11,1.2139,138.71,1.9557,0.5737,28.7,7.4595,15.6466,0.687,249.58,3.4532,0.6962,0.4293,3.7864,3.6282,9.3449,239.48,37.38,1.5461,74.03,8.0398,7.3852,34.458,1.6126,1.6071,1.406,9.7717,9.409,11293,1175.5,4.5444,1.7405,63.583,1.9768,48.1,7.2667,1,4.4573,2.0501,1.9697,2.2937,1.938,2.7661,1.2009,2491,6.911,2.069,5.6027,53.299,74.464,0.8447,87.7,0.3531,,37.26,12.819,72.467,4.5454,7.2194,2190.2,1373.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-12,1.2045,138,1.9559,0.5737,28.767,7.4593,15.6466,0.6839,249.82,3.4537,0.696,0.4293,3.793,3.6343,9.3119,239.5,37.405,1.5467,73.81,8.0529,7.3856,34.284,1.6065,1.6049,1.398,9.6869,9.3348,11230,1156.7,4.4994,1.7346,63.351,1.9611,47.671,7.2884,1,4.4197,2.0607,1.9795,2.3057,1.938,2.7388,1.2069,2506,6.857,2.0432,5.5611,52.91,74.851,0.8357,86.74,0.3503,1810.5,36.77,12.675,71.9,4.5116,7.2569,2207.7,1380.1801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-13,1.2143,138.63,1.9558,0.5737,28.8,7.4598,15.6466,0.6823,250.34,3.4527,0.696,0.4293,3.801,3.6408,9.3413,239.49,37.52,1.5472,74.01,8.0539,7.3848,34.428,1.6111,1.6032,1.4051,9.7489,9.3921,11167,1176.8,4.524,1.7315,63.072,1.9714,47.643,7.3079,1,4.4456,2.0458,1.9657,2.2889,1.9376,2.7573,1.1985,2487,6.899,2.0642,5.5824,53.569,74.201,0.8389,87.45,0.3527,1822.5,37.04,12.761,72.606,4.5351,7.2521,2192.5,1370.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-14,1.2143,138.63,1.9558,0.5737,28.8,7.4598,15.6466,0.6823,250.34,3.4527,0.696,0.4293,3.801,3.6408,9.3413,239.49,37.52,1.5472,74.01,8.0539,7.3848,34.428,1.6111,1.6032,1.4051,9.7489,9.3921,11167,1176.8,4.524,1.7315,63.072,1.9714,47.643,7.3079,1,4.4456,2.0458,1.9657,2.2889,1.9376,2.7573,1.1985,2487,6.899,2.0642,5.5824,53.569,74.201,0.8389,87.45,0.3527,1822.5,37.04,12.761,72.606,4.5351,7.2521,2192.5,1370.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-15,1.2143,138.63,1.9558,0.5737,28.8,7.4598,15.6466,0.6823,250.34,3.4527,0.696,0.4293,3.801,3.6408,9.3413,239.49,37.52,1.5472,74.01,8.0539,7.3848,34.428,1.6111,1.6032,1.4051,9.7489,9.3921,11167,1176.8,4.524,1.7315,63.072,1.9714,47.643,7.3079,1,4.4456,2.0458,1.9657,2.2889,1.9376,2.7573,1.1985,2487,6.899,2.0642,5.5824,53.569,74.201,0.8389,87.45,0.3527,1822.5,37.04,12.761,72.606,4.5351,7.2521,2192.5,1370.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-16,1.2116,139.43,1.9559,0.5737,28.769,7.4617,15.6466,0.6858,249.51,3.4528,0.6959,0.4293,3.802,3.6285,9.3335,239.51,37.477,1.5497,74.14,8.0685,7.3919,34.274,1.6031,1.6071,1.4017,9.7564,9.3918,11325,1178,4.5368,1.7416,63.673,1.9795,48.054,7.251,1,4.4498,2.0594,1.9783,2.3042,1.9516,2.7507,1.2062,2503,6.902,2.0567,5.5585,53.43,74.694,0.8443,87.2,0.353,,37.08,12.749,72.542,4.5395,7.2885,2199.8,1382.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-17,1.2108,139.94,1.9557,0.5737,28.775,7.461,15.6466,0.6851,250.52,3.4527,0.696,0.4293,3.8341,3.6527,9.3147,239.48,37.538,1.5488,74.1,8.082,7.3828,34.228,1.618,1.6101,1.406,9.7191,9.3843,11445,1177.5,4.5255,1.7556,63.065,1.9776,47.984,7.2816,1,4.4324,2.0491,1.9687,2.2926,1.942,2.7872,1.2004,2491,6.872,2.0406,5.5831,53.501,74.32,0.8382,86.55,0.3516,1814.5,37.12,12.679,72.501,4.54,7.252,2190.3999,1375.79,,1.6165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-18,1.2108,139.59,1.9556,0.5738,28.762,7.4613,15.6466,0.687,251.52,3.4529,0.6959,0.4293,3.8543,3.6506,9.3137,239.48,37.62,1.5502,74.61,8.1436,7.3844,34.18,1.6055,1.6191,1.4197,9.7283,9.3861,11378,1188.5,4.5365,1.7634,63.63,1.9729,47.869,7.328,1,4.4366,2.048,1.9678,2.2914,1.942,2.8052,1.1998,2489,6.888,2.0657,5.5931,53.727,74.281,0.8433,86.71,0.3518,1822.5,37.11,12.731,72.46,4.526,7.2483,2189.3999,1375.08,,1.6175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-19,1.2091,139.66,1.9558,0.5738,28.675,7.4619,15.6466,0.688,251.39,3.4525,0.6959,0.4293,3.8574,3.6443,9.3332,239.47,37.57,1.5533,74.8,8.1144,7.3865,34.186,1.616,1.6163,1.4059,9.7516,9.3732,11350,1175.2,4.5374,1.7738,63.688,1.9712,47.543,7.2069,1,4.4461,2.0493,1.9689,2.2928,1.9385,2.776,1.2005,2490,6.887,2.0744,5.5719,53.387,74.399,0.84,87.09,0.3525,1823.5,37.24,12.735,72.301,4.5347,7.2161,2196.7,1375.91,,1.6182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-20,1.2136,139.9,1.9559,0.5738,28.56,7.4609,15.6466,0.6852,250.25,3.4525,0.696,0.4293,3.837,3.6454,9.2915,239.47,37.475,1.5485,74.41,8.0735,7.3807,34.148,1.6165,1.6228,1.4053,9.7323,9.409,11420,1176.1,4.5298,1.7814,63.562,1.9674,47.248,7.2502,1,4.4404,2.0487,1.9684,2.2922,1.936,2.7618,1.2002,2489,6.879,2.0758,5.6067,53.697,74.572,0.8392,87.22,0.352,,37.27,12.687,72.552,4.5418,7.2112,2204,1375.5601,,1.617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-21,1.2136,139.9,1.9559,0.5738,28.56,7.4609,15.6466,0.6852,250.25,3.4525,0.696,0.4293,3.837,3.6454,9.2915,239.47,37.475,1.5485,74.41,8.0735,7.3807,34.148,1.6165,1.6228,1.4053,9.7323,9.409,11420,1176.1,4.5298,1.7814,63.562,1.9674,47.248,7.2502,1,4.4404,2.0487,1.9684,2.2922,1.936,2.7618,1.2002,2489,6.879,2.0758,5.6067,53.697,74.572,0.8392,87.22,0.352,,37.27,12.687,72.552,4.5418,7.2112,2204,1375.5601,,1.617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-22,1.2136,139.9,1.9559,0.5738,28.56,7.4609,15.6466,0.6852,250.25,3.4525,0.696,0.4293,3.837,3.6454,9.2915,239.47,37.475,1.5485,74.41,8.0735,7.3807,34.148,1.6165,1.6228,1.4053,9.7323,9.409,11420,1176.1,4.5298,1.7814,63.562,1.9674,47.248,7.2502,1,4.4404,2.0487,1.9684,2.2922,1.936,2.7618,1.2002,2489,6.879,2.0758,5.6067,53.697,74.572,0.8392,87.22,0.352,,37.27,12.687,72.552,4.5418,7.2112,2204,1375.5601,,1.617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-23,1.2304,140.8,1.9564,0.5739,28.563,7.4602,15.6466,0.6884,249.59,3.4529,0.6961,0.4293,3.8497,3.638,9.2453,239.47,37.476,1.5469,75.06,8.0493,7.3787,34.385,1.629,1.6313,1.414,9.8778,9.537,11605,1190.1,4.5989,1.7969,64.844,1.9938,48.011,7.3196,1,4.5108,2.0852,2.0022,2.333,1.9589,2.7749,1.2207,2533,6.988,2.0965,5.6594,54.237,75.898,0.8538,88.43,0.3575,1846.5,37.78,12.871,73.449,4.615,7.3393,2240.8,1399.85,,1.6289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-24,1.2265,141.105,1.9558,0.5739,28.526,7.4613,15.6466,0.6876,249.73,3.4535,0.696,0.4293,3.8228,3.6307,9.2654,239.49,37.39,1.5483,75.35,8.0373,7.3756,34.388,1.6177,1.6323,1.4132,9.8893,9.5085,11514,1184.4,4.6041,1.7948,64.529,1.991,48.18,7.365,1,4.5104,2.0841,2.0012,2.3318,1.96,2.7465,1.2201,2531,6.997,2.0865,5.633,54.109,75.859,0.8551,87.79,0.358,1847.5,37.78,12.88,73.215,4.6061,7.3355,2228.6001,1399.14,,1.624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-25,1.2245,141.75,1.9557,0.5739,28.349,7.4615,15.6466,0.6863,248.56,3.453,0.6961,0.4293,3.8176,3.6332,9.2793,239.46,37.215,1.5481,75.13,8.0445,7.3632,34.257,1.6165,1.6255,1.4093,9.8566,9.4963,11440,1177.8,4.586,1.7812,64.354,1.9876,47.891,7.3884,1,4.5007,2.0907,2.0073,2.3392,1.9615,2.7456,1.2238,2539,6.977,2.0921,5.6216,53.865,76.099,0.8517,87.82,0.3569,1846.5,37.69,12.831,73.241,4.5895,7.3586,2229.8,1403.53,,1.6265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-26,1.2215,142.02,1.9559,0.5739,28.412,7.4625,15.6466,0.6856,250.67,3.4537,0.6963,0.4293,3.8231,3.6221,9.2503,239.47,37.32,1.55,74.86,8.0779,7.3613,34.205,1.6165,1.6215,1.4033,9.8384,9.4716,11425,1171.5,4.5786,1.7834,64.111,1.9863,47.664,7.4281,1,4.493,2.0799,1.9972,2.3271,1.955,2.7205,1.2177,2524,6.962,2.0878,5.6275,53.653,75.851,0.8516,87.84,0.356,1839.5,37.59,12.802,73.061,4.5784,7.3613,2203.5,1396.3,,1.6259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-27,1.2094,141.92,1.9565,0.5739,28.291,7.4627,15.6466,0.6837,250.8,3.4511,0.6968,0.4293,3.8218,3.6312,9.2342,239.51,37.36,1.5518,75.29,8.0766,7.3584,33.954,1.5977,1.6087,1.3895,9.7583,9.3843,10914.0996,1169.6,4.5464,1.775,63.582,1.9671,47.531,7.4119,1,4.4539,2.0672,1.9855,2.3128,1.9511,2.6707,1.2105,2509,6.6393,1.9919,5.5876,53.167,75.388,0.8444,87.26,0.353,1824.5,37.23,12.459,72.34,4.5469,7.3164,2208.8999,1389.84,,1.6236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-28,1.2094,141.92,1.9565,0.5739,28.291,7.4627,15.6466,0.6837,250.8,3.4511,0.6968,0.4293,3.8218,3.6312,9.2342,239.51,37.36,1.5518,75.29,8.0766,7.3584,33.954,1.5977,1.6087,1.3895,9.7583,9.3843,10914.0996,1169.6,4.5464,1.775,63.582,1.9671,47.531,7.4119,1,4.4539,2.0672,1.9855,2.3128,1.9511,2.6707,1.2105,2509,6.6393,1.9919,5.5876,53.167,75.388,0.8444,87.26,0.353,1824.5,37.23,12.459,72.34,4.5469,7.3164,2208.8999,1389.84,,1.6236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-29,1.2094,141.92,1.9565,0.5739,28.291,7.4627,15.6466,0.6837,250.8,3.4511,0.6968,0.4293,3.8218,3.6312,9.2342,239.51,37.36,1.5518,75.29,8.0766,7.3584,33.954,1.5977,1.6087,1.3895,9.7583,9.3843,10914.0996,1169.6,4.5464,1.775,63.582,1.9671,47.531,7.4119,1,4.4539,2.0672,1.9855,2.3128,1.9511,2.6707,1.2105,2509,6.6393,1.9919,5.5876,53.167,75.388,0.8444,87.26,0.353,1824.5,37.23,12.459,72.34,4.5469,7.3164,2208.8999,1389.84,,1.6236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-30,1.2086,142.12,1.9557,0.5739,28.367,7.4632,15.6466,0.6838,251.42,3.4525,0.6959,0.4293,3.813,3.6212,9.2309,239.47,37.36,1.5558,75.04,8.1259,7.3336,34.037,1.6005,1.6126,1.3847,9.7252,9.371,11330,1158.4,4.531,1.7712,63.133,1.9683,47.291,7.376,1,4.4419,2.0523,1.9717,2.2962,1.9442,2.6719,1.2022,2491,6.879,2.0646,5.6089,53.184,74.847,0.8403,87.02,0.3521,1818.5,37.14,12.573,72.278,4.532,7.2701,2204.6001,1379.9399,,1.6236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-31,1.2148,142.49,1.9557,0.5739,28.337,7.4633,15.6466,0.6829,251.2,3.4527,0.6959,0.4293,3.8182,3.6122,9.2203,239.47,37.37,1.5531,75.73,8.069,7.3494,34.155,1.605,1.6024,1.3831,9.7809,9.4214,11365,1151.7,4.5582,1.7644,63.398,1.9716,47.271,7.3465,1,4.467,2.0558,1.9749,2.3001,1.9365,2.6857,1.2041,2496,6.916,2.0822,5.6503,53.318,74.973,0.8454,86.94,0.3538,1825.5,37.3,12.633,72.652,4.5544,7.2824,2202.1001,1386.23,,1.6229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-02-01,1.2067,142.33,1.9559,0.5739,28.47,7.4652,15.6466,0.6796,251.11,3.4541,0.6961,0.4293,3.8202,3.6124,9.2558,239.47,37.279,1.5543,76,8.072,7.3307,34.052,1.5975,1.6013,1.3764,9.7265,9.357,11230,1149.4,4.5325,1.7592,62.784,1.9659,47.389,7.3428,1,4.4389,2.0546,1.9739,2.2988,1.9375,2.6825,1.2035,2495,6.879,2.067,5.6239,53.175,74.931,0.8416,86.43,0.352,1821.5,37.1,12.579,72.025,4.5222,7.2783,2199.1001,1385.46,,1.6232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-02-02,1.2084,143.19,1.9555,0.5739,28.505,7.4652,15.6466,0.6794,250.48,3.453,0.696,0.4293,3.8327,3.6087,9.2937,239.47,37.371,1.5545,76.34,8.0379,7.3291,34.05,1.603,1.6033,1.3827,9.7357,9.3712,11295,1161.8,4.5371,1.7493,62.994,1.9751,47.48,7.3194,1,4.4443,2.0469,1.9667,2.2901,1.9405,2.6885,1.1991,2486,6.886,2.0713,5.6585,53.288,71.881,0.8414,86.47,0.3523,1813.5,37.15,12.635,72.268,4.5365,7.2445,2179.1001,1380.28,,1.6244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-02-03,1.2027,143,1.9547,0.5739,28.39,7.4646,15.6466,0.6822,250.14,3.452,0.6957,0.4293,3.822,3.6045,9.2696,239.46,37.365,1.5565,75.96,8.0332,7.3281,33.948,1.5945,1.6045,1.3757,9.6712,9.3223,11160,1153.2,4.4987,1.7481,62.414,1.9643,47.506,7.3282,1,4.4177,2.0473,1.9671,2.2906,1.9401,2.6553,1.1994,2486,6.837,2.05,5.6389,53.101,71.897,0.8331,85.52,0.3501,1803.5,36.91,12.579,71.897,4.5074,7.2461,2179.6001,1380.58,,1.623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-02-04,1.2027,143,1.9547,0.5739,28.39,7.4646,15.6466,0.6822,250.14,3.452,0.6957,0.4293,3.822,3.6045,9.2696,239.46,37.365,1.5565,75.96,8.0332,7.3281,33.948,1.5945,1.6045,1.3757,9.6712,9.3223,11160,1153.2,4.4987,1.7481,62.414,1.9643,47.506,7.3282,1,4.4177,2.0473,1.9671,2.2906,1.9401,2.6553,1.1994,2486,6.837,2.05,5.6389,53.101,71.897,0.8331,85.52,0.3501,1803.5,36.91,12.579,71.897,4.5074,7.2461,2179.6001,1380.58,,1.623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-02-05,1.2027,143,1.9547,0.5739,28.39,7.4646,15.6466,0.6822,250.14,3.452,0.6957,0.4293,3.822,3.6045,9.2696,239.46,37.365,1.5565,75.96,8.0332,7.3281,33.948,1.5945,1.6045,1.3757,9.6712,9.3223,11160,1153.2,4.4987,1.7481,62.414,1.9643,47.506,7.3282,1,4.4177,2.0473,1.9671,2.2906,1.9401,2.6553,1.1994,2486,6.837,2.05,5.6389,53.101,71.897,0.8331,85.52,0.3501,1803.5,36.91,12.579,71.897,4.5074,7.2461,2179.6001,1380.58,,1.623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-02-06,1.1963,142.44,1.9555,0.5739,28.385,7.468,15.6466,0.6845,250.29,3.4521,0.696,0.4293,3.815,3.5937,9.3135,239.49,37.341,1.5569,75.57,8.0446,7.3338,33.822,1.5805,1.6117,1.3707,9.6257,9.2783,10543.2998,1138.1,4.4734,1.7535,61.742,1.9488,47.247,7.2954,1,4.3976,2.032,1.9529,2.2735,1.9192,2.6001,1.1908,2468,6.5253,1.9615,5.6132,52.789,74.12,0.8086,85.12,0.3488,1801.5,36.76,12.482,71.569,4.4859,7.1892,2155.1001,1370.35,,1.6198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-02-07,1.1993,141.14,1.9558,0.574,28.499,7.4677,15.6466,0.6864,250.27,3.4526,0.696,0.4293,3.8194,3.5943,9.309,239.49,37.58,1.5535,75.09,8.0233,7.3368,33.838,1.5835,1.6182,1.3824,9.6268,9.3022,10882,1144.2,4.4677,1.7665,61.737,1.9499,47.359,7.4152,1,4.3969,2.0331,1.9539,2.2747,1.92,2.6255,1.1914,2468,6.81,2.0588,5.6375,52.996,74.159,0.8323,85.06,0.3485,,36.76,12.527,71.757,4.486,7.193,2146.3,1371.0601,,1.6211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
