date,USD,JPY,BGN,CYP,CZK,DKK,EEK,GBP,HUF,LTL,LVL,MTL,PLN,RON,SEK,SKK,CHF,ISK,NOK,HRK,RUB,TRY,AUD,CAD,CNY,HKD,IDR,KRW,MYR,NZD,PHP,SGD,THB,ZAR,EUR,AED,AFN,ALL,ANG,ARS,BAM,BBD,BDT,BHD,BIF,BND,BOB,BRL,BSD,BWP,BYR,BZD,CLP,COP,CRC,CUP,CVE,DJF,DOP,DZD,EGP,ETB,FJD,GHS,GMD,GNF,GTQ,HNL,HTG,ILS,INR,IQD,IRR,JMD,JOD,KES,KHR,KWD,KZT,LAK,LBP,LKR,LSL,LYD,MDL,MGA,MKD,MMK,MOP,MRO,MUR,MWK,MXN,NAD,NGN,NIO,NPR,OMR,PAB,PEN,PGK,PKR,PYG,QAR,RSD,RWF,SAR,SCR,SDG,SOS,STD,SVC,SYP,SZL,TND,TTD,TWD,TZS,UAH,UGX,UYU,UZS,VND,XAF,XOF,XPF,VEF,MAD
2008-03-21,1.5697,156.28,1.9359,,25.388,7.4591,15.6466,0.7783,258.1,3.4127,0.6867,,3.483,3.6847,9.411,32.774,1.5572,120.615,8.039,7.2559,36.7093,1.8923,1.7498,1.5789,10.8602,12.0002,13964.5,1556.46,4.9012,1.9463,64.015,2.1386,47.617,12.58,1,5.5753,75.28,120.95,2.7008,4.8639,1.9358,3.0253,104.168,0.5725,1799.4399,2.1225,11.5605,2.6838,1.5384,10.1771,3270,2.979,672.7,2767.8999,748.96,1.515,106.87,267.29,51.744,99.601,8.3401,14.4922,2.2724,1.4856,33.279,6663.2002,11.5605,28.7,57.957,5.3055,61.372,1837.23,13729.7002,108.07,1.0736,95.206,5913.2002,0.4046,183.19,13261.4004,2296.6001,163.324,12.4614,1.8399,15.749,2563.27,61.268,9.7901,12.1705,377.8,39.767,213.095,16.2539,12.454,177.22,28.909,98.365,0.5919,1.5204,4.2357,4.1575,95.683,6909.2998,5.52,82.021,826.05,5.7759,12.236,3.0799,2123.6001,22027.4004,13.285,77.57,12.4414,1.7709,9.5397,46.374,1816.75,7.5615,2566.7,31.158,1973.22,24071,642.957,642.957,116.86,3.3081,
2008-03-22,1.5697,156.28,1.9359,,25.388,7.4591,15.6466,0.7783,258.1,3.4127,0.6867,,3.483,3.6847,9.411,32.774,1.5572,120.615,8.039,7.2559,36.7093,1.8923,1.7498,1.5789,10.8602,12.0002,13964.5,1556.46,4.9012,1.9463,64.015,2.1386,47.617,12.58,1,5.5753,75.28,120.95,2.7008,4.8639,1.9358,3.0253,104.168,0.5725,1799.4399,2.1225,11.5605,2.6838,1.5384,10.1771,3270,2.979,672.7,2767.8999,748.96,1.515,106.87,267.29,51.744,99.601,8.3401,14.4922,2.2724,1.4856,33.279,6663.2002,11.5605,28.7,57.957,5.3055,61.372,1837.23,13729.7002,108.07,1.0736,95.206,5913.2002,0.4046,183.19,13261.4004,2296.6001,163.324,12.4614,1.8399,15.749,2563.27,61.268,9.7901,12.1705,377.8,39.767,213.095,16.2539,12.454,177.22,28.909,98.365,0.5919,1.5204,4.2357,4.1575,95.683,6909.2998,5.52,82.021,826.05,5.7759,12.236,3.0799,2123.6001,22027.4004,13.285,77.57,12.4414,1.7709,9.5397,46.374,1816.75,7.5615,2566.7,31.158,1973.22,24071,642.957,642.957,116.86,3.3081,
2008-03-23,1.5697,156.28,1.9359,,25.388,7.4591,15.6466,0.7783,258.1,3.4127,0.6867,,3.483,3.6847,9.411,32.774,1.5572,120.615,8.039,7.2559,36.7093,1.8923,1.7498,1.5789,10.8602,12.0002,13964.5,1556.46,4.9012,1.9463,64.015,2.1386,47.617,12.58,1,5.5753,75.28,120.95,2.7008,4.8639,1.9358,3.0253,104.168,0.5725,1799.4399,2.1225,11.5605,2.6838,1.5384,10.1771,3270,2.979,672.7,2767.8999,748.96,1.515,106.87,267.29,51.744,99.601,8.3401,14.4922,2.2724,1.4856,33.279,6663.2002,11.5605,28.7,57.957,5.3055,61.372,1837.23,13729.7002,108.07,1.0736,95.206,5913.2002,0.4046,183.19,13261.4004,2296.6001,163.324,12.4614,1.8399,15.749,2563.27,61.268,9.7901,12.1705,377.8,39.767,213.095,16.2539,12.454,177.22,28.909,98.365,0.5919,1.5204,4.2357,4.1575,95.683,6909.2998,5.52,82.021,826.05,5.7759,12.236,3.0799,2123.6001,22027.4004,13.285,77.57,12.4414,1.7709,9.5397,46.374,1816.75,7.5615,2566.7,31.158,1973.22,24071,642.957,642.957,116.86,3.3081,
2008-03-24,1.5435,155.52,1.9359,,25.463,7.4587,15.6466,0.7763,256.13,3.4127,0.6867,,3.529,3.6847,9.4363,32.774,1.5727,120.615,8.121,7.2559,36.711,1.903,1.6959,1.5719,10.8602,12.0054,13964.5,1556.46,4.9012,1.9249,64.015,2.1424,47.991,12.5175,1,5.5753,75.28,120.95,2.7008,4.8639,1.9358,3.0253,104.168,0.5725,1799.4399,2.1225,11.5605,2.6838,1.5384,10.1771,3270,2.979,672.7,2767.8999,748.96,1.515,106.87,267.29,51.744,99.601,8.3401,14.4922,2.2724,1.4856,33.279,6663.2002,11.5605,28.7,57.957,5.4556,61.955,1837.23,13729.7002,108.07,1.0736,95.206,5913.2002,0.4108,183.19,13261.4004,2296.6001,163.324,12.4614,1.8399,15.749,2563.27,61.268,9.7901,12.1705,377.8,39.767,213.095,16.2539,12.454,177.22,28.909,98.365,0.5919,1.5204,4.2357,4.1575,95.683,6909.2998,5.52,82.021,826.05,5.7721,12.236,3.0799,2123.6001,22027.4004,13.285,77.57,12.4414,1.7709,9.5397,46.374,1816.75,7.5615,2566.7,31.158,1973.22,24071,642.957,642.957,116.86,3.3081,
2008-03-25,1.5612,156.22,1.9358,,25.449,7.4595,15.6466,0.7794,255.89,3.4128,0.6864,,3.5241,3.6719,9.4117,32.663,1.5746,116.131,8.079,7.2619,36.914,1.9584,1.7028,1.5897,10.9855,12.1437,13920,1522.1,4.9888,1.9372,64.376,2.1309,48.909,12.5229,1,5.6211,75.96,121.4,2.7231,4.9332,1.9358,3.0502,105.056,0.5772,1815.77,2.13,11.4687,2.7098,1.5509,10.1436,3296,3.0035,688.04,2790.7,755.14,1.528,114.06,269.18,52.013,100.147,8.3795,14.5956,2.289,1.4932,33.865,6717.8999,11.6556,28.941,58.434,5.423,62.532,1852.33,13842.7998,108.959,1.0891,95.914,5989.7998,0.4153,184.98,13386.2998,2308.5,165.051,12.3567,1.8551,16.0346,2575.0601,61.309,9.8707,12.2808,377.8,40.095,214.852,16.3407,12.36,178.88,29.209,98.302,0.5987,1.5329,4.2675,4.1906,96.47,6787.1001,5.5689,81.213,832.65,5.8385,12.384,3.1052,2130.2,22208.4004,13.395,78.209,12.3367,1.7778,9.618,45.879,1855.0601,7.6402,2583.2,31.337,1989.46,24243,642.957,642.957,116.86,3.3469,
2008-03-26,1.5824,156.86,1.9356,,25.408,7.4594,15.6466,0.788,256.43,3.4128,0.6866,,3.5236,3.6774,9.423,32.633,1.5689,119.151,8.0222,7.2542,37.13,2.0256,1.7197,1.6111,11.0608,12.3074,14206,1553.97,5.0315,1.9672,65.364,2.1807,49.227,12.7418,1,5.675,76.73,121.42,2.7491,4.9908,1.9358,3.0794,106.061,0.5827,1825.25,2.144,11.5469,2.7323,1.5656,10.2336,3328,3.0322,692.31,2826.7,762.37,1.543,109.42,272.22,52.745,100.752,8.4479,14.735,2.3039,1.5054,30.495,6781.8999,11.775,29.218,58.993,5.5117,63.361,1868.74,14189.9004,110,1.1,98.722,6111.6001,0.4183,186.9,13510,2330.6001,166.521,12.5026,1.8728,16.3219,2594.24,61.197,9.9651,12.3982,375.13,40.322,216.91,16.5225,12.453,180.78,29.489,99.321,0.6047,1.5476,4.2972,4.2295,97.329,6797.1001,5.6217,81.112,841.25,5.9149,12.513,3.1456,2158.3999,22420.5,13.523,78.957,12.4826,1.7805,9.7099,46.175,1899.52,7.7188,2626.8,31.716,2008.5,24659,642.957,642.957,116.86,3.3807,
2008-03-27,1.5814,157.38,1.9359,,25.256,7.4582,15.6466,0.7876,256.32,3.4129,0.6871,,3.5237,3.6787,9.3974,32.556,1.5686,117.562,8.0237,7.251,37.109,2.0292,1.7168,1.6064,11.0541,12.2999,14170,1558.35,5.0672,1.9614,65.952,2.1812,49.255,12.6031,1,5.7001,76.95,121.28,2.7611,4.9965,1.9358,3.0927,106.505,0.5852,1833.15,2.1556,11.597,2.7296,1.5723,10.223,3341,3.0453,685.37,2816.2,765.68,1.549,115.65,273.08,52.737,101.031,8.4688,14.7987,2.3101,1.5298,30.075,6811.2002,11.826,29.345,59.248,5.5347,63.158,1875.21,14026.4004,110.556,1.1039,98.282,6138,0.4185,187.54,13571.5996,2347.8,167.322,12.4647,1.8809,16.4006,2587.3501,61.35,10.0083,12.4518,390.18,40.339,217.853,16.5863,12.462,181.85,29.616,99.53,0.6058,1.5543,4.2953,4.2184,97.798,6720,5.6461,81.095,844.27,5.914,12.534,3.156,2167.8,22517.5,13.582,79.3,12.4447,1.7825,9.7519,46.627,1918.79,7.7405,2630.2,31.814,2018.0699,25042,642.957,642.957,116.86,3.3867,
2008-03-28,1.5761,156.19,1.9361,,25.28,7.4564,15.6466,0.7924,254.2,3.4125,0.6866,,3.514,3.6795,9.3947,32.612,1.5719,122.158,8.0594,7.263,37.09,2.008,1.7189,1.6133,11.0278,12.292,14340.5996,1563.02,5.0368,1.9787,65.839,2.1745,49.273,12.7764,1,5.7135,77.29,121.01,2.7676,4.979,1.9358,3.1,106.755,0.5866,1837.45,2.1555,11.6243,2.7431,1.5759,10.2607,3348,3.0525,678.12,2810.8,767.48,1.553,108.8,274.04,52.86,101.21,8.4966,14.8334,2.3232,1.5175,31.017,6778.2002,11.8538,29.414,59.388,5.562,62.421,1879.61,14162.2998,110.815,1.0988,97.438,6033.7002,0.418,187.91,13594,2346.2,167.645,12.513,1.8853,16.4233,2602.9399,61.217,10.0318,12.4811,376.06,40.276,218.635,16.6391,12.534,182.23,29.686,99.337,0.6043,1.5579,4.2722,4.2591,97.885,6735.7998,5.6594,81.222,846.1,5.909,12.464,3.1634,2168.1001,22570.4004,13.614,79.486,12.493,1.784,9.7748,47.104,1920.13,7.7449,2632.2,31.889,2022.8199,25108,642.957,642.957,116.86,3.3777,
2008-03-29,1.5761,156.19,1.9361,,25.28,7.4564,15.6466,0.7924,254.2,3.4125,0.6866,,3.514,3.6795,9.3947,32.612,1.5719,122.158,8.0594,7.263,37.09,2.008,1.7189,1.6133,11.0278,12.292,14340.5996,1563.02,5.0368,1.9787,65.839,2.1745,49.273,12.7764,1,5.7135,77.29,121.01,2.7676,4.979,1.9358,3.1,106.755,0.5866,1837.45,2.1555,11.6243,2.7431,1.5759,10.2607,3348,3.0525,678.12,2810.8,767.48,1.553,108.8,274.04,52.86,101.21,8.4966,14.8334,2.3232,1.5175,31.017,6778.2002,11.8538,29.414,59.388,5.562,62.421,1879.61,14162.2998,110.815,1.0988,97.438,6033.7002,0.418,187.91,13594,2346.2,167.645,12.513,1.8853,16.4233,2602.9399,61.217,10.0318,12.4811,376.06,40.276,218.635,16.6391,12.534,182.23,29.686,99.337,0.6043,1.5579,4.2722,4.2591,97.885,6735.7998,5.6594,81.222,846.1,5.909,12.464,3.1634,2168.1001,22570.4004,13.614,79.486,12.493,1.784,9.7748,47.104,1920.13,7.7449,2632.2,31.889,2022.8199,25108,642.957,642.957,116.86,3.3777,
2008-03-30,1.5761,156.19,1.9361,,25.28,7.4564,15.6466,0.7924,254.2,3.4125,0.6866,,3.514,3.6795,9.3947,32.612,1.5719,122.158,8.0594,7.263,37.09,2.008,1.7189,1.6133,11.0278,12.292,14340.5996,1563.02,5.0368,1.9787,65.839,2.1745,49.273,12.7764,1,5.7135,77.29,121.01,2.7676,4.979,1.9358,3.1,106.755,0.5866,1837.45,2.1555,11.6243,2.7431,1.5759,10.2607,3348,3.0525,678.12,2810.8,767.48,1.553,108.8,274.04,52.86,101.21,8.4966,14.8334,2.3232,1.5175,31.017,6778.2002,11.8538,29.414,59.388,5.562,62.421,1879.61,14162.2998,110.815,1.0988,97.438,6033.7002,0.418,187.91,13594,2346.2,167.645,12.513,1.8853,16.4233,2602.9399,61.217,10.0318,12.4811,376.06,40.276,218.635,16.6391,12.534,182.23,29.686,99.337,0.6043,1.5579,4.2722,4.2591,97.885,6735.7998,5.6594,81.222,846.1,5.909,12.464,3.1634,2168.1001,22570.4004,13.614,79.486,12.493,1.784,9.7748,47.104,1920.13,7.7449,2632.2,31.889,2022.8199,25108,642.957,642.957,116.86,3.3777,
2008-03-31,1.5758,157.33,1.9358,,25.186,7.4565,15.6466,0.7941,260.3,3.4152,0.6944,,3.5086,3.6876,9.3755,32.582,1.5676,119.108,8.0388,7.2622,37.045,2.1002,1.7245,1.6154,11.0642,12.263,14324,1563.58,5.0531,2.0068,65.443,2.1716,49.467,12.7834,1,5.7067,77.15,121.19,2.7327,4.9978,1.9358,3.0964,106.782,0.5861,1833.75,2.156,11.6108,2.7544,1.5741,10.3109,3345,3.0648,682.95,2851,765.64,1.551,108.84,273.57,52.799,101.36,8.4809,14.8163,2.3269,1.5411,30.309,6817.7998,11.8187,29.746,59.319,5.554,62.849,1877.4399,14145.9004,110.687,1.1058,97.135,6112.1001,0.4188,187.79,13567.2002,2343.5,167.506,12.6166,1.8831,16.3016,2588.8601,61.021,10.0202,12.4667,375.63,40.071,218.113,16.6099,12.6205,182.04,30.047,99.696,0.6066,1.5561,4.2611,4.2293,97.772,6692.3999,5.6528,81.207,844.88,5.8913,12.498,3.1598,2172,22544.3008,13.598,79.394,12.5966,1.784,9.7516,47.045,1900.52,7.7655,2635,31.813,2020.48,25072,642.957,642.957,116.86,3.388,
2008-04-01,1.566,157.55,1.9559,,25.184,7.4567,15.6466,0.7888,258.55,3.453,0.6983,,3.5107,3.7196,9.3945,32.475,1.5737,120.38,8.072,7.2486,36.9074,2.0588,1.7215,1.6069,10.9648,12.1953,14443.22,1536.34,5.0026,2.0044,64.863,2.1602,49.31,12.6595,1,5.7355,,,,,,,,,,,,2.7452,,,,,,,,,,,,,8.517,,,,,,,,,,,,,,1.1067,98.29,,,,,2362.3,,,,,,,,,,40.18,,16.6513,,,,,,,,,,,,,,5.856,,,,,,,,1.8084,,,,,,,,,,,,,
2008-04-02,1.5678,160.35,1.9359,,25.04,7.4578,15.6466,0.7886,257.36,3.4125,0.694,,3.4785,3.6739,9.3518,32.453,1.581,116.323,8.0366,7.2652,36.957,2.0214,1.7142,1.591,10.9442,12.2058,14120,1520.58,4.9789,1.9868,64.575,2.1622,49.012,12.2604,1,5.6442,76.29,120.49,2.703,4.9389,1.9358,3.0628,105.621,0.5799,1815.41,2.1342,11.4533,2.6921,1.5572,10.0569,3308,3.0315,670.42,2811.7,759.67,1.534,107.65,270.6,52.305,100.442,8.3749,14.6555,2.3228,1.5248,29.391,6744,11.6746,29.423,58.987,5.5799,62.563,1853.3,14075.7002,109.219,1.0916,96.154,5898.7002,0.4145,185.72,13427.4004,2325.1001,165.699,12.1209,1.8017,16.0733,2568.47,60.298,9.9113,12.3313,371.54,39.791,216.161,16.212,12.155,180.67,29.437,98.51,0.5991,1.5392,4.1928,4.1949,96.593,6666.3999,5.5915,80.326,836.08,5.8596,12.349,3.1255,2142.1001,22299.5996,13.45,78.531,12.1009,1.7842,9.7121,46.514,1820.45,7.6364,2606.3,31.153,2000.0601,24812,642.957,642.957,116.86,3.3483,
2008-04-03,1.5667,160.22,1.936,,24.855,7.4577,15.6466,0.7852,257.02,3.4127,0.6936,,3.475,3.6696,9.3569,32.403,1.5831,115.712,8.0184,7.2682,36.955,2.0346,1.7102,1.5732,10.9757,12.2022,14107.2002,1526.55,4.994,1.993,65.005,2.1682,49.278,12.19,1,5.6135,75.8,120.21,2.6727,4.9489,1.9358,3.0461,105.048,0.5767,1804.25,2.133,11.3911,2.6946,1.5489,9.9495,3290,2.9839,666.22,2789.1001,755.52,1.526,106.91,268.97,52.021,100.099,8.3314,14.5761,2.2979,1.4871,30.397,6586.2002,11.6112,29.263,58.667,5.6305,62.458,1843.24,14035,108.626,1.094,95.318,6045.6001,0.4158,184.42,13354.4004,2312.3999,164.798,11.9463,1.7919,15.9897,2555.27,61.262,9.8575,12.2644,385.07,39.574,214.569,16.168,11.9485,179.73,29.281,97.937,0.6009,1.5309,4.1497,4.1444,98.11,6661.2998,5.5617,81.117,832.16,5.8568,12.437,3.107,2135.1001,22178.6992,13.377,78.104,11.9263,1.7833,9.5935,46.326,1799.6801,7.6322,2587.5,30.906,1989.1899,24679,642.957,642.957,116.86,3.3591,
2008-04-04,1.5737,159.73,1.936,,25.06,7.4583,15.6466,0.7899,255.5,3.4129,0.6938,,3.469,3.6757,9.366,32.431,1.5825,116.012,7.9675,7.2695,37.0405,2.0152,1.7071,1.5863,11.0224,12.257,14240.2002,1530.71,5.0241,1.9944,65.164,2.1726,49.551,12.3747,1,5.6755,76.7,120.73,2.7025,4.9693,1.9358,3.08,106.215,0.5831,1824.03,2.152,11.5177,2.6868,1.5659,10.0933,3327,3.0171,676.56,2815.1001,763.7,1.543,109.04,272.27,52.52,100.824,8.4299,14.7378,2.327,1.5143,29.479,6766.1001,11.7403,29.589,59.319,5.6736,62.601,1867.17,14165.2002,109.833,1.0976,95.438,6013.7002,0.4174,186.67,13495.0996,2331.1001,166.262,12.1831,1.8268,16.211,2579.8101,61.107,9.967,12.4006,388.57,39.544,215.727,16.3014,12.19,181.81,29.611,98.86,0.6036,1.5479,4.1848,4.1929,97.293,6743.3999,5.6217,81.128,841.42,5.8933,12.48,3.1415,2154.1001,22424.9004,13.526,78.973,12.1631,1.7904,9.7,46.838,1844.05,7.7235,2613.1001,31.172,2011.3101,24946,642.957,642.957,116.86,3.3737,
2008-04-05,1.5737,159.73,1.936,,25.06,7.4583,15.6466,0.7899,255.5,3.4129,0.6938,,3.469,3.6757,9.366,32.431,1.5825,116.012,7.9675,7.2695,37.0405,2.0152,1.7071,1.5863,11.0224,12.257,14240.2002,1530.71,5.0241,1.9944,65.164,2.1726,49.551,12.3747,1,5.6755,76.7,120.73,2.7025,4.9693,1.9358,3.08,106.215,0.5831,1824.03,2.152,11.5177,2.6868,1.5659,10.0933,3327,3.0171,676.56,2815.1001,763.7,1.543,109.04,272.27,52.52,100.824,8.4299,14.7378,2.327,1.5143,29.479,6766.1001,11.7403,29.589,59.319,5.6736,62.601,1867.17,14165.2002,109.833,1.0976,95.438,6013.7002,0.4174,186.67,13495.0996,2331.1001,166.262,12.1831,1.8268,16.211,2579.8101,61.107,9.967,12.4006,388.57,39.544,215.727,16.3014,12.19,181.81,29.611,98.86,0.6036,1.5479,4.1848,4.1929,97.293,6743.3999,5.6217,81.128,841.42,5.8933,12.48,3.1415,2154.1001,22424.9004,13.526,78.973,12.1631,1.7904,9.7,46.838,1844.05,7.7235,2613.1001,31.172,2011.3101,24946,642.957,642.957,116.86,3.3737,
2008-04-06,1.5737,159.73,1.936,,25.06,7.4583,15.6466,0.7899,255.5,3.4129,0.6938,,3.469,3.6757,9.366,32.431,1.5825,116.012,7.9675,7.2695,37.0405,2.0152,1.7071,1.5863,11.0224,12.257,14240.2002,1530.71,5.0241,1.9944,65.164,2.1726,49.551,12.3747,1,5.6755,76.7,120.73,2.7025,4.9693,1.9358,3.08,106.215,0.5831,1824.03,2.152,11.5177,2.6868,1.5659,10.0933,3327,3.0171,676.56,2815.1001,763.7,1.543,109.04,272.27,52.52,100.824,8.4299,14.7378,2.327,1.5143,29.479,6766.1001,11.7403,29.589,59.319,5.6736,62.601,1867.17,14165.2002,109.833,1.0976,95.438,6013.7002,0.4174,186.67,13495.0996,2331.1001,166.262,12.1831,1.8268,16.211,2579.8101,61.107,9.967,12.4006,388.57,39.544,215.727,16.3014,12.19,181.81,29.611,98.86,0.6036,1.5479,4.1848,4.1929,97.293,6743.3999,5.6217,81.128,841.42,5.8933,12.48,3.1415,2154.1001,22424.9004,13.526,78.973,12.1631,1.7904,9.7,46.838,1844.05,7.7235,2613.1001,31.172,2011.3101,24946,642.957,642.957,116.86,3.3737,
2008-04-07,1.5705,160.89,1.9358,,24.91,7.4595,15.6466,0.7897,253.05,3.4144,0.6871,,3.4564,3.6461,9.3642,32.388,1.5906,112.711,7.9445,7.2643,36.996,2.0181,1.6966,1.5902,10.9853,12.2316,14212.5996,1530.39,5.0079,1.9725,64.841,2.1676,48.936,12.2386,1,5.669,76.59,120.34,2.7144,4.9628,1.9358,3.0757,105.919,0.5822,1822.85,2.146,11.5017,2.6656,1.5637,10.046,3322,3.0443,669.96,2803.2,762.55,1.541,108.89,271.9,52.447,100.742,8.4103,14.7174,2.3117,1.5375,29.32,6773.7998,11.7083,29.547,59.236,5.7077,62.612,1859.55,13982.9004,109.68,1.0977,95.54,6005.2998,0.4172,186.36,13476.2998,2327.8,166.007,12.0793,1.8242,16.1217,2578.5701,60.998,9.9532,12.3833,388.03,39.646,216.655,16.2685,12.0675,181.42,29.582,98.786,0.6029,1.5457,4.1632,4.1917,97.166,6726.1001,5.6151,80.806,840.25,5.8729,12.434,3.1371,2151.1001,22393.6992,13.507,78.863,12.0593,1.7936,9.7478,46.773,1839.13,7.7171,2612.3,30.893,2008.51,24918,642.957,642.957,116.86,3.3693,
2008-04-08,1.5578,161.3,1.936,,25.013,7.459,15.6466,0.7979,253.33,3.4122,0.687,,3.4525,3.6353,9.3661,32.386,1.5946,113.453,7.9506,7.2665,36.97,2.0268,1.6852,1.5914,10.9736,12.2212,14237,1531.29,5.0049,1.9666,64.827,2.1644,49.529,12.1806,1,5.6786,76.69,120.36,2.7034,4.9516,1.9358,3.081,106.25,0.5833,1826.1899,2.1461,11.5215,2.6647,1.5664,10.0433,3328,3.018,668.28,2804.1001,763.86,1.543,108.92,272.21,52.537,100.86,8.4287,14.8033,2.3118,1.5125,30.747,6768.2002,11.7284,29.598,59.181,5.6597,62.508,1862.74,14004.5996,109.695,1.0986,97.672,6061.2002,0.417,186.75,13493.2002,2331.8,166.371,12.0659,1.8737,16.1179,2573.5601,61.029,9.9702,12.4046,383.98,39.714,217.027,16.3166,12.078,181.66,29.636,99.097,0.6026,1.5484,4.1673,4.1896,97.655,6737.7002,5.6246,80.756,840.9,5.8687,12.407,3.1441,2154.8,22432.0996,13.53,78.998,12.0459,1.7973,9.7451,47.02,1869.03,7.7359,2610.5,30.788,2013.2,24945,642.957,642.957,116.86,3.3663,
2008-04-09,1.5824,161.1,1.9361,,25.076,7.4601,15.6466,0.8015,253.83,3.4151,0.6866,,3.4513,3.6361,9.38,32.402,1.5861,112.167,7.9314,7.258,37.113,2.0771,1.7016,1.6118,11.0493,12.3235,14244.9004,1541.29,5.0208,1.9838,65.734,2.1799,49.92,12.4094,1,5.6725,76.81,120.25,2.7004,4.9889,1.9358,3.0776,105.944,0.5827,1816.33,2.1458,11.5088,2.6677,1.5647,9.9862,3324,3.0147,672.73,2792.3,762.79,1.542,108.64,271.87,52.558,100.791,8.4123,14.7893,2.3023,1.5369,30.713,6760.7998,11.6919,29.566,59.116,5.6756,62.993,1863.92,13908.2002,109.575,1.1032,98.036,6053,0.4196,186.51,13486.2002,2336.3,166.149,12.1337,1.8206,16.0805,2579.3701,61.42,9.9593,12.391,379.63,39.67,216.424,16.2962,12.125,181.35,29.608,99.027,0.6064,1.5467,4.1556,4.1769,97.807,6698.7998,5.6173,80.785,839.95,5.917,12.488,3.1406,2161.8999,22407.5,13.515,78.911,12.1137,1.795,9.6925,46.869,1877.98,7.7167,2618.8999,30.833,2010.99,24926,642.957,642.957,116.86,3.388,
2008-04-10,1.5742,160.67,1.9357,,24.987,7.4598,15.6466,0.7982,251.05,3.4128,0.6868,,3.4265,3.6318,9.3863,32.334,1.5872,113.835,7.9349,7.2547,37.047,2.0408,1.6885,1.6028,10.99,12.2578,14363.5,1536.13,4.9596,1.9707,65.398,2.1359,49.355,12.3409,1,5.7309,77.66,120.61,2.7282,4.9649,1.9358,3.1092,107.146,0.5887,1834.99,2.1298,11.5955,2.6365,1.5806,10.2161,3358,3.0457,676.35,2806.2,771.2,1.558,108.97,274.86,53.494,101.461,8.4887,14.9411,2.3105,1.5554,31.11,6903.2002,11.8043,29.87,59.724,5.6617,62.787,1879.8199,14032.4004,110.702,1.0997,97.46,6115.2998,0.417,188.43,13625.2002,2353.2,168.019,12.3696,1.8401,16.2145,2592.48,61.168,10.0618,12.5183,382.74,40.079,219.043,16.4745,12.37,183.24,30.171,99.713,0.6042,1.5626,4.2183,4.2363,98.73,6728.2002,5.6752,80.694,848.6,5.8858,12.439,3.1729,2182.6001,22637.6992,13.654,79.724,12.3496,1.7976,9.7762,47.015,1894.11,7.7573,2636.3999,31.151,2031.6899,25187,642.957,642.957,116.86,3.3761,
2008-04-11,1.5822,159.9,1.9361,,24.919,7.4588,15.6466,0.7995,251.94,3.413,0.6865,,3.4293,3.5804,9.413,32.414,1.5781,114.831,7.945,7.2569,37.0731,2.0489,1.7033,1.6172,11.0471,12.3129,14296.0996,1539.84,4.9777,1.9918,65.43,2.1448,49.21,12.3316,1,5.7105,72.45,120.11,2.7182,4.9757,1.9358,3.0979,106.754,0.5865,1826.72,2.125,11.5531,2.6587,1.5749,10.1385,3346,3.0346,672.6,2786.7,767.92,1.552,108.65,273.86,53.299,101.223,8.4711,14.8867,2.3139,1.5211,30.917,6799,11.7612,29.761,59.506,5.6871,62.928,1876.21,14073.7002,110.298,1.1052,96.676,6108.7998,0.4181,187.57,13569,2344.6001,167.682,12.2159,1.8342,16.1275,2583.78,61.358,10.025,12.4727,378.97,40.17,218.244,16.3648,12.2175,182.61,29.811,99.459,0.6061,1.5569,4.1839,4.222,98.302,6664,5.6541,79.585,845.49,5.8917,12.539,3.1605,2174.6001,22555.1992,13.604,79.433,12.1959,1.7994,9.7563,46.952,1921.21,7.717,2622,31.037,2024.27,25093,642.957,642.957,116.86,3.3874,
2008-04-12,1.5822,159.9,1.9361,,24.919,7.4588,15.6466,0.7995,251.94,3.413,0.6865,,3.4293,3.5804,9.413,32.414,1.5781,114.831,7.945,7.2569,37.0731,2.0489,1.7033,1.6172,11.0471,12.3129,14296.0996,1539.84,4.9777,1.9918,65.43,2.1448,49.21,12.3316,1,5.7105,72.45,120.11,2.7182,4.9757,1.9358,3.0979,106.754,0.5865,1826.72,2.125,11.5531,2.6587,1.5749,10.1385,3346,3.0346,672.6,2786.7,767.92,1.552,108.65,273.86,53.299,101.223,8.4711,14.8867,2.3139,1.5211,30.917,6799,11.7612,29.761,59.506,5.6871,62.928,1876.21,14073.7002,110.298,1.1052,96.676,6108.7998,0.4181,187.57,13569,2344.6001,167.682,12.2159,1.8342,16.1275,2583.78,61.358,10.025,12.4727,378.97,40.17,218.244,16.3648,12.2175,182.61,29.811,99.459,0.6061,1.5569,4.1839,4.222,98.302,6664,5.6541,79.585,845.49,5.8917,12.539,3.1605,2174.6001,22555.1992,13.604,79.433,12.1959,1.7994,9.7563,46.952,1921.21,7.717,2622,31.037,2024.27,25093,642.957,642.957,116.86,3.3874,
