date,USD,JPY,BGN,CYP,CZK,DKK,EEK,GBP,HUF,LTL,LVL,MTL,PLN,RON,SEK,SKK,CHF,ISK,NOK,HRK,RUB,TRY,AUD,CAD,CNY,HKD,IDR,KRW,MYR,NZD,PHP,SGD,THB,ZAR,EUR,AED,AFN,ALL,ANG,ARS,BAM,BBD,BDT,BHD,BIF,BND,BOB,BRL,BSD,BWP,BYR,BZD,CLP,COP,CRC,CUP,CVE,DJF,DOP,DZD,EGP,ETB,FJD,GHS,GMD,GNF,GTQ,HNL,HTG,ILS,INR,IQD,IRR,JMD,JOD,KES,KHR,KWD,KZT,LAK,LBP,LKR,LSL,LYD,MDL,MGA,MKD,MMK,MOP,MRO,MUR,MWK,MXN,NAD,NGN,NIO,NPR,OMR,PAB,PEN,PGK,PKR,PYG,QAR,RSD,RWF,SAR,SCR,SDG,SOS,STD,SVC,SYP,SZL,TND,TTD,TWD,TZS,UAH,UGX,UYU,UZS,VND,XAF,XOF,XPF,VEF,MAD
2008-06-28,1.5753,167.14,1.9461,,23.86,7.4574,15.6466,0.7909,236.75,3.4126,0.6939,,3.351,3.6075,9.427,30.31,1.608,127.268,7.9902,7.2403,36.9089,1.925,1.6382,1.5934,10.7897,12.3235,14284.5,1639.7,5.1343,2.066,70.357,2.1458,52.537,12.4551,1,5.6857,71.71,119.55,2.7064,4.7632,1.9458,3.1002,106.212,0.5838,1858.1801,2.1216,11.1407,2.5222,1.5681,10.2436,3297,3.0214,797.93,2897.8,804.33,1.545,108.65,271.41,53.305,97.323,8.2768,14.9742,2.3215,1.6879,32.318,6919.2002,11.6802,29.263,60.429,5.3095,67.434,1855.47,14303.9004,111.324,1.1002,99.988,6225.6001,0.4155,187.15,13469.0996,2334.5,166.638,12.3184,1.8467,15.262,2462.28,61.034,9.9815,12.4729,366.3,41.885,217.317,15.9117,12.318,182.56,30.005,106.076,0.6044,1.5501,4.5862,4.0133,105.554,6048.2998,5.6343,77.831,840.83,5.905,12.493,3.1886,2144.7,22307.8008,13.545,78.93,12.2984,1.8069,9.3006,46.847,1832.5601,7.0188,2513,30.036,2028.41,26133,642.957,642.957,116.86,3.3766,
2008-06-29,1.5753,167.14,1.9461,,23.86,7.4574,15.6466,0.7909,236.75,3.4126,0.6939,,3.351,3.6075,9.427,30.31,1.608,127.268,7.9902,7.2403,36.9089,1.925,1.6382,1.5934,10.7897,12.3235,14284.5,1639.7,5.1343,2.066,70.357,2.1458,52.537,12.4551,1,5.6857,71.71,119.55,2.7064,4.7632,1.9458,3.1002,106.212,0.5838,1858.1801,2.1216,11.1407,2.5222,1.5681,10.2436,3297,3.0214,797.93,2897.8,804.33,1.545,108.65,271.41,53.305,97.323,8.2768,14.9742,2.3215,1.6879,32.318,6919.2002,11.6802,29.263,60.429,5.3095,67.434,1855.47,14303.9004,111.324,1.1002,99.988,6225.6001,0.4155,187.15,13469.0996,2334.5,166.638,12.3184,1.8467,15.262,2462.28,61.034,9.9815,12.4729,366.3,41.885,217.317,15.9117,12.318,182.56,30.005,106.076,0.6044,1.5501,4.5862,4.0133,105.554,6048.2998,5.6343,77.831,840.83,5.905,12.493,3.1886,2144.7,22307.8008,13.545,78.93,12.2984,1.8069,9.3006,46.847,1832.5601,7.0188,2513,30.036,2028.41,26133,642.957,642.957,116.86,3.3766,
2008-06-30,1.575,167.12,1.9483,,23.853,7.457,15.6466,0.7901,234.95,3.413,0.6946,,3.349,3.5948,9.4745,30.205,1.608,124.13,8.0144,7.2391,36.927,1.9245,1.6436,1.6055,10.7699,12.2783,14376,1647.26,5.1404,2.0665,70.456,2.1398,52.53,12.335,1,5.7825,71.86,119.61,2.7675,4.7565,1.9458,3.1069,106.442,0.5909,1829.52,2.1191,11.078,2.508,1.5715,10.1499,3309,3.0595,809.56,2947.8,804.74,1.548,108.89,272,53.065,96.918,8.346,15.0218,2.3432,1.7026,31.717,7107.7002,11.591,29.609,60.56,5.274,67.486,1854.67,14260.7002,110.633,1.098,97.92,6239.1001,0.416,187.55,13474.5996,2370,169.34,12.1995,1.8507,15.2635,2453.4199,60.977,10.0031,12.4999,364.72,41.4,216.983,16.219,12.198,182.97,29.964,107.221,0.6044,1.5535,4.5914,4.2034,107.24,6089.1001,5.7278,78.431,833.62,5.891,12.448,3.2119,2149.3,22379.6992,13.575,79.14,12.1796,1.8226,9.3207,46.911,1812.84,7.0677,2511.3,29.864,2032.8,26184,642.957,642.957,116.86,3.3753,
2008-07-01,1.5775,166.57,1.9558,,23.825,7.4574,15.6466,0.7909,235.96,3.4527,0.7052,,3.3611,3.6439,9.4578,30.196,1.6055,125.64,8.004,7.2434,36.9908,1.9569,1.6519,1.6063,10.8445,12.3023,14544.55,1658.03,5.1529,2.074,71.264,2.1466,52.83,12.469,1,5.7955,,,,,,,,,,,,2.5371,,,,,,,,,,,,,8.408,,,,,,,,,,,,,,1.117,102.86,,,,,2382.8999,,,,,,,,,,43,,16.3177,,,,,,,,,,,,,,5.9162,,,,,,,,1.841,,,,,,,,,,,,,
2008-07-02,1.5878,168.215,1.9458,,23.798,7.4578,15.6466,0.7967,236.09,3.4132,0.6955,,3.3489,3.5976,9.48,30.302,1.6105,123.5,8.033,7.232,37.112,1.9772,1.6494,1.607,10.8577,12.3795,14318,1643.96,5.1913,2.0888,71.309,2.1579,52.715,12.4413,1,5.6976,71.97,119.43,2.7122,4.7901,1.9458,3.1068,106.439,0.5851,1854.24,2.1254,11.1645,2.5364,1.5714,10.1834,3303,3.0279,812.29,2901.6001,803.74,1.548,108.88,272.3,53.102,95.958,8.2708,15.051,2.3155,1.7026,31.716,7107.5,11.664,29.726,60.163,5.1851,68.438,1857.92,14250.7998,111.466,1.1079,101.938,6223.1001,0.4192,187.34,13437.9004,2339.3999,167.041,12.183,1.8462,15.121,2453.3401,62.27,10.0028,12.4995,360.77,41.975,217.783,16.0759,12.17,182.94,30.468,107.217,0.6092,1.5534,4.5925,4.0455,107.704,6152,5.6446,77.775,833.6,5.9357,12.588,3.2118,2189.5,22379,13.574,79.098,12.163,1.811,9.3243,46.931,1825.41,7.1364,2518.3,29.942,2032.74,26187,642.957,642.957,116.86,3.4019,
2008-07-03,1.57,167.54,1.9456,,23.704,7.4568,15.6466,0.7915,234.84,3.4127,0.7003,,3.33,3.598,9.4099,30.3,1.6115,123.756,7.9898,7.2246,36.908,1.9459,1.6348,1.5976,10.7027,12.2397,14409.7998,1636.88,5.1157,2.0758,70.718,2.1383,52.33,12.1721,1,5.7386,72.33,119.58,2.7317,4.7524,1.9458,3.1291,107.203,0.5893,1842.58,2.1343,11.1971,2.5117,1.5826,10.2564,3333,3.0496,807.92,2782.6001,811.87,1.56,108.87,274.58,53.563,96.41,8.3223,15.1589,2.3318,1.7195,31.945,7158.2998,11.7614,29.536,60.595,5.1216,67.791,1867.92,14321.4004,112.266,1.0656,103.069,6297.8999,0.4131,188.65,13518.7002,2356.2,168.195,12.2646,1.8417,15.2776,2471.03,60.716,10.0746,12.5892,363.37,42.197,219.351,16.2238,12.2646,184.22,30.298,108.17,0.5987,1.5646,4.6085,4.0476,108.961,6232.2002,5.6872,77.371,839.59,5.8686,12.251,3.2348,2182.2,22539.5,13.672,79.667,12.2438,1.8131,9.3873,47.303,1856,7.1242,2573,30.158,2047.34,26378,642.957,642.957,116.86,3.357,
2008-07-04,1.5714,167.64,1.9466,,23.6,7.457,15.6466,0.7917,233.66,3.4152,0.7007,,3.31,3.5718,9.3812,30.27,1.6098,120.614,7.967,7.233,36.8681,1.909,1.6305,1.6025,10.7552,12.2505,14213.5,1646.03,5.131,2.0667,71.087,2.1394,52.317,12.1663,1,5.6591,71.41,119.25,2.6938,4.7549,1.9458,3.0858,105.719,0.5811,1837.02,2.1125,11.0418,2.5236,1.5609,10.0477,3286,3.0074,784.77,2685.3999,800.59,1.538,108.62,271.25,52.94,96.813,8.2108,14.7926,2.3019,1.621,32.206,6789.2002,11.5984,29.127,59.756,5.1128,67.626,1849.91,14159,110.713,1.095,100.588,6218.6001,0.4153,186.01,13414.2002,2323.6001,165.863,11.9407,1.8201,15.0262,2441.3899,61.159,9.9351,12.415,359.89,41.612,216.31,15.9317,11.948,181.46,29.883,106.438,0.6028,1.5429,4.4671,4.0169,107.738,6145.5,5.6081,77.571,837.15,5.8727,12.465,3.1901,2150.3999,22227.8008,13.482,78.602,11.9207,1.8046,9.2574,46.659,1813.0699,7.0723,2531.1001,29.66,2018.98,26016,642.957,642.957,116.86,3.3675,
2008-07-05,1.5714,167.64,1.9466,,23.6,7.457,15.6466,0.7917,233.66,3.4152,0.7007,,3.31,3.5718,9.3812,30.27,1.6098,120.614,7.967,7.233,36.8681,1.909,1.6305,1.6025,10.7552,12.2505,14213.5,1646.03,5.131,2.0667,71.087,2.1394,52.317,12.1663,1,5.6591,71.41,119.25,2.6938,4.7549,1.9458,3.0858,105.719,0.5811,1837.02,2.1125,11.0418,2.5236,1.5609,10.0477,3286,3.0074,784.77,2685.3999,800.59,1.538,108.62,271.25,52.94,96.813,8.2108,14.7926,2.3019,1.621,32.206,6789.2002,11.5984,29.127,59.756,5.1128,67.626,1849.91,14159,110.713,1.095,100.588,6218.6001,0.4153,186.01,13414.2002,2323.6001,165.863,11.9407,1.8201,15.0262,2441.3899,61.159,9.9351,12.415,359.89,41.612,216.31,15.9317,11.948,181.46,29.883,106.438,0.6028,1.5429,4.4671,4.0169,107.738,6145.5,5.6081,77.571,837.15,5.8727,12.465,3.1901,2150.3999,22227.8008,13.482,78.602,11.9207,1.8046,9.2574,46.659,1813.0699,7.0723,2531.1001,29.66,2018.98,26016,642.957,642.957,116.86,3.3675,
2008-07-06,1.5714,167.64,1.9466,,23.6,7.457,15.6466,0.7917,233.66,3.4152,0.7007,,3.31,3.5718,9.3812,30.27,1.6098,120.614,7.967,7.233,36.8681,1.909,1.6305,1.6025,10.7552,12.2505,14213.5,1646.03,5.131,2.0667,71.087,2.1394,52.317,12.1663,1,5.6591,71.41,119.25,2.6938,4.7549,1.9458,3.0858,105.719,0.5811,1837.02,2.1125,11.0418,2.5236,1.5609,10.0477,3286,3.0074,784.77,2685.3999,800.59,1.538,108.62,271.25,52.94,96.813,8.2108,14.7926,2.3019,1.621,32.206,6789.2002,11.5984,29.127,59.756,5.1128,67.626,1849.91,14159,110.713,1.095,100.588,6218.6001,0.4153,186.01,13414.2002,2323.6001,165.863,11.9407,1.8201,15.0262,2441.3899,61.159,9.9351,12.415,359.89,41.612,216.31,15.9317,11.948,181.46,29.883,106.438,0.6028,1.5429,4.4671,4.0169,107.738,6145.5,5.6081,77.571,837.15,5.8727,12.465,3.1901,2150.3999,22227.8008,13.482,78.602,11.9207,1.8046,9.2574,46.659,1813.0699,7.0723,2531.1001,29.66,2018.98,26016,642.957,642.957,116.86,3.3675,
2008-07-07,1.572,168.43,1.9459,,23.423,7.4575,15.6466,0.7952,231.57,3.4129,0.6938,,3.303,3.5593,9.4116,30.245,1.6129,119.084,7.9816,7.2353,37.002,1.9102,1.6444,1.6001,10.7278,12.2614,14196.9004,1633.72,5.1057,2.0857,71.164,2.1416,51.892,12.1693,1,5.6532,71.33,119.1,2.7459,4.7224,1.9458,3.0827,105.518,0.5807,1814.8101,2.1118,11.0307,2.5001,1.5594,10.0509,3277,3.0357,786.87,2688.8,795.8,1.536,108.51,270.97,52.534,95.243,8.2221,14.92,2.2996,1.7019,31.468,7052.6001,11.4795,29.464,59.696,5.0873,67.833,1843.67,14256,110.977,1.0902,100.33,6415.2002,0.4141,185.82,13333.4004,2318.1001,165.665,11.9592,1.8183,15.0346,2456.1599,61.415,9.9251,12.4025,362.66,41.648,215.289,15.9153,11.971,181.48,30.263,106.856,0.6004,1.5414,4.4319,3.9959,111.177,6033.6001,5.6023,77.807,827.12,5.879,12.369,3.1869,2148.2,22181.9004,13.469,78.249,11.9411,1.8045,9.252,46.614,1812.03,7.0691,2526.8999,29.607,2018.34,25988,642.957,642.957,116.86,3.3546,
2008-07-08,1.5334,168.27,1.9484,,23.539,7.4585,15.6466,0.7957,230.74,3.4127,0.6938,,3.287,3.5151,9.4215,30.265,1.619,119.92,8.0422,7.2395,36.837,1.915,1.6428,1.5948,10.7181,12.2198,14252,1605.62,5.1007,2.0821,71.447,2.1352,52.67,12.1151,1,5.7473,71.46,119.19,2.6972,4.7132,1.9458,3.0897,105.766,0.5877,1804.01,2.1152,10.9224,2.5186,1.5629,10.1139,3288,3.0112,783.56,2703.5,801.54,1.54,108.75,271.12,52.928,95.027,8.322,15.1096,2.3605,1.6976,31.187,6982.2002,11.5268,29.445,59.832,5.0857,67.825,1852.25,14252.2998,111.19,1.0928,98.28,6425.1001,0.4146,186.14,13360.5996,2362,168.36,12.0512,1.8248,15.0531,2435.8601,61.42,9.9477,12.4307,358.78,40.63,215.308,16.182,12.028,181.88,29.798,107.02,0.6008,1.5449,4.3917,4.1801,114.93,6055.2002,5.6944,78.884,829.11,5.858,12.425,3.1941,2153.1001,22255.8008,13.499,78.702,12.0312,1.8255,9.3005,46.717,1818.5,7.1049,2506,29.698,2022.9301,26052,642.957,642.957,116.86,3.3559,
2008-07-09,1.5736,168.144,1.9483,,23.398,7.4593,15.6466,0.7938,231.8,3.4127,0.6926,,3.273,3.4775,9.449,30.278,1.6186,118.62,8.0484,7.2395,36.862,1.9295,1.6468,1.5911,10.7802,12.2737,14410,1572.22,5.1046,2.078,71.351,2.1378,52.86,12.1482,1,5.782,71.52,119.32,2.6993,4.7407,1.9458,3.0921,105.621,0.5909,1805.42,2.1163,10.927,2.5275,1.5641,10.0086,3285,3.0135,780.09,2684.3999,801.77,1.541,108.99,271.49,53.008,95.268,8.345,15.1213,2.3435,1.7212,31.212,6987.6001,11.5318,29.46,59.878,5.055,67.778,1844.26,14285.4004,111.284,1.0965,99.94,6437.1001,0.4163,185.98,13394.5996,2370,169.25,11.8676,1.8199,14.9942,2437.76,61.752,9.9554,12.4404,358.27,40.67,215.476,16.22,11.866,181.68,29.829,107.095,0.6041,1.5461,4.3497,4.1834,111.74,6067.7998,5.731,78.784,829.75,5.8841,12.492,3.1966,2151.6001,22273.0996,13.51,78.763,11.8476,1.8224,9.3156,46.754,1808.91,7.0868,2497,29.737,2026.15,26072,642.957,642.957,116.86,3.3752,
2008-07-10,1.5785,169.013,1.9484,,23.44,7.4596,15.6466,0.798,230.9,3.4125,0.6924,,3.2681,3.5235,9.4584,30.289,1.6224,119.21,8.0471,7.2325,36.861,1.9254,1.6416,1.5917,10.7695,12.3148,14292,1572.88,5.1219,2.0794,71.66,2.146,53.04,12.1527,1,5.7885,71.47,119.2,2.6994,4.7515,1.9458,3.0922,105.849,0.5922,1805.47,2.1142,10.9312,2.5332,1.5641,10.0419,3290,3.0136,777.17,2654.6001,801.4,1.541,108.37,270.55,53.01,96.644,8.362,15.1218,2.3525,1.7221,31.213,6987.7998,11.4811,29.469,59.88,5.305,68.018,1853.75,14243.4004,111.296,1.0992,100.24,6450.7002,0.4171,185.86,13366.7002,2363,169.6,11.9057,1.8325,15.0182,2437.8401,61.915,9.9557,12.4408,358.28,40.78,215.483,16.248,11.912,182,29.791,106.863,0.6049,1.5461,4.3371,4.0221,110.184,6075.7998,5.7391,78.542,838.97,5.9031,12.462,3.1967,2151.7,22273.8008,13.51,78.765,11.8857,1.8242,9.3159,46.79,1815.26,7.0949,2494.7,29.738,2026.22,26067,642.957,642.957,116.86,3.3813,
2008-07-11,1.5949,169.37,1.9486,,23.42,7.46,15.6466,0.8017,231.18,3.415,0.6923,,3.254,3.5475,9.4742,30.29,1.6195,122.39,8.0647,7.2309,37.041,1.947,1.6485,1.6082,10.8446,12.4375,14426,1588.99,5.1536,2.0856,72.257,2.1546,53.41,12.2276,1,5.8369,71.99,119.38,2.7161,4.7982,1.9458,3.1113,106.672,0.5969,1822.15,2.1228,11.0029,2.5463,1.5737,10.1508,3310,3.0323,776.4,2717.3999,807.94,1.551,109.51,273.49,53.732,95.76,8.429,15.215,2.3609,1.626,32.79,7030.7998,11.5719,29.611,60.25,5.4136,68.31,1865.2,14331.5,112.797,1.1097,101.49,6491.2998,0.42,187.04,13446.2998,2338.8999,170.98,12.0839,1.8352,15.1588,2452.96,62.428,10.0173,12.5176,360.5,41.13,216.501,16.388,12.075,182.81,30.323,107.523,0.6099,1.5557,4.3755,4.0384,108.887,6145.2002,5.7855,78.615,843.48,5.9633,12.61,3.2164,2168.2,22411.4004,13.594,79.253,12.0639,1.8314,9.3734,47.033,1809.09,7.1666,2552,29.922,2038.75,26221,642.957,642.957,116.86,3.4086,
2008-07-12,1.5949,169.37,1.9486,,23.42,7.46,15.6466,0.8017,231.18,3.415,0.6923,,3.254,3.5475,9.4742,30.29,1.6195,122.39,8.0647,7.2309,37.041,1.947,1.6485,1.6082,10.8446,12.4375,14426,1588.99,5.1536,2.0856,72.257,2.1546,53.41,12.2276,1,5.8369,71.99,119.38,2.7161,4.7982,1.9458,3.1113,106.672,0.5969,1822.15,2.1228,11.0029,2.5463,1.5737,10.1508,3310,3.0323,776.4,2717.3999,807.94,1.551,109.51,273.49,53.732,95.76,8.429,15.215,2.3609,1.626,32.79,7030.7998,11.5719,29.611,60.25,5.4136,68.31,1865.2,14331.5,112.797,1.1097,101.49,6491.2998,0.42,187.04,13446.2998,2338.8999,170.98,12.0839,1.8352,15.1588,2452.96,62.428,10.0173,12.5176,360.5,41.13,216.501,16.388,12.075,182.81,30.323,107.523,0.6099,1.5557,4.3755,4.0384,108.887,6145.2002,5.7855,78.615,843.48,5.9633,12.61,3.2164,2168.2,22411.4004,13.594,79.253,12.0639,1.8314,9.3734,47.033,1809.09,7.1666,2552,29.922,2038.75,26221,642.957,642.957,116.86,3.4086,
2008-07-13,1.5949,169.37,1.9486,,23.42,7.46,15.6466,0.8017,231.18,3.415,0.6923,,3.254,3.5475,9.4742,30.29,1.6195,122.39,8.0647,7.2309,37.041,1.947,1.6485,1.6082,10.8446,12.4375,14426,1588.99,5.1536,2.0856,72.257,2.1546,53.41,12.2276,1,5.8369,71.99,119.38,2.7161,4.7982,1.9458,3.1113,106.672,0.5969,1822.15,2.1228,11.0029,2.5463,1.5737,10.1508,3310,3.0323,776.4,2717.3999,807.94,1.551,109.51,273.49,53.732,95.76,8.429,15.215,2.3609,1.626,32.79,7030.7998,11.5719,29.611,60.25,5.4136,68.31,1865.2,14331.5,112.797,1.1097,101.49,6491.2998,0.42,187.04,13446.2998,2338.8999,170.98,12.0839,1.8352,15.1588,2452.96,62.428,10.0173,12.5176,360.5,41.13,216.501,16.388,12.075,182.81,30.323,107.523,0.6099,1.5557,4.3755,4.0384,108.887,6145.2002,5.7855,78.615,843.48,5.9633,12.61,3.2164,2168.2,22411.4004,13.594,79.253,12.0639,1.8314,9.3734,47.033,1809.09,7.1666,2552,29.922,2038.75,26221,642.957,642.957,116.86,3.4086,
2008-07-14,1.5891,168.773,1.946,,23.279,7.4604,15.6466,0.7968,230.12,3.4147,0.6927,,3.2524,3.5417,9.4876,30.295,1.616,120.576,8.0453,7.2295,36.827,1.9276,1.6359,1.599,10.8758,12.396,14280.5996,1595.72,5.1365,2.0823,71.594,2.1487,53.321,12.1574,1,5.7239,72.22,119.27,2.7248,4.8095,1.9458,3.1212,106.837,0.5879,1856.49,2.1248,11.0895,2.5303,1.5786,10.0565,3313,3.0419,784.27,2753.3,817.87,1.556,109.86,274.36,53.903,95.825,8.2814,15.2634,2.3157,1.735,31.785,7053.1001,11.5437,29.833,60.442,5.2935,67.803,1871.13,14237.5996,113.156,1.1095,105.504,6490.5,0.4207,187.59,13481.2998,2350.3,167.729,11.8943,1.841,15.1913,2447.3201,62.407,10.0492,12.5574,362.44,41.456,218.805,16.0119,11.912,183.7,30.265,107.35,0.6106,1.5606,4.3971,4.0438,108.678,6145,5.674,77.446,846.17,5.9412,12.619,3.2266,2175.1001,22482.5996,13.637,79.466,11.8743,1.8087,9.3359,47.204,1806.92,7.1498,2560.1001,29.844,2045.24,26298,642.957,642.957,116.86,3.4114,
2008-07-15,1.5899,166.63,1.9463,,23.28,7.4583,15.6466,0.7934,231.42,3.4134,0.6931,,3.2422,3.5677,9.4761,30.305,1.6059,123.561,8.0356,7.216,36.87,1.9326,1.6235,1.5921,10.841,12.3954,14408.2002,1601.05,5.1232,2.0605,71.953,2.1427,53.044,12.1511,1,5.7825,72.88,119.6,2.7527,4.8092,1.9458,3.1531,107.927,0.5939,1872.24,2.1295,11.151,2.5339,1.5946,10.1526,3345,3.073,779.97,2761.5,835.13,1.572,109.63,276.2,54.293,96.047,8.3622,15.4191,2.319,1.6326,33.033,7197.1001,11.6595,30.018,61.06,5.2821,68.529,1890.26,14393,113.52,1.1122,106.185,6548.7998,0.4211,189.28,13614.5996,2374.3,169.447,12.0534,1.867,15.3912,2452.4199,60.795,10.152,12.6858,363.36,42.041,221.047,16.2235,12.054,185.53,30.58,109.255,0.6108,1.5766,4.4444,4.053,111.069,6208.1001,5.732,77.228,855.71,5.9437,12.587,3.2596,2194.2,22712.3008,13.777,80.319,12.0334,1.8155,9.4313,47.666,1822.1899,7.2712,2587.8999,30.331,2068.54,26562,642.957,642.957,116.86,3.4134,
2008-07-16,1.5822,166.397,1.9461,,23.068,7.4582,15.6466,0.7915,230.49,3.4133,0.6929,,3.2119,3.5591,9.5125,30.302,1.6101,123.484,8.0635,7.2151,36.7973,1.9046,1.6232,1.5844,10.7766,12.339,14337.0996,1594.29,5.11,2.0514,71.627,2.1344,52.734,12.0439,1,5.7528,72.56,119.38,2.7388,4.7912,1.9458,3.1372,107.386,0.5908,1835.72,2.1214,11.0907,2.5257,1.5866,10.1412,3328,3.0575,769.65,2766.7,812.28,1.564,108.44,274.81,54.06,95.681,8.32,15.3415,2.3101,1.7598,32.865,7152.8999,11.5807,29.842,60.752,5.2788,68.171,1824.15,14307.5,112.947,1.1041,105.568,6521.3999,0.4196,188.34,13508.2998,2356.8,168.392,12.0837,1.8508,15.2296,2440,60.88,10.1008,12.6218,359.53,41.351,219.845,16.134,12.0725,184.6,30.535,108.338,0.608,1.5686,4.4179,4.04,111.824,6176.7002,5.7033,77.309,851.2,5.9153,12.555,3.2532,2184.7,22597.8008,13.707,79.913,12.0642,1.812,9.3837,47.39,1813,7.2081,2549.3999,30.177,2058.1001,26416,642.957,642.957,116.86,3.3967,
2008-07-17,1.5856,168.33,1.946,,23.055,7.4599,15.6466,0.7933,229.26,3.4125,0.6932,,3.2188,3.5265,9.4588,30.318,1.6166,120.945,8.045,7.2185,36.82,1.8868,1.6294,1.593,10.7969,12.3616,14271.9004,1602.54,5.1223,2.0759,70.466,2.1424,52.786,11.9333,1,5.7226,72.18,119.63,2.7242,4.788,1.9458,3.1205,106.813,0.5876,1825.95,2.1167,11.0394,2.5146,1.5783,10.0084,3311,3.0412,764.67,2761.3999,858.59,1.555,108.57,273.19,53.772,96.793,8.2578,15.2758,2.304,1.7521,32.887,7162.5,11.4873,29.699,60.428,5.3374,67.749,1814.4399,14231.2998,112.362,1.1068,103.815,6484.2998,0.4196,187.48,13584.5,2349.8,167.494,11.837,1.8441,15.1483,2437.26,61.195,10.0469,12.5546,357.61,41.368,218.767,15.8941,11.825,183.63,30.271,106.834,0.6084,1.5603,4.4102,4.029,112.419,6143.6001,5.6713,77.238,846.58,5.9278,12.573,3.2359,2174.6001,22477.5996,13.634,79.487,11.817,1.8089,9.3338,47.119,1814.4399,7.168,2531,30.016,2047.13,26272,642.957,642.957,116.86,3.4005,
2008-07-18,1.5854,169.55,1.9466,,23.01,7.4605,15.6466,0.7931,227.75,3.413,0.6931,,3.209,3.5198,9.4475,30.335,1.6182,124.591,8.048,7.2142,36.77,1.8762,1.6298,1.5927,10.7877,12.3603,14220,1605.36,5.1405,2.0775,69.964,2.1414,52.77,12.0432,1,5.7206,72.18,119.53,2.7786,4.7947,1.9458,3.1193,106.867,0.5874,1826.4399,2.1192,11.0827,2.5177,1.5777,9.998,3308,3.0401,766.04,2722.3,848.84,1.555,108.53,273.24,53.712,96.676,8.2436,15.27,2.3181,1.7546,32.676,7159.7998,11.4654,29.846,60.405,5.3639,67.719,1800.35,14209.9004,112.453,1.103,102.983,6472.2998,0.4202,187.47,13428.7002,2341.7,167.429,11.8118,1.8434,15.1186,2422.8501,61.072,10.0431,12.5498,358.66,41.272,218.683,15.903,11.81,183.56,30.718,107.308,0.6083,1.5597,4.4035,4.0211,111.77,6161.1001,5.6689,77.177,846.26,5.9243,12.566,3.2347,2181.7,22445.1992,13.629,79.417,11.7918,1.8066,9.3302,47.104,1815.3199,7.1375,2536.3999,30,2046.34,26183,642.957,642.957,116.86,3.3994,
2008-07-19,1.5854,169.55,1.9466,,23.01,7.4605,15.6466,0.7931,227.75,3.413,0.6931,,3.209,3.5198,9.4475,30.335,1.6182,124.591,8.048,7.2142,36.77,1.8762,1.6298,1.5927,10.7877,12.3603,14220,1605.36,5.1405,2.0775,69.964,2.1414,52.77,12.0432,1,5.7206,72.18,119.53,2.7786,4.7947,1.9458,3.1193,106.867,0.5874,1826.4399,2.1192,11.0827,2.5177,1.5777,9.998,3308,3.0401,766.04,2722.3,848.84,1.555,108.53,273.24,53.712,96.676,8.2436,15.27,2.3181,1.7546,32.676,7159.7998,11.4654,29.846,60.405,5.3639,67.719,1800.35,14209.9004,112.453,1.103,102.983,6472.2998,0.4202,187.47,13428.7002,2341.7,167.429,11.8118,1.8434,15.1186,2422.8501,61.072,10.0431,12.5498,358.66,41.272,218.683,15.903,11.81,183.56,30.718,107.308,0.6083,1.5597,4.4035,4.0211,111.77,6161.1001,5.6689,77.177,846.26,5.9243,12.566,3.2347,2181.7,22445.1992,13.629,79.417,11.7918,1.8066,9.3302,47.104,1815.3199,7.1375,2536.3999,30,2046.34,26183,642.957,642.957,116.86,3.3994,
2008-07-20,1.5854,169.55,1.9466,,23.01,7.4605,15.6466,0.7931,227.75,3.413,0.6931,,3.209,3.5198,9.4475,30.335,1.6182,124.591,8.048,7.2142,36.77,1.8762,1.6298,1.5927,10.7877,12.3603,14220,1605.36,5.1405,2.0775,69.964,2.1414,52.77,12.0432,1,5.7206,72.18,119.53,2.7786,4.7947,1.9458,3.1193,106.867,0.5874,1826.4399,2.1192,11.0827,2.5177,1.5777,9.998,3308,3.0401,766.04,2722.3,848.84,1.555,108.53,273.24,53.712,96.676,8.2436,15.27,2.3181,1.7546,32.676,7159.7998,11.4654,29.846,60.405,5.3639,67.719,1800.35,14209.9004,112.453,1.103,102.983,6472.2998,0.4202,187.47,13428.7002,2341.7,167.429,11.8118,1.8434,15.1186,2422.8501,61.072,10.0431,12.5498,358.66,41.272,218.683,15.903,11.81,183.56,30.718,107.308,0.6083,1.5597,4.4035,4.0211,111.77,6161.1001,5.6689,77.177,846.26,5.9243,12.566,3.2347,2181.7,22445.1992,13.629,79.417,11.7918,1.8066,9.3302,47.104,1815.3199,7.1375,2536.3999,30,2046.34,26183,642.957,642.957,116.86,3.3994,
