date,USD,JPY,BGN,CYP,CZK,DKK,EEK,GBP,HUF,LTL,LVL,MTL,PLN,ROL,SEK,SIT,SKK,CHF,ISK,NOK,TRL,AUD,CAD,HKD,KRW,NZD,SGD,ZAR,EUR
2001-06-17,0.8662,104.74,1.9473,0.575,34,7.4555,15.6466,0.6155,246.15,3.4641,0.5458,0.3986,3.4117,25058,9.203,217.7753,42.892,1.5255,90.76,7.975,1030000,1.6426,1.3244,6.7556,1119.13,2.07,1.5691,6.8846,1
2001-06-18,0.8581,105.71,1.9469,0.5751,33.963,7.4554,15.6466,0.6123,245.74,3.4315,0.5436,0.3973,3.4023,24863,9.0427,217.9914,42.93,1.5292,90.49,7.945,1046000,1.6444,1.3122,6.6928,1115.96,2.0735,1.5588,6.9166,1
2001-06-19,0.8563,105.43,1.9467,0.5752,33.903,7.4551,15.6466,0.6095,246.27,3.4243,0.5427,0.3971,3.3977,24804,9.1202,218.0567,42.93,1.53,90.58,7.9,1048000,1.638,1.3124,6.6788,1116.62,2.067,1.5563,6.8808,1
2001-06-20,0.8513,105,1.9465,0.5748,33.927,7.455,15.6466,0.612,246.7,3.4042,0.5414,0.3961,3.4037,24697,9.1327,218.0433,42.89,1.5248,91.6,7.9,1069000,1.644,1.3072,6.6397,1103.28,2.062,1.5502,6.9113,1
2001-06-21,0.8552,106.12,1.947,0.5747,34.032,7.4552,15.6466,0.6026,245.16,3.4199,0.544,0.3959,3.4107,24852,9.1692,218.0321,42.805,1.5204,91.05,7.9,1098000,1.654,1.3076,6.6701,1113.47,2.073,1.5581,6.8868,1
2001-06-22,0.8528,105.98,1.9475,0.5746,33.94,7.4531,15.6466,0.6067,243.88,3.4104,0.5425,0.3952,3.3918,24745,9.161,218.1335,42.612,1.5168,89.81,7.883,1086000,1.651,1.3002,6.6516,1111.41,2.0635,1.5528,6.8719,1
2001-06-23,0.8528,105.98,1.9475,0.5746,33.94,7.4531,15.6466,0.6067,243.88,3.4104,0.5425,0.3952,3.3918,24745,9.161,218.1335,42.612,1.5168,89.81,7.883,1086000,1.651,1.3002,6.6516,1111.41,2.0635,1.5528,6.8719,1
2001-06-24,0.8528,105.98,1.9475,0.5746,33.94,7.4531,15.6466,0.6067,243.88,3.4104,0.5425,0.3952,3.3918,24745,9.161,218.1335,42.612,1.5168,89.81,7.883,1086000,1.651,1.3002,6.6516,1111.41,2.0635,1.5528,6.8719,1
2001-06-25,0.8607,106.71,1.9473,0.5744,33.885,7.4535,15.6466,0.608,243.35,3.442,0.5465,0.3969,3.4059,25025,9.1416,217.993,42.681,1.5202,89.49,7.926,1120000,1.663,1.3099,6.7131,1121.49,2.085,1.5654,6.8864,1
2001-06-26,0.8611,106.71,1.9476,0.5743,33.83,7.4522,15.6466,0.6093,243.35,3.4453,0.5445,0.3971,3.4047,25055,9.2233,218.4257,42.381,1.5222,88.93,7.9025,1093000,1.6621,1.3085,6.7165,1119,2.0645,1.5672,6.91,1
2001-06-27,0.8622,107.05,1.948,0.5744,33.86,7.4479,15.6466,0.6066,243.57,3.4497,0.545,0.3972,3.41,25115,9.2552,218.1883,42.33,1.5223,88.88,7.91,1078667,1.6587,1.3033,6.7248,1119.14,2.0632,1.5701,6.9132,1
2001-06-28,0.8511,106.15,1.9478,0.5744,33.78,7.447,15.6466,0.5996,242.18,3.405,0.5407,0.395,3.3727,24817,9.1885,218.1372,42.18,1.5193,88.71,7.905,1081333,1.6635,1.2955,6.6382,1108.98,2.0665,1.5519,6.8002,1
2001-06-29,0.848,105.37,1.9474,0.5743,33.78,7.4444,15.6466,0.6001,243.63,3.3926,0.5391,0.3946,3.3696,24719,9.227,218.4195,42.265,1.5228,88.92,7.905,1067000,1.6735,1.2927,6.6143,1102.82,2.1045,1.5451,6.8198,1
2001-06-30,0.848,105.37,1.9474,0.5743,33.78,7.4444,15.6466,0.6001,243.63,3.3926,0.5391,0.3946,3.3696,24719,9.227,218.4195,42.265,1.5228,88.92,7.905,1067000,1.6735,1.2927,6.6143,1102.82,2.1045,1.5451,6.8198,1
2001-07-01,0.848,105.37,1.9474,0.5743,33.78,7.4444,15.6466,0.6001,243.63,3.3926,0.5391,0.3946,3.3696,24719,9.227,218.4195,42.265,1.5228,88.92,7.905,1067000,1.6735,1.2927,6.6143,1102.82,2.1045,1.5451,6.8198,1
2001-07-02,0.8455,105.16,1.9473,0.5742,33.8,7.4449,15.6466,0.5978,242.85,3.3828,0.5382,0.3934,3.3973,24696,9.2685,218.3238,42.16,1.5209,87.76,7.93,1063000,1.6612,1.28,6.5946,1099.15,2.0843,1.5408,6.7677,1
2001-07-03,0.8497,105.43,1.9469,0.5741,33.767,7.4457,15.6466,0.6014,242.58,3.3989,0.5402,0.3946,3.3829,24790,9.2095,218.1227,42.133,1.5236,88.02,7.945,1082000,1.6423,1.284,6.6275,1098.24,2.078,1.5486,6.7972,1
2001-07-04,0.8453,105.16,1.947,0.574,33.762,7.4443,15.6466,0.6012,240.9,3.382,0.5494,0.3947,3.3773,24658,9.2025,218.3365,41.95,1.5194,88.19,7.945,1080000,1.6282,1.2776,6.5932,1095.09,2.0789,1.5414,6.8395,1
2001-07-05,0.8422,105.74,1.9465,0.574,33.755,7.4427,15.6466,0.5959,242.4,3.369,0.5382,0.3933,3.3923,24576,9.2055,218.6776,41.951,1.5216,87.17,7.945,1075000,1.6268,1.2729,6.569,1091.07,2.0821,1.537,6.8171,1
2001-07-06,0.8384,105.65,1.9467,0.574,33.961,7.4422,15.6466,0.604,250.55,3.3543,0.5367,0.3922,3.535,24524,9.2693,218.5116,42.402,1.522,86.66,7.945,1113000,1.6578,1.2698,6.5394,1084.89,2.0861,1.5322,6.9744,1
2001-07-07,0.8384,105.65,1.9467,0.574,33.961,7.4422,15.6466,0.604,250.55,3.3543,0.5367,0.3922,3.535,24524,9.2693,218.5116,42.402,1.522,86.66,7.945,1113000,1.6578,1.2698,6.5394,1084.89,2.0861,1.5322,6.9744,1
2001-07-08,0.8384,105.65,1.9467,0.574,33.961,7.4422,15.6466,0.604,250.55,3.3543,0.5367,0.3922,3.535,24524,9.2693,218.5116,42.402,1.522,86.66,7.945,1113000,1.6578,1.2698,6.5394,1084.89,2.0861,1.5322,6.9744,1
2001-07-09,0.8459,106.19,1.9468,0.574,34.068,7.4434,15.6466,0.6028,254.05,3.3824,0.5396,0.3939,3.6702,24723,9.2789,218.8261,42.571,1.5196,87.05,7.931,1102000,1.6724,1.2841,6.5979,1095.86,2.0946,1.5475,6.9431,1
2001-07-10,0.8545,107.28,1.9465,0.5737,33.902,7.4438,15.6466,0.6056,252.15,3.4177,0.5438,0.3957,3.6913,25003,9.285,218.6537,42.561,1.5238,87.45,7.943,1120100,1.674,1.298,6.665,1108.71,2.098,1.5672,7.0618,1
2001-07-11,0.8611,107.21,1.947,0.5738,33.973,7.4424,15.6466,0.6084,256.44,3.444,0.5459,0.3968,3.825,25177,9.2849,218.767,42.691,1.5194,87.71,7.975,1180000,1.6842,1.3102,6.7165,1125.03,2.1105,1.5804,7.0829,1
2001-07-12,0.8538,106.16,1.9468,0.5741,33.883,7.4425,15.6466,0.6063,256.95,3.416,0.5428,0.3959,3.7167,25002,9.2449,218.9185,42.68,1.5138,88.07,7.945,1132450,1.6927,1.3024,6.6594,1108.23,2.1126,1.5654,7.053,1
2001-07-13,0.8539,106.12,1.9461,0.5743,33.785,7.442,15.6466,0.609,254.85,3.4161,0.543,0.3961,3.62,25000,9.226,218.8118,42.571,1.5118,87.69,7.948,1144033,1.6821,1.3093,6.66,1113.49,2.099,1.5678,7.0345,1
2001-07-14,0.8539,106.12,1.9461,0.5743,33.785,7.442,15.6466,0.609,254.85,3.4161,0.543,0.3961,3.62,25000,9.226,218.8118,42.571,1.5118,87.69,7.948,1144033,1.6821,1.3093,6.66,1113.49,2.099,1.5678,7.0345,1
2001-07-15,0.8539,106.12,1.9461,0.5743,33.785,7.442,15.6466,0.609,254.85,3.4161,0.543,0.3961,3.62,25000,9.226,218.8118,42.571,1.5118,87.69,7.948,1144033,1.6821,1.3093,6.66,1113.49,2.099,1.5678,7.0345,1
2001-07-16,0.8583,107.45,1.9461,0.5743,33.825,7.4443,15.6466,0.6091,254.35,3.4323,0.5458,0.3972,3.6063,25142,9.215,218.8761,42.615,1.5135,87.93,7.981,1175000,1.683,1.3209,6.6947,1124.37,2.1055,1.5764,7.0477,1
2001-07-17,0.8516,106.65,1.9461,0.5743,33.795,7.4444,15.6466,0.6136,252.55,3.4052,0.5428,0.3958,3.592,25017,9.2109,218.8442,42.599,1.5121,87.64,7.99,1277000,1.6811,1.3083,6.6424,1119,2.0996,1.5617,7.0761,1
2001-07-18,0.863,107.8,1.9461,0.5741,33.895,7.4466,15.6466,0.6142,248.63,3.4518,0.5477,0.3978,3.6195,25320,9.2167,218.8193,42.601,1.504,88.1,8.005,1180000,1.6894,1.3242,6.7313,1127.94,2.1118,1.5802,7.1812,1
2001-07-19,0.8723,107.7,1.9466,0.5742,33.908,7.4463,15.6466,0.6099,249.25,3.4896,0.5506,0.3992,3.6833,25690,9.246,218.9614,42.718,1.507,88.4,7.996,1173650,1.6931,1.3432,6.8038,1137.7,2.1062,1.5924,7.2158,1
2001-07-20,0.8776,108.36,1.9466,0.5741,33.878,7.4485,15.6466,0.6091,249.2,3.5113,0.5521,0.3994,3.699,25825,9.2865,218.911,42.739,1.5078,88.54,7.996,1150767,1.7111,1.3531,6.8451,1145.88,2.1239,1.6006,7.1958,1
2001-07-21,0.8776,108.36,1.9466,0.5741,33.878,7.4485,15.6466,0.6091,249.2,3.5113,0.5521,0.3994,3.699,25825,9.2865,218.911,42.739,1.5078,88.54,7.996,1150767,1.7111,1.3531,6.8451,1145.88,2.1239,1.6006,7.1958,1
2001-07-22,0.8776,108.36,1.9466,0.5741,33.878,7.4485,15.6466,0.6091,249.2,3.5113,0.5521,0.3994,3.699,25825,9.2865,218.911,42.739,1.5078,88.54,7.996,1150767,1.7111,1.3531,6.8451,1145.88,2.1239,1.6006,7.1958,1
2001-07-23,0.8676,107.62,1.9465,0.574,33.798,7.4471,15.6466,0.6116,246.68,3.4706,0.5481,0.3979,3.644,25566,9.2965,218.9239,42.68,1.5055,88.18,7.99,1147000,1.7103,1.34,6.7671,1138.73,2.118,1.5831,7.1177,1
2001-07-24,0.8708,108.07,1.9462,0.5737,33.874,7.4447,15.6466,0.6139,247.27,3.4839,0.5499,0.3989,3.6677,25693,9.308,218.7672,42.711,1.5064,88.43,7.997,1137000,1.7152,1.3401,6.7921,1140.75,2.1224,1.584,7.1629,1
2001-07-25,0.8793,108.9,1.9462,0.574,33.863,7.4443,15.6466,0.6163,246.59,3.5181,0.5534,0.4003,3.6853,25940,9.339,218.9625,42.811,1.5054,88.73,8.015,1155000,1.7363,1.3506,6.8583,1147.49,2.1379,1.5989,7.2286,1
2001-07-26,0.8764,108.58,1.946,0.5741,33.882,7.4455,15.6466,0.6149,246.35,3.5062,0.5524,0.3997,3.6807,25914,9.285,218.9854,43.041,1.5107,88.35,8.015,1162000,1.724,1.3465,6.8357,1134.94,2.1236,1.5821,7.1503,1
2001-07-27,0.8768,108.65,1.9467,0.574,33.874,7.4454,15.6466,0.6162,247.27,3.5078,0.5523,0.3997,3.6867,25928,9.2634,219.1594,43.067,1.5081,87.86,8.015,1164000,1.7323,1.3426,6.8387,1135.46,2.1328,1.5769,7.2171,1
2001-07-28,0.8768,108.65,1.9467,0.574,33.874,7.4454,15.6466,0.6162,247.27,3.5078,0.5523,0.3997,3.6867,25928,9.2634,219.1594,43.067,1.5081,87.86,8.015,1164000,1.7323,1.3426,6.8387,1135.46,2.1328,1.5769,7.2171,1
2001-07-29,0.8768,108.65,1.9467,0.574,33.874,7.4454,15.6466,0.6162,247.27,3.5078,0.5523,0.3997,3.6867,25928,9.2634,219.1594,43.067,1.5081,87.86,8.015,1164000,1.7323,1.3426,6.8387,1135.46,2.1328,1.5769,7.2171,1
2001-07-30,0.8751,109.45,1.9467,0.574,33.87,7.4453,15.6466,0.6127,247.08,3.502,0.5524,0.3995,3.694,25890,9.2462,219.2708,43.193,1.5114,87.87,7.989,1163000,1.7314,1.3407,6.8254,1137.63,2.1269,1.5773,7.1843,1
2001-07-31,0.8755,109.3,1.9461,0.5739,33.98,7.4475,15.6466,0.6146,247.75,3.5022,0.552,0.3996,3.7103,25927,9.2758,219.2314,43.302,1.5102,87.85,7.982,1163000,1.7282,1.3389,6.8286,1136.4,2.1304,1.5791,7.2208,1
2001-08-01,0.8817,109.85,1.9462,0.5739,34.003,7.4492,15.6466,0.6139,248.14,3.5268,0.5547,0.4005,3.7528,26152,9.2876,219.1926,43.261,1.5106,86.84,7.982,1175000,1.7188,1.3553,6.8769,1139.16,2.131,1.5898,7.2572,1
2001-08-02,0.8788,109.02,1.9468,0.5739,34.002,7.4483,15.6466,0.6168,248.72,3.5152,0.5534,0.4001,3.755,26131,9.2195,219.2893,43.041,1.5094,86.62,7.9821,1178000,1.6951,1.3515,6.854,1128.38,2.1005,1.5665,7.2494,1
2001-08-03,0.8806,109.05,1.9475,0.5739,33.93,7.4476,15.6466,0.6186,248,3.5234,0.5547,0.4005,3.7297,26148,9.275,219.2738,42.95,1.5076,86.55,7.9821,1181000,1.702,1.3516,6.868,1130.69,2.111,1.5661,7.2782,1
2001-08-04,0.8806,109.05,1.9475,0.5739,33.93,7.4476,15.6466,0.6186,248,3.5234,0.5547,0.4005,3.7297,26148,9.275,219.2738,42.95,1.5076,86.55,7.9821,1181000,1.702,1.3516,6.868,1130.69,2.111,1.5661,7.2782,1
2001-08-05,0.8806,109.05,1.9475,0.5739,33.93,7.4476,15.6466,0.6186,248,3.5234,0.5547,0.4005,3.7297,26148,9.275,219.2738,42.95,1.5076,86.55,7.9821,1181000,1.702,1.3516,6.868,1130.69,2.111,1.5661,7.2782,1
2001-08-06,0.8805,109.08,1.9472,0.5739,33.919,7.4471,15.6466,0.6205,247.06,3.5226,0.5552,0.4008,3.7267,26159,9.1725,219.2446,42.911,1.5076,86.69,7.9821,1187000,1.7055,1.3465,6.8668,1132.7,2.106,1.5689,7.3168,1
2001-08-07,0.8768,108.74,1.9467,0.5737,33.913,7.4429,15.6466,0.6185,247.39,3.5074,0.5551,0.4004,3.7197,26098,9.1488,219.2182,42.909,1.506,86.54,7.9821,1186000,1.702,1.3395,6.8383,1126.95,2.0976,1.5655,7.2638,1
2001-08-08,0.8763,107.94,1.9463,0.5736,33.805,7.4432,15.6466,0.622,246.95,3.5052,0.555,0.4003,3.6966,26078,9.1614,219.3279,42.827,1.5059,86.45,7.9821,1203200,1.701,1.3441,6.8346,1121.66,2.0822,1.5546,7.2856,1
2001-08-09,0.8853,109.16,1.947,0.5736,33.85,7.4422,15.6466,0.6254,246.5,3.541,0.5598,0.4021,3.7345,26380,9.1525,219.425,42.815,1.5057,86.95,7.984,1221000,1.7135,1.3584,6.9049,1137.61,2.0836,1.5721,7.3706,1
2001-08-10,0.8936,109.31,1.9464,0.5736,33.88,7.4422,15.6466,0.627,246.92,3.5745,0.5609,0.4036,3.7623,26623,9.171,219.605,43.005,1.5117,87.86,8.0455,1241000,1.7332,1.3793,6.9695,1146.85,2.1009,1.5718,7.3617,1
2001-08-11,0.8936,109.31,1.9464,0.5736,33.88,7.4422,15.6466,0.627,246.92,3.5745,0.5609,0.4036,3.7623,26623,9.171,219.605,43.005,1.5117,87.86,8.0455,1241000,1.7332,1.3793,6.9695,1146.85,2.1009,1.5718,7.3617,1
2001-08-12,0.8936,109.31,1.9464,0.5736,33.88,7.4422,15.6466,0.627,246.92,3.5745,0.5609,0.4036,3.7623,26623,9.171,219.605,43.005,1.5117,87.86,8.0455,1241000,1.7332,1.3793,6.9695,1146.85,2.1009,1.5718,7.3617,1
2001-08-13,0.8991,109.33,1.9461,0.5749,33.897,7.4423,15.6466,0.6309,246.38,3.5971,0.5627,0.4048,3.7997,26781,9.22,219.5352,42.871,1.5139,88.18,8.087,1257000,1.7329,1.383,7.0123,1156.24,2.0982,1.5783,7.4278,1
2001-08-14,0.8968,110.04,1.9461,0.5739,33.88,7.4431,15.6466,0.6315,246.6,3.5876,0.5626,0.4046,3.8168,26742,9.2279,219.55,42.96,1.5155,89.21,8.064,1306000,1.738,1.3802,6.9948,1155.53,2.102,1.5788,7.4586,1
2001-08-15,0.9114,109.62,1.9461,0.5749,33.9,7.4433,15.6466,0.6341,253,3.6461,0.5669,0.4067,3.8833,27187,9.2475,219.5,42.95,1.5184,89.63,8.1095,1359000,1.7291,1.3955,7.1126,1165.68,2.0975,1.5902,7.4877,1
2001-08-16,0.9144,109.66,1.9465,0.574,33.972,7.4437,15.6466,0.6312,254.25,3.6576,0.5676,0.4068,3.8966,27253,9.2726,219.6274,43.13,1.5193,89.64,8.113,1339000,1.7358,1.3962,7.132,1167.69,2.0948,1.5949,7.5318,1
2001-08-17,0.9138,110.34,1.9461,0.574,34.022,7.4453,15.6466,0.6344,255.73,3.6547,0.5674,0.4067,3.9205,27202,9.325,219.5267,43.17,1.5183,89.04,8.116,1292000,1.712,1.4053,7.1275,1174.74,2.087,1.6037,7.5828,1
2001-08-18,0.9138,110.34,1.9461,0.574,34.022,7.4453,15.6466,0.6344,255.73,3.6547,0.5674,0.4067,3.9205,27202,9.325,219.5267,43.17,1.5183,89.04,8.116,1292000,1.712,1.4053,7.1275,1174.74,2.087,1.6037,7.5828,1
2001-08-19,0.9138,110.34,1.9461,0.574,34.022,7.4453,15.6466,0.6344,255.73,3.6547,0.5674,0.4067,3.9205,27202,9.325,219.5267,43.17,1.5183,89.04,8.116,1292000,1.712,1.4053,7.1275,1174.74,2.087,1.6037,7.5828,1
2001-08-20,0.9149,110.18,1.9462,0.5741,34.083,7.4459,15.6466,0.6309,255.9,3.6587,0.5675,0.4069,3.9348,27241,9.447,219.4599,43.168,1.5187,89.25,8.106,1301000,1.7145,1.4145,7.136,1171.99,2.0864,1.608,7.5832,1
2001-08-21,0.9128,109.4,1.9465,0.5739,34.078,7.4468,15.6466,0.6311,256.24,3.6504,0.5662,0.4064,3.8997,27205,9.441,219.5238,43.173,1.5166,89.7,8.124,1311000,1.711,1.4107,7.1196,1167.47,2.0874,1.5973,7.6792,1
2001-08-22,0.9216,110.39,1.9466,0.5737,34.342,7.4485,15.6466,0.6298,256.47,3.685,0.57,0.4076,3.9383,27453,9.4447,219.5332,43.265,1.5199,90.31,8.1075,1344000,1.7114,1.4272,7.1883,1177.8,2.074,1.6149,7.6897,1
2001-08-23,0.9112,109.65,1.947,0.5733,34.303,7.4472,15.6466,0.6318,251.52,3.6432,0.5669,0.4061,3.8593,27170,9.4189,219.5729,43.255,1.5194,89.84,8.1055,1341333,1.7118,1.4072,7.1071,1165.42,2.0715,1.5993,7.6377,1
2001-08-24,0.9108,109.56,1.9474,0.573,34.217,7.4449,15.6466,0.6318,251.51,3.6423,0.5662,0.4063,3.8379,27172,9.3775,219.8396,43.251,1.5193,90.31,8.1025,1343000,1.718,1.4048,7.1041,1162.18,2.0806,1.5953,7.6358,1
2001-08-25,0.9108,109.56,1.9474,0.573,34.217,7.4449,15.6466,0.6318,251.51,3.6423,0.5662,0.4063,3.8379,27172,9.3775,219.8396,43.251,1.5193,90.31,8.1025,1343000,1.718,1.4048,7.1041,1162.18,2.0806,1.5953,7.6358,1
2001-08-26,0.9108,109.56,1.9474,0.573,34.217,7.4449,15.6466,0.6318,251.51,3.6423,0.5662,0.4063,3.8379,27172,9.3775,219.8396,43.251,1.5193,90.31,8.1025,1343000,1.718,1.4048,7.1041,1162.18,2.0806,1.5953,7.6358,1
2001-08-27,0.909,109.18,1.9477,0.5727,34.182,7.4443,15.6466,0.6309,252.95,3.6344,0.5654,0.4059,3.8644,27149,9.36,219.6478,43.29,1.5194,90.21,8.1025,1300000,1.7231,1.4009,7.09,1159.88,2.0761,1.5894,7.6549,1
2001-08-28,0.9042,108.75,1.9494,0.5729,34.188,7.4432,15.6466,0.628,254.08,3.6152,0.5632,0.405,3.8437,27027,9.3799,219.6514,43.358,1.5166,90.03,8.0725,1272000,1.7162,1.3958,7.0527,1153.76,2.0746,1.5834,7.5864,1
2001-08-29,0.9122,108.94,1.9496,0.5728,34.21,7.4441,15.6466,0.6258,252.93,3.6488,0.5659,0.4057,3.8589,27330,9.437,219.7966,43.384,1.5168,90.21,8.0604,1267000,1.7202,1.4053,7.1149,1164.88,2.0685,1.5927,7.585,1
2001-08-30,0.9095,108.95,1.9492,0.5726,34.242,7.4435,15.6466,0.6283,252.4,3.6382,0.5645,0.4052,3.8565,27258,9.4968,219.75,43.375,1.5171,89.9,8.049,1253000,1.7139,1.4047,7.0939,1163.25,2.0701,1.5916,7.6535,1
2001-08-31,0.9158,108.65,1.9504,0.5729,34.322,7.4465,15.6466,0.6273,253.75,3.6634,0.5667,0.4063,3.8712,27509,9.475,219.5633,43.409,1.5165,90.15,8.055,1255000,1.7305,1.4143,7.143,1171.31,2.0775,1.5939,7.6606,1
2001-09-01,0.9158,108.65,1.9504,0.5729,34.322,7.4465,15.6466,0.6273,253.75,3.6634,0.5667,0.4063,3.8712,27509,9.475,219.5633,43.409,1.5165,90.15,8.055,1255000,1.7305,1.4143,7.143,1171.31,2.0775,1.5939,7.6606,1
2001-09-02,0.9158,108.65,1.9504,0.5729,34.322,7.4465,15.6466,0.6273,253.75,3.6634,0.5667,0.4063,3.8712,27509,9.475,219.5633,43.409,1.5165,90.15,8.055,1255000,1.7305,1.4143,7.143,1171.31,2.0775,1.5939,7.6606,1
2001-09-03,0.9072,107.92,1.9475,0.573,34.217,7.4444,15.6466,0.6234,251.7,3.6297,0.5631,0.4047,3.8387,27258,9.521,219.624,43.375,1.5156,89.62,8.016,1267000,1.7225,1.4075,7.076,1159.4,2.076,1.5782,7.674,1
2001-09-04,0.897,107.1,1.9462,0.5731,34.146,7.444,15.6466,0.6151,252.16,3.588,0.5589,0.4029,3.8183,26969,9.4873,219.7255,43.341,1.5151,89.28,7.9605,1280000,1.717,1.3899,6.9965,1144.57,2.069,1.5657,7.4981,1
2001-09-05,0.8891,106.93,1.9463,0.5733,34.155,7.4431,15.6466,0.6082,251.67,3.5566,0.5562,0.4013,3.7659,26715,9.4347,219.8458,43.267,1.5101,88.68,7.9351,1263000,1.708,1.3874,6.9349,1135.38,2.0617,1.5538,7.5509,1
2001-09-06,0.8855,107.36,1.9462,0.5728,34.112,7.4424,15.6466,0.6148,252.05,3.542,0.5545,0.4002,3.7617,26703,9.425,219.7422,43.233,1.5115,88.8,7.9465,1240000,1.7002,1.3784,6.9067,1135.5,2.0483,1.5517,7.6068,1
2001-09-07,0.8952,108.32,1.9463,0.5728,34.155,7.4426,15.6466,0.6182,253.11,3.5808,0.5597,0.4022,3.7865,27014,9.5308,219.6128,43.22,1.5118,89.25,7.988,1253000,1.7232,1.3942,6.9823,1150.33,2.0679,1.5697,7.6538,1
2001-09-08,0.8952,108.32,1.9463,0.5728,34.155,7.4426,15.6466,0.6182,253.11,3.5808,0.5597,0.4022,3.7865,27014,9.5308,219.6128,43.22,1.5118,89.25,7.988,1253000,1.7232,1.3942,6.9823,1150.33,2.0679,1.5697,7.6538,1
2001-09-09,0.8952,108.32,1.9463,0.5728,34.155,7.4426,15.6466,0.6182,253.11,3.5808,0.5597,0.4022,3.7865,27014,9.5308,219.6128,43.22,1.5118,89.25,7.988,1253000,1.7232,1.3942,6.9823,1150.33,2.0679,1.5697,7.6538,1
2001-09-10,0.9047,109.05,1.9464,0.5732,34.153,7.4418,15.6466,0.6164,252.99,3.619,0.5636,0.4033,3.8007,27277,9.5514,219.6264,43.228,1.5145,89.95,7.9875,1290000,1.7634,1.4175,7.0566,1162.54,2.1025,1.5823,7.6379,1
2001-09-11,0.8964,109.3,1.9461,0.5732,34.1,7.4415,15.6466,0.6164,251.78,3.5849,0.5604,0.4022,3.784,27083,9.5228,219.7513,43.29,1.5146,89.81,7.945,1285000,1.7453,1.3984,6.9917,1161.73,2.1018,1.5732,7.8562,1
2001-09-12,0.9052,108.15,1.9462,0.5734,34.191,7.4433,15.6466,0.6176,256,3.6199,0.5607,0.4035,3.8405,27339,9.5907,219.6846,43.353,1.503,90.16,7.975,1321000,1.7568,1.4151,7.0599,1162.82,2.1212,1.5722,7.8004,1
2001-09-13,0.906,107.88,1.9463,0.573,34.123,7.4437,15.6466,0.6194,255.97,3.6232,0.5608,0.4035,3.8497,27386,9.5989,219.7971,43.377,1.504,90.44,7.987,1336000,1.7607,1.4158,7.0666,1168.97,2.134,1.5764,7.8184,1
2001-09-14,0.9219,108.33,1.9468,0.5727,34.157,7.4439,15.6466,0.6271,255.3,3.6868,0.5704,0.4065,3.904,27870,9.6475,219.6565,43.505,1.4984,90.86,8.042,1373000,1.7844,1.4483,7.1907,1197.09,2.1862,1.5979,7.9251,1
2001-09-15,0.9219,108.33,1.9468,0.5727,34.157,7.4439,15.6466,0.6271,255.3,3.6868,0.5704,0.4065,3.904,27870,9.6475,219.6565,43.505,1.4984,90.86,8.042,1373000,1.7844,1.4483,7.1907,1197.09,2.1862,1.5979,7.9251,1
2001-09-16,0.9219,108.33,1.9468,0.5727,34.157,7.4439,15.6466,0.6271,255.3,3.6868,0.5704,0.4065,3.904,27870,9.6475,219.6565,43.505,1.4984,90.86,8.042,1373000,1.7844,1.4483,7.1907,1197.09,2.1862,1.5979,7.9251,1
2001-09-17,0.9269,108.61,1.9468,0.5727,34.27,7.4423,15.6466,0.6302,257.74,3.7069,0.5703,0.4079,3.933,28020,9.6566,219.7479,43.795,1.488,91.8,8.02,1435000,1.848,1.4555,7.2296,1203.86,2.2537,1.6061,7.9444,1
2001-09-18,0.9256,108.5,1.9465,0.5728,34.33,7.4423,15.6466,0.6312,257.33,3.7013,0.5705,0.4078,3.9218,28015,9.7525,219.8221,43.855,1.4788,92.09,7.983,1385000,1.8652,1.4535,7.2194,1200.73,2.2565,1.6067,7.9878,1
2001-09-19,0.9258,108.84,1.9467,0.5729,34.273,7.4423,15.6466,0.631,258.15,3.7024,0.571,0.408,3.9097,28015,9.7235,219.8358,43.76,1.4835,92.31,7.94,1383000,1.8837,1.455,7.2208,1200.3,2.2582,1.6118,8.0542,1
2001-09-20,0.9259,108.15,1.9467,0.5731,34.245,7.4436,15.6466,0.6318,258.27,3.7027,0.5702,0.408,3.8745,28038,9.8315,219.8592,43.768,1.4735,92.56,7.9325,1405000,1.8748,1.4524,7.2215,1202.47,2.2505,1.6083,8.0488,1
2001-09-21,0.92,107.18,1.9467,0.5734,34.277,7.4394,15.6466,0.6271,260.65,3.6791,0.5667,0.4071,3.8243,27877,9.9355,219.9148,43.738,1.4464,92.3,7.9225,1409000,1.9,1.4385,7.1759,1205.2,2.2825,1.6022,7.9786,1
2001-09-22,0.92,107.18,1.9467,0.5734,34.277,7.4394,15.6466,0.6271,260.65,3.6791,0.5667,0.4071,3.8243,27877,9.9355,219.9148,43.738,1.4464,92.3,7.9225,1409000,1.9,1.4385,7.1759,1205.2,2.2825,1.6022,7.9786,1
2001-09-23,0.92,107.18,1.9467,0.5734,34.277,7.4394,15.6466,0.6271,260.65,3.6791,0.5667,0.4071,3.8243,27877,9.9355,219.9148,43.738,1.4464,92.3,7.9225,1409000,1.9,1.4385,7.1759,1205.2,2.2825,1.6022,7.9786,1
2001-09-24,0.9164,107.47,1.9465,0.5736,34.235,7.4378,15.6466,0.6257,260.95,3.6647,0.5656,0.4061,3.843,27807,9.8661,220.1875,43.845,1.4602,92.72,8.007,1431000,1.8626,1.4372,7.1477,1191.32,2.2551,1.6124,7.9896,1
