date,USD,JPY,BGN,CYP,CZK,DKK,EEK,GBP,HUF,LTL,LVL,MTL,PLN,ROL,SEK,SIT,SKK,CHF,ISK,NOK,TRL,AUD,CAD,HKD,KRW,NZD,SGD,ZAR,EUR,IDR,ILS,INR,KWD,MXN,MYR,RUB,SAR,AED,ANG,BAM,BBD,BND,BRL,BSD,BYR,CNY,EGP,FJD,JMD,JOD,PHP,SVC,SZL,TND,TTD,UGX,BOB,COP,HRK,KES,LBP,MUR
2004-12-13,1.332,139.42,1.9556,0.5788,30.638,7.4298,15.6466,0.6922,247.95,3.4527,0.6869,0.4319,4.1947,39294,8.9471,239.84,38.945,1.5357,83.8,8.2161,1898600,1.7502,1.6348,10.3537,1409.5,1.8748,2.1918,7.6091,1,12340,5.7775,58.608,0.3921,15.002,5.0616,,4.9924,4.8893,2.279,2.0313,2.5473,2.16,3.5924,1.2803,2839,10.9956,8.233,2.2184,79.767,0.9247,,11.279,,,8.05,2253.7,10.6842,3193.5801,7.5371,108.027,2015.77,37.673
2004-12-14,1.3309,140.02,1.9563,0.5788,30.588,7.4335,15.6466,0.6902,245.73,3.4527,0.6883,0.4318,4.1745,39315,8.9689,239.76,38.785,1.5356,84.11,8.2296,1893200,1.7612,1.6472,10.3454,1407.6,1.8757,2.1688,7.5985,1,12375,5.7498,58.527,0.3907,14.944,5.0544,,4.9876,4.8847,2.2915,2.0421,2.5613,2.1675,3.5945,1.2873,2853,10.96,8.189,2.2009,80.197,0.9265,,11.34,,,8.0936,2263.8999,10.6945,3170.0601,7.5075,106.866,2012.96,37.639
2004-12-15,1.3404,139.73,1.9555,0.5788,30.594,7.4326,15.6466,0.6899,245.29,3.4525,0.6891,0.432,4.1511,39197,8.9691,239.83,38.755,1.5305,84.74,8.205,1898100,1.7541,1.642,10.4199,1422.5,1.8655,2.1967,7.6617,1,12380,5.7802,58.874,0.3953,14.981,5.0943,,5.0229,4.9187,2.2995,2.049,2.5702,2.171,3.6056,1.2918,2864,11.0895,8.302,2.2281,80.473,0.9358,,11.38,,,8.1216,2258,10.7685,3186.6299,7.47,106.868,2026.88,37.7655
2004-12-16,1.3251,138.62,1.9561,0.5788,30.62,7.4324,15.6466,0.6859,245.84,3.4529,0.6886,0.4315,4.1597,38403,8.9917,239.78,38.761,1.5352,84.92,8.1962,1880100,1.7478,1.6349,10.3002,1398.3,1.8638,2.1821,7.6769,1,12275,5.7337,57.866,0.3916,14.885,5.0263,,4.962,4.8639,2.3032,2.0521,2.5743,2.1728,3.555,1.2939,2869,10.9782,8.214,2.1871,80.598,0.9259,,11.398,,,8.1343,2258.2,10.6487,3130.02,7.4797,105.282,2004.33,37.4115
2004-12-17,1.3313,138.85,1.9556,0.5788,30.39,7.4312,15.6466,0.6848,245.05,3.4527,0.6849,0.4311,4.145,38736,8.9751,239.79,38.631,1.5401,84.09,8.2075,1864100,1.7464,1.6345,10.3602,1408.3,1.8644,2.1905,7.6901,1,12340,5.7523,58.438,0.3912,14.877,5.0487,,4.9795,4.8866,2.3032,2.0521,2.5743,2.161,3.5525,1.2939,2869,10.9757,8.217,2.2041,80.598,0.9259,,11.398,,,8.1343,2258.2,10.6986,3135.3899,7.5185,105.908,2013.71,37.5999
2004-12-18,1.3313,138.85,1.9556,0.5788,30.39,7.4312,15.6466,0.6848,245.05,3.4527,0.6849,0.4311,4.145,38736,8.9751,239.79,38.631,1.5401,84.09,8.2075,1864100,1.7464,1.6345,10.3602,1408.3,1.8644,2.1905,7.6901,1,12340,5.7523,58.438,0.3912,14.877,5.0487,,4.9795,4.8866,2.3032,2.0521,2.5743,2.161,3.5525,1.2939,2869,10.9757,8.217,2.2041,80.598,0.9259,,11.398,,,8.1343,2258.2,10.6986,3135.3899,7.5185,105.908,2013.71,37.5999
2004-12-19,1.3313,138.85,1.9556,0.5788,30.39,7.4312,15.6466,0.6848,245.05,3.4527,0.6849,0.4311,4.145,38736,8.9751,239.79,38.631,1.5401,84.09,8.2075,1864100,1.7464,1.6345,10.3602,1408.3,1.8644,2.1905,7.6901,1,12340,5.7523,58.438,0.3912,14.877,5.0487,,4.9795,4.8866,2.3032,2.0521,2.5743,2.161,3.5525,1.2939,2869,10.9757,8.217,2.2041,80.598,0.9259,,11.398,,,8.1343,2258.2,10.6986,3135.3899,7.5185,105.908,2013.71,37.5999
2004-12-20,1.3392,139.44,1.9559,0.5788,30.44,7.4329,15.6466,0.6876,244.61,3.4527,0.688,0.4315,4.1147,38672,8.9464,239.78,38.545,1.5393,83.9,8.2593,1855600,1.7533,1.6457,10.417,1415,1.8839,2.1974,7.6412,1,12440,5.7857,58.574,0.3946,14.88,5.0871,,5.0225,4.9197,2.2997,2.0491,2.5704,2.1753,3.5336,1.2919,2864,11.0602,8.312,2.2103,80.452,0.9329,,11.381,,,8.1222,2240.1001,10.7713,3096.5,7.5187,106.494,2027.41,37.8423
2004-12-21,1.3369,139.4,1.9558,0.5788,30.542,7.4339,15.6466,0.6928,244.81,3.4527,0.6893,0.4322,4.0962,38551,8.9924,239.79,38.565,1.5421,83.75,8.2595,1862000,1.7439,1.6419,10.398,1410,1.8803,2.1936,7.5577,1,12450,5.7825,58.346,0.394,14.935,5.078,,5.0143,4.9107,2.3057,1.9585,2.5772,2.1735,3.4986,1.2953,2869,11.0494,8.292,2.2038,80.513,0.9327,,,,,8.1434,2237.8999,10.752,3126.52,7.5388,105.769,2024.45,37.7611
2004-12-22,1.3391,139.44,1.9557,0.5788,30.529,7.4368,15.6466,0.699,245.33,3.4529,0.6895,0.4329,4.0813,37946,9.0212,239.73,38.75,1.5426,83.59,8.2844,1860200,1.7512,1.6595,10.4157,1408.8,1.8817,2.1949,7.5032,1,12470,5.8052,58.6,0.3944,14.918,5.0882,,5.0202,4.9173,2.2967,1.9511,2.5671,2.166,3.5345,1.2903,2858,11.0602,8.293,2.2062,80.204,0.9314,,,,,8.1119,2223.8999,10.7665,3185.8999,7.5689,105.71,2026.5,37.8254
2004-12-23,1.3512,139.88,1.9559,0.5789,30.594,7.4399,15.6466,0.7021,245.78,3.4529,0.6916,0.4332,4.0752,38160,9.0236,239.79,38.81,1.5442,83.82,8.278,1856190,1.7623,1.6658,10.5108,1416,1.8919,2.2109,7.6078,1,12520,5.8473,58.895,0.3973,15,5.124,,5.066,4.9637,2.3153,1.9664,2.5879,2.1785,3.55,1.3007,2878,11.1454,8.343,2.2262,80.843,0.9389,,,,,8.177,2263.2,10.8674,3252.3899,7.5949,106.228,2045.5,38.1799
2004-12-24,1.3538,140.31,1.9562,0.5787,30.46,7.4391,15.6466,0.7048,245.71,3.4527,0.6936,0.4337,4.065,38700,9.0299,239.78,38.83,1.5457,83.79,8.2875,1854638,1.7585,1.6633,10.5311,1419.13,1.8852,2.2178,7.612,1,,5.8454,59.046,,,,,,4.9717,,,,,,,,11.2044,,,,0.9597,,,,,,,10.8855,3257.8,7.5968,106.134,2048.8999,38.2029
2004-12-25,1.3538,140.31,1.9562,0.5787,30.46,7.4391,15.6466,0.7048,245.71,3.4527,0.6936,0.4337,4.065,38700,9.0299,239.78,38.83,1.5457,83.79,8.2875,1854638,1.7585,1.6633,10.5311,1419.13,1.8852,2.2178,7.612,1,,5.8454,59.046,,,,,,4.9717,,,,,,,,11.2044,,,,0.9597,,,,,,,10.8855,3257.8,7.5968,106.134,2048.8999,38.2029
2004-12-26,1.3538,140.31,1.9562,0.5787,30.46,7.4391,15.6466,0.7048,245.71,3.4527,0.6936,0.4337,4.065,38700,9.0299,239.78,38.83,1.5457,83.79,8.2875,1854638,1.7585,1.6633,10.5311,1419.13,1.8852,2.2178,7.612,1,,5.8454,59.046,,,,,,4.9717,,,,,,,,11.2044,,,,0.9597,,,,,,,10.8855,3257.8,7.5968,106.134,2048.8999,38.2029
2004-12-27,1.3624,140.18,1.9559,0.5786,30.514,7.44,15.6466,0.704,245.86,3.4527,0.6936,0.4338,4.0558,39648,9.0077,239.77,38.805,1.5456,83.78,8.2716,1834938,1.7501,1.6592,10.5995,1403.2,1.8793,2.2299,7.6266,1,12630,5.8912,59.404,0.4009,15.12,5.1765,,5.1054,5.0009,2.3284,1.9772,2.6026,2.193,3.5746,1.3081,2896,11.2563,8.427,2.2415,81.185,0.9474,,,,,8.2227,2278.3999,10.9494,3268.76,7.5891,106.757,2060.9299,38.4136
2004-12-28,1.3594,140.23,1.9558,0.5791,30.569,7.4409,15.6466,0.7052,245.41,3.4529,0.696,0.434,4.056,39457,8.9778,239.76,38.845,1.543,84,8.2664,1840700,1.7469,1.6536,10.5654,1418.7,1.8901,2.2224,7.6202,1,12680,5.8908,59.311,0.4012,15.226,5.1726,,5.1038,4.9995,2.3446,1.9905,2.6207,2.201,3.5849,1.3172,2914,11.2505,8.434,2.2163,81.741,0.9485,,,,,8.2794,2301.2,10.9462,3294.3501,7.6547,104.208,2061.01,38.3887
2004-12-29,1.3607,141.34,1.9568,0.5796,30.489,7.4361,15.6466,0.7092,245.43,3.4529,0.6967,0.4346,4.0656,39481,9.0014,239.74,38.793,1.5419,84.09,8.2713,1849500,1.7594,1.6451,10.5796,1401.1,1.9064,2.2294,7.6814,1,12660,5.9288,59.225,0.3992,15.245,5.1537,,5.0986,4.9975,2.3427,1.9889,2.6185,2.2004,3.5834,1.3161,2913,11.2083,8.282,2.2092,81.674,0.948,,,,,8.2725,2306.8,10.941,3262.1599,7.6833,104.09,2059.3401,38.3568
2004-12-30,1.3628,140.22,1.9559,0.5796,30.419,7.4392,15.6466,0.7083,245.48,3.4529,0.698,0.4346,4.0753,39465,9.0185,239.74,38.71,1.5443,83.72,8.2355,1829000,1.749,1.6401,10.5909,1399.1,1.8968,2.2296,7.687,1,12695,5.8877,59.472,0.4007,15.236,5.1744,,5.1128,5.0083,2.3421,1.9884,2.6179,2.2026,3.5362,1.3158,2911,11.2555,8.266,2.2425,81.655,0.9505,,,,,8.2707,2299.5,10.9651,3207.99,7.6476,105.615,2063.8799,38.4413
2004-12-31,1.3565,138.96,1.9552,0.58,30.28,7.4374,15.6466,0.7062,245.57,3.4529,0.6979,0.4343,4.056,39390,9.0268,239.76,38.745,1.546,83.6,8.2368,1836200,1.7346,1.6289,10.5413,1360,1.8877,2.2125,7.6458,1,12402.5996,5.8455,58.718,,15.036,5.0309,,5.0032,4.9922,2.3421,1.9548,2.6179,2.2012,3.5362,1.3158,2911,10.9622,8.144,2.1499,81.655,0.9348,,,,,8.2707,2299.5,10.9298,3197.6399,7.6571,106.905,2057.22,38.3037
