date,USD,JPY,BGN,CZK,DKK,GBP,HUF,PLN,RON,SEK,CHF,NOK,HRK,RUB,TRY,AUD,BRL,CAD,CNY,HKD,IDR,ILS,INR,KRW,MXN,MYR,NZD,PHP,SGD,THB,ZAR,EUR,AED,AFN,ALL,ARS,BAM,BBD,BDT,BHD,BIF,BMD,BND,BOB,BSD,BWP,BZD,CLP,COP,CRC,CUP,CVE,DJF,DOP,DZD,EGP,ETB,FJD,GHS,GMD,GNF,GTQ,GYD,HNL,HTG,IQD,IRR,ISK,JMD,JOD,KES,KHR,KMF,KWD,KYD,KZT,LAK,LBP,LKR,LRD,LSL,LYD,MAD,MDL,MGA,MKD,MMK,MOP,MRO,MUR,MVR,MWK,MZN,NAD,NGN,NIO,NPR,OMR,PAB,PEN,PGK,PKR,PYG,QAR,RSD,RWF,SAR,SCR,SDG,SHP,SLL,SOS,STD,SVC,SYP,SZL,TMT,TND,TTD,TWD,TZS,UAH,UGX,UYU,UZS,VEF,VND,XAF,XCD,XOF,XPF,YER,ZMW,ANG,AWG,CDF,BYN
2017-02-20,1.0627,119.977,1.9494,27.0044,7.4329,0.8546,307.977,4.3267,4.5221,9.4604,1.0646,8.8615,7.4325,61.5244,3.8553,1.3857,3.2572,1.3907,7.276,8.2466,13964.7998,3.9261,71.119,1192.75,21.7245,4.661,1.4795,52.974,1.5072,37.173,13.8835,1,3.8948,69.96,132.87,16.34,1.9458,2.0811,83.6406,0.3971,1769.71,1.0616,1.483,7.1782,1.0577,10.942,2.09,667.768,3008.8999,579.56,1.035,110.265,186.08,49.006,116.232,16.953,23.865,2.144,4.6436,46.2578,9920.7002,7.6701,209.749,24.467,70.223,1224.73,34418.6992,117.423,135.171,0.745,107.93,4189.6001,489.995,0.3233,0.8672,336.77,8476.0996,1566.8,157.16,96.7026,13.7647,1.4904,10.396,21.0043,3311.73,60.576,1436.08,8.3109,375.44,36.18,16.185,768.655,74.8116,13.7647,332.27,30.94,112.574,0.4073,1.0396,3.3791,3.2668,109.973,5941.8999,3.8598,123.783,876.88,3.9744,13.42,6.7881,,7869.04,575.9,24500,9.075,,13.7042,3.6131,2.411,7.0047,31.8757,2329.5601,28.4836,3771.8999,29.451,3483.77,10.574,23869,655.957,2.8567,655.957,119.26,265.135,10.3093,,,,
2017-02-21,1.0609,120.173,1.9484,27.0037,7.4327,0.8505,307.565,4.3141,4.5185,9.4808,1.0643,8.8484,7.4427,61.3426,3.8439,1.3799,3.2712,1.3903,7.2877,8.2331,13956.9004,3.9199,70.896,1213.21,21.594,4.656,1.4778,53.372,1.505,37.15,13.845,1,3.8943,69.81,132.77,16.6418,1.9458,2.0764,83.1099,0.397,1765.8101,1.0593,1.4817,7.141,1.0554,10.9064,2.0854,669.688,3016.6001,578.27,1.032,110.265,185.59,48.898,116.085,16.738,23.8127,2.1823,4.7819,46.7344,9898.9004,7.6414,210.491,24.534,69.732,1221.9,34367,116.862,134.98,0.7442,107.86,4181.3999,491.958,0.3231,0.8653,335.82,8459.2998,1563.4,157.056,97.6065,13.6812,1.4871,10.398,20.9368,3291.6899,61.122,1428.14,8.2918,374.61,36.11,16.104,766.957,74.6902,13.6812,331.38,30.872,112.026,0.407,1.0373,3.3876,3.2595,109.736,5898.6001,3.8593,123.677,874.94,3.974,13.331,6.7733,,7925.23,574.6,24500,9.055,,13.717,3.6178,2.435,6.9891,31.7189,2323.8701,28.3866,3768.8999,29.566,3474.01,10.6,23839,655.957,2.852,655.957,119.26,264.652,10.3453,,,,
2017-02-22,1.0542,119.825,1.9483,27.0047,7.4318,0.8442,307.415,4.2931,4.51,9.4566,1.0639,8.8018,7.4497,60.2673,3.8214,1.3732,3.2588,1.3857,7.2461,8.1809,13868.0996,3.898,70.525,1202.49,21.0822,4.6194,1.4713,52.837,1.497,36.909,13.8559,1,3.869,69.27,132.55,16.4284,1.9458,2.0602,82.8044,0.3944,1752.35,1.0512,1.4739,7.106,1.0473,10.8563,2.0691,662.798,2996,579.02,1.024,110.265,184.19,48.518,115.73,16.576,23.629,2.1711,4.7772,45.9318,9797.2002,7.5794,207.542,24.34,69.192,1211.8101,34152.1016,116.524,133.831,0.74,107.2,4148.7002,491.577,0.321,0.8585,330.28,8404.4004,1551.8,156.563,95.9329,13.633,1.4755,10.37,20.7694,3249.8401,61.123,1423.92,8.2282,371.71,35.95,16.033,761.209,74.1529,13.633,329.36,30.664,111.22,0.4043,1.0292,3.3432,3.234,110.37,5791.6001,3.8342,123.68,868.25,3.9481,13.101,6.7212,,7896.0098,569.9,24500,8.984,,13.5729,3.5949,2.4124,6.9346,31.4612,2306.27,28.2125,3735.6001,29.241,3444.0601,10.6,23671,655.957,2.8339,655.957,119.26,262.972,10.2554,,,,
2017-02-23,1.0554,119.656,1.9487,27.0182,7.433,0.8471,307.869,4.2973,4.5127,9.4661,1.0667,8.8308,7.4443,61.0115,3.7822,1.3708,3.2285,1.3888,7.2433,8.1859,13804.5,3.8992,70.533,1200.21,20.9992,4.5948,1.4692,52.857,1.4921,36.939,13.7141,1,3.871,68.98,132.4,16.4181,1.9458,2.0521,81.9586,0.3949,1745.1801,1.0469,1.4637,7.0761,1.0429,10.7997,2.0604,660.037,2997.2,571.34,1.02,110.265,183.42,48.316,115.991,16.642,23.5415,2.1685,4.705,46.0053,9759.2998,7.5391,208.169,24.226,69.232,1206.3,34196.3008,115.914,133.379,0.7409,107.35,4131.2002,491.609,0.3212,0.8549,327.55,8362.5996,1545.1,156.615,96.0422,13.5288,1.4713,10.376,20.7512,3235.8701,61.123,1418.51,8.1915,370.16,36.02,16.122,756.72,74.1847,13.5288,327.72,30.536,110.831,0.4045,1.0249,3.3291,3.2556,108.459,5715.2002,3.8373,123.733,864.67,3.9511,13.108,6.6934,,7810.0298,567.4,24500,8.947,,13.5589,3.5884,2.4142,6.9056,31.3254,2295.5601,28.5339,3719,29.097,3435.04,10.53,23573,655.957,2.8372,655.957,119.26,263.219,10.1659,,,,
2017-02-24,1.0584,119.261,1.9483,27.0172,7.4328,0.8429,308.739,4.3018,4.5128,9.5174,1.0649,8.8223,7.43,60.8521,3.7757,1.3722,3.2365,1.3863,7.2571,8.212,14110,3.9065,70.501,1197.47,20.8289,4.7076,1.4631,52.992,1.4896,36.998,13.6119,1,3.8847,69.32,132.4,16.406,1.9458,2.0622,82.5461,0.396,1754.16,1.0523,1.4874,7.0918,1.0483,10.798,2.0711,663.84,3001.3,579.47,1.025,110.265,184.37,48.85,115.997,16.856,23.7358,2.1719,4.8292,46.1166,9799.7998,7.5719,209.869,24.309,69.422,1212.24,34294.8008,114.996,134.063,0.7424,107.65,4151.6001,492.178,0.3223,0.8594,325.84,8406.2002,1598,157.03,95.2603,13.4703,1.48,10.39,20.8789,3236.3601,61.048,1425.28,8.2333,372.07,36.09,16.176,761.843,74.2818,13.4703,329.14,30.693,111.107,0.406,1.0303,3.432,3.2744,110.7,5783.7002,3.85,123.877,869.26,3.9644,13.006,6.7276,,7806.0498,570.5,24500,8.994,,13.4966,3.6093,2.4168,6.9518,31.4189,2308.48,28.1021,3743.3,29.311,3452.6001,10.56,23694,655.957,2.8453,655.957,119.26,264.03,10.0013,,,,
2017-02-25,1.0584,119.261,1.9483,27.0172,7.4328,0.8429,308.739,4.3018,4.5128,9.5174,1.0649,8.8223,7.43,60.8521,3.7757,1.3722,3.2365,1.3863,7.2571,8.212,14110,3.9065,70.501,1197.47,20.8289,4.7076,1.4631,52.992,1.4896,36.998,13.6119,1,3.8847,69.32,132.4,16.406,1.9458,2.0622,82.5461,0.396,1754.16,1.0523,1.4874,7.0918,1.0483,10.798,2.0711,663.84,3001.3,579.47,1.025,110.265,184.37,48.85,115.997,16.856,23.7358,2.1719,4.8292,46.1166,9799.7998,7.5719,209.869,24.309,69.422,1212.24,34294.8008,114.996,134.063,0.7424,107.65,4151.6001,492.178,0.3223,0.8594,325.84,8406.2002,1598,157.03,95.2603,13.4703,1.48,10.39,20.8789,3236.3601,61.048,1425.28,8.2333,372.07,36.09,16.176,761.843,74.2818,13.4703,329.14,30.693,111.107,0.406,1.0303,3.432,3.2744,110.7,5783.7002,3.85,123.877,869.26,3.9644,13.006,6.7276,,7806.0498,570.5,24500,8.994,,13.4966,3.6093,2.4168,6.9518,31.4189,2308.48,28.1021,3743.3,29.311,3452.6001,10.56,23694,655.957,2.8453,655.957,119.26,264.03,10.0013,,,,
2017-02-26,1.0584,119.261,1.9483,27.0172,7.4328,0.8429,308.739,4.3018,4.5128,9.5174,1.0649,8.8223,7.43,60.8521,3.7757,1.3722,3.2365,1.3863,7.2571,8.212,14110,3.9065,70.501,1197.47,20.8289,4.7076,1.4631,52.992,1.4896,36.998,13.6119,1,3.8847,69.32,132.4,16.406,1.9458,2.0622,82.5461,0.396,1754.16,1.0523,1.4874,7.0918,1.0483,10.798,2.0711,663.84,3001.3,579.47,1.025,110.265,184.37,48.85,115.997,16.856,23.7358,2.1719,4.8292,46.1166,9799.7998,7.5719,209.869,24.309,69.422,1212.24,34294.8008,114.996,134.063,0.7424,107.65,4151.6001,492.178,0.3223,0.8594,325.84,8406.2002,1598,157.03,95.2603,13.4703,1.48,10.39,20.8789,3236.3601,61.048,1425.28,8.2333,372.07,36.09,16.176,761.843,74.2818,13.4703,329.14,30.693,111.107,0.406,1.0303,3.432,3.2744,110.7,5783.7002,3.85,123.877,869.26,3.9644,13.006,6.7276,,7806.0498,570.5,24500,8.994,,13.4966,3.6093,2.4168,6.9518,31.4189,2308.48,28.1021,3743.3,29.311,3452.6001,10.56,23694,655.957,2.8453,655.957,119.26,264.03,10.0013,,,,
2017-02-27,1.0553,118.384,1.9478,27.0171,7.4329,0.851,308.36,4.3146,4.5167,9.541,1.0646,8.8458,7.2795,61.2537,3.7968,1.3757,3.2818,1.3844,7.2331,8.1895,13911.2998,3.8847,70.311,1192.48,21.0016,4.6306,1.4663,52.846,1.4832,36.787,13.641,1,3.8261,69.69,132.38,16.3675,1.9458,2.0733,82.9913,0.387,1763.8199,1.0578,1.4644,7.1303,1.0538,10.8216,2.0822,667.407,2993.5,577.41,1.031,110.265,185.37,49.112,116.007,16.666,23.7882,2.1421,4.8707,45.9995,9879.5996,7.5991,210.401,24.461,69.794,1218.59,34190.8984,114.477,134.781,0.7403,107.37,4173,490.07,0.313,0.864,327.95,8460.4004,1561.8,158.206,98.1406,13.5055,1.4874,10.368,20.927,3247.02,61.097,1430.79,8.2798,374.07,35.96,16.1,764.448,73.9326,13.5055,321.35,30.858,111.362,0.4053,1.0358,3.3624,3.2921,109.601,5782.2002,3.7128,123.831,873.99,3.9562,14.1004,6.7633,,7782.6602,573.7,24500,9.042,,13.5482,3.5985,2.412,6.9787,31.5407,2320.9299,28.3315,3758,29.437,3471.01,10.56,23804,655.957,2.8368,655.957,119.26,263.291,10.0384,,,,
2017-02-28,1.0584,119.324,1.9485,27.0161,7.4326,0.8509,307.518,4.3123,4.5107,9.5948,1.0684,8.8601,7.4287,61.4094,3.8183,1.3788,3.2866,1.3956,7.2621,8.2138,14120,3.8763,70.515,1199.72,21.0694,4.7143,1.4731,53.024,1.4869,36.872,13.7599,1,3.8845,69.53,132.59,16.3742,1.9458,2.0683,82.8648,0.396,1759.58,1.0553,1.489,7.1341,1.0513,10.8127,2.0772,668.769,3008,576.01,1.028,110.265,184.92,48.993,116.027,16.909,23.7313,2.1777,4.875,46.3273,9856,7.5828,210.076,24.37,69.627,1215.63,34297.1992,113.974,134.457,0.742,107.39,4162.8999,491.374,0.3222,0.8619,327.01,8432.9004,1606,157.092,96.3167,13.4799,1.4831,10.388,20.7921,3103.73,61.122,1427.36,8.2592,373.22,36,16.211,764.074,74.1003,13.4799,319.78,30.784,111.309,0.406,1.0333,3.4572,3.2842,110.85,5729,3.8499,123.808,871.94,3.964,13.315,6.7472,,7832.3501,572.2,24500,9.02,,13.5131,3.5986,2.4183,6.9618,31.5139,2315.3201,28.3432,3749,29.334,3510.3401,10.61,23710,655.957,2.8453,655.957,119.26,264.077,9.9881,,,,
2017-03-01,1.0569,119.499,1.9485,27.0052,7.433,0.8538,307.862,4.3044,4.526,9.5609,1.0639,8.8744,7.433,61.0922,3.8491,1.3829,3.2824,1.4067,7.2485,8.2033,14150,3.8505,70.428,1201.01,21.2682,4.7118,1.4736,52.986,1.4864,36.925,13.8766,1,3.8791,69.77,132.57,16.3503,1.9458,2.0721,82.6964,0.3955,1762.86,1.0572,1.4845,7.147,1.0532,10.8492,2.081,672.758,3016.1001,577.05,1.03,110.265,185.25,49.081,115.746,16.674,23.7843,2.1751,4.8942,46.1978,9838.7002,7.6125,209.798,24.488,69.751,1218.89,34247.1992,113.135,134.698,0.7413,106.76,4167.2002,491.73,0.3217,0.8635,329.29,8444.5,1605,157.25,96.1793,13.5794,1.4855,10.381,20.7976,3106.6899,61.125,1427.27,8.2751,373.89,36,16.178,765.431,73.984,13.5794,331.63,30.839,111.43,0.4054,1.0352,3.4654,3.2526,110.7,5739.3999,3.8443,123.674,873.52,3.9585,13.094,6.7592,,7789.46,573.3,24500,9.037,,13.6009,3.6041,2.4361,6.9744,31.441,2319.5,28.5369,3761,29.345,3509.1799,10.6,23724,655.957,2.8412,655.957,119.26,263.595,9.9952,,,,
2017-03-02,1.0536,120.224,1.9482,27.0161,7.4324,0.8584,307.418,4.2786,4.5182,9.543,1.0644,8.873,7.42,61.1661,3.8477,1.3756,3.2519,1.4065,7.2414,8.1768,13847.4004,3.8566,70.369,1200.1801,20.9139,4.6051,1.4805,52.872,1.4875,36.889,13.71,1,3.8673,69.31,132.56,16.2729,1.9458,2.0588,82.5675,0.3942,1751.78,1.0506,1.4593,7.101,1.0465,10.8201,2.0676,669.484,3034.8,573.35,1.024,110.265,184.06,48.769,115.654,17.045,23.6338,2.1708,4.9372,46.0733,9571,7.5699,208.778,24.29,69.308,1208.96,34138.3008,112.538,134.001,0.739,106.27,4140.5,491.498,0.321,0.858,327.73,8402.7002,1547.2,156.111,1.0536,13.5234,1.4747,10.368,20.6813,3179.23,61.128,1409.23,8.2236,371.52,35.92,16.059,760.549,73.6772,13.5234,328.39,30.643,110.94,0.4042,1.0286,3.3566,3.2589,110.34,5724.3999,3.8328,123.483,867.98,3.9467,13.246,6.7166,,7770.1899,569.5,24500,8.979,,13.5592,3.5927,2.4127,6.9298,31.4659,2304.6599,28.3352,3742.5,29.136,3481.72,10.55,23621,655.957,2.8323,655.957,119.26,262.764,10.0903,,,,
2017-03-03,1.051,120.136,1.9487,27.0178,7.4324,0.8559,309.528,4.2974,4.517,9.5387,1.0647,8.911,7.417,61.4886,3.9189,1.3876,3.3116,1.4068,7.2272,8.1556,13826.4004,3.8832,70.091,1207.51,21.0174,4.6014,1.4878,52.695,1.4838,36.819,13.8186,1,3.8552,69.24,132.66,16.1815,1.9458,2.0562,82.5374,0.393,1749.64,1.0492,1.459,7.0921,1.0452,10.8181,2.065,670.533,3037,576.28,1.022,110.265,183.83,48.656,115.729,16.991,23.6044,2.1811,4.9679,45.9275,9509.5996,7.5645,208.849,24.217,69.222,1206.39,34053.6016,112.868,133.834,0.7367,106.09,4134.7998,491.382,0.3202,0.8568,329.64,8383.7002,1546.8,155.599,96.6894,13.5145,1.4721,10.355,20.6397,3172.99,61.124,1407.47,8.2133,371.06,35.76,16.008,765.859,73.463,13.5145,328.72,30.604,110.609,0.4029,1.0272,3.3498,3.2548,108.702,5644.3999,3.8208,123.521,867.04,3.9344,12.999,6.7083,,7750.9199,568.7,24500,8.967,,13.5502,3.5838,2.4295,6.9316,31.4702,2301.77,28.1369,3737.8,29.047,3474.24,10.506,23612,655.957,2.8252,655.957,119.26,262.112,10.1305,,,,
2017-03-04,1.051,120.136,1.9487,27.0178,7.4324,0.8559,309.528,4.2974,4.517,9.5387,1.0647,8.911,7.417,61.4886,3.9189,1.3876,3.3116,1.4068,7.2272,8.1556,13826.4004,3.8832,70.091,1207.51,21.0174,4.6014,1.4878,52.695,1.4838,36.819,13.8186,1,3.8552,69.24,132.66,16.1815,1.9458,2.0562,82.5374,0.393,1749.64,1.0492,1.459,7.0921,1.0452,10.8181,2.065,670.533,3037,576.28,1.022,110.265,183.83,48.656,115.729,16.991,23.6044,2.1811,4.9679,45.9275,9509.5996,7.5645,208.849,24.217,69.222,1206.39,34053.6016,112.868,133.834,0.7367,106.09,4134.7998,491.382,0.3202,0.8568,329.64,8383.7002,1546.8,155.599,96.6894,13.5145,1.4721,10.355,20.6397,3172.99,61.124,1407.47,8.2133,371.06,35.76,16.008,765.859,73.463,13.5145,328.72,30.604,110.609,0.4029,1.0272,3.3498,3.2548,108.702,5644.3999,3.8208,123.521,867.04,3.9344,12.999,6.7083,,7750.9199,568.7,24500,8.967,,13.5502,3.5838,2.4295,6.9316,31.4702,2301.77,28.1369,3737.8,29.047,3474.24,10.506,23612,655.957,2.8252,655.957,119.26,262.112,10.1305,,,,
2017-03-05,1.051,120.136,1.9487,27.0178,7.4324,0.8559,309.528,4.2974,4.517,9.5387,1.0647,8.911,7.417,61.4886,3.9189,1.3876,3.3116,1.4068,7.2272,8.1556,13826.4004,3.8832,70.091,1207.51,21.0174,4.6014,1.4878,52.695,1.4838,36.819,13.8186,1,3.8552,69.24,132.66,16.1815,1.9458,2.0562,82.5374,0.393,1749.64,1.0492,1.459,7.0921,1.0452,10.8181,2.065,670.533,3037,576.28,1.022,110.265,183.83,48.656,115.729,16.991,23.6044,2.1811,4.9679,45.9275,9509.5996,7.5645,208.849,24.217,69.222,1206.39,34053.6016,112.868,133.834,0.7367,106.09,4134.7998,491.382,0.3202,0.8568,329.64,8383.7002,1546.8,155.599,96.6894,13.5145,1.4721,10.355,20.6397,3172.99,61.124,1407.47,8.2133,371.06,35.76,16.008,765.859,73.463,13.5145,328.72,30.604,110.609,0.4029,1.0272,3.3498,3.2548,108.702,5644.3999,3.8208,123.521,867.04,3.9344,12.999,6.7083,,7750.9199,568.7,24500,8.967,,13.5502,3.5838,2.4295,6.9316,31.4702,2301.77,28.1369,3737.8,29.047,3474.24,10.506,23612,655.957,2.8252,655.957,119.26,262.112,10.1305,,,,
2017-03-06,1.062,120.901,1.9458,27.0171,7.4328,0.8634,308.879,4.3002,4.5305,9.5353,1.0703,8.9443,7.2663,61.6986,3.9409,1.3982,3.2976,1.4211,7.3141,8.2441,13874,3.923,70.854,1222.72,20.7764,4.6146,1.509,51.8076,1.4965,37.184,13.8135,1,3.8,69.35,132.61,16.1555,1.9458,2.0595,82.6709,0.3843,1752.45,1.0509,1.467,7.1036,1.0469,10.8642,2.0684,677.692,3083.8999,573.56,1.024,110.265,184.13,48.786,116.645,17.125,23.6421,2.211,4.8994,46.4114,9815.0996,7.5715,209.063,24.335,69.333,1208.34,34416.6016,112.885,133.786,0.7276,106.95,4123,494.913,0.3235,0.8583,331.81,8397.2998,1547.7,155.904,95.584,13.6126,1.4813,10.404,20.6544,3217.1201,60.575,1413.4301,8.2284,371.65,36.22,16.14,759.379,74.1095,13.6126,328.72,30.654,110.985,0.4077,1.0289,3.3807,3.2682,108.866,5631.2002,3.8625,123.759,868.51,3.9773,13.488,6.7189,,7827.27,569.7,24500,8.982,,13.6457,3.6109,2.4016,6.9323,31.687,2305.49,28.2873,3749.1001,29.094,3476.6299,10.55,23674,655.957,2.855,655.957,119.26,264.927,10.2256,,,,
2017-03-07,1.0579,120.513,1.9487,27.0198,7.4322,0.8644,309.615,4.3065,4.5291,9.5422,1.0706,8.9868,7.4086,61.3292,3.9284,1.3939,3.316,1.4176,7.286,8.2118,14125,3.8902,70.452,1220.49,20.7374,4.707,1.5126,53.16,1.4941,37.091,13.7649,1,3.8826,69.62,132.66,16.3617,1.9458,2.0678,82.9218,0.3958,1759.5699,1.055,1.4937,7.1322,1.051,10.8383,2.0766,681.76,3097.7,579.49,1.028,110.265,184.87,48.98,116.012,17.799,23.7355,2.1832,5.0587,46.2629,9853.9004,7.6019,209.934,24.417,69.608,1214.24,34285.1016,113.027,134.421,0.742,106.58,4158.6001,491.722,0.3225,0.8617,330.53,8429.5,1600,156.527,15.8688,13.5276,1.4843,10.385,20.7019,3211.9099,61.22,1414.28,8.2609,373.13,36.13,16.192,770.092,73.7371,13.5276,320.23,30.775,111.175,0.4058,1.033,3.4778,3.2731,110.75,5650.2002,3.8478,123.58,871.84,3.9621,13.185,6.7454,,7796.8799,572.1,24500,9.018,,13.5505,3.6075,2.4159,6.96,31.7169,2314.7,28.2615,3763.8999,29.178,3488.24,10.57,23728,655.957,2.8439,655.957,119.26,262.841,10.2922,,,,
2017-03-08,1.057,120.41,1.9488,27.0072,7.4323,0.866,309.844,4.3029,4.5373,9.5238,1.0708,8.9308,7.406,61.2035,3.887,1.3916,3.2933,1.4174,7.2856,8.206,13884.0996,3.8797,70.339,1214.4301,20.5857,4.6226,1.5177,52.997,1.4907,37.074,13.7067,1,3.8794,69.59,132.7,16.449,1.9458,2.0666,82.9879,0.3955,1758.63,1.0544,1.4666,7.1283,1.0505,10.8324,2.0755,685.294,3077,579.39,1.027,110.265,184.77,48.954,116.19,18.472,23.7334,2.198,4.9345,46.2656,9850.2002,7.5999,210.018,24.351,69.543,1213.58,34255.8008,115.438,134.244,0.7413,106.44,4132.5,491.512,0.3219,0.8612,330.45,8425.5,1553.1,156.68,97.2454,13.4991,1.4835,10.382,20.6908,3244.02,61.128,1412.99,8.2569,373.16,36.04,16.177,765.31,73.6105,13.4991,330.08,30.759,111.056,0.4054,1.0324,3.4038,3.2714,109.249,5588.7998,3.8447,123.623,854.24,3.9588,13.174,6.7418,,7919.1602,571.7,24500,9.012,,13.5244,3.5938,2.4194,6.9562,31.697,2314.5,28.2147,3760.8,29.12,3478.97,10.5725,23716,655.957,2.8415,655.957,119.26,262.668,10.181,,,,
2017-03-09,1.0547,120.644,1.9489,27.0171,7.433,0.866,310.636,4.3091,4.536,9.5387,1.0695,8.999,7.4222,62.1177,3.9508,1.4008,3.3317,1.4223,7.2806,8.1871,13868.0996,3.891,70.324,1216.14,20.749,4.6241,1.5247,52.923,1.4945,37.209,13.8564,1,3.8709,69.48,132.73,16.4721,1.9458,2.0638,82.9468,0.3946,1756.4,1.053,1.4686,7.1183,1.049,10.8461,2.0726,682.957,3072.7,578.57,1.026,110.265,184.51,48.886,115.775,18.641,23.7009,2.2016,4.8486,46.1449,9836.7002,7.5904,209.746,24.359,69.451,1217.1801,34185.1992,114.794,134.059,0.7397,106.2,4147.8999,492.353,0.3212,0.86,329.86,8412.9004,1550.9,156.278,97.0362,13.535,1.4826,10.373,20.6095,3329.3201,61.128,1416.3199,8.2475,372.75,35.99,16.073,762.08,73.4522,13.535,328.86,30.716,111.013,0.4045,1.031,3.3838,3.2668,110.29,5604.5,3.8361,123.689,870.31,3.9501,13.033,6.7326,,7778.7202,570.9,24500,9,,13.5549,3.5967,2.4181,6.9571,31.6822,2310.24,28.176,3751.3999,29.333,3471.04,10.5275,23678,655.957,2.8354,655.957,119.26,263.105,10.1935,,,,
2017-03-10,1.0578,121.796,1.9487,27.0171,7.4332,0.8702,311.536,4.3246,4.5439,9.5672,1.0707,9.0846,7.426,62.4353,3.9922,1.409,3.3729,1.4286,7.2994,8.213,13907.7998,3.8808,70.465,1225.6899,20.9736,4.6308,1.533,53.136,1.5032,37.439,14.0805,1,3.882,69.47,132.63,16.4279,1.9458,2.0639,82.9536,0.3958,1756.88,1.0531,1.4753,7.1189,1.0491,10.9337,2.0728,688.425,3114.3999,574.52,1.026,110.265,184.52,48.89,116.151,18.536,23.7028,2.2119,4.8701,46.3018,9834.9004,7.5868,209.485,24.373,69.406,1215.17,34285.6992,114.91,134.07,0.743,106.51,4148.2002,490.628,0.3224,0.8601,331.29,8416.5,1551,156.502,95.2059,13.7747,1.4871,10.387,20.6112,3329.5901,61.129,1427.52,8.2487,372.82,36.56,16.177,762.458,73.6153,13.7747,329.1,30.719,111.115,0.4057,1.0311,3.4015,3.2671,109.108,5598.8999,3.847,123.796,870.48,3.9615,13.254,6.7331,,7796.2998,571,24500,9.001,,13.7725,3.5967,2.4183,6.9577,31.7888,2309.3701,28.0938,3751.8,29.293,3468.1499,10.58,23682,655.957,2.8437,655.957,119.26,263.826,10.0888,,,,
2017-03-11,1.0578,121.796,1.9487,27.0171,7.4332,0.8702,311.536,4.3246,4.5439,9.5672,1.0707,9.0846,7.426,62.4353,3.9922,1.409,3.3729,1.4286,7.2994,8.213,13907.7998,3.8808,70.465,1225.6899,20.9736,4.6308,1.533,53.136,1.5032,37.439,14.0805,1,3.882,69.47,132.63,16.4279,1.9458,2.0639,82.9536,0.3958,1756.88,1.0531,1.4753,7.1189,1.0491,10.9337,2.0728,688.425,3114.3999,574.52,1.026,110.265,184.52,48.89,116.151,18.536,23.7028,2.2119,4.8701,46.3018,9834.9004,7.5868,209.485,24.373,69.406,1215.17,34285.6992,114.91,134.07,0.743,106.51,4148.2002,490.628,0.3224,0.8601,331.29,8416.5,1551,156.502,95.2059,13.7747,1.4871,10.387,20.6112,3329.5901,61.129,1427.52,8.2487,372.82,36.56,16.177,762.458,73.6153,13.7747,329.1,30.719,111.115,0.4057,1.0311,3.4015,3.2671,109.108,5598.8999,3.847,123.796,870.48,3.9615,13.254,6.7331,,7796.2998,571,24500,9.001,,13.7725,3.5967,2.4183,6.9577,31.7888,2309.3701,28.0938,3751.8,29.293,3468.1499,10.58,23682,655.957,2.8437,655.957,119.26,263.826,10.0888,,,,
2017-03-12,1.0578,121.796,1.9487,27.0171,7.4332,0.8702,311.536,4.3246,4.5439,9.5672,1.0707,9.0846,7.426,62.4353,3.9922,1.409,3.3729,1.4286,7.2994,8.213,13907.7998,3.8808,70.465,1225.6899,20.9736,4.6308,1.533,53.136,1.5032,37.439,14.0805,1,3.882,69.47,132.63,16.4279,1.9458,2.0639,82.9536,0.3958,1756.88,1.0531,1.4753,7.1189,1.0491,10.9337,2.0728,688.425,3114.3999,574.52,1.026,110.265,184.52,48.89,116.151,18.536,23.7028,2.2119,4.8701,46.3018,9834.9004,7.5868,209.485,24.373,69.406,1215.17,34285.6992,114.91,134.07,0.743,106.51,4148.2002,490.628,0.3224,0.8601,331.29,8416.5,1551,156.502,95.2059,13.7747,1.4871,10.387,20.6112,3329.5901,61.129,1427.52,8.2487,372.82,36.56,16.177,762.458,73.6153,13.7747,329.1,30.719,111.115,0.4057,1.0311,3.4015,3.2671,109.108,5598.8999,3.847,123.796,870.48,3.9615,13.254,6.7331,,7796.2998,571,24500,9.001,,13.7725,3.5967,2.4183,6.9577,31.7888,2309.3701,28.0938,3751.8,29.293,3468.1499,10.58,23682,655.957,2.8437,655.957,119.26,263.826,10.0888,,,,
