date,USD,JPY,BGN,CZK,DKK,EEK,GBP,HUF,LTL,LVL,PLN,RON,SEK,CHF,NOK,HRK,RUB,TRY,AUD,BRL,CAD,CNY,HKD,IDR,INR,KRW,MXN,MYR,NZD,PHP,SGD,THB,ZAR,EUR,ILS,ISK,MVR,AED,AFN,ALL,ARS,BAM,BBD,BDT,BHD,BIF,BND,BOB,BSD,BWP,BYR,BZD,CLP,COP,CRC,CUP,CVE,DJF,DOP,DZD,EGP,ETB,FJD,GHS,GMD,GNF,GTQ,HNL,HTG,IQD,IRR,JMD,JOD,KES,KHR,KWD,KZT,LAK,LBP,LKR,LSL,LYD,MAD,MDL,MGA,MKD,MMK,MOP,MRO,MUR,MWK,NAD,NGN,NIO,NPR,OMR,PAB,PEN,PGK,PKR,PYG,QAR,RSD,RWF,SAR,SCR,SDG,SOS,STD,SVC,SYP,SZL,TND,TTD,TWD,TZS,UAH,UGX,UYU,UZS,VEF,VND,XAF,XOF,XPF,ANG,KYD,XCD
2010-07-05,1.2537,109.819,1.9482,25.506,7.452,15.6466,0.8284,285.61,3.4522,0.7059,4.1118,4.2461,9.634,1.3343,8.0747,7.1913,39.0322,1.9591,1.4964,2.2221,1.3347,8.468,9.7653,11222,58.481,1531.42,16.275,4.0164,1.824,57.994,1.745,40.359,9.6955,1,4.8727,150.09,15.778,4.6001,56.04,134.61,4.9221,1.9458,2.4554,85.1687,0.4699,1510.9399,1.7199,8.594,1.2457,8.7244,3728,2.4241,658.888,2314.5,651.43,1.223,110.56,215.72,44.673,92.089,7.082,16.7805,2.4436,1.7839,35.921,6236.1001,9.8661,23.17,48.795,1433.15,12277,105.218,0.8706,97.13,5244,0.3617,181.56,10106.0996,1839.7,141.87,9.5165,1.6059,10.913,15.7847,2774.8401,61.124,7.8911,9.8542,349.39,38.44,184.873,9.2204,185.03,26.254,91.889,0.4804,1.2278,3.4583,3.3492,105.475,5864.2002,4.5585,103.853,721.9,4.6888,13.942,2.9138,1958.1,24440.9004,10.719,57.414,9.4984,1.8582,7.7733,39.3432,1836.52,9.7764,2788.6001,25.769,1963.0601,5.3761,23518,642.957,642.957,116.86,2.3744,1.0135,3.8784
2010-07-06,1.2624,110.441,1.9484,25.486,7.4534,15.6466,0.8332,284.56,3.4517,0.7058,4.108,4.2231,9.5857,1.3376,8.0548,7.1896,39.1565,1.9601,1.4831,2.2269,1.3302,8.5563,9.8297,11390,58.916,1544.29,16.207,4.0502,1.8217,58.408,1.7506,40.94,9.6637,1,4.9076,150.09,15.94,4.6432,56.27,134.07,4.9668,1.9458,2.4656,85.5479,0.4742,1517.21,1.7235,8.6298,1.2508,8.7228,3742,2.4342,664.017,2324.1001,654.14,1.228,107.24,216.62,44.858,91.577,7.152,16.8498,2.5322,1.7976,33.366,6261.8999,9.8982,23.266,48.998,1439.11,12328,105.654,0.8804,98.04,5265.7998,0.3652,182.31,10122.4004,1886,143.27,9.5132,1.6094,10.946,15.7936,2786.3401,61.322,7.9239,9.8938,350.84,38.27,186.557,9.2105,185.29,26.373,92.66,0.485,1.2327,3.4727,3.3651,108.23,5888.6001,4.5949,103.709,724.9,4.7193,14.102,2.9258,1966.2,24541.9004,10.763,57.654,9.4901,1.8614,7.8056,39.5012,1862.99,9.8098,2807.7,25.877,1974.6,5.4415,23611,642.957,642.957,116.86,2.3744,1.0177,3.8784
2010-07-07,1.2633,110.744,1.9483,25.4304,7.4534,15.6466,0.8321,282.91,3.4517,0.7059,4.0863,4.2282,9.5624,1.3292,8.0715,7.1875,39.1295,1.9605,1.4626,2.2286,1.3236,8.5134,9.8386,11445,59.337,1537.87,16.094,4.0525,1.7951,58.325,1.7472,40.593,9.6237,1,4.8991,150.09,15.961,4.6233,56.3,134.05,4.9512,1.9458,2.4685,85.6234,0.4723,1518.99,1.7245,8.6399,1.2523,8.7205,3747,2.437,661.902,2318.1001,656.8,1.229,107.37,216.88,45.54,91.284,7.117,16.8821,2.4787,1.7994,33.532,6275.5,9.9011,23.294,49.055,1440.8,12342.5,105.904,0.8758,97.52,5272,0.3636,182.74,10157.7002,1895,142.58,9.4897,1.6111,10.952,15.8184,2784.5701,61.126,7.9333,9.9055,353.15,38.07,185.861,9.1894,185.57,26.408,93.31,0.4829,1.2343,3.4774,3.3804,108.14,5895.5,4.5783,103.617,727.33,4.7395,14.304,2.9293,1969.8,24570.5996,10.776,57.659,9.4697,1.8613,7.8148,39.5227,1868.3199,9.8112,2807.2,26.159,1976.92,5.4335,23639,642.957,642.957,116.86,2.3744,1.0189,3.8784
2010-07-08,1.2694,112.236,1.9486,25.406,7.4541,15.6466,0.8374,280.41,3.4517,0.7058,4.0746,4.2188,9.5321,1.3324,8.0646,7.1909,39.091,1.9647,1.4461,2.2431,1.3236,8.5604,9.8799,11478,59.131,1529.4,16.105,4.0515,1.7895,58.478,1.7492,40.99,9.5895,1,4.9053,150.09,15.996,4.6478,56.56,134.18,4.9795,1.9458,2.4799,86.0192,0.4745,1524.73,1.7237,8.6799,1.258,8.692,3757,2.4483,663.223,2354.2,656.3,1.235,107.86,217.81,45.845,91.666,7.164,16.9596,2.4927,1.8098,35.964,6298,9.9481,23.401,49.282,1447.46,12405.7998,106.391,0.8836,98.12,5238.1001,0.3654,183.64,10186.5,1900,143.39,9.4146,1.6153,10.968,15.8534,2783.49,61.008,7.97,9.9487,354.78,37.91,186.72,9.1117,187.37,26.533,93.31,0.4854,1.2405,3.4922,3.3894,108.47,5922.7998,4.6048,103.545,730.85,4.738,14.389,2.9427,1977.6,24310.1992,10.826,57.863,9.3934,1.8701,7.8508,39.6144,1861.1,9.8626,2818.8,26.28,1986.02,5.432,23754,642.957,642.957,116.86,2.3744,1.0236,3.8784
2010-07-09,1.2644,111.96,1.9482,25.286,7.4541,15.6466,0.8352,278.93,3.4522,0.7067,4.065,4.224,9.47,1.3356,8.0294,7.1806,39.0321,1.962,1.4397,2.2198,1.3059,8.5446,9.818,11420,58.815,1512.89,16.007,4.035,1.7755,58.24,1.7456,40.601,9.586,1,4.8767,150.09,15.961,4.6419,56.63,134.32,4.9681,1.9458,2.4832,86.2604,0.4741,1528.02,1.7205,8.6915,1.2596,8.685,3757,2.4515,666.101,2340.7,657.17,1.237,108,218.17,45.906,91.568,7.157,16.9821,2.4648,1.8147,36.423,6309.5,9.9588,23.432,49.347,1449.39,12416,106.558,0.877,97.99,5303.2998,0.3655,183.91,10198.7998,1900,143.26,9.3927,1.6162,10.964,15.8112,2755.52,61.209,7.9806,9.9575,355.25,37.87,186.969,9.0925,187.88,26.572,92.928,0.485,1.2413,3.4975,3.3712,107.011,5930.7002,4.5963,103.759,731.98,4.7376,14.304,2.9466,1981.5,24342.4004,10.84,57.814,9.373,1.8692,7.8612,39.6009,1880.03,9.8706,2823.8,26.189,1988.66,5.431,23786,642.957,642.957,116.86,2.3744,1.0249,3.8784
2010-07-10,1.2644,111.96,1.9482,25.286,7.4541,15.6466,0.8352,278.93,3.4522,0.7067,4.065,4.224,9.47,1.3356,8.0294,7.1806,39.0321,1.962,1.4397,2.2198,1.3059,8.5446,9.818,11420,58.815,1512.89,16.007,4.035,1.7755,58.24,1.7456,40.601,9.586,1,4.8767,150.09,15.961,4.6419,56.63,134.32,4.9681,1.9458,2.4832,86.2604,0.4741,1528.02,1.7205,8.6915,1.2596,8.685,3757,2.4515,666.101,2340.7,657.17,1.237,108,218.17,45.906,91.568,7.157,16.9821,2.4648,1.8147,36.423,6309.5,9.9588,23.432,49.347,1449.39,12416,106.558,0.877,97.99,5303.2998,0.3655,183.91,10198.7998,1900,143.26,9.3927,1.6162,10.964,15.8112,2755.52,61.209,7.9806,9.9575,355.25,37.87,186.969,9.0925,187.88,26.572,92.928,0.485,1.2413,3.4975,3.3712,107.011,5930.7002,4.5963,103.759,731.98,4.7376,14.304,2.9466,1981.5,24342.4004,10.84,57.814,9.373,1.8692,7.8612,39.6009,1880.03,9.8706,2823.8,26.189,1988.66,5.431,23786,642.957,642.957,116.86,2.3744,1.0249,3.8784
2010-07-11,1.2644,111.96,1.9482,25.286,7.4541,15.6466,0.8352,278.93,3.4522,0.7067,4.065,4.224,9.47,1.3356,8.0294,7.1806,39.0321,1.962,1.4397,2.2198,1.3059,8.5446,9.818,11420,58.815,1512.89,16.007,4.035,1.7755,58.24,1.7456,40.601,9.586,1,4.8767,150.09,15.961,4.6419,56.63,134.32,4.9681,1.9458,2.4832,86.2604,0.4741,1528.02,1.7205,8.6915,1.2596,8.685,3757,2.4515,666.101,2340.7,657.17,1.237,108,218.17,45.906,91.568,7.157,16.9821,2.4648,1.8147,36.423,6309.5,9.9588,23.432,49.347,1449.39,12416,106.558,0.877,97.99,5303.2998,0.3655,183.91,10198.7998,1900,143.26,9.3927,1.6162,10.964,15.8112,2755.52,61.209,7.9806,9.9575,355.25,37.87,186.969,9.0925,187.88,26.572,92.928,0.485,1.2413,3.4975,3.3712,107.011,5930.7002,4.5963,103.759,731.98,4.7376,14.304,2.9466,1981.5,24342.4004,10.84,57.814,9.373,1.8692,7.8612,39.6009,1880.03,9.8706,2823.8,26.189,1988.66,5.431,23786,642.957,642.957,116.86,2.3744,1.0249,3.8784
2010-07-12,1.259,111.601,1.9485,25.31,7.4555,15.6466,0.8377,278.08,3.4522,0.707,4.0675,4.2343,9.4344,1.3356,7.9939,7.2162,38.7301,1.9558,1.4371,2.2159,1.3046,8.4888,9.781,11206,58.761,1512.61,15.981,4.0245,1.768,57.992,1.7399,40.61,9.5725,1,4.8582,150.09,15.896,4.6139,56.21,133.95,4.9407,1.9458,2.4631,85.4737,0.4713,1515.67,1.7136,8.621,1.2496,8.6827,3737,2.4317,663.595,2309.2,636.89,1.227,107.13,216.34,45.535,91.214,7.115,16.8454,2.4493,1.7763,33.333,6255.6001,9.8581,23.243,48.948,1437.65,12315.5,105.698,0.8763,97.79,5212.7002,0.3627,182.53,10115.9004,1845.5,142.02,9.4134,1.6093,10.93,15.655,2755.25,61.106,7.9159,9.8618,349.86,37.73,186.619,9.1166,186.24,26.361,92.353,0.4819,1.2316,3.4682,3.3635,106.218,5882.6001,4.5721,103.955,725.9,4.7047,13.885,2.8404,1964.2,24146.4004,10.752,57.469,9.3938,1.8685,7.7977,39.3478,1861.74,9.7924,2811.1001,25.85,1972.6,5.3933,23663,642.957,642.957,116.86,2.3744,1.0167,3.8784
2010-07-13,1.2721,112.946,1.9484,25.3729,7.4565,15.6466,0.8377,277.409,3.4022,0.6963,4.0665,4.2468,9.4037,1.3415,7.9433,7.1919,38.9154,1.9629,1.4391,2.2239,1.311,8.5933,9.886,11372,59.006,1541.5,16.013,4.0707,1.7715,58.641,1.7485,41.08,9.5548,1,4.8978,150.09,16.046,4.6696,56.25,133.89,5.0018,1.9458,2.4648,85.6836,0.4773,1515.46,1.7131,8.6269,1.2504,8.6515,3741,2.4334,662.67,2311.3999,640.35,1.227,107.21,216.55,45.535,92.002,7.2,16.9827,2.4779,1.8039,33.481,6259.8999,9.851,23.259,48.982,1439.9,12324,105.771,0.885,99.17,5256.5,0.3676,182.76,10124.2002,1903,143.65,9.359,1.609,10.976,15.6313,2752.74,61.776,7.9214,9.8705,350.1,38.14,185.582,9.059,186.11,26.389,92.416,0.4877,1.2323,3.4703,3.348,108.87,5886.7002,4.6262,103.736,727.97,4.7601,14.164,2.8421,1965.6,24163,10.76,57.572,9.3386,1.8765,7.8031,39.4506,1855.47,9.7972,2818.1001,25.868,1973.96,5.4567,23610,642.957,642.957,116.86,2.3744,1.0174,3.8784
2010-07-14,1.274,112.48,1.9457,25.3779,7.4496,15.6466,0.8342,277.069,3.4027,0.707,4.0476,4.1591,9.3786,1.3402,7.9263,7.0647,37.8632,1.961,1.4446,2.2421,1.3157,8.6206,9.8991,11490,59.368,1532.23,15.8425,3.9863,1.7641,58.823,1.7494,40.3045,9.5761,1,4.9214,150.09,16.08,4.6008,56.86,133.78,5.0132,1.9458,2.4807,86.6785,0.4784,1534.28,1.7232,8.7273,1.2647,8.7144,3765,2.4425,666.677,2338.3,646.58,1.242,108.45,219.06,45.363,92.1812,7.0949,17.1786,2.4312,1.8215,36.827,6338.3999,9.9545,23.529,49.55,1457.95,12467,106.994,0.8807,102.207,5256.3999,0.3572,184.79,10237.7002,1868.2,143.99,9.4252,1.6186,10.741,15.6853,2750.9199,61.18,8.0134,9.9806,353.53,38.6135,189.139,9.1262,188.35,26.699,93.296,0.4892,1.2465,3.5005,3.2986,107.257,5929.7002,4.4813,103.188,736.64,4.7582,14.264,2.8749,2003.6,24441.8008,10.885,58.116,9.4064,1.8684,7.9317,39.8406,1873.73,9.909,2832.8999,25.915,2000.46,5.444,23858,642.957,642.957,116.86,2.3744,1.0101,3.8784
2010-07-15,1.2929,112.94,1.9486,25.414,7.4492,15.6466,0.8371,279.26,3.4029,0.7069,4.07,4.2547,9.4019,1.3466,7.9669,7.2153,39.2191,1.9796,1.4622,2.28,1.3413,8.7189,10.0379,11680,59.925,1548.58,16.308,4.1243,1.7827,59.734,1.7736,41.292,9.7429,1,4.995,150.09,16.288,4.732,57.35,133.75,5.0668,1.9458,2.513,87.1489,0.4837,1548.89,1.7346,8.7961,1.2745,8.7579,3791,2.481,668.399,2350.8,656.22,1.252,109.17,220.72,46.423,94.405,7.295,17.313,2.5047,1.8419,37.116,6388,10.0296,23.714,49.94,1468.0699,12571.4004,107.832,0.8959,100.11,5320.1001,0.3716,186.1,10314,1910,145.36,9.4847,1.6252,10.984,15.77,2764.8101,61.186,8.0765,10.0578,356.95,38.67,189.218,9.1842,189.87,26.913,93.874,0.4942,1.2562,3.5364,3.4817,110.43,6002,4.6858,104.291,742.43,4.8238,14.393,2.8975,2016.8,24632.8008,10.971,58.446,9.4651,1.8931,7.9811,40.1618,1879.4399,9.9864,2842.2,26.055,2016.14,5.5316,24070,642.957,642.957,116.86,2.3744,1.0372,3.8784
2010-07-16,1.2932,111.91,1.9476,25.376,7.4505,15.6466,0.8431,281.78,3.4522,0.7067,4.1081,4.2545,9.465,1.3579,8.0903,7.2234,39.3697,1.991,1.487,2.3033,1.368,8.735,10.0489,11680,60.411,1553.6,16.558,4.1381,1.8181,59.902,1.7778,41.59,9.796,1,4.9716,150.09,16.34,4.7442,57.86,133.8,5.0825,1.9458,2.5282,88.2766,0.4847,1562.35,1.7583,8.8951,1.2886,8.8435,3825,2.4894,672.733,2377.2,652.59,1.266,110.39,223.27,46.457,94.621,7.309,17.5062,2.4957,1.8439,37.533,6452.7998,10.1169,23.98,50.5,1487.15,12712.5,109.071,0.8988,100.19,5417.2998,0.375,188.04,10426.4004,1934,145.5,9.5961,1.6363,10.977,15.8691,2786.0701,60.89,8.1672,10.17,362.25,38.62,192.283,9.2966,191.99,27.218,95.392,0.4955,1.2702,3.5749,3.4426,110.55,6017.6001,4.7011,104.543,751.35,4.8431,14.401,2.9299,2033,24901.1992,11.094,59.105,9.5779,1.894,8.0835,40.6114,1903.04,10.0956,2871.8,26.413,2038.71,5.551,24337,642.957,642.957,116.86,2.3744,1.0294,3.8784
2010-07-17,1.2932,111.91,1.9476,25.376,7.4505,15.6466,0.8431,281.78,3.4522,0.7067,4.1081,4.2545,9.465,1.3579,8.0903,7.2234,39.3697,1.991,1.487,2.3033,1.368,8.735,10.0489,11680,60.411,1553.6,16.558,4.1381,1.8181,59.902,1.7778,41.59,9.796,1,4.9716,150.09,16.34,4.7442,57.86,133.8,5.0825,1.9458,2.5282,88.2766,0.4847,1562.35,1.7583,8.8951,1.2886,8.8435,3825,2.4894,672.733,2377.2,652.59,1.266,110.39,223.27,46.457,94.621,7.309,17.5062,2.4957,1.8439,37.533,6452.7998,10.1169,23.98,50.5,1487.15,12712.5,109.071,0.8988,100.19,5417.2998,0.375,188.04,10426.4004,1934,145.5,9.5961,1.6363,10.977,15.8691,2786.0701,60.89,8.1672,10.17,362.25,38.62,192.283,9.2966,191.99,27.218,95.392,0.4955,1.2702,3.5749,3.4426,110.55,6017.6001,4.7011,104.543,751.35,4.8431,14.401,2.9299,2033,24901.1992,11.094,59.105,9.5779,1.894,8.0835,40.6114,1903.04,10.0956,2871.8,26.413,2038.71,5.551,24337,642.957,642.957,116.86,2.3744,1.0294,3.8784
2010-07-18,1.2932,111.91,1.9476,25.376,7.4505,15.6466,0.8431,281.78,3.4522,0.7067,4.1081,4.2545,9.465,1.3579,8.0903,7.2234,39.3697,1.991,1.487,2.3033,1.368,8.735,10.0489,11680,60.411,1553.6,16.558,4.1381,1.8181,59.902,1.7778,41.59,9.796,1,4.9716,150.09,16.34,4.7442,57.86,133.8,5.0825,1.9458,2.5282,88.2766,0.4847,1562.35,1.7583,8.8951,1.2886,8.8435,3825,2.4894,672.733,2377.2,652.59,1.266,110.39,223.27,46.457,94.621,7.309,17.5062,2.4957,1.8439,37.533,6452.7998,10.1169,23.98,50.5,1487.15,12712.5,109.071,0.8988,100.19,5417.2998,0.375,188.04,10426.4004,1934,145.5,9.5961,1.6363,10.977,15.8691,2786.0701,60.89,8.1672,10.17,362.25,38.62,192.283,9.2966,191.99,27.218,95.392,0.4955,1.2702,3.5749,3.4426,110.55,6017.6001,4.7011,104.543,751.35,4.8431,14.401,2.9299,2033,24901.1992,11.094,59.105,9.5779,1.894,8.0835,40.6114,1903.04,10.0956,2871.8,26.413,2038.71,5.551,24337,642.957,642.957,116.86,2.3744,1.0294,3.8784
2010-07-19,1.2939,112.242,1.9482,25.321,7.4514,15.6466,0.8494,289.67,3.4522,0.7066,4.1303,4.2628,9.5298,1.3653,8.1523,7.2122,39.528,1.9887,1.4902,2.3108,1.3645,8.7697,10.0571,11740,59.669,1571.51,16.587,4.1813,1.8327,60.036,1.7812,41.78,9.8809,1,4.9835,150.09,16.339,4.7594,57.98,133.45,5.0952,1.9458,2.5407,88.1297,0.4865,1563.34,1.7592,8.8934,1.2884,8.8984,3824,2.5083,672.6,2381,647.92,1.265,110.37,223.22,46.901,93.545,7.341,17.5028,2.5414,1.8627,34.514,6451.5,10.1116,23.976,50.49,1484.26,12703.5,109.056,0.9037,100.82,5417.5,0.3726,188.05,10424.2998,1939,146.01,9.697,1.6367,10.996,15.7235,2773.8601,61.194,8.1656,10.1751,362.17,38.48,192.246,9.3951,191.76,27.217,95.969,0.4972,1.2709,3.5975,3.5202,110.65,6042.2998,4.7149,104.41,751.52,4.8486,14.525,2.9293,2039,24896.4004,11.092,59.158,9.6757,1.8865,8.069,40.652,1906.55,10.092,2873.3999,26.343,2038.3101,5.558,24458,642.957,642.957,116.86,2.3744,1.0487,3.8784
2010-07-20,1.2893,112.46,1.9481,25.326,7.4515,15.6466,0.8432,286.28,3.4522,0.7068,4.1073,4.2649,9.4784,1.3558,8.0528,7.2363,39.3234,1.9705,1.461,2.2928,1.3451,8.7311,10.0216,11650,60.891,1557.1899,16.43,4.1419,1.7984,59.718,1.7702,41.61,9.7355,1,4.9592,150.09,16.276,4.7396,57.73,133.01,5.0724,1.9458,2.517,87.7354,0.4841,1555.41,1.7496,8.8554,1.283,8.8606,3799,2.4783,673.866,2368,654.77,1.26,109.9,222.27,46.251,93.516,7.312,17.4288,2.5188,1.839,34.302,6427.5,10.0874,23.874,50.276,1480.53,12656,108.684,0.8963,100.58,5393.8999,0.3717,187.32,10379.7998,1934,145.49,9.6649,1.6333,10.974,15.6438,2768.54,61.287,8.1308,10.1312,360.64,38.25,191.427,9.3632,190.11,27.111,96.091,0.4951,1.2643,3.5622,3.4263,110.17,6003.7002,4.692,104.8,748.65,4.831,14.389,2.9169,2032.9,24791.0996,11.044,58.841,9.6436,1.8813,8.0476,40.4719,1898.48,10.05,2866.3999,26.553,2029.67,5.5372,24229,642.957,642.957,116.86,2.3744,1.0249,3.8784
2010-07-21,1.2768,110.89,1.9482,25.272,7.4514,15.6466,0.8407,284.03,3.4522,0.7067,4.0951,4.2536,9.4459,1.3405,8.0115,7.2352,39.0157,1.9571,1.4562,2.2703,1.3377,8.6694,9.9256,11605,60.009,1541.97,16.228,4.1181,1.7938,59.416,1.7599,41.34,9.619,1,4.9326,150.09,16.172,4.7061,57.23,131.67,5.0386,1.9458,2.5097,87.0536,0.4805,1543.02,1.7344,8.7845,1.2729,8.7402,3772,2.4777,663.361,2349.1001,646.4,1.25,109.03,220.43,46.362,93.912,7.252,17.1944,2.4903,1.8401,34.028,6373.2002,10.0292,23.683,49.874,1468.7,12548.5,107.819,0.8934,99.64,5312.5,0.3686,185.85,10290.2002,1919,144.38,9.4538,1.6241,10.973,15.5061,2746.47,61.036,8.0658,10.0503,357.76,38.39,189.321,9.1539,189.3,26.899,95.21,0.4916,1.2554,3.5535,3.4506,109.57,5974.8999,4.6612,104.844,742.67,4.7979,14.335,2.8937,2014.2,23999.0996,10.956,58.497,9.4338,1.8746,7.9706,40.1344,1886.58,9.9695,2841.1001,26.277,2016.61,5.4983,24043,642.957,642.957,116.86,2.3744,1.0359,3.8784
2010-07-22,1.2903,112.39,1.9485,25.166,7.4514,15.6466,0.8446,283.29,3.4522,0.7068,4.0762,4.2572,9.4106,1.345,7.954,7.2194,39.1331,1.9582,1.4423,2.271,1.3366,8.7255,10.0278,11516,60.71,1551.05,16.305,4.1325,1.7764,59.579,1.769,41.54,9.5828,1,4.9764,150.09,16.284,4.7355,57.56,132.74,5.0671,1.9458,2.5223,87.491,0.4838,1550.75,1.7399,8.8288,1.2792,8.784,3797,2.4901,658.849,2354.5,649.65,1.256,109.57,221.54,46.595,93.479,7.304,17.2802,2.495,1.8386,34.199,6411.5,10.0911,23.802,50.124,1476.08,12611.5,108.359,0.8991,100.23,5386.7002,0.3706,186.85,10349.7998,1891.2,145.25,9.524,1.6284,10.986,15.5454,2772.46,61.236,8.1064,10.1027,359.55,38.2,190.241,9.2209,190.31,27.038,95.199,0.4946,1.2607,3.5534,3.4398,110.26,6004.8999,4.6891,104.795,746.57,4.827,14.373,2.9081,2024.3,24093.3008,11.011,58.856,9.5014,1.882,7.9849,40.3497,1899.23,10.0293,2855.3,26.538,2026.71,5.534,24160,642.957,642.957,116.86,2.3744,1.0411,3.8784
2010-07-23,1.2913,112.89,1.949,25.096,7.452,15.6466,0.8367,287.04,3.4525,0.712,4.0561,4.2573,9.4353,1.3612,7.9687,7.2421,39.0838,1.9636,1.4413,2.2619,1.337,8.7022,10.0288,11590,60.092,1540.73,16.278,4.1089,1.7747,59.586,1.7688,41.37,9.562,1,4.9719,150.09,16.184,4.7235,55.39,133.06,5.0527,1.9458,2.5378,88.1584,0.4826,1560.26,1.7488,8.8832,1.2869,8.7512,3811,2.5055,657.858,2365.1001,653.65,1.264,109.21,222.97,46.88,94.244,7.287,17.3859,2.4693,1.8609,35.186,6444.2002,10.17,23.948,50.433,1485.16,12689,109.023,0.8954,99.65,5360.2998,0.3684,187.76,10404,1926,144.83,9.4385,1.6325,10.997,15.615,2770.7,61.044,8.1562,10.1648,361.76,37.93,192.026,9.1386,191.02,27.208,95.381,0.4934,1.2685,3.5733,3.436,109.45,6061.2998,4.6743,105.156,750.99,4.8146,14.393,2.926,2038,24318.1992,11.079,59.025,9.4189,1.877,8.0339,40.5213,1922.5,10.0773,2866.3,26.701,2039.13,5.5172,24311,642.957,642.957,116.86,2.3744,1.0475,3.8784
2010-07-24,1.2913,112.89,1.949,25.096,7.452,15.6466,0.8367,287.04,3.4525,0.712,4.0561,4.2573,9.4353,1.3612,7.9687,7.2421,39.0838,1.9636,1.4413,2.2619,1.337,8.7022,10.0288,11590,60.092,1540.73,16.278,4.1089,1.7747,59.586,1.7688,41.37,9.562,1,4.9719,150.09,16.184,4.7235,55.39,133.06,5.0527,1.9458,2.5378,88.1584,0.4826,1560.26,1.7488,8.8832,1.2869,8.7512,3811,2.5055,657.858,2365.1001,653.65,1.264,109.21,222.97,46.88,94.244,7.287,17.3859,2.4693,1.8609,35.186,6444.2002,10.17,23.948,50.433,1485.16,12689,109.023,0.8954,99.65,5360.2998,0.3684,187.76,10404,1926,144.83,9.4385,1.6325,10.997,15.615,2770.7,61.044,8.1562,10.1648,361.76,37.93,192.026,9.1386,191.02,27.208,95.381,0.4934,1.2685,3.5733,3.436,109.45,6061.2998,4.6743,105.156,750.99,4.8146,14.393,2.926,2038,24318.1992,11.079,59.025,9.4189,1.877,8.0339,40.5213,1922.5,10.0773,2866.3,26.701,2039.13,5.5172,24311,642.957,642.957,116.86,2.3744,1.0475,3.8784
2010-07-25,1.2913,112.89,1.949,25.096,7.452,15.6466,0.8367,287.04,3.4525,0.712,4.0561,4.2573,9.4353,1.3612,7.9687,7.2421,39.0838,1.9636,1.4413,2.2619,1.337,8.7022,10.0288,11590,60.092,1540.73,16.278,4.1089,1.7747,59.586,1.7688,41.37,9.562,1,4.9719,150.09,16.184,4.7235,55.39,133.06,5.0527,1.9458,2.5378,88.1584,0.4826,1560.26,1.7488,8.8832,1.2869,8.7512,3811,2.5055,657.858,2365.1001,653.65,1.264,109.21,222.97,46.88,94.244,7.287,17.3859,2.4693,1.8609,35.186,6444.2002,10.17,23.948,50.433,1485.16,12689,109.023,0.8954,99.65,5360.2998,0.3684,187.76,10404,1926,144.83,9.4385,1.6325,10.997,15.615,2770.7,61.044,8.1562,10.1648,361.76,37.93,192.026,9.1386,191.02,27.208,95.381,0.4934,1.2685,3.5733,3.436,109.45,6061.2998,4.6743,105.156,750.99,4.8146,14.393,2.926,2038,24318.1992,11.079,59.025,9.4189,1.877,8.0339,40.5213,1922.5,10.0773,2866.3,26.701,2039.13,5.5172,24311,642.957,642.957,116.86,2.3744,1.0475,3.8784
2010-07-26,1.2999,113.066,1.9484,25.121,7.4528,15.6466,0.8387,285.97,3.4522,0.7074,4.0156,4.2474,9.4647,1.3626,8.0022,7.2426,39.2521,1.9671,1.4405,2.2926,1.3408,8.78,10.0911,11590,61.007,1545.03,16.334,4.1473,1.7709,59.484,1.7677,41.53,9.5212,1,4.9661,150.09,16.284,4.7654,55.33,132.83,5.1005,1.9458,2.5314,87.8068,0.4867,1556.33,1.7372,8.8607,1.2837,8.7047,3795,2.4991,657.358,2364.3,655.23,1.261,108.35,222.34,46.504,94.793,7.355,17.3422,2.4915,1.8091,34.613,6428,10.1443,23.888,50.305,1481.41,12657,108.748,0.9031,100.34,5361.6001,0.3729,187.18,10377,1926,146.29,9.3566,1.6284,10.991,15.5627,2766.95,61.308,8.1357,10.1237,359.56,38,190.603,9.0569,190.8,27.143,95.477,0.4978,1.2653,3.5643,3.4321,110.69,6046,4.7199,105.63,749.42,4.8588,14.544,2.9186,2031.6,24328.1992,11.051,59.005,9.337,1.8822,7.9879,40.4218,1912.5,10.0511,2844.8999,26.634,2034.01,5.5705,24247,642.957,642.957,116.86,2.3744,1.0448,3.8784
