date,USD,JPY,BGN,CZK,DKK,EEK,GBP,HUF,LTL,LVL,PLN,RON,SEK,CHF,NOK,HRK,RUB,TRY,AUD,BRL,CAD,CNY,HKD,IDR,INR,KRW,MXN,MYR,NZD,PHP,SGD,THB,ZAR,EUR,ILS,ISK,MVR,AED,AFN,ALL,ARS,BAM,BBD,BDT,BHD,BIF,BND,BOB,BSD,BWP,BYR,BZD,CLP,COP,CRC,CUP,CVE,DJF,DOP,DZD,EGP,ETB,FJD,GHS,GMD,GNF,GTQ,HNL,HTG,IQD,IRR,JMD,JOD,KES,KHR,KWD,KZT,LAK,LBP,LKR,LSL,LYD,MAD,MDL,MGA,MKD,MMK,MOP,MRO,MUR,MWK,NAD,NGN,NIO,NPR,OMR,PAB,PEN,PGK,PKR,PYG,QAR,RSD,RWF,SAR,SCR,SDG,SOS,STD,SVC,SYP,SZL,TND,TTD,TWD,TZS,UAH,UGX,UYU,UZS,VEF,VND,XAF,XOF,XPF,ANG,KYD,XCD
2010-01-01,1.439,133.71,1.9558,26.38,7.4411,15.6466,0.8895,269.29,3.4126,0.7026,4.0886,4.2363,10.2248,1.4845,8.2749,7.3,43.154,2.1547,1.6023,2.5113,1.5041,9.835,11.1137,13626.13,67.121,1666.97,18.9223,4.9326,1.9749,66.507,2.0078,47.986,10.497,1,5.4194,175.7,18.159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-02,1.439,133.71,1.9558,26.38,7.4411,15.6466,0.8895,269.29,3.4126,0.7026,4.0886,4.2363,10.2248,1.4845,8.2749,7.3,43.154,2.1547,1.6023,2.5113,1.5041,9.835,11.1137,13626.13,67.121,1666.97,18.9223,4.9326,1.9749,66.507,2.0078,47.986,10.497,1,5.4194,175.7,18.159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-03,1.439,133.71,1.9558,26.38,7.4411,15.6466,0.8895,269.29,3.4126,0.7026,4.0886,4.2363,10.2248,1.4845,8.2749,7.3,43.154,2.1547,1.6023,2.5113,1.5041,9.835,11.1137,13626.13,67.121,1666.97,18.9223,4.9326,1.9749,66.507,2.0078,47.986,10.497,1,5.4194,175.7,18.159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-04,1.4424,133.39,1.9457,26.16,7.4412,15.6466,0.8952,268.47,3.4515,0.7047,4.0824,4.1274,10.1619,1.4844,8.2234,7.1467,43.701,2.1252,1.5805,2.4786,1.5015,9.6273,11.187,13219.2998,66.668,1656.86,18.3784,4.8097,1.9635,66.105,2.0143,46.9958,10.5073,1,5.4124,175.91,18.201,5.2162,64.53,135.36,5.3897,1.9458,2.8284,97.3249,0.5413,1757.33,1.9886,9.9032,1.4322,9.3838,4066,2.7924,713.588,2914,784.04,1.409,104.5,242.39,51.119,101.587,7.7324,18.0206,2.7309,2.0403,37.779,7098.7998,11.7936,26.694,56.208,1629.4,14001,126.181,0.9931,107.2,5931.7002,0.4128,210.75,11967.4004,2122.3999,161.216,10.3647,1.7504,10.9872,17.3086,2792.4199,60.943,9.0913,11.2992,371.51,42.34,199.648,10.0624,212.74,29.49,104.988,0.5401,1.4142,4.0617,3.6797,120.135,6627,5.0908,95.4855,806.78,5.3224,14.448,3.2887,2102.2,22044,12.35,64.299,10.3421,1.8816,9.0033,44.6946,1898.53,11.4456,2709.6001,27.536,2140.21,3.0904,26188,642.957,642.957,116.86,,,
2010-01-05,1.4366,131.53,1.9485,26.231,7.4412,15.6466,0.8982,269.44,3.4515,0.7047,4.0941,4.1738,10.1978,1.4846,8.2053,7.2915,43.0839,2.1153,1.5752,2.4861,1.4929,9.8068,11.1384,13365,66.238,1639.1801,18.308,4.8738,1.9571,65.837,2.0062,47.67,10.5052,1,5.3542,174.6,18.128,5.2848,64.56,135.51,5.4656,1.9458,2.8337,98.0625,0.5404,1759.17,1.987,9.9218,1.4349,9.3824,4074,2.7977,714.062,2866.1001,792.72,1.412,104.7,236.65,51.071,101.44,7.817,18.0543,2.7204,2.0455,37.489,7119.2998,11.8157,26.744,56.314,1632.45,14024.2998,126.633,1.0023,103.57,5942.1001,0.4118,210.75,11993.5,2157,164.37,10.3495,1.7481,11.195,17.2906,2808.47,61.089,9.1083,11.3204,372.21,42.56,200.023,10.0527,212.56,29.565,104.608,0.5511,1.4169,4.0639,3.7364,121.6,6495.2998,5.2391,96.99,808.8,5.391,14.3,3.2948,2106.2,22085.1992,12.373,64.348,10.3327,1.8827,9.0202,44.9157,1884.0601,11.3818,2724.8,27.588,2144.21,3.082,26237,642.957,642.957,116.86,,,
2010-01-06,1.4404,133.013,1.9482,26.25,7.4402,15.6466,0.8988,268.5,3.4514,0.7046,4.091,4.1474,10.1845,1.48,8.1592,7.2878,43.0124,2.1226,1.5644,2.4867,1.4859,9.8173,11.167,13275,65.818,1627.88,18.204,4.866,1.9506,65.885,2.0062,47.479,10.5194,1,5.343,174.26,18.162,5.289,64.18,135.36,5.485,1.9458,2.8196,97.5742,0.5405,1751.87,1.9774,9.8723,1.4278,9.3799,4058,2.7837,706.915,2801.7,788.63,1.405,104.18,237.62,50.96,101.392,7.805,17.9648,2.729,2.0347,37.876,7119.8999,11.7569,26.611,56.033,1624.3199,13947.2998,126.005,1.0046,104.01,5864.5,0.4121,209.65,11933.5996,2158,164.5,10.3619,1.743,11.197,17.2046,2799.51,61.142,9.0629,11.2626,370.35,42.1,206.434,10.0712,210.86,29.421,103.571,0.5526,1.4097,4.0458,3.675,121.34,6462.8999,5.2418,97.284,805.35,5.3924,14.329,3.2784,2094.3,21975.5,12.312,63.955,10.3443,1.888,8.9753,44.7249,1884.74,11.3814,2704.8,27.45,2133.5601,3.0871,26106,642.957,642.957,116.86,,,
2010-01-07,1.4318,133.748,1.9482,26.278,7.4404,15.6466,0.8985,269.38,3.4515,0.7052,4.1084,4.1554,10.1903,1.4797,8.172,7.2895,42.7459,2.1075,1.5592,2.489,1.4804,9.7561,11.1032,13077,65.398,1624.8,18.112,4.82,1.9533,65.358,2.0005,47.175,10.6318,1,5.3256,173.31,18.054,5.2563,64.16,135.49,5.4291,1.9458,2.8153,96.8738,0.5369,1749.2,1.976,9.8572,1.4257,9.4229,4052,2.7795,697.955,2775.8999,801.94,1.403,104.02,232.6,50.99,102.27,7.76,17.9375,2.7043,2.0316,37.245,7073.2998,11.739,26.57,55.948,1621.85,13926.0996,125.813,0.9988,103.01,5855.5,0.4097,209.33,11906.7998,2119.7,163.46,10.4271,1.743,11.183,17.1783,2802.4099,60.73,9.0491,11.2426,369.79,41.46,206.167,10.1359,211.54,29.385,102.339,0.5493,1.4084,4.0253,3.7021,119.839,6453,5.2092,96.706,803.76,5.3585,14.305,3.2735,2073.2,21942,12.293,63.786,10.4159,1.882,8.9617,44.6586,1882.59,11.4286,2702.8,27.408,2133.46,3.068,26071,642.957,642.957,116.86,,,
2010-01-08,1.4411,133.49,1.9488,26.234,7.4398,15.6466,0.8935,267.04,3.4514,0.705,4.0625,4.1556,10.1922,1.4747,8.155,7.2907,42.8713,2.1005,1.5579,2.4864,1.4836,9.7789,11.1755,13069,65.271,1618.33,18.12,4.8452,1.9562,65.454,2.0089,47.5,10.5758,1,5.3443,174.23,18.17,5.2691,64.03,135.56,5.4484,1.9458,2.7965,97.2409,0.5384,1746.41,1.9751,9.8414,1.4234,9.4271,4045,2.7536,689.042,2768.8999,784.81,1.4,103.85,232.23,50.659,101.193,7.769,17.9089,2.7357,2.0276,37.186,7097.7998,11.7653,26.527,55.858,1619.25,13896.7002,125.613,1.0001,103.09,5888.3999,0.4101,209,11887.7002,2116.3,163.99,10.4479,1.7418,11.194,17.1509,2805.79,61.155,9.0346,11.2268,369.2,41.4,206.217,10.1479,211.35,29.342,103.32,0.5507,1.4048,4.0131,3.6171,119.984,6449.7998,5.2198,97.13,802.47,5.3724,14.572,3.2682,2069.8,21907,12.276,63.683,10.4279,1.8714,8.9473,44.5911,1877.4399,11.4105,2704.2,27.436,2130.05,3.0774,26025,642.957,642.957,116.86,,,
2010-01-09,1.4411,133.49,1.9488,26.234,7.4398,15.6466,0.8935,267.04,3.4514,0.705,4.0625,4.1556,10.1922,1.4747,8.155,7.2907,42.8713,2.1005,1.5579,2.4864,1.4836,9.7789,11.1755,13069,65.271,1618.33,18.12,4.8452,1.9562,65.454,2.0089,47.5,10.5758,1,5.3443,174.23,18.17,5.2691,64.03,135.56,5.4484,1.9458,2.7965,97.2409,0.5384,1746.41,1.9751,9.8414,1.4234,9.4271,4045,2.7536,689.042,2768.8999,784.81,1.4,103.85,232.23,50.659,101.193,7.769,17.9089,2.7357,2.0276,37.186,7097.7998,11.7653,26.527,55.858,1619.25,13896.7002,125.613,1.0001,103.09,5888.3999,0.4101,209,11887.7002,2116.3,163.99,10.4479,1.7418,11.194,17.1509,2805.79,61.155,9.0346,11.2268,369.2,41.4,206.217,10.1479,211.35,29.342,103.32,0.5507,1.4048,4.0131,3.6171,119.984,6449.7998,5.2198,97.13,802.47,5.3724,14.572,3.2682,2069.8,21907,12.276,63.683,10.4279,1.8714,8.9473,44.5911,1877.4399,11.4105,2704.2,27.436,2130.05,3.0774,26025,642.957,642.957,116.86,,,
2010-01-10,1.4411,133.49,1.9488,26.234,7.4398,15.6466,0.8935,267.04,3.4514,0.705,4.0625,4.1556,10.1922,1.4747,8.155,7.2907,42.8713,2.1005,1.5579,2.4864,1.4836,9.7789,11.1755,13069,65.271,1618.33,18.12,4.8452,1.9562,65.454,2.0089,47.5,10.5758,1,5.3443,174.23,18.17,5.2691,64.03,135.56,5.4484,1.9458,2.7965,97.2409,0.5384,1746.41,1.9751,9.8414,1.4234,9.4271,4045,2.7536,689.042,2768.8999,784.81,1.4,103.85,232.23,50.659,101.193,7.769,17.9089,2.7357,2.0276,37.186,7097.7998,11.7653,26.527,55.858,1619.25,13896.7002,125.613,1.0001,103.09,5888.3999,0.4101,209,11887.7002,2116.3,163.99,10.4479,1.7418,11.194,17.1509,2805.79,61.155,9.0346,11.2268,369.2,41.4,206.217,10.1479,211.35,29.342,103.32,0.5507,1.4048,4.0131,3.6171,119.984,6449.7998,5.2198,97.13,802.47,5.3724,14.572,3.2682,2069.8,21907,12.276,63.683,10.4279,1.8714,8.9473,44.5911,1877.4399,11.4105,2704.2,27.436,2130.05,3.0774,26025,642.957,642.957,116.86,,,
2010-01-11,1.4511,133.62,1.9483,26.173,7.4402,15.6466,0.9004,266.93,3.4515,0.7052,4.066,4.1197,10.2076,1.4753,8.1324,7.2542,42.5833,2.105,1.5603,2.5159,1.5002,9.9065,11.2512,13167,65.93,1627.2,18.264,4.8459,1.955,65.864,2.0138,47.714,10.6826,1,5.3431,174.37,18.299,5.3386,65,135.91,5.5105,1.9458,2.8562,98.8126,0.5455,1774.5699,1.9919,10.0008,1.4461,9.4696,4067,2.8199,697.656,2805.2,824.64,1.423,105.53,233.08,51.73,102.029,7.869,18.1971,2.7252,2.0587,37.787,7211.7998,11.921,26.956,56.761,1645.42,14121.2002,127.635,1.0111,104.38,5981.2002,0.415,212.25,12080.2998,2143.3,166.08,10.4695,1.7543,11.227,17.546,2854.02,61.308,9.1807,11.4081,374.44,41.82,209.999,10.1688,215.76,29.828,103.599,0.5561,1.4279,4.0599,3.7571,121.659,6583.2998,5.2789,97.039,816.17,5.4423,14.539,3.3209,2121.5,22260.1992,12.472,64.789,10.4495,1.8908,9.0917,45.165,1911.34,11.4993,2746.3999,27.808,2164.4099,3.1157,26445,642.957,642.957,116.86,,,
2010-01-12,1.4477,131.84,1.9484,26.205,7.4399,15.6466,0.8962,267.66,3.4515,0.7051,4.0732,4.1302,10.2183,1.475,8.203,7.258,42.8234,2.1052,1.5723,2.523,1.5042,9.8979,11.2243,13170,66.188,1626.45,18.318,4.852,1.9601,65.85,2.0139,47.9,10.7698,1,5.3427,174.15,18.253,5.332,64.74,135.78,5.5019,1.9458,2.8314,98.4561,0.5453,1768.1801,1.9887,9.9646,1.441,9.5513,4052,2.788,698.391,2794.2,814.16,1.418,105.15,232.24,51.29,103.277,7.859,18.1317,2.6914,2.0301,36.782,7185.8999,11.9338,26.859,56.556,1639.49,14063,127.176,1.0115,104.89,5909,0.4148,211.46,12019.9004,2135.5,165.85,10.6362,1.7495,11.225,17.4899,2858.9299,61.202,9.1476,11.3669,373.09,41.88,209.351,10.3392,214.84,29.725,104.225,0.5572,1.4228,4.0474,3.7174,121.114,6610.2002,5.2835,97.331,813.23,5.4367,14.582,3.309,2121.1001,22180.0996,12.43,64.554,10.6191,1.8887,9.059,45.052,1899.39,11.5761,2735.1001,27.635,2156.6201,3.7662,26349,642.957,642.957,116.86,,,
2010-01-13,1.4524,132.74,1.9482,26.138,7.4401,15.6466,0.8917,266.57,3.4516,0.7052,4.0537,4.115,10.1875,1.4776,8.1815,7.2912,42.821,2.1094,1.5708,2.5296,1.4967,9.8743,11.2621,13141,65.901,1625.78,18.345,4.8444,1.9615,66.029,2.0151,47.79,10.734,1,5.3393,175.17,18.313,5.3182,65.06,136.31,5.4966,1.9458,2.8595,98.8396,0.5436,1776.62,1.9935,10.0123,1.4478,9.5448,4071,2.8231,699.337,2802.8,814.04,1.425,105.65,236.62,51.68,103.121,7.822,18.2181,2.7353,2.0357,38.049,7212.7998,11.9566,26.988,56.826,1647.33,14137.5,127.782,1.0108,104.19,5944.5,0.4137,212.39,12077.5996,2144.3,165.48,10.6142,1.7532,11.218,17.5061,2870.4099,60.833,9.1913,11.4205,374.14,41.67,209.813,10.3125,216.01,29.866,104.337,0.5556,1.4297,4.0639,3.7292,121.756,6685.5,5.27,96.956,818.03,5.4226,14.489,3.3247,2136.3,22285.9004,12.486,64.864,10.5928,1.8879,9.1022,45.2669,1915.73,11.6929,2751.8,27.695,2166.9099,3.7565,26475,642.957,642.957,116.86,,,
2010-01-14,1.45,132.33,1.9483,25.989,7.4402,15.6466,0.8874,266.63,3.4515,0.7052,4.0491,4.1227,10.1562,1.4771,8.1602,7.26,42.6052,2.1116,1.5567,2.5535,1.4842,9.8628,11.2465,13111,65.958,1624.87,18.261,4.8301,1.9526,65.865,2.0107,47.51,10.6925,1,5.3353,175.23,18.283,5.3143,64.76,136.31,5.4922,1.9458,2.8335,98.5288,0.5432,1769.48,1.9871,9.972,1.442,9.5323,4055,2.79,701.299,2807.3999,809.68,1.419,105.23,231.69,51.328,101.63,7.798,18.1451,2.7339,2.029,37.968,7176.7002,11.9644,26.879,56.598,1640.7,14095.0996,127.27,1.0096,104.22,5920.6001,0.4135,211.6,12028.7998,2137.1001,165.35,10.6078,1.7505,11.199,17.434,2876.98,61.031,9.1543,11.3746,372.64,41.94,209.391,10.285,216.31,29.751,104.063,0.5541,1.424,4.0453,3.7251,120.84,6716.5,5.2658,96.75,814.55,5.4164,14.6,3.3114,2126.3,22196.4004,12.439,64.53,10.5864,1.8891,9.0656,45.0021,1910.9399,11.5317,2751.6001,27.873,2158.21,3.7515,26369,642.957,642.957,116.86,,,
2010-01-15,1.4391,130.57,1.9482,25.948,7.4419,15.6466,0.883,268.43,3.4511,0.705,4.0508,4.098,10.1473,1.4748,8.1584,7.2818,42.5095,2.0959,1.5596,2.5366,1.4783,9.7965,11.1626,13071,65.786,1614.15,18.09,4.7967,1.9486,65.687,1.999,47.006,10.6413,1,5.2786,173.9,18.144,5.2788,64.29,135.62,5.4584,1.9458,2.813,97.8156,0.5398,1756.71,1.9744,9.8997,1.4317,9.4506,4040,2.7699,695.819,2785.7,798.07,1.409,104.46,226.77,50.957,101.17,7.751,18.0143,2.6776,2.0083,37.693,7117.8999,11.8779,26.684,56.188,1628.8199,14000.2998,126.352,1.0029,104.15,5880.7002,0.4109,210,11941.5,2128.8,164.08,10.4952,1.7419,11.191,17.3331,2868.3999,60.978,9.088,11.2967,369.22,41.23,207.874,10.2049,214.63,29.54,103.685,0.5504,1.4137,4.0181,3.7251,119.538,6667.8999,5.2314,96.647,809.2,5.3831,14.425,3.2875,2118.1001,22036.1992,12.349,64.061,10.4752,1.8816,9.0001,44.7492,1902.89,11.4919,2731.7,27.599,2147.3501,6.17,26173,642.957,642.957,116.86,,,
2010-01-16,1.4391,130.57,1.9482,25.948,7.4419,15.6466,0.883,268.43,3.4511,0.705,4.0508,4.098,10.1473,1.4748,8.1584,7.2818,42.5095,2.0959,1.5596,2.5366,1.4783,9.7965,11.1626,13071,65.786,1614.15,18.09,4.7967,1.9486,65.687,1.999,47.006,10.6413,1,5.2786,173.9,18.144,5.2788,64.29,135.62,5.4584,1.9458,2.813,97.8156,0.5398,1756.71,1.9744,9.8997,1.4317,9.4506,4040,2.7699,695.819,2785.7,798.07,1.409,104.46,226.77,50.957,101.17,7.751,18.0143,2.6776,2.0083,37.693,7117.8999,11.8779,26.684,56.188,1628.8199,14000.2998,126.352,1.0029,104.15,5880.7002,0.4109,210,11941.5,2128.8,164.08,10.4952,1.7419,11.191,17.3331,2868.3999,60.978,9.088,11.2967,369.22,41.23,207.874,10.2049,214.63,29.54,103.685,0.5504,1.4137,4.0181,3.7251,119.538,6667.8999,5.2314,96.647,809.2,5.3831,14.425,3.2875,2118.1001,22036.1992,12.349,64.061,10.4752,1.8816,9.0001,44.7492,1902.89,11.4919,2731.7,27.599,2147.3501,6.17,26173,642.957,642.957,116.86,,,
2010-01-17,1.4391,130.57,1.9482,25.948,7.4419,15.6466,0.883,268.43,3.4511,0.705,4.0508,4.098,10.1473,1.4748,8.1584,7.2818,42.5095,2.0959,1.5596,2.5366,1.4783,9.7965,11.1626,13071,65.786,1614.15,18.09,4.7967,1.9486,65.687,1.999,47.006,10.6413,1,5.2786,173.9,18.144,5.2788,64.29,135.62,5.4584,1.9458,2.813,97.8156,0.5398,1756.71,1.9744,9.8997,1.4317,9.4506,4040,2.7699,695.819,2785.7,798.07,1.409,104.46,226.77,50.957,101.17,7.751,18.0143,2.6776,2.0083,37.693,7117.8999,11.8779,26.684,56.188,1628.8199,14000.2998,126.352,1.0029,104.15,5880.7002,0.4109,210,11941.5,2128.8,164.08,10.4952,1.7419,11.191,17.3331,2868.3999,60.978,9.088,11.2967,369.22,41.23,207.874,10.2049,214.63,29.54,103.685,0.5504,1.4137,4.0181,3.7251,119.538,6667.8999,5.2314,96.647,809.2,5.3831,14.425,3.2875,2118.1001,22036.1992,12.349,64.061,10.4752,1.8816,9.0001,44.7492,1902.89,11.4919,2731.7,27.599,2147.3501,6.17,26173,642.957,642.957,116.86,,,
2010-01-18,1.4407,130.65,1.9483,25.872,7.4413,15.6466,0.8808,267.12,3.4515,0.7052,4.0153,4.0932,10.0841,1.4748,8.1236,7.2602,42.5909,2.0896,1.5531,2.5376,1.4765,9.8007,11.1816,13129,65.682,1616.6899,18.071,4.8048,1.9441,65.766,1.9987,46.996,10.6287,1,5.3003,174.11,,5.2824,64.25,135.5,5.4587,1.9458,2.8263,97.1807,0.5398,1756.03,1.9736,9.8958,1.4312,9.4341,4039,2.7903,689.615,2779.6001,787.9,1.408,104.42,226.32,51.261,101.251,7.747,18.0073,2.7221,2.0169,37.751,7122.2998,11.8395,26.674,56.166,1628.1899,13987.7002,126.454,1.0027,104.5,5878.3999,0.4113,209.85,11949.0996,2120.8,164.23,10.4571,1.7414,11.203,17.5151,2865.8501,61.102,9.0845,11.2923,369.08,41.1,207.381,10.1591,213.25,29.544,103.328,0.5521,1.4128,4.0252,3.6858,119.708,6650.8999,5.2355,96.745,807.98,5.3878,14.337,3.2862,2117.2,22027.5996,12.341,64.108,10.4371,1.8828,8.9966,44.6994,1903.59,11.545,2733.5,27.444,2146.52,6.1754,26168,642.957,642.957,116.86,,,
2010-01-19,1.4281,130.22,1.9482,25.773,7.4416,15.6466,0.8726,267.19,3.4522,0.7053,4.0039,4.1072,10.0815,1.4749,8.1186,7.2713,42.2738,2.0795,1.5477,2.5313,1.4731,9.7222,11.0841,13019,65.339,1611.1,17.897,4.7605,1.9461,65.399,1.9852,46.87,10.576,1,5.2614,172.59,,5.2382,63.87,135.37,5.4198,1.9458,2.7955,97.2063,0.5351,1745.79,1.9646,9.8379,1.4229,9.411,4015,2.7526,690.297,2768.8,780.24,1.4,103.81,225,50.641,100.566,7.681,17.9026,2.6803,2.0269,37.53,7080.8999,11.7683,26.518,55.839,1618.67,13906,125.711,0.9945,103.15,5882.7002,0.4083,208.6,11867,2115.6001,162.82,10.4442,1.7364,11.176,17.5452,2877.72,60.571,9.0314,11.2349,366.92,40.99,206.579,10.1463,213.13,29.372,103.062,0.5473,1.4046,3.9959,3.673,119.512,6490.3999,5.1906,96.901,803.26,5.3404,14.325,3.2671,2104.8999,21899.1992,12.272,63.732,10.4227,1.8785,8.9442,44.5209,1898.9399,11.4422,2739,27.426,2139.53,6.1217,26016,642.957,642.957,116.86,,,
2010-01-20,1.411,128.67,1.9482,25.997,7.4418,15.6466,0.8654,270.94,3.4522,0.7053,4.0508,4.1246,10.1548,1.4726,8.1455,7.33,41.9623,2.0798,1.5477,2.522,1.4749,9.6016,10.96,12955,65.007,1597.41,17.848,4.7378,1.954,64.834,1.9747,46.214,10.622,1,5.2443,170.52,,5.174,63.18,134.97,5.3517,1.9458,2.7797,96.0369,0.5288,1727.12,1.9541,9.7322,1.4079,9.3998,3991,2.7443,685.856,2713.2,774.35,1.385,102.7,222.58,50.241,99.769,7.62,17.7115,2.6743,1.9813,35.925,7019.6001,11.5878,26.234,55.24,1601.3199,13757,124.093,0.9803,102.15,5819.7002,0.4036,206.36,11739.4004,2085.8,160.99,10.4488,1.7261,11.158,17.994,2896.4299,61.007,8.9346,11.1188,362.98,40.57,203.997,10.1597,209.58,29.062,102.291,0.5405,1.3894,3.9622,3.663,118.061,6442,5.1262,97.016,794.65,5.2746,14.458,3.2322,2082.3,21665.0996,12.137,63.259,10.4298,1.8757,8.8484,44.2328,1895.61,11.3627,2728.1001,26.99,2116.6499,6.048,25742,642.957,642.957,116.86,,,
2010-01-21,1.4097,127.46,1.9482,26.109,7.4416,15.6466,0.8699,271.82,3.4522,0.706,4.0912,4.1269,10.1987,1.4689,8.1927,7.2909,41.9626,2.0954,1.5582,2.5386,1.4806,9.6062,10.9532,12956,64.951,1608.8,17.878,4.7484,1.9747,64.909,1.9792,46.41,10.635,1,5.2416,170.4,,5.1769,62.79,135.26,5.3602,1.9458,2.7487,95.4385,0.529,1716.64,1.9489,9.6729,1.3994,9.3685,3967,2.7065,685.332,2701.6001,774.92,1.376,102.07,221.23,49.795,99.843,7.631,17.6042,2.6853,1.9693,35.706,6977.2002,11.5505,26.074,54.904,1591.58,13673.4004,123.334,0.9831,102.14,5784.3999,0.4035,205.11,11667.7998,2080.1001,161.11,10.4172,1.7225,11.167,17.8848,2878.8301,61.25,8.8802,11.0512,360.77,40.83,203.118,10.111,208.31,28.885,101.895,0.5409,1.381,3.9381,3.6113,117.346,6360.5,5.1246,97.037,789.81,5.2759,14.179,3.2126,2069.6001,21533.5996,12.066,62.872,10.3986,1.8766,8.7947,43.9626,1886.92,11.294,2727,26.965,2103.8,6.0508,25586,642.957,642.957,116.86,,,
2010-01-22,1.4141,127.03,1.9484,26.053,7.4452,15.6466,0.8772,271.31,3.4512,0.7053,4.0815,4.1422,10.2347,1.4717,8.2031,7.3303,42.257,2.1043,1.5694,2.5741,1.4945,9.6403,10.9874,13028,65.338,1631.87,18.15,4.8048,1.9903,65.378,1.9833,46.68,10.7825,1,5.2401,170.88,,5.1951,62.97,135.8,5.3846,1.9458,2.7724,95.3823,0.5311,1722.59,1.9556,9.7066,1.4042,9.4335,3989,2.7371,695.481,2739.8999,766.53,1.381,102.43,218.82,50.285,101.455,7.656,17.6652,2.7128,1.9867,36.959,7001.2998,11.5743,26.165,55.095,1597.11,13720.9004,123.762,0.9847,102.35,5816.5,0.4055,205.69,11708.5,2087.3999,161.61,10.5381,1.7164,11.165,17.5164,2895.8799,61.113,8.9111,11.0896,362.03,40.53,203.427,10.2345,209.1,28.993,102.517,0.5428,1.3859,3.9412,3.6533,117.696,6425,5.1415,97.247,791.5,5.2969,14.31,3.2237,2072.6001,21608.3008,12.105,63.233,10.5167,1.8795,8.8252,44.1168,1874.41,11.2554,2721,26.989,2111.1001,6.0723,25671,642.957,642.957,116.86,,,
2010-01-23,1.4141,127.03,1.9484,26.053,7.4452,15.6466,0.8772,271.31,3.4512,0.7053,4.0815,4.1422,10.2347,1.4717,8.2031,7.3303,42.257,2.1043,1.5694,2.5741,1.4945,9.6403,10.9874,13028,65.338,1631.87,18.15,4.8048,1.9903,65.378,1.9833,46.68,10.7825,1,5.2401,170.88,,5.1951,62.97,135.8,5.3846,1.9458,2.7724,95.3823,0.5311,1722.59,1.9556,9.7066,1.4042,9.4335,3989,2.7371,695.481,2739.8999,766.53,1.381,102.43,218.82,50.285,101.455,7.656,17.6652,2.7128,1.9867,36.959,7001.2998,11.5743,26.165,55.095,1597.11,13720.9004,123.762,0.9847,102.35,5816.5,0.4055,205.69,11708.5,2087.3999,161.61,10.5381,1.7164,11.165,17.5164,2895.8799,61.113,8.9111,11.0896,362.03,40.53,203.427,10.2345,209.1,28.993,102.517,0.5428,1.3859,3.9412,3.6533,117.696,6425,5.1415,97.247,791.5,5.2969,14.31,3.2237,2072.6001,21608.3008,12.105,63.233,10.5167,1.8795,8.8252,44.1168,1874.41,11.2554,2721,26.989,2111.1001,6.0723,25671,642.957,642.957,116.86,,,
2010-01-24,1.4141,127.03,1.9484,26.053,7.4452,15.6466,0.8772,271.31,3.4512,0.7053,4.0815,4.1422,10.2347,1.4717,8.2031,7.3303,42.257,2.1043,1.5694,2.5741,1.4945,9.6403,10.9874,13028,65.338,1631.87,18.15,4.8048,1.9903,65.378,1.9833,46.68,10.7825,1,5.2401,170.88,,5.1951,62.97,135.8,5.3846,1.9458,2.7724,95.3823,0.5311,1722.59,1.9556,9.7066,1.4042,9.4335,3989,2.7371,695.481,2739.8999,766.53,1.381,102.43,218.82,50.285,101.455,7.656,17.6652,2.7128,1.9867,36.959,7001.2998,11.5743,26.165,55.095,1597.11,13720.9004,123.762,0.9847,102.35,5816.5,0.4055,205.69,11708.5,2087.3999,161.61,10.5381,1.7164,11.165,17.5164,2895.8799,61.113,8.9111,11.0896,362.03,40.53,203.427,10.2345,209.1,28.993,102.517,0.5428,1.3859,3.9412,3.6533,117.696,6425,5.1415,97.247,791.5,5.2969,14.31,3.2237,2072.6001,21608.3008,12.105,63.233,10.5167,1.8795,8.8252,44.1168,1874.41,11.2554,2721,26.989,2111.1001,6.0723,25671,642.957,642.957,116.86,,,
