date,USD,JPY,BGN,CZK,DKK,EEK,GBP,HUF,LTL,LVL,PLN,RON,SEK,CHF,NOK,HRK,RUB,TRY,AUD,BRL,CAD,CNY,HKD,IDR,INR,KRW,MXN,MYR,NZD,PHP,SGD,THB,ZAR,EUR,AED,AFN,ALL,ANG,ARS,BAM,BBD,BDT,BHD,BIF,BND,BOB,BSD,BWP,BYR,BZD,CLP,COP,CRC,CUP,CVE,DJF,DOP,DZD,EGP,ETB,FJD,GHS,GMD,GNF,GTQ,HNL,HTG,ILS,IQD,IRR,ISK,JMD,JOD,KES,KHR,KWD,KYD,KZT,LAK,LBP,LKR,LSL,LYD,MAD,MDL,MGA,MKD,MMK,MOP,MRO,MUR,MVR,MWK,NAD,NGN,NIO,NPR,OMR,PAB,PEN,PGK,PKR,PYG,QAR,RSD,RWF,SAR,SCR,SDG,SOS,STD,SVC,SYP,SZL,TND,TTD,TWD,TZS,UAH,UGX,UYU,UZS,VEF,VND,XAF,XCD,XOF,XPF
2011-01-01,1.3301,108.384,1.9485,25.0104,7.4546,15.6466,0.8614,279.036,3.4521,0.7075,3.951,4.2776,8.9714,1.2431,7.8106,7.3838,40.5827,2.0657,1.3089,2.2035,1.3296,8.7385,10.3502,11794,59.57,1499.0601,16.284,4.0881,1.7235,57.905,1.7134,39.94,8.8028,1,4.8724,55.97,136.1,2.3744,5.2707,1.9458,2.5998,91.7048,0.4976,1607.59,1.6857,9.0875,1.3179,8.3988,3926,2.5667,605.325,2610.3999,655.07,1.295,108.26,228.42,48.619,97.166,7.651,21.7771,2.413,1.9468,37.04,9283.7002,10.3985,24.534,51.665,4.7126,1519.47,13486.5996,254,111.121,0.9224,101.99,5249.8999,0.3728,1.073,192.32,10422.7002,1994,146.98,8.5562,1.6326,11.032,15.8114,2781.97,61.752,8.3557,10.423,367.95,38.85,16.683,196.722,8.5562,200.44,28.485,93.587,0.509,1.2999,3.6357,3.2456,113.88,6024.2002,4.8265,105.5,768.68,4.9654,14.572,3.2679,2079.8,24392.5,11.35,60.698,8.5845,1.907,8.2631,37.495,1937.48,10.4161,3026.1001,25.766,2137.8401,5.688,25402,642.957,3.8784,642.957,116.86
2011-01-02,1.3301,108.384,1.9485,25.0104,7.4546,15.6466,0.8614,279.036,3.4521,0.7075,3.951,4.2776,8.9714,1.2431,7.8106,7.3838,40.5827,2.0657,1.3089,2.2035,1.3296,8.7385,10.3502,11794,59.57,1499.0601,16.284,4.0881,1.7235,57.905,1.7134,39.94,8.8028,1,4.8724,55.97,136.1,2.3744,5.2707,1.9458,2.5998,91.7048,0.4976,1607.59,1.6857,9.0875,1.3179,8.3988,3926,2.5667,605.325,2610.3999,655.07,1.295,108.26,228.42,48.619,97.166,7.651,21.7771,2.413,1.9468,37.04,9283.7002,10.3985,24.534,51.665,4.7126,1519.47,13486.5996,254,111.121,0.9224,101.99,5249.8999,0.3728,1.073,192.32,10422.7002,1994,146.98,8.5562,1.6326,11.032,15.8114,2781.97,61.752,8.3557,10.423,367.95,38.85,16.683,196.722,8.5562,200.44,28.485,93.587,0.509,1.2999,3.6357,3.2456,113.88,6024.2002,4.8265,105.5,768.68,4.9654,14.572,3.2679,2079.8,24392.5,11.35,60.698,8.5845,1.907,8.2631,37.495,1937.48,10.4161,3026.1001,25.766,2137.8401,5.688,25402,642.957,3.8784,642.957,116.86
2011-01-03,1.3358,108.354,1.9456,25.052,7.4533,,0.8575,277.143,3.4515,0.7067,3.9577,4.1837,8.9666,1.2448,7.7834,7.3838,39.9241,2.0605,1.3074,2.2035,1.326,8.7385,10.3809,11828.5,60.011,1499.0601,16.2926,4.0881,1.7159,57.905,1.7129,39.4107,8.7986,1,4.8456,56.6,136.33,2.3744,5.2707,1.9458,2.6267,92.6541,0.4916,1604.12,1.6912,9.1818,1.3314,8.4801,3966,2.5932,612.281,2526.2,665.68,1.308,108.25,230.78,49.221,97.8937,7.6191,22.0007,2.4384,1.9638,36.754,9345.4004,10.5275,24.788,52.199,4.7243,1535.2,13608.5996,254,112.268,0.9224,106.639,5306.8999,0.3653,1.0841,194.23,10531.0996,1968.9,144.983,8.6549,1.6416,10.8478,15.9549,2810.72,61.752,8.4423,10.5289,371.75,39.552,16.848,198.76,8.6549,200.63,28.783,93.938,0.509,1.313,3.6761,3.2793,113.023,6086.6001,4.7232,104.971,777.3,4.9654,14.572,3.3016,2101.3999,24382.6992,11.468,61.302,8.6933,1.9108,8.3485,37.9975,1984.22,10.5233,3045.8999,26.033,2159.8899,5.6939,25695,642.957,3.8784,642.957,116.86
2011-01-04,1.3357,109.063,1.948,25.023,7.4522,,0.8622,277.56,3.4521,0.7075,3.9467,4.2653,8.943,1.2476,7.7771,7.3838,40.8394,2.077,1.3131,2.1972,1.3253,8.7905,10.3779,11970,59.577,1502.27,16.234,4.0935,1.7255,58.365,1.716,39.957,8.8354,1,4.9083,56.25,136.23,2.3744,5.308,1.9458,2.6127,92.0269,0.5019,1614.89,1.6855,9.1328,1.3244,8.698,3944,2.5794,605.278,2506.2,657.13,1.301,108.28,229.55,48.859,97.199,7.714,21.895,2.4125,1.9538,34.894,9562.2998,10.4714,24.656,51.921,4.7214,1527.01,13550.7998,254,111.671,0.9298,103.17,5265.2998,0.3746,1.0784,193.2,10470.7002,2004,148.13,8.5759,1.637,11.048,15.9232,2803.75,61.466,8.3972,10.4608,369.77,39.72,16.855,197.367,8.585,199.56,28.63,93.412,0.5128,1.3061,3.6562,3.2617,112.463,6054.1001,4.8633,105.909,777.82,5.0104,14.742,3.2834,2096.8,25050,11.407,60.94,8.6055,1.9109,8.3041,37.7469,1957.04,10.4675,3030.3999,25.894,2149.1499,5.742,25559,642.957,3.8784,642.957,116.86
2011-01-05,1.3321,109.27,1.9483,24.874,7.453,,0.8538,275.24,3.4522,0.7077,3.8892,4.2599,8.9406,1.2615,7.7947,7.386,40.7145,2.0492,1.3222,2.2171,1.3278,8.7752,10.3444,11805,59.743,1494.3199,16.162,4.0742,1.7344,57.796,1.7139,39.774,8.8704,1,4.8849,56.57,136.25,2.3744,5.2836,1.9458,2.6253,93.1196,0.4993,1621.99,1.6943,9.1769,1.3307,8.4979,3966,2.5919,634.024,2482.3,660.31,1.308,108.25,230.59,49.094,97.331,7.656,22.0031,2.4025,1.9631,36.734,9340.4004,10.5219,24.775,52.172,4.6902,1533.71,13596,254,112.208,0.9273,102.84,5304.1001,0.3732,1.0836,194.13,10528.7998,1996,147.36,8.6868,1.6425,11.049,16.0545,2792.6499,61.172,8.4378,10.5059,371.55,38.9,16.855,197.985,8.6868,200.92,28.782,94.597,0.5105,1.3127,3.6668,3.2776,114.13,6083.3999,4.8414,106.395,781.88,4.9808,14.649,3.2985,2100.2,24262.8008,11.462,61.189,8.7154,1.9059,8.3441,37.9591,1933,10.5177,3065,26.019,2159.48,5.7087,25683,642.957,3.8784,642.957,116.86
2011-01-06,1.3157,109.433,1.9481,24.795,7.4518,,0.848,274.743,3.4522,0.7078,3.8679,4.2595,8.8827,1.2705,7.7535,7.375,40.3617,2.0312,1.3155,2.1962,1.3111,8.6524,10.2221,11684,59.483,1484.03,15.913,4.0367,1.7343,57.43,1.6999,39.71,8.8266,1,4.8357,55.88,136.21,2.3744,5.225,1.9458,2.5962,92.2393,0.4938,1585.52,1.683,9.0749,1.3161,8.4652,3923,2.5631,636.105,2457.7,657.61,1.293,108.27,228.1,48.552,96.08,7.582,21.7604,2.3911,1.9444,36.492,9254.4004,10.4013,24.5,51.593,4.6582,1518.6899,13477.2002,254,110.968,0.9172,101.83,5260.5,0.3699,1.0716,191.65,10410.9004,1972,145.7,8.6751,1.6312,11.013,15.9841,2780.77,61.108,8.3441,10.3894,368.76,38.4,16.802,195.488,8.6751,198.84,28.468,94.271,0.5052,1.2982,3.628,3.285,112.73,6015.7998,4.791,106.202,774.23,4.9335,14.458,3.2641,2077,24719.8008,11.334,60.561,8.7058,1.8984,8.2517,37.6841,1902.39,10.4005,3031.2,25.756,2135.6101,5.6503,25399,642.957,3.8784,642.957,116.86
2011-01-07,1.298,108.11,1.9483,24.611,7.4504,,0.84,276.03,3.4522,0.7005,3.8619,4.2466,8.9209,1.2536,7.7452,7.3977,40.0118,2.0135,1.3067,2.1951,1.2947,8.613,10.088,11725,58.754,1461.1,15.794,3.9976,1.7167,57.069,1.6829,39.149,8.811,1,4.7828,55.35,135.87,2.3744,5.1685,1.9458,2.5578,91.1699,0.4885,1588.4399,1.671,8.9863,1.3035,8.4388,3892,2.5185,633.821,2415,652.3,1.28,108.27,225.81,48.099,94.631,7.508,21.5585,2.3694,1.9227,34.335,9410.7998,10.3229,24.261,51.09,4.6313,1502.4399,13372.0996,254,110.08,0.9055,100.47,5209.8999,0.3664,1.0415,189.77,10311.5996,1952,144.19,8.6512,1.6246,11.015,15.871,2754.3601,60.502,8.2627,10.2934,363.86,38.16,16.604,193.878,8.6388,196.52,28.195,93.059,0.4995,1.2851,3.5925,3.2368,111.48,5799.7998,4.7384,105.782,765.84,4.8811,14.271,3.2331,2056.7,24456.3008,11.224,60.093,8.6809,1.8953,8.2107,37.347,1893.09,10.3023,3005.7,25.576,2114.8601,5.595,25151,642.957,3.8784,642.957,116.86
2011-01-08,1.298,108.11,1.9483,24.611,7.4504,,0.84,276.03,3.4522,0.7005,3.8619,4.2466,8.9209,1.2536,7.7452,7.3977,40.0118,2.0135,1.3067,2.1951,1.2947,8.613,10.088,11725,58.754,1461.1,15.794,3.9976,1.7167,57.069,1.6829,39.149,8.811,1,4.7828,55.35,135.87,2.3744,5.1685,1.9458,2.5578,91.1699,0.4885,1588.4399,1.671,8.9863,1.3035,8.4388,3892,2.5185,633.821,2415,652.3,1.28,108.27,225.81,48.099,94.631,7.508,21.5585,2.3694,1.9227,34.335,9410.7998,10.3229,24.261,51.09,4.6313,1502.4399,13372.0996,254,110.08,0.9055,100.47,5209.8999,0.3664,1.0415,189.77,10311.5996,1952,144.19,8.6512,1.6246,11.015,15.871,2754.3601,60.502,8.2627,10.2934,363.86,38.16,16.604,193.878,8.6388,196.52,28.195,93.059,0.4995,1.2851,3.5925,3.2368,111.48,5799.7998,4.7384,105.782,765.84,4.8811,14.271,3.2331,2056.7,24456.3008,11.224,60.093,8.6809,1.8953,8.2107,37.347,1893.09,10.3023,3005.7,25.576,2114.8601,5.595,25151,642.957,3.8784,642.957,116.86
2011-01-09,1.298,108.11,1.9483,24.611,7.4504,,0.84,276.03,3.4522,0.7005,3.8619,4.2466,8.9209,1.2536,7.7452,7.3977,40.0118,2.0135,1.3067,2.1951,1.2947,8.613,10.088,11725,58.754,1461.1,15.794,3.9976,1.7167,57.069,1.6829,39.149,8.811,1,4.7828,55.35,135.87,2.3744,5.1685,1.9458,2.5578,91.1699,0.4885,1588.4399,1.671,8.9863,1.3035,8.4388,3892,2.5185,633.821,2415,652.3,1.28,108.27,225.81,48.099,94.631,7.508,21.5585,2.3694,1.9227,34.335,9410.7998,10.3229,24.261,51.09,4.6313,1502.4399,13372.0996,254,110.08,0.9055,100.47,5209.8999,0.3664,1.0415,189.77,10311.5996,1952,144.19,8.6512,1.6246,11.015,15.871,2754.3601,60.502,8.2627,10.2934,363.86,38.16,16.604,193.878,8.6388,196.52,28.195,93.059,0.4995,1.2851,3.5925,3.2368,111.48,5799.7998,4.7384,105.782,765.84,4.8811,14.271,3.2331,2056.7,24456.3008,11.224,60.093,8.6809,1.8953,8.2107,37.347,1893.09,10.3023,3005.7,25.576,2114.8601,5.595,25151,642.957,3.8784,642.957,116.86
2011-01-10,1.2895,107.08,1.9459,24.4829,7.449,,0.8296,276.93,3.4517,0.7073,3.8839,4.1584,8.9389,1.2465,7.7242,7.3741,38.67,2.0276,1.2955,2.1761,1.2788,8.5589,10.0228,11478.7002,58.596,1449.28,15.5597,3.9678,1.6982,57.006,1.6701,38.6612,8.7566,1,4.6938,54.84,136.08,2.3744,5.1391,1.9458,2.544,90.3194,0.476,1571.85,1.6573,8.892,1.29,8.4124,3851,2.5116,629.766,2370.8999,641.63,1.267,108.27,223.45,47.598,94.27,7.3726,21.334,2.3182,1.8978,33.975,9313.2998,10.2117,24.007,50.556,4.6094,1486.71,13174,254,108.938,0.9002,103.687,5133.3999,0.3551,1.05,187.79,10184.4004,1915.2,140.273,8.635,1.6151,10.782,15.705,2725.5801,60.041,8.1762,10.187,358.75,38.6234,16.292,192.496,8.635,194.38,27.904,92.67,0.4963,1.2716,3.5568,3.318,109.585,5758.3999,4.5721,104.791,758.34,4.8415,14.105,3.1994,2035.2,24270.1992,11.106,59.429,8.665,1.8851,8.086,37.0734,1883.08,10.1951,2978.3,25.275,2092.79,5.5513,24890,642.957,3.8784,642.957,116.86
2011-01-11,1.2965,107.23,1.9483,24.595,7.4481,,0.8315,279.18,3.4522,0.6998,3.9009,4.2552,8.8998,1.2523,7.7273,7.3999,39.8317,2.0428,1.3027,2.1874,1.2868,8.5665,10.0791,11535,58.667,1458.96,15.695,3.9834,1.6976,57.297,1.6819,39.66,8.8195,1,4.7518,54.56,135.61,2.3744,5.1412,1.9458,2.5319,89.8897,0.4854,1565.03,1.6562,8.8496,1.284,8.395,3844,2.4996,630.12,2368.1001,640.38,1.261,108.27,222.32,47.372,93.926,7.46,21.234,2.3768,1.8792,33.813,9269.4004,10.1386,23.893,50.315,4.6179,1479.64,13195.2002,254,108.421,0.9017,100.13,5115.3999,0.3647,1.045,187.05,10154.4004,1940,143.15,8.6304,1.6085,10.978,15.598,2726.8301,61.284,8.1373,10.1386,357.05,38.01,16.358,191.579,8.6304,194.23,27.776,92.178,0.4964,1.2662,3.5411,3.3172,110.99,5743.7998,4.7077,106.039,752.79,4.8428,14.293,3.1852,2032,24311.0996,11.053,59.436,8.6611,1.8841,8.0475,36.7454,1883.83,10.1424,2974.5,25.154,2087.1399,5.563,24771,642.957,3.8784,642.957,116.86
2011-01-12,1.2984,108.21,1.9457,24.418,7.4501,,0.8317,277.51,3.4027,0.6992,3.8526,4.2508,8.8828,1.2639,7.7216,7.4053,39.6386,2.0471,1.3214,2.1885,1.284,8.5685,10.0916,11595,58.526,1426.78,15.656,3.983,1.7093,57.022,1.6794,39.34,8.9125,1,4.7639,54.73,135.82,2.3744,5.1555,1.9458,2.5419,90.2448,0.4868,1552.41,1.6514,8.8846,1.289,8.4054,3861,2.5095,630.411,2376,642.01,1.266,108.27,223.13,47.558,94.2086,7.479,21.3243,2.3835,1.8949,35.567,9046.4004,10.1644,23.987,50.514,4.5896,1497.9301,13247.2998,256,108.848,0.9018,103.666,5133,0.3548,1.0492,187.83,10203.0996,1904.6,143.32,8.6344,1.6115,10.7671,15.741,2729.8101,61.264,8.1694,10.1786,361.05,38.2,16.358,192.336,8.6344,194.7,27.897,91.958,0.4852,1.2706,3.5558,3.3072,109.469,5792.5,4.719,104.912,758.68,4.7851,15.7079,3.1988,2033.5,24644.5996,11.097,59.62,8.6617,1.8933,8.0793,36.7672,1895.13,10.2095,2991.3999,25.254,2095.3601,5.5683,24839,642.957,3.8784,642.957,116.86
2011-01-13,1.3128,109.046,1.9459,24.31,7.449,,0.8333,274.87,3.402,0.6994,3.8397,4.1517,8.851,1.2696,7.7489,7.3797,38.395,2.0487,1.3177,2.1866,1.2946,8.6062,10.2033,11481.5,58.973,1451.4,15.3908,3.9975,1.7212,57.133,1.6902,38.6273,8.961,1,4.6937,54.77,135.9,2.3744,5.1903,1.9458,2.5439,90.251,0.476,1557.52,1.6512,8.8916,1.29,8.412,3863,2.5115,627.018,2359.8999,642.19,1.267,108.27,223.31,47.641,94.2503,7.3721,21.3442,2.3181,1.8964,35.595,9053.5,10.1451,24.006,50.554,4.6458,1499.1,13250,253,108.934,0.9074,103.618,5277.7998,0.3551,1.05,187.98,10212.5,1915.2,140.137,8.6432,1.6128,10.7794,15.8016,2721.5801,61.583,8.1759,10.186,361.33,38.6867,16.378,191.545,8.6432,194.99,27.923,91.953,0.5013,1.2716,3.5482,3.362,112.47,5810,4.571,104.255,759.28,4.8891,14.519,3.202,2035.1,24385.1992,11.106,59.563,8.6737,1.8861,8.0856,36.6148,1883,10.2064,2993.8,25.274,2097,5.6055,24888,642.957,3.8784,642.957,116.86
2011-01-14,1.3353,110.47,1.9488,24.38,7.4492,,0.8426,273.99,3.4522,0.6993,3.8725,4.252,8.9505,1.2869,7.8276,7.3959,39.9894,2.067,1.3371,2.2219,1.3205,8.8085,10.3784,11950,60.099,1483.25,16.004,4.0774,1.7288,58.771,1.7155,40.52,9.1141,1,4.9057,55.55,135.98,2.3744,5.3034,1.9458,2.567,91.6707,0.501,1594.1801,1.669,9.0189,1.3081,8.5205,3910,2.5276,628.361,2406.6001,653.35,1.285,108.28,226.63,48.549,96.193,7.701,21.6464,2.4616,1.925,34.459,9641.7002,10.2616,24.349,51.275,4.7433,1520.5,13432.2998,253,110.477,0.9311,103.28,5213,0.3746,1.0452,190.36,10355,2004,147.82,8.7798,1.6253,11.061,16.0585,2741.3,62.034,8.2927,10.3326,369.12,39.41,16.887,195.238,8.7798,199.07,28.324,93.553,0.5125,1.4895,3.5872,3.2843,114.32,5886.6001,4.8548,104.67,770.77,5.0109,14.612,3.248,2070.7,25013.9004,11.264,60.377,8.8098,1.9008,8.2403,37.1589,1919.64,10.3315,3044.2,25.669,2126.8401,5.747,25231,642.957,3.8784,642.957,116.86
2011-01-15,1.3353,110.47,1.9488,24.38,7.4492,,0.8426,273.99,3.4522,0.6993,3.8725,4.252,8.9505,1.2869,7.8276,7.3959,39.9894,2.067,1.3371,2.2219,1.3205,8.8085,10.3784,11950,60.099,1483.25,16.004,4.0774,1.7288,58.771,1.7155,40.52,9.1141,1,4.9057,55.55,135.98,2.3744,5.3034,1.9458,2.567,91.6707,0.501,1594.1801,1.669,9.0189,1.3081,8.5205,3910,2.5276,628.361,2406.6001,653.35,1.285,108.28,226.63,48.549,96.193,7.701,21.6464,2.4616,1.925,34.459,9641.7002,10.2616,24.349,51.275,4.7433,1520.5,13432.2998,253,110.477,0.9311,103.28,5213,0.3746,1.0452,190.36,10355,2004,147.82,8.7798,1.6253,11.061,16.0585,2741.3,62.034,8.2927,10.3326,369.12,39.41,16.887,195.238,8.7798,199.07,28.324,93.553,0.5125,1.4895,3.5872,3.2843,114.32,5886.6001,4.8548,104.67,770.77,5.0109,14.612,3.248,2070.7,25013.9004,11.264,60.377,8.8098,1.9008,8.2403,37.1589,1919.64,10.3315,3044.2,25.669,2126.8401,5.747,25231,642.957,3.8784,642.957,116.86
2011-01-16,1.3353,110.47,1.9488,24.38,7.4492,,0.8426,273.99,3.4522,0.6993,3.8725,4.252,8.9505,1.2869,7.8276,7.3959,39.9894,2.067,1.3371,2.2219,1.3205,8.8085,10.3784,11950,60.099,1483.25,16.004,4.0774,1.7288,58.771,1.7155,40.52,9.1141,1,4.9057,55.55,135.98,2.3744,5.3034,1.9458,2.567,91.6707,0.501,1594.1801,1.669,9.0189,1.3081,8.5205,3910,2.5276,628.361,2406.6001,653.35,1.285,108.28,226.63,48.549,96.193,7.701,21.6464,2.4616,1.925,34.459,9641.7002,10.2616,24.349,51.275,4.7433,1520.5,13432.2998,253,110.477,0.9311,103.28,5213,0.3746,1.0452,190.36,10355,2004,147.82,8.7798,1.6253,11.061,16.0585,2741.3,62.034,8.2927,10.3326,369.12,39.41,16.887,195.238,8.7798,199.07,28.324,93.553,0.5125,1.4895,3.5872,3.2843,114.32,5886.6001,4.8548,104.67,770.77,5.0109,14.612,3.248,2070.7,25013.9004,11.264,60.377,8.8098,1.9008,8.2403,37.1589,1919.64,10.3315,3044.2,25.669,2126.8401,5.747,25231,642.957,3.8784,642.957,116.86
2011-01-17,1.338,110.88,1.9451,24.345,7.45,,0.8424,275.4,3.4517,0.6994,3.8717,4.1637,8.9249,1.2893,7.8086,7.2491,39.15,2.0742,1.35,2.1963,1.3209,8.6036,10.4009,11862.5996,59.6699,1460.26,15.9126,4.0065,1.739,57.8804,1.7218,39.9049,9.266,1,4.8368,56.5,135.95,2.3744,5.2289,1.9458,2.6218,93.1491,0.4906,1611.8199,1.6971,9.1647,1.3289,8.687,3972,2.5884,644.532,2441.5,659.96,1.306,108.25,230.35,49.096,96.4,7.5969,22.0008,2.3889,1.9608,37.019,10062.7998,10.4598,24.742,52.102,4.7598,1543.6899,13650,253,112.259,0.9265,106.574,5297,0.3644,1.0821,193.39,10520,1964.5,144.464,9.0102,1.6408,10.8444,16.2785,2738.6899,60.144,8.4265,10.4992,375.07,39.411,16.878,197.721,9.0102,202.1,28.784,95.26,0.5003,1.3106,3.6418,3.3944,112.68,6055.2002,4.7149,103.922,782.87,4.9349,14.906,3.3002,2100.8,24243.9004,11.446,61.481,9.0418,1.9069,8.333,37.8179,1945.13,10.4788,3117.1001,26.051,2161.03,5.7184,25647,642.957,3.8784,642.957,116.86
2011-01-18,1.3284,109.796,1.9486,24.293,7.4503,,0.8353,274.21,3.4026,0.6997,3.8658,4.2496,8.919,1.2812,7.7778,7.3922,39.8233,2.0458,1.3367,2.2321,1.3108,8.7454,10.3252,11896,60.385,1481.45,15.835,4.0627,1.7197,58.834,1.7104,40.358,9.1417,1,4.8806,56.62,135.75,2.3744,5.2843,1.9458,2.6137,92.7281,0.4987,1609.51,1.6882,9.1363,1.3249,8.6602,3967,2.5804,638.273,2441.8999,654.19,1.302,108.26,229.51,48.945,95.86,7.695,21.9333,2.4345,1.9568,36.905,10032.0996,10.4195,24.665,51.941,4.7046,1540.25,13587.9004,253,111.913,0.925,102.7,5280.7002,0.3725,1.0788,192.78,10494.7002,1994,147.12,8.9837,1.6356,11.036,16.2283,2723.5801,60.918,8.4005,10.4655,373.91,38.85,16.781,197.775,8.9837,201.28,28.699,95.525,0.5099,1.3066,3.6319,3.3579,113.67,6036.5,4.8376,104.407,780.78,4.9767,14.928,3.2893,2097.6001,24871.5996,11.411,60.977,9.0151,1.8996,8.3072,37.6836,1951.13,10.4515,3124.8,25.97,2154.3701,5.7042,25564,642.957,3.8784,642.957,116.86
2011-01-19,1.3378,110.522,1.9484,24.306,7.4503,,0.8382,272.79,3.4522,0.7001,3.8693,4.2494,8.8968,1.2895,7.7956,7.3733,40.0349,2.0572,1.3405,2.2365,1.3272,8.7985,10.4029,11986,60.734,1487.51,15.988,4.0918,1.7331,59.343,1.7163,40.547,9.226,1,4.9183,56.6,135.79,2.3744,5.3302,1.9458,2.6293,93.3486,0.5027,1619.1,1.693,9.1909,1.3327,8.6709,3990,2.5958,641.29,2456.5,658.1,1.31,108.24,231.01,49.236,96.404,7.751,22.0632,2.446,1.9738,37.159,10094.7002,10.4723,24.813,52.251,4.7206,1549.45,13665.5996,253,112.512,0.9346,103.42,5312.2002,0.3751,1.0852,193.98,10552.9004,2009,148.22,8.986,1.6413,11.073,16.1743,2741.8301,61.363,8.4506,10.5313,376.14,39.05,16.781,199.024,8.986,201,28.881,95.626,0.5138,1.3146,3.6549,3.4361,114.76,6072.6001,4.8753,104.16,785.44,5.024,14.654,3.3092,2103.3999,24373.1992,11.479,61.262,9.0155,1.906,8.3568,37.8164,1969.4301,10.5136,3157.3999,26.126,2171.95,5.7485,25722,642.957,3.8784,642.957,116.86
2011-01-20,1.3452,110.511,1.9483,24.272,7.4508,,0.8419,272.39,3.4522,0.7,3.8711,4.2536,8.9168,1.2859,7.8384,7.3877,40.2225,2.0831,1.3486,2.2486,1.3389,8.8635,10.4614,12054,61.005,1501.6801,16.142,4.115,1.758,59.491,1.7262,41.06,9.3895,1,4.9528,56.96,135.95,2.3744,5.3728,1.9458,2.6434,93.9369,0.506,1621.03,1.7008,9.2404,1.3397,8.7585,4012,2.6097,645.412,2448.7,658.81,1.317,108.27,232.12,49.567,96.206,7.787,22.1806,2.461,1.9961,37.324,9606.2002,10.5177,24.946,52.531,4.7702,1545.37,13722.7002,253,113.114,0.9394,104.28,5484.1001,0.3767,1.091,194.86,10617.9004,2022,149.33,9.1174,1.646,11.087,16.0961,2737.6699,61.714,8.496,10.5877,370.08,38.95,16.928,199.688,9.1174,202.1,29.04,96.245,0.5177,1.3207,3.6692,3.4827,115.67,6105.2002,4.9107,104.654,784.27,5.0509,15.123,3.3269,2114.7,24328.3008,11.541,61.444,9.1501,1.9198,8.4015,38.1014,1983.3199,10.5582,3126.5,26.132,2183.5701,5.7906,25858,642.957,3.8784,642.957,116.86
2011-01-21,1.3468,111.684,1.946,24.267,7.4513,,0.8464,274.99,3.4035,0.7007,3.8903,4.1701,8.9666,1.302,7.9081,7.2434,39.3814,2.1288,1.366,2.2015,1.3421,8.6882,10.48,11997.4004,60.481,1481.6899,16.0411,4.0397,1.783,58.7774,1.7335,40.41,9.5206,1,4.8869,57.03,136.24,2.3744,5.2934,1.9458,2.6492,93.9879,0.4958,1631.33,1.7107,9.2607,1.3426,8.8674,4020,2.6155,652.905,2434.5,659.86,1.32,108.28,232.62,49.675,97.1349,7.6898,22.2289,2.4138,2.0061,37.406,9964.5,10.5421,25.001,52.647,4.8714,1561.1801,13740,253,113.294,0.9362,107.953,5352.3999,0.3674,1.0934,195.32,10633.2002,1985.1,146.238,9.2966,1.6481,10.8722,15.9964,2753.79,60.947,8.5147,10.613,370.89,39.8929,17.057,200.127,9.2715,203.02,29.108,96.618,0.5057,1.3243,3.6604,3.4576,114.061,6118.6001,4.765,103.88,794.95,4.9864,16.71,3.3341,2126.1001,24950.0996,11.566,61.613,9.3282,1.9182,8.42,38.2869,1992.38,10.5792,3113.1001,26.19,2188.3401,5.7676,25910,642.957,3.8784,642.957,116.86
2011-01-22,1.3468,111.684,1.946,24.267,7.4513,,0.8464,274.99,3.4035,0.7007,3.8903,4.1701,8.9666,1.302,7.9081,7.2434,39.3814,2.1288,1.366,2.2015,1.3421,8.6882,10.48,11997.4004,60.481,1481.6899,16.0411,4.0397,1.783,58.7774,1.7335,40.41,9.5206,1,4.8869,57.03,136.24,2.3744,5.2934,1.9458,2.6492,93.9879,0.4958,1631.33,1.7107,9.2607,1.3426,8.8674,4020,2.6155,652.905,2434.5,659.86,1.32,108.28,232.62,49.675,97.1349,7.6898,22.2289,2.4138,2.0061,37.406,9964.5,10.5421,25.001,52.647,4.8714,1561.1801,13740,253,113.294,0.9362,107.953,5352.3999,0.3674,1.0934,195.32,10633.2002,1985.1,146.238,9.2966,1.6481,10.8722,15.9964,2753.79,60.947,8.5147,10.613,370.89,39.8929,17.057,200.127,9.2715,203.02,29.108,96.618,0.5057,1.3243,3.6604,3.4576,114.061,6118.6001,4.765,103.88,794.95,4.9864,16.71,3.3341,2126.1001,24950.0996,11.566,61.613,9.3282,1.9182,8.42,38.2869,1992.38,10.5792,3113.1001,26.19,2188.3401,5.7676,25910,642.957,3.8784,642.957,116.86
