date,USD,JPY,BGN,CZK,DKK,EEK,GBP,HUF,LTL,LVL,PLN,RON,SEK,CHF,NOK,HRK,RUB,TRY,AUD,BRL,CAD,CNY,HKD,IDR,INR,KRW,MXN,MYR,NZD,PHP,SGD,THB,ZAR,EUR,AED,AFN,ALL,ANG,ARS,BAM,BBD,BDT,BHD,BIF,BND,BOB,BSD,BWP,BYR,BZD,CLP,COP,CRC,CUP,CVE,DJF,DOP,DZD,EGP,ETB,FJD,GHS,GMD,GNF,GTQ,HNL,HTG,ILS,IQD,IRR,ISK,JMD,JOD,KES,KHR,KWD,KYD,KZT,LAK,LBP,LKR,LSL,LYD,MAD,MDL,MGA,MKD,MMK,MOP,MRO,MUR,MVR,MWK,NAD,NGN,NIO,NPR,OMR,PAB,PEN,PGK,PKR,PYG,QAR,RSD,RWF,SAR,SCR,SDG,SOS,STD,SVC,SYP,SZL,TND,TTD,TWD,TZS,UAH,UGX,UYU,UZS,VEF,VND,XAF,XCD,XOF,XPF
2011-02-21,1.3713,113.942,1.9459,24.426,7.4554,,0.8438,269.18,3.4517,0.7017,3.912,4.1437,8.7398,1.2944,7.7614,7.4051,38.6107,2.1591,1.3514,2.2733,1.3506,8.965,10.6717,11771.9004,61.796,1518.09,15.9954,4.1439,1.7954,59.046,1.7449,40.6596,9.7704,1,4.903,57.32,136.27,2.3744,5.4966,1.9458,2.6465,94.466,0.498,1644.0699,1.7019,9.2986,1.348,9.014,4043,2.6058,622.105,2508.2,663.43,1.325,108.26,232.22,50.521,97.2376,7.816,22.407,2.439,1.9984,37.559,10004.7998,10.3555,25.103,53.674,4.9544,1566.1899,13801.2998,278,113.815,0.9502,109.203,5347.1001,0.3689,1.0776,195.09,10661.7998,2002.7,146.77,9.4977,1.6524,10.8645,16.0837,2676.9399,61.337,8.5494,10.6678,379.18,38.9048,17.184,200.3,9.4977,204.25,29.341,96.28,0.5243,1.3298,3.6673,3.3203,114.131,6069.1001,4.7825,102.593,797.32,5.1167,14.989,3.5089,2136.1001,24114.5,11.614,62.082,9.529,1.9132,8.4949,38.8079,2016.73,10.639,3179.8999,25.823,2215.25,5.8661,27896,642.957,3.8784,642.957,116.86
2011-02-22,1.3682,113.645,1.9484,24.3204,7.4543,,0.8428,270.65,3.4522,0.7021,3.9361,4.2214,8.7823,1.294,7.7627,7.3853,39.8768,2.1731,1.3558,2.2735,1.3442,8.9597,10.6475,11956,61.348,1528.8199,16.339,4.1448,1.7933,59.165,1.7451,41.7,9.781,1,5.0186,57.8,136.54,2.3744,5.4972,1.9458,2.6849,95.3231,0.5127,1658.75,1.7182,9.3858,1.3605,9.0608,4081,2.6644,628.086,2515.3,664.94,1.337,108.3,234.33,50.514,97.559,8.011,22.6186,2.4736,2.0327,35.859,10097.5,10.4449,25.338,54.177,4.9294,1580.86,13875.7998,278,114.953,0.9539,106.86,5397.1001,0.3814,1.1081,196.89,10760.7002,2052,151.4,9.5497,1.6617,11.09,16.2342,2695.1599,61.249,8.6295,10.7663,382.72,38.79,17.264,202.827,9.5497,206.9,29.619,96.729,0.5244,1.3422,3.7044,3.4535,115.283,6112.3999,4.9753,102.813,804.79,5.1301,14.988,3.5597,2143.8,24250.4004,11.722,62.542,9.5793,1.927,8.5333,39.1326,2045.11,10.7346,3168.5,25.997,2235.9199,5.8815,28146,642.957,3.8784,642.957,116.86
2011-02-23,1.3674,113.15,1.9486,24.501,7.4546,,0.8461,272.431,3.4522,0.7021,3.9612,4.219,8.8001,1.282,7.7443,7.4135,39.9926,2.1861,1.3668,2.2727,1.3532,8.9663,10.6525,12000,61.659,1540.28,16.38,4.1521,1.8281,59.332,1.7506,41.77,9.769,1,5.0153,57.83,136.66,2.3744,5.4969,1.9458,2.6838,95.2841,0.5122,1658.75,1.7244,9.382,1.3599,9.0696,4085,2.6633,630.835,2515.7,664.53,1.337,108.31,234.3,50.493,97.066,7.992,22.6094,2.4816,2.0363,35.845,10110.5,10.4584,25.328,54.154,4.9831,1580.21,13866,278,114.906,0.9508,106.83,5394.8999,0.3809,1.1077,196.87,10757.5996,2054,151.26,9.5664,1.6615,11.117,16.1882,2696.1001,61.145,8.626,10.7673,382.57,38.8,17.264,202.744,9.5515,207.53,29.62,97.291,0.524,1.3415,3.7097,3.452,116.57,6109.8999,4.9712,102.95,804.46,5.1143,14.985,3.5721,2140.2,24240.5,11.718,62.694,9.5967,1.9267,8.5298,39.3796,2031.97,10.7234,3157.6001,25.986,2240.23,5.8629,28141,642.957,3.8784,642.957,116.86
2011-02-24,1.3764,113.434,1.9485,24.52,7.4543,,0.8474,273.66,3.4045,0.702,3.9744,4.2249,8.7827,1.2821,7.7443,7.394,40.1274,2.2124,1.3714,2.2985,1.3601,9.0231,10.7255,12042,61.962,1549.65,16.612,4.1871,1.846,59.689,1.7564,41.823,9.7725,1,5.0499,58.13,136.74,2.3744,5.535,1.9458,2.6977,95.7777,0.5161,1662.52,1.7272,9.4307,1.3669,9.0791,4105,2.6771,634.388,2555.2,668.39,1.344,108.28,235.51,50.857,97.827,8.055,22.7338,2.5222,2.0472,38.126,10162.4004,10.47,25.459,54.435,5.0155,1588.4,13930.9004,278,115.499,0.9598,107.59,5422.8999,0.3831,1.1134,197.68,10812.2002,2066,152.01,9.5569,1.6545,11.111,16.2047,2702.51,61.626,8.6707,10.8265,385.92,38.9,17.236,202.215,9.5569,206.9,29.777,97.272,0.5278,1.3489,3.74,3.4292,116.94,6141.6001,5.0052,102.142,808.62,5.149,15.108,3.605,2158.2,24351.8008,11.778,62.711,9.5873,1.9309,8.5739,39.6234,2047.95,10.7752,3169.8,26.121,2251.8,5.9018,28293,642.957,3.8784,642.957,116.86
2011-02-25,1.382,113.385,1.9485,24.486,7.4542,,0.856,273.344,3.4522,0.7021,3.9796,4.2275,8.8105,1.2782,7.7503,7.4205,39.9783,2.213,1.367,2.2892,1.3569,9.0579,10.7725,12230,62.686,1561.3199,16.788,4.2236,1.839,60.246,1.7622,42.182,9.7224,1,5.0633,58.22,137.09,2.3744,5.5468,1.9458,2.7018,95.9233,0.5168,1665.73,1.7356,9.4451,1.3689,9.0495,4111,2.6812,645.4,2569.7,669.27,1.346,108.26,235.87,50.934,99.217,8.09,22.7709,2.5278,2.0519,38.184,10177.7002,10.4859,25.498,54.518,5.0473,1590.8101,13941,280,115.674,0.97,111.23,5438,0.3835,1.1151,197.91,10828.7002,2069,152.61,9.507,1.6732,10.945,16.2087,2705.24,61.75,8.6839,10.8457,387.88,38.9,17.362,203.449,9.507,207.49,29.826,98.452,0.5298,1.3512,3.7546,3.4938,117.86,6185.3999,5.0191,103.249,809.85,5.174,15.827,3.6249,2168.3,24695.1992,11.796,62.806,9.537,1.9384,8.587,39.9722,2055.8601,10.7812,3188.3999,26.161,2255.21,5.93,28347,642.957,3.8784,642.957,116.86
2011-02-26,1.382,113.385,1.9485,24.486,7.4542,,0.856,273.344,3.4522,0.7021,3.9796,4.2275,8.8105,1.2782,7.7503,7.4205,39.9783,2.213,1.367,2.2892,1.3569,9.0579,10.7725,12230,62.686,1561.3199,16.788,4.2236,1.839,60.246,1.7622,42.182,9.7224,1,5.0633,58.22,137.09,2.3744,5.5468,1.9458,2.7018,95.9233,0.5168,1665.73,1.7356,9.4451,1.3689,9.0495,4111,2.6812,645.4,2569.7,669.27,1.346,108.26,235.87,50.934,99.217,8.09,22.7709,2.5278,2.0519,38.184,10177.7002,10.4859,25.498,54.518,5.0473,1590.8101,13941,280,115.674,0.97,111.23,5438,0.3835,1.1151,197.91,10828.7002,2069,152.61,9.507,1.6732,10.945,16.2087,2705.24,61.75,8.6839,10.8457,387.88,38.9,17.362,203.449,9.507,207.49,29.826,98.452,0.5298,1.3512,3.7546,3.4938,117.86,6185.3999,5.0191,103.249,809.85,5.174,15.827,3.6249,2168.3,24695.1992,11.796,62.806,9.537,1.9384,8.587,39.9722,2055.8601,10.7812,3188.3999,26.161,2255.21,5.93,28347,642.957,3.8784,642.957,116.86
2011-02-27,1.382,113.385,1.9485,24.486,7.4542,,0.856,273.344,3.4522,0.7021,3.9796,4.2275,8.8105,1.2782,7.7503,7.4205,39.9783,2.213,1.367,2.2892,1.3569,9.0579,10.7725,12230,62.686,1561.3199,16.788,4.2236,1.839,60.246,1.7622,42.182,9.7224,1,5.0633,58.22,137.09,2.3744,5.5468,1.9458,2.7018,95.9233,0.5168,1665.73,1.7356,9.4451,1.3689,9.0495,4111,2.6812,645.4,2569.7,669.27,1.346,108.26,235.87,50.934,99.217,8.09,22.7709,2.5278,2.0519,38.184,10177.7002,10.4859,25.498,54.518,5.0473,1590.8101,13941,280,115.674,0.97,111.23,5438,0.3835,1.1151,197.91,10828.7002,2069,152.61,9.507,1.6732,10.945,16.2087,2705.24,61.75,8.6839,10.8457,387.88,38.9,17.362,203.449,9.507,207.49,29.826,98.452,0.5298,1.3512,3.7546,3.4938,117.86,6185.3999,5.0191,103.249,809.85,5.174,15.827,3.6249,2168.3,24695.1992,11.796,62.806,9.537,1.9384,8.587,39.9722,2055.8601,10.7812,3188.3999,26.161,2255.21,5.93,28347,642.957,3.8784,642.957,116.86
2011-02-28,1.3734,112.096,1.9484,24.452,7.4551,,0.8531,272.33,3.4517,0.7016,3.9744,4.2135,8.8276,1.2749,7.764,7.4197,39.7882,2.1916,1.3534,2.2798,1.3422,9.0272,10.7017,12155,62.2,1547.98,16.664,4.1929,1.8263,60.013,1.75,42.06,9.6047,1,5.0468,58.27,137.34,2.3744,5.5354,1.9458,2.7069,96.1044,0.5155,1666.8,1.7314,9.4629,1.3715,8.987,4114,2.6862,642.487,2567.7,670.68,1.348,108.28,236.32,51.03,99.336,8.061,22.8184,2.5038,2.0555,38.256,10196.7002,10.5057,25.546,54.62,5.0071,1593.8101,13982.5,278,115.892,0.9694,111.19,5434.5,0.3826,1.1172,198.24,10850,2063,152.1,9.3862,1.6779,10.927,16.2104,2710.3501,61.524,8.7003,10.8648,389.99,38.71,17.452,203.905,9.3862,208.04,29.887,98.155,0.5279,1.3532,3.7521,3.4239,117.53,6162.6001,5.002,103.05,811.38,5.1571,15.833,3.6317,2172.3999,24699.6992,11.819,62.836,9.4159,1.93,8.6032,40.0048,2061.8,10.7952,3197.1001,26.211,2259.46,5.9125,28393,642.957,3.8784,642.957,116.86
2011-03-01,1.3822,113.155,1.9484,24.321,7.4555,,0.8494,270.52,3.4522,0.7026,3.954,4.2072,8.7118,1.2838,7.7137,7.4187,39.816,2.2072,1.3566,2.2859,1.342,9.0585,10.7634,12132,62.183,1549.4399,16.701,4.2034,1.8349,59.927,1.7559,42.11,9.6135,1,5.0638,58.54,137.18,2.3744,5.5558,1.9458,2.7165,96.4453,0.5173,1673.4,1.7334,9.4966,1.3763,9.0188,4132,2.6958,642.698,2586.5,673.06,1.353,108.26,237.15,51.176,99.471,8.104,22.9028,2.5147,2.0697,38.391,10218.7002,10.543,25.637,54.814,5.0027,1600.85,14027.9004,278,116.295,0.9722,111.91,5463.3999,0.3831,1.1212,198.93,10887.9004,2069,152.7,9.432,1.6696,10.945,16.2229,2726.8701,61.763,8.7312,10.902,391.38,39.05,17.422,205.77,9.432,209.05,29.997,98.489,0.5296,1.3583,3.7613,3.4805,118.14,6184.5,5.0189,103,814.26,5.1682,15.899,3.6751,2180.1001,24703.3008,11.861,63.149,9.462,1.9366,8.6336,40.1475,2072.54,10.8458,3223.6001,26.304,2267.45,5.9183,28479,642.957,3.8784,642.957,116.86
2011-03-02,1.3772,112.759,1.9485,24.32,7.4561,,0.8468,272.59,3.4028,0.7026,3.98,4.205,8.7213,1.2782,7.7164,7.4185,39.6493,2.2231,1.3583,2.2904,1.3417,9.0648,10.7249,12153,61.905,1550.76,16.689,4.1874,1.8418,59.794,1.7532,42.11,9.6185,1,5.069,58.44,137.27,2.3744,5.5629,1.9458,2.7015,96.8175,0.518,1677.5,1.7311,9.4924,1.3757,8.9966,4127,2.66,643.657,2586.8999,678.64,1.353,108.27,237.05,51.153,99.637,8.118,22.8921,2.5112,2.0681,36.266,10210.7002,10.5916,25.625,54.79,5.0065,1600.14,14017.5996,278,116.105,0.9721,112.43,5465.2002,0.3832,1.0999,198.74,10880.2998,2074,152.77,9.3881,1.6693,10.943,16.1708,2724.98,61.328,8.7274,10.8923,390.51,38.69,17.422,205.679,9.3881,209.1,29.996,97.726,0.5304,1.3573,3.7555,3.3723,118.02,6174.8999,5.0258,103.952,813.9,5.1744,15.917,3.6903,2172.2,24697.9004,11.855,63.121,9.4177,1.9388,8.6713,39.9382,2072.3201,10.8445,3228.3999,26.362,2270.1499,5.9269,28460,642.957,3.8784,642.957,116.86
2011-03-03,1.3867,113.47,1.9483,24.244,7.4555,,0.849,271.18,3.4522,0.7026,3.9646,4.202,8.747,1.2806,7.684,7.3889,39.3608,2.2423,1.3643,2.2988,1.3491,9.1064,10.8008,12179,62.105,1556.5699,16.791,4.2062,1.8653,60.203,1.7593,42.346,9.5404,1,5.0936,58.5,137.11,2.3744,5.5828,1.9458,2.7151,96.921,0.5202,1677.38,1.7317,9.4917,1.3756,8.9838,4127,2.6944,645.062,2600.1001,674.65,1.353,108.27,237.03,51.149,99.981,8.156,22.8946,2.5096,2.0755,36.263,10210,10.5583,25.623,54.786,5.0177,1600.03,14024.7998,273,116.104,0.9742,113.06,5464.7998,0.3851,1.1206,198.62,10879.5,2081,153.42,9.3744,1.668,10.95,16.2858,2729.6201,61.548,8.7267,10.895,381.5,38.89,17.427,204.451,9.3744,209.57,29.998,97.719,0.5325,1.3572,3.7614,3.3868,118.53,6133,5.0465,103.928,813.84,5.1969,15.926,3.6998,2179,24697.9004,11.855,63.234,9.4047,1.9428,8.6292,39.9926,2068.02,10.8464,3223.3,26.291,2269.99,5.9503,28447,642.957,3.8784,642.957,116.86
2011-03-04,1.3959,114.953,1.9494,24.272,7.4557,,0.8574,271.51,3.4522,0.702,3.9862,4.2033,8.8209,1.3009,7.7646,7.4078,39.3198,2.2292,1.3778,2.3047,1.3574,9.1529,10.8684,12260,62.617,1557.5,16.772,4.2229,1.8862,60.337,1.7688,42.43,9.652,1,5.1193,58.69,137.34,2.3744,5.6142,1.9458,2.7238,97.3495,0.5229,1684.13,1.7347,9.5222,1.3799,8.9764,4137,2.703,645.956,2604.5,676.75,1.357,108.27,237.72,51.341,100.612,8.203,22.9723,2.5332,2.0849,38.46,10978.7998,10.5727,25.705,54.961,5.0404,1605.16,14050.2998,273,116.475,0.9809,113.79,5489.2002,0.3867,1.1242,199.1,10914.5,2092,154.1,9.3427,1.6716,10.964,16.3782,2726.5701,61.194,8.7547,10.9313,385.49,39.22,17.612,204.139,9.3427,210.79,30.098,98.24,0.5355,1.3616,3.7659,3.4454,119.3,6104.1001,5.0728,103.331,816.45,5.2261,16.012,3.7283,2179,24700.6992,11.893,63.32,9.3724,1.9375,8.6568,39.9184,2074.6201,10.8651,3242,26.375,2277.24,5.9836,28468,642.957,3.8784,642.957,116.86
2011-03-05,1.3959,114.953,1.9494,24.272,7.4557,,0.8574,271.51,3.4522,0.702,3.9862,4.2033,8.8209,1.3009,7.7646,7.4078,39.3198,2.2292,1.3778,2.3047,1.3574,9.1529,10.8684,12260,62.617,1557.5,16.772,4.2229,1.8862,60.337,1.7688,42.43,9.652,1,5.1193,58.69,137.34,2.3744,5.6142,1.9458,2.7238,97.3495,0.5229,1684.13,1.7347,9.5222,1.3799,8.9764,4137,2.703,645.956,2604.5,676.75,1.357,108.27,237.72,51.341,100.612,8.203,22.9723,2.5332,2.0849,38.46,10978.7998,10.5727,25.705,54.961,5.0404,1605.16,14050.2998,273,116.475,0.9809,113.79,5489.2002,0.3867,1.1242,199.1,10914.5,2092,154.1,9.3427,1.6716,10.964,16.3782,2726.5701,61.194,8.7547,10.9313,385.49,39.22,17.612,204.139,9.3427,210.79,30.098,98.24,0.5355,1.3616,3.7659,3.4454,119.3,6104.1001,5.0728,103.331,816.45,5.2261,16.012,3.7283,2179,24700.6992,11.893,63.32,9.3724,1.9375,8.6568,39.9184,2074.6201,10.8651,3242,26.375,2277.24,5.9836,28468,642.957,3.8784,642.957,116.86
2011-03-06,1.3959,114.953,1.9494,24.272,7.4557,,0.8574,271.51,3.4522,0.702,3.9862,4.2033,8.8209,1.3009,7.7646,7.4078,39.3198,2.2292,1.3778,2.3047,1.3574,9.1529,10.8684,12260,62.617,1557.5,16.772,4.2229,1.8862,60.337,1.7688,42.43,9.652,1,5.1193,58.69,137.34,2.3744,5.6142,1.9458,2.7238,97.3495,0.5229,1684.13,1.7347,9.5222,1.3799,8.9764,4137,2.703,645.956,2604.5,676.75,1.357,108.27,237.72,51.341,100.612,8.203,22.9723,2.5332,2.0849,38.46,10978.7998,10.5727,25.705,54.961,5.0404,1605.16,14050.2998,273,116.475,0.9809,113.79,5489.2002,0.3867,1.1242,199.1,10914.5,2092,154.1,9.3427,1.6716,10.964,16.3782,2726.5701,61.194,8.7547,10.9313,385.49,39.22,17.612,204.139,9.3427,210.79,30.098,98.24,0.5355,1.3616,3.7659,3.4454,119.3,6104.1001,5.0728,103.331,816.45,5.2261,16.012,3.7283,2179,24700.6992,11.893,63.32,9.3724,1.9375,8.6568,39.9184,2074.6201,10.8651,3242,26.375,2277.24,5.9836,28468,642.957,3.8784,642.957,116.86
2011-03-07,1.3991,115.2,1.9453,24.2229,7.4562,,0.86,270.669,3.4517,0.702,3.9763,4.1073,8.8666,1.2958,7.7767,7.4198,38.4065,2.234,1.3786,2.2949,1.3593,9.172,10.893,12048.0996,62.812,1561.2,16.4511,4.232,1.8964,60.305,1.7724,41.7799,9.6157,1,5.0601,59.26,137.76,2.3744,5.6277,1.9458,2.7435,98.2003,0.5136,1696.99,1.745,9.5912,1.3898,9.0413,4163,2.7225,645.476,2602.3999,681.58,1.367,108.33,239.44,51.711,99.1361,8.0901,23.1407,2.5107,2.0981,38.773,10333.2002,10.659,25.892,55.359,5.0486,1615.37,14164.5,278,117.385,0.9822,114.33,5514.8999,0.3773,1.1323,200.37,10993.7998,2065.6001,150.652,9.4238,1.682,10.9219,16.4959,2740.01,61.21,8.8181,11.0068,387.58,39.6454,17.612,205.652,9.4238,212.17,30.319,98.824,0.5368,1.3718,3.7897,3.4705,117.815,6085.5,4.9364,102.411,822.35,5.2369,16.121,3.7552,2201.8,24712.3008,11.979,63.689,9.4542,1.9341,8.7613,40.0484,2087.47,10.9502,3277.8999,26.497,2293.6599,5.9982,28701,642.957,3.8784,642.957,116.86
2011-03-08,1.3964,114.893,1.9481,24.1029,7.457,,0.862,271.16,3.4522,0.7021,3.967,4.1952,8.8721,1.2935,7.755,7.385,39.3915,2.2307,1.3791,2.3059,1.3583,9.1537,10.8717,12248,62.819,1561.64,16.813,4.2317,1.8928,60.212,1.767,42.471,9.5888,1,5.1321,59.53,138.1,2.3744,5.6233,1.9458,2.7422,98.4866,0.5242,1704.83,1.7491,9.6357,1.3961,9.0286,4182,2.7001,650.999,2607.2,686.78,1.373,108.27,240.62,51.95,100.018,8.224,23.2512,2.539,2.1095,38.918,9787.7998,10.7091,26.012,55.615,5.0113,1622.85,14217.4004,273,117.927,0.9836,114.16,5541.8999,0.3875,1.1165,201.29,11045.7002,2097,154,9.3859,1.6847,10.973,16.5519,2758.3,61.258,8.8589,11.0557,389.38,38.92,17.647,207.55,9.3859,213.36,30.464,99.435,0.5367,1.3777,3.8073,3.4812,118.94,6092.7002,5.0857,103.217,826.16,5.2369,16.126,3.8095,2205,24702.5,12.034,63.984,9.4154,1.9494,8.8018,40.2806,2094.99,11.0006,3294.3999,26.69,2304.25,5.9976,28873,642.957,3.8784,642.957,116.86
2011-03-09,1.3898,115.05,1.9484,24.246,7.4578,,0.8597,272.36,3.4522,0.7022,3.968,4.1879,8.8483,1.2996,7.7574,7.3789,39.201,2.2079,1.3766,2.2976,1.3488,9.1277,10.8209,12163,62.428,1550.08,16.688,4.2161,1.8772,60.22,1.7618,42.17,9.5505,1,5.1068,58.88,137.63,2.3744,5.5959,1.9458,2.7211,97.8264,0.5212,1692.4301,1.7417,9.5614,1.3855,9.0254,4150,2.6793,647.368,2591.6001,682.88,1.363,108.24,238.7,51.551,99.862,8.19,23.0786,2.5366,2.0927,38.618,9713.2002,10.5849,25.811,55.187,4.9708,1611.76,14109.5,273,117.085,0.9756,114.01,5486.7002,0.3857,1.1079,199.75,10956.7998,2087,152.91,9.3957,1.68,10.972,16.4246,2741.96,60.724,8.7907,10.9713,386.38,38.63,17.537,205.951,9.3957,211.71,30.241,98.741,0.5342,1.3674,3.7747,3.4144,118,6073.6001,5.0606,103.395,819.8,5.2166,15.974,3.7922,2188,24697,11.942,63.421,9.4264,1.9377,8.7342,39.9841,2078.25,10.9165,3273.3,26.484,2286.5801,5.981,28659,642.957,3.8784,642.957,116.86
2011-03-10,1.3902,115.153,1.9484,24.269,7.4576,,0.8578,271.67,3.4522,0.7022,3.9804,4.1874,8.7906,1.2928,7.7388,7.3694,39.4402,2.1971,1.3766,2.2976,1.3465,9.1114,10.8266,12202,62.396,1550.99,16.635,4.2146,1.8878,60.038,1.7625,42.06,9.5364,1,5.1041,58.9,137.78,2.3744,5.5941,1.9458,2.736,97.8761,0.5211,1690.96,1.7395,9.5649,1.386,9.0045,4157,2.7151,645.794,2579.3,679.16,1.363,108.27,238.79,51.598,99.761,8.204,23.0911,2.5304,2.0965,36.543,9173.5,10.5937,25.821,55.208,4.9624,1612.35,14132.7002,273,117.134,0.979,114.95,5501.8999,0.3858,1.1292,199.9,10964.2998,2085,152.76,9.358,1.6802,10.96,16.322,2737.3899,61.13,8.794,10.9767,385.83,38.83,17.537,207.248,9.358,211.93,30.256,98.61,0.5339,1.3678,3.7779,3.4936,118.56,6041,5.0597,103.272,820.1,5.2093,16.024,3.8057,2195.8,24382.1992,11.946,63.667,9.3866,1.9379,8.6956,39.9403,2076.9099,10.9169,3271.7,26.424,2291.52,5.967,28672,642.957,3.8784,642.957,116.86
2011-03-11,1.3801,114.422,1.9485,24.329,7.4573,,0.859,273.81,3.4522,0.7021,4.0119,4.1925,8.8248,1.2859,7.7949,7.3905,39.5145,2.1831,1.3772,2.2893,1.3453,9.075,10.7491,12089,62.157,1552.5,16.526,4.1912,1.8784,59.962,1.7571,41.962,9.5338,1,5.0743,58.55,137.58,2.3744,5.5667,1.9458,2.7171,97.3383,0.5181,1679.3,1.7338,9.4987,1.3766,8.9543,4134,2.6963,652.871,2546.1001,674.32,1.354,108.27,237.21,51.242,99.397,8.15,22.9321,2.5217,2.0676,36.29,9110.5996,10.4872,25.642,54.826,4.9342,1585.99,14031,273,116.258,0.9732,114.57,5482.6001,0.3834,1.1214,198.44,10887.5996,2036,151.78,9.2881,1.6741,10.971,16.1725,2730.9399,61.025,8.7331,10.9016,384.54,38.26,17.425,205.815,9.278,211.06,30.052,98.331,0.5307,1.3589,3.7531,3.4694,116.493,5978.3999,5.0286,102.889,814.44,5.1771,15.919,3.7957,2173.7,24377.8008,11.863,63.302,9.3202,1.936,8.6355,39.785,2058.47,10.8378,3251.3,26.241,2275.74,5.9309,28440,642.957,3.8784,642.957,116.86
2011-03-12,1.3801,114.422,1.9485,24.329,7.4573,,0.859,273.81,3.4522,0.7021,4.0119,4.1925,8.8248,1.2859,7.7949,7.3905,39.5145,2.1831,1.3772,2.2893,1.3453,9.075,10.7491,12089,62.157,1552.5,16.526,4.1912,1.8784,59.962,1.7571,41.962,9.5338,1,5.0743,58.55,137.58,2.3744,5.5667,1.9458,2.7171,97.3383,0.5181,1679.3,1.7338,9.4987,1.3766,8.9543,4134,2.6963,652.871,2546.1001,674.32,1.354,108.27,237.21,51.242,99.397,8.15,22.9321,2.5217,2.0676,36.29,9110.5996,10.4872,25.642,54.826,4.9342,1585.99,14031,273,116.258,0.9732,114.57,5482.6001,0.3834,1.1214,198.44,10887.5996,2036,151.78,9.2881,1.6741,10.971,16.1725,2730.9399,61.025,8.7331,10.9016,384.54,38.26,17.425,205.815,9.278,211.06,30.052,98.331,0.5307,1.3589,3.7531,3.4694,116.493,5978.3999,5.0286,102.889,814.44,5.1771,15.919,3.7957,2173.7,24377.8008,11.863,63.302,9.3202,1.936,8.6355,39.785,2058.47,10.8378,3251.3,26.241,2275.74,5.9309,28440,642.957,3.8784,642.957,116.86
2011-03-13,1.3801,114.422,1.9485,24.329,7.4573,,0.859,273.81,3.4522,0.7021,4.0119,4.1925,8.8248,1.2859,7.7949,7.3905,39.5145,2.1831,1.3772,2.2893,1.3453,9.075,10.7491,12089,62.157,1552.5,16.526,4.1912,1.8784,59.962,1.7571,41.962,9.5338,1,5.0743,58.55,137.58,2.3744,5.5667,1.9458,2.7171,97.3383,0.5181,1679.3,1.7338,9.4987,1.3766,8.9543,4134,2.6963,652.871,2546.1001,674.32,1.354,108.27,237.21,51.242,99.397,8.15,22.9321,2.5217,2.0676,36.29,9110.5996,10.4872,25.642,54.826,4.9342,1585.99,14031,273,116.258,0.9732,114.57,5482.6001,0.3834,1.1214,198.44,10887.5996,2036,151.78,9.2881,1.6741,10.971,16.1725,2730.9399,61.025,8.7331,10.9016,384.54,38.26,17.425,205.815,9.278,211.06,30.052,98.331,0.5307,1.3589,3.7531,3.4694,116.493,5978.3999,5.0286,102.889,814.44,5.1771,15.919,3.7957,2173.7,24377.8008,11.863,63.302,9.3202,1.936,8.6355,39.785,2058.47,10.8378,3251.3,26.241,2275.74,5.9309,28440,642.957,3.8784,642.957,116.86
2011-03-14,1.3935,113.26,1.9459,24.261,7.4577,,0.8671,272.55,3.4517,0.7013,4.0104,4.085,8.8163,1.2937,7.7896,7.3897,38.5848,2.2058,1.3794,2.3005,1.3569,9.0987,10.8538,11862.0996,62.924,1560.01,16.2313,4.2105,1.8837,60.187,1.7688,41.1579,9.6167,1,4.9902,58.24,137.61,2.3744,5.5822,1.9458,2.7054,96.802,0.5064,1672.77,1.7288,9.4577,1.3707,8.9699,4123,2.6847,653.84,2521.5,668.93,1.348,108.26,236.12,51.036,97.7664,7.9984,22.8396,2.4649,2.0732,38.2,9071.7002,10.431,25.532,54.59,4.9656,1579.15,13940.2998,273,115.828,0.9746,116.775,5457.6001,0.3719,1.1166,198.08,10841.9004,2036.9,148.116,9.3354,1.6697,10.9133,16.1029,2720.55,61.204,8.6955,10.856,384.27,39.2288,17.527,203.72,9.3354,210.96,29.927,98.032,0.5325,1.3521,3.7342,3.3651,115.849,5828.6001,4.8673,101.425,810.93,5.1922,15.975,3.7795,2171.2,24378.5996,11.812,62.939,9.3654,1.9259,8.5984,39.7503,2056.53,10.7955,3272.5,26.127,2265.97,5.9484,28357,642.957,3.8784,642.957,116.86
2011-03-15,1.3992,114.45,1.9485,24.3,7.4581,,0.865,271.79,3.4522,0.702,4.0228,4.1765,8.87,1.2936,7.8338,7.3862,39.8749,2.1937,1.3862,2.3267,1.3628,9.1791,10.8991,12221,62.932,1575.6899,16.676,4.2449,1.8928,60.712,1.7735,42.415,9.5481,1,5.1364,59.07,137.56,2.3744,5.6309,1.9458,2.7415,98.0659,0.5242,1694.36,1.7441,9.5842,1.3888,9.0347,4172,2.7206,654.495,2559.5,681.22,1.366,108.28,239.27,51.715,100.618,8.275,23.1491,2.5425,2.0984,36.616,9191.7002,10.5591,25.873,55.319,4.9567,1615.59,14182.0996,273,117.369,0.9835,118.46,5528.3999,0.3879,1.1315,200.78,10985.7998,2095,153.96,9.3983,1.6815,10.988,16.3562,2749.1799,61.68,8.8117,11.0016,388.7,38.81,17.527,206.441,9.3983,213.34,30.329,98.941,0.5373,1.3711,3.7827,3.4806,119.5,5906.6001,5.0896,102.305,821.75,5.2408,16.139,3.5449,2200.2,24379.5996,11.97,63.816,9.4293,1.9499,8.713,40.1621,2091.54,10.9485,3318.8,26.268,2296.1101,6.0019,28680,642.957,3.8784,642.957,116.86
