date,USD,JPY,BGN,CYP,CZK,DKK,EEK,GBP,HUF,LTL,LVL,MTL,PLN,ROL,SEK,SIT,SKK,CHF,ISK,NOK,TRL,AUD,CAD,HKD,KRW,NZD,SGD,ZAR,EUR,AED,ANG,BAM,BBD,BND,BOB,BRL,BSD,BYR,CNY,COP,EGP,FJD,HRK,IDR,ILS,INR,JMD,JOD,KES,LBP,MUR,MXN,MYR,SAR,TTD,UGX,TRY,KWD,MGA,RUB,UZS,PHP,THB,PKR,RON,BDT,BMD,BWP,BZD,KZT,PEN,UYU,XAF
2005-01-01,1.3565,138.96,1.9552,0.58,30.28,7.4374,15.6466,0.7062,245.57,3.4529,0.6979,0.4343,4.056,39390,9.0268,239.76,38.745,1.546,83.6,8.2368,1836200,1.7346,1.6289,10.5413,1360,1.8877,2.2125,7.6458,1,4.9922,2.3421,1.9548,2.6179,2.2012,10.9298,3.5362,1.3158,2911,10.9622,3197.6399,8.144,2.1499,7.6571,12402.5996,5.8455,58.718,81.655,0.9348,106.905,2057.22,38.3037,15.036,5.0309,5.0032,8.2707,2299.5,,,,,,,,,,,,,,,,,
2005-01-02,1.3565,138.96,1.9552,0.58,30.28,7.4374,15.6466,0.7062,245.57,3.4529,0.6979,0.4343,4.056,39390,9.0268,239.76,38.745,1.546,83.6,8.2368,1836200,1.7346,1.6289,10.5413,1360,1.8877,2.2125,7.6458,1,4.9922,2.3421,1.9548,2.6179,2.2012,10.9298,3.5362,1.3158,2911,10.9622,3197.6399,8.144,2.1499,7.6571,12402.5996,5.8455,58.718,81.655,0.9348,106.905,2057.22,38.3037,15.036,5.0309,5.0032,8.2707,2299.5,,,,,,,,,,,,,,,,,
2005-01-03,1.347,138.36,1.9557,0.58,30.396,7.4339,15.6466,0.7071,245.25,3.4527,0.6964,0.4343,4.0765,39230,9.0334,239.78,38.655,1.5452,83.39,8.2355,,1.733,1.6265,10.4737,1383.4,1.8859,2.1821,7.5853,1,4.9452,2.3241,1.9736,2.5977,2.189,10.8272,3.5146,1.3056,2889,11.1351,3152.1599,7.9571,2.2173,7.6245,12500,5.8643,58.465,80.887,0.9397,105.7,2037.9301,37.9444,15.117,5.1198,5.0491,8.2075,2296.8,1.809,0.3921,,,,,,,,,,,,,,,
2005-01-04,1.3282,138.57,1.9568,0.5801,30.434,7.435,15.6466,0.7051,245.15,3.4529,0.6965,0.4338,4.1091,38942,9.0475,239.78,38.57,1.5512,83.39,8.2801,,1.734,1.6221,10.3392,1366,1.8902,2.1653,7.728,1,4.8768,2.3003,1.9541,2.5711,2.1705,10.6777,3.5005,1.2923,2860,10.9915,3070.77,7.8769,2.182,7.6086,12330,5.8105,57.732,80.072,0.927,104.439,2009.78,37.4601,15.03,5.0537,4.9773,8.1244,2274.6001,1.8005,0.3868,,,,,,,,,,,,,,,
2005-01-05,1.328,137.98,1.956,0.5806,30.366,7.4394,15.6466,0.7042,246,3.4529,0.6965,0.4332,4.1093,38666,9.0285,239.77,38.625,1.5497,83.24,8.2669,,1.7343,1.626,10.3374,1375.4,1.8962,2.1833,7.8418,1,4.8706,2.2764,1.9344,2.5444,2.159,10.664,3.5274,1.2788,2831,10.9824,3132.29,7.7265,2.2015,7.5901,12320,5.8034,57.89,79.252,0.9255,104.239,2007.2,37.4519,15.039,5.0501,4.9711,8.0407,2239.2,1.821,0.3872,2388.3999,,,,,,,,,,,,,,
2005-01-06,1.3183,138.23,1.9557,0.5804,30.325,7.4401,15.6466,0.7024,248.39,3.4529,0.697,0.433,4.1024,38775,9.0566,239.78,38.62,1.547,83.15,8.269,,1.7284,1.628,10.2709,1382,1.8838,2.1737,8.0487,1,4.8376,2.2679,1.9275,2.5349,2.154,10.5916,3.5091,1.2741,2820,10.8905,3119.1299,7.6949,2.1881,7.5686,12260,5.7774,57.766,78.962,0.9194,103.73,1993.58,37.1978,15,5.0072,4.9393,8.0111,2224,1.8335,0.3844,,,,,,,,,,,,,,,
2005-01-07,1.3061,137.07,1.9559,0.5807,30.33,7.4401,15.6466,0.6986,247.88,3.4527,0.6968,0.4329,4.093,39003,9.0359,239.77,38.608,1.5497,83.36,8.234,,1.7244,1.6098,10.1828,1364.7,1.8864,2.1537,7.9855,1,4.7939,2.2724,1.9312,2.54,2.148,10.4963,3.5031,1.2766,2826,10.7879,3106.73,7.7101,2.1728,7.5512,12130,5.7358,57.354,79.118,0.9124,102.47,1976.3,36.8761,14.8,4.9602,4.8942,8.027,2232.3,1.819,0.3806,,,,,,,,,,,,,,,
2005-01-08,1.3061,137.07,1.9559,0.5807,30.33,7.4401,15.6466,0.6986,247.88,3.4527,0.6968,0.4329,4.093,39003,9.0359,239.77,38.608,1.5497,83.36,8.234,,1.7244,1.6098,10.1828,1364.7,1.8864,2.1537,7.9855,1,4.7939,2.2724,1.9312,2.54,2.148,10.4963,3.5031,1.2766,2826,10.7879,3106.73,7.7101,2.1728,7.5512,12130,5.7358,57.354,79.118,0.9124,102.47,1976.3,36.8761,14.8,4.9602,4.8942,8.027,2232.3,1.819,0.3806,,,,,,,,,,,,,,,
2005-01-09,1.3061,137.07,1.9559,0.5807,30.33,7.4401,15.6466,0.6986,247.88,3.4527,0.6968,0.4329,4.093,39003,9.0359,239.77,38.608,1.5497,83.36,8.234,,1.7244,1.6098,10.1828,1364.7,1.8864,2.1537,7.9855,1,4.7939,2.2724,1.9312,2.54,2.148,10.4963,3.5031,1.2766,2826,10.7879,3106.73,7.7101,2.1728,7.5512,12130,5.7358,57.354,79.118,0.9124,102.47,1976.3,36.8761,14.8,4.9602,4.8942,8.027,2232.3,1.819,0.3806,,,,,,,,,,,,,,,
2005-01-10,1.311,136.57,1.9509,0.5809,30.238,7.4404,15.6466,0.6981,247.53,3.4527,0.6969,0.4321,4.0643,38671,9.0397,239.78,38.528,1.5462,82.99,8.2269,,1.726,1.6004,10.2167,1326,1.8831,2.1292,7.8585,1,4.8014,2.233,1.9245,2.4982,2.1315,10.5259,3.394,1.3037,2741,10.8301,3113.5701,7.724,2.1009,7.568,12160,5.7118,57.399,76.607,0.8894,102.043,1979.4,36.9995,14.735,4.9796,4.907,7.9057,2266.5,1.8205,0.382,,,,,,,,,,,,,,,
2005-01-11,1.3117,135.61,1.9555,0.5811,30.282,7.4402,15.6466,0.698,246.56,3.4529,0.6966,0.4325,4.0537,38304,9.0219,239.79,38.632,1.5502,82.91,8.197,,1.7189,1.5983,10.2221,1357,1.8762,2.1484,7.7859,1,4.8135,2.2435,1.9333,2.51,2.1375,10.5525,3.4035,1.3096,2755,10.8756,3106.03,7.736,2.1929,7.5652,12160,5.7125,57.094,76.971,0.9144,102.431,1984.4,37.0798,14.729,4.9996,4.9168,7.9431,2268.3,1.8025,0.3835,,,,,,,,,,,,,,,
2005-01-12,1.3256,135.81,1.9539,0.5813,30.33,7.4389,15.6466,0.7011,246.53,3.4527,0.6964,0.4324,4.0632,38027,9.0491,239.77,38.7,1.5474,82.7,8.1906,,1.7298,1.5926,10.3292,1369.9,1.8743,2.1656,7.8691,1,4.8681,2.2377,1.9284,2.5035,2.1261,10.672,3.4222,1.3063,2746,10.9687,3095.8201,7.812,2.2165,7.5298,12180,5.7528,57.718,76.769,0.924,103.525,2007.55,37.4999,14.788,5.0446,4.975,7.9224,2260.3,1.8,0.3869,,,,,,,,,,,,,,,
2005-01-13,1.3211,135.33,1.9584,0.5816,30.417,7.4408,15.6466,0.7021,246.63,3.4528,0.6965,0.433,4.0541,38132,9.0474,239.77,38.595,1.5483,82.5,8.1797,,1.7258,1.5882,10.291,1358.3,1.8751,2.1527,7.9343,1,4.8568,2.2563,1.9499,2.5243,2.133,10.647,3.4281,1.3168,2769,10.9128,3086.6001,7.755,2.1781,7.5244,12065,5.7342,57.56,77.408,0.9195,102.887,2001.53,37.3857,14.741,5.017,4.9543,7.988,2289.6001,1.786,0.3848,,,,,,,,,,,,,,,
2005-01-14,1.3099,133.58,1.9566,0.5818,30.39,7.4394,15.6466,0.6992,246.62,3.4529,0.6964,0.4324,4.0695,37792,9.0524,239.77,38.58,1.5431,82.17,8.1924,,1.7256,1.5877,10.2078,1366.1,1.8733,2.1465,7.8064,1,4.8152,2.2328,1.9302,2.498,2.121,10.5626,3.3983,1.3036,2742,10.8235,3104.48,7.677,2.1647,7.5052,11993.7998,5.6845,57.055,76.601,0.9129,101.942,1985.08,37.1186,14.689,4.9766,4.9119,7.9051,2269.3999,1.766,0.3824,,,,,,,,,,,,,,,
2005-01-15,1.3099,133.58,1.9566,0.5818,30.39,7.4394,15.6466,0.6992,246.62,3.4529,0.6964,0.4324,4.0695,37792,9.0524,239.77,38.58,1.5431,82.17,8.1924,,1.7256,1.5877,10.2078,1366.1,1.8733,2.1465,7.8064,1,4.8152,2.2328,1.9302,2.498,2.121,10.5626,3.3983,1.3036,2742,10.8235,3104.48,7.677,2.1647,7.5052,11993.7998,5.6845,57.055,76.601,0.9129,101.942,1985.08,37.1186,14.689,4.9766,4.9119,7.9051,2269.3999,1.766,0.3824,,,,,,,,,,,,,,,
2005-01-16,1.3099,133.58,1.9566,0.5818,30.39,7.4394,15.6466,0.6992,246.62,3.4529,0.6964,0.4324,4.0695,37792,9.0524,239.77,38.58,1.5431,82.17,8.1924,,1.7256,1.5877,10.2078,1366.1,1.8733,2.1465,7.8064,1,4.8152,2.2328,1.9302,2.498,2.121,10.5626,3.3983,1.3036,2742,10.8235,3104.48,7.677,2.1647,7.5052,11993.7998,5.6845,57.055,76.601,0.9129,101.942,1985.08,37.1186,14.689,4.9766,4.9119,7.9051,2269.3999,1.766,0.3824,,,,,,,,,,,,,,,
2005-01-17,1.3051,133.42,1.955,0.582,30.316,7.4401,15.6466,0.7025,245.61,3.4529,0.696,0.4327,4.0574,37433,9.0566,239.77,38.608,1.5457,81.8,8.1962,,1.7259,1.5899,10.1737,1351.3,1.8781,2.133,7.827,1,4.7988,2.2312,1.9289,2.4962,2.114,10.5264,3.387,1.3027,2738,10.7995,3112.1101,7.646,2.1739,7.5009,11908.2998,5.6757,56.802,76.559,0.9129,101.919,1978.27,36.9912,14.638,4.9564,4.8916,7.9056,2278.5,1.745,0.3817,,36.62,,,,,,,,,,,,,
2005-01-18,1.3018,133.11,1.9548,0.582,30.36,7.4383,15.6466,0.6985,246.54,3.4529,0.696,0.432,4.0948,37450,9.0383,239.75,38.64,1.5431,81.42,8.1593,,1.7228,1.593,10.149,1347.9,1.8655,2.1272,7.889,1,4.7814,2.2249,1.9237,2.4892,2.1125,10.4886,3.3842,1.2992,2731,10.7746,3079.76,7.609,2.1687,7.4875,11909.5,5.6754,56.822,76.345,0.9074,101.617,1971.8,36.9364,14.641,4.9443,4.88,7.8836,2271.5,1.7467,0.3808,,,,,,,,,,,,,,,
2005-01-19,1.3003,133.78,1.9583,0.582,30.255,7.4408,15.6466,0.6948,246.28,3.4528,0.6961,0.4319,4.0852,37434,9.0215,239.78,38.625,1.5411,81.38,8.1605,,1.7097,1.5973,10.1367,1339.8,1.8529,2.1221,7.8403,1,4.7781,2.2308,1.9286,2.4958,2.1115,10.4812,3.4031,1.3025,2738,10.7655,3088.6899,7.603,2.1718,7.4956,11910,5.6603,56.513,76.547,0.9079,101.534,1970.4399,36.8522,14.59,4.9375,4.8785,7.9043,2269.7,1.7455,0.3803,,,1334.97,,,,,,,,,,,,
2005-01-20,1.2963,133.94,1.9557,0.582,30.311,7.4417,15.6466,0.6927,246.69,3.4527,0.696,0.4311,4.0966,38488,9.0495,239.76,38.68,1.5423,81.13,8.1958,,1.707,1.5987,10.1065,1337.3,1.8389,2.1235,7.8491,1,4.7605,2.2032,1.9055,2.465,2.092,10.4426,3.3721,1.287,2706,10.7043,3080.8601,7.551,2.1571,7.5219,11857.9004,5.6499,56.6,75.599,0.9019,100.654,1963.17,36.8783,14.555,4.9234,4.8594,7.8069,2227.8999,1.75,0.3782,,,1318.52,,,,,,,,,,,,
2005-01-21,1.2999,133.38,1.9555,0.582,30.26,7.4423,15.6466,0.6945,245.29,3.4528,0.6962,0.4314,4.0645,38564,9.0508,239.77,38.66,1.5463,81.48,8.2084,,1.6903,1.585,10.1325,1348.8,1.818,2.1224,7.7413,1,4.7892,2.2085,1.9099,2.4708,2.1015,10.5054,3.364,1.2899,2712,10.7701,3098.4199,7.612,2.1657,7.5518,11883,5.6743,56.705,75.779,0.9059,101.012,1974.98,37.1003,14.62,4.9371,4.8728,7.8254,2247,1.755,0.3807,,,1321.65,,,,,,,,,,,,
2005-01-22,1.2999,133.38,1.9555,0.582,30.26,7.4423,15.6466,0.6945,245.29,3.4528,0.6962,0.4314,4.0645,38564,9.0508,239.77,38.66,1.5463,81.48,8.2084,,1.6903,1.585,10.1325,1348.8,1.818,2.1224,7.7413,1,4.7892,2.2085,1.9099,2.4708,2.1015,10.5054,3.364,1.2899,2712,10.7701,3098.4199,7.612,2.1657,7.5518,11883,5.6743,56.705,75.779,0.9059,101.012,1974.98,37.1003,14.62,4.9371,4.8728,7.8254,2247,1.755,0.3807,,,1321.65,,,,,,,,,,,,
2005-01-23,1.2999,133.38,1.9555,0.582,30.26,7.4423,15.6466,0.6945,245.29,3.4528,0.6962,0.4314,4.0645,38564,9.0508,239.77,38.66,1.5463,81.48,8.2084,,1.6903,1.585,10.1325,1348.8,1.818,2.1224,7.7413,1,4.7892,2.2085,1.9099,2.4708,2.1015,10.5054,3.364,1.2899,2712,10.7701,3098.4199,7.612,2.1657,7.5518,11883,5.6743,56.705,75.779,0.9059,101.012,1974.98,37.1003,14.62,4.9371,4.8728,7.8254,2247,1.755,0.3807,,,1321.65,,,,,,,,,,,,
2005-01-24,1.3039,133.75,1.956,0.5821,30.139,7.4425,15.6466,0.6941,245.79,3.4529,0.6961,0.4317,4.0622,38191,9.0655,239.77,38.62,1.5449,81.63,8.2011,,1.6915,1.5953,10.1665,1346.5,1.822,2.1282,7.7193,1,4.7965,2.2274,1.9258,2.492,2.1095,10.5216,3.3536,1.3006,2735,10.773,3095.99,7.583,2.1486,7.5813,11920,5.7096,56.797,76.391,0.9101,101.154,1978.01,37.1572,14.608,4.953,4.8972,7.857,2257.8999,1.7445,0.3798,,,1334.85,,,,,,,,,,,,
2005-01-25,1.2971,134.91,1.9561,0.5825,30.08,7.4429,15.6466,0.6957,245.58,3.4529,0.6961,0.4316,4.0726,37757,9.0749,239.75,38.613,1.5478,81.35,8.2146,,1.6945,1.6016,10.1118,1336.8,1.824,2.1255,7.7168,1,4.7649,2.2237,1.9226,2.4878,2.1125,10.4522,3.3382,1.2985,2731,10.7026,3083.71,7.529,2.1447,7.5813,11858.7002,5.7086,56.617,76.263,0.9046,100.163,1964.34,36.9125,14.594,4.9264,4.8623,7.8438,2245.1001,1.728,0.3782,,,1332.61,,,,,,,,,,,,
2005-01-26,1.3078,134.8,1.9557,0.5831,30.041,7.4429,15.6466,0.6948,244.82,3.4529,0.6961,0.4313,4.068,37635,9.0744,239.77,38.535,1.5469,81.3,8.2483,,1.6874,1.6123,10.1976,1348.6,1.8246,2.1341,7.7396,1,4.8012,2.2167,1.9168,2.48,2.1018,10.5321,3.3374,1.2945,2723,10.8052,3107.1101,7.592,2.1654,7.581,11942.2002,5.748,57.064,76.022,0.9083,100.927,1979.98,37.2333,14.685,4.9671,4.9025,7.8191,2240.8999,1.7265,0.3819,,,1328.42,,,,,,,,,,,,
2005-01-27,1.3041,134.13,1.9559,0.5832,30.164,7.4412,15.6466,0.6896,244.73,3.4529,0.6961,0.4312,4.061,37800,9.083,239.78,38.435,1.5444,81.32,8.2475,,1.6768,1.6136,10.1673,1340.2,1.8197,2.1261,7.7165,1,4.7905,2.2232,1.9222,2.4872,2.106,10.5083,3.3267,1.2982,2731,10.7639,3088.1699,7.553,2.1424,7.5468,11922.2998,5.7207,56.933,76.245,0.9095,100.048,1974.86,37.1493,14.693,4.9534,4.8893,7.8419,2242.3999,1.7405,0.3807,,,1332.3,,,,,,,,,,,,
2005-01-28,1.3045,134,1.9555,0.5832,30.223,7.4399,15.6466,0.6905,244.71,3.4529,0.6962,0.4313,4.044,37705,9.1004,239.78,38.338,1.5472,80.77,8.2289,,1.6831,1.6152,10.1704,1335.4,1.8308,2.1301,7.7138,1,4.7882,2.2209,1.9203,2.4847,2.1055,10.5034,3.3319,1.2969,2727,10.7655,3090.6599,7.558,2.137,7.5384,11926,5.7186,56.898,76.165,0.9081,100.197,1974.61,37.1323,14.64,4.9549,4.8904,7.8338,2226.7,1.742,0.3805,,,1330.91,,,,,,,,,,,,
2005-01-29,1.3045,134,1.9555,0.5832,30.223,7.4399,15.6466,0.6905,244.71,3.4529,0.6962,0.4313,4.044,37705,9.1004,239.78,38.338,1.5472,80.77,8.2289,,1.6831,1.6152,10.1704,1335.4,1.8308,2.1301,7.7138,1,4.7882,2.2209,1.9203,2.4847,2.1055,10.5034,3.3319,1.2969,2727,10.7655,3090.6599,7.558,2.137,7.5384,11926,5.7186,56.898,76.165,0.9081,100.197,1974.61,37.1323,14.64,4.9549,4.8904,7.8338,2226.7,1.742,0.3805,,,1330.91,,,,,,,,,,,,
2005-01-30,1.3045,134,1.9555,0.5832,30.223,7.4399,15.6466,0.6905,244.71,3.4529,0.6962,0.4313,4.044,37705,9.1004,239.78,38.338,1.5472,80.77,8.2289,,1.6831,1.6152,10.1704,1335.4,1.8308,2.1301,7.7138,1,4.7882,2.2209,1.9203,2.4847,2.1055,10.5034,3.3319,1.2969,2727,10.7655,3090.6599,7.558,2.137,7.5384,11926,5.7186,56.898,76.165,0.9081,100.197,1974.61,37.1323,14.64,4.9549,4.8904,7.8338,2226.7,1.742,0.3805,,,1330.91,,,,,,,,,,,,
2005-01-31,1.3052,135.18,1.9556,0.5832,30.069,7.4417,15.6466,0.6924,245.24,3.4527,0.6961,0.4311,4.0604,37519,9.106,239.77,38.17,1.5501,81.13,8.2956,,1.6839,1.6183,10.1774,1338.6,1.8357,2.1357,7.776,1,4.7885,2.2201,1.9196,2.4838,2.109,10.5038,3.2877,1.2964,2728,10.7796,3082.3,7.559,2.1495,7.55,11951.0996,5.7093,56.885,76.294,0.9071,100.657,1973.38,37.1337,14.584,4.9572,4.8926,7.8405,2229.8999,1.7364,0.381,,,1330.4399,,,,,,,,,,,,
2005-02-01,1.3039,135.23,1.9561,0.5832,30.006,7.4419,15.6466,0.6926,244.91,3.4527,0.6961,0.4313,4.0556,37512,9.0874,239.75,38.14,1.5537,80.47,8.2802,,1.6836,1.6067,10.1751,1341.1,1.831,2.1373,7.8426,1,4.7913,2.22,1.9195,2.4837,2.1115,10.5103,3.2517,1.2964,2726,10.7506,3084.52,7.531,2.145,7.5201,12034.9004,5.7133,56.991,76.291,0.9094,100.719,1974.59,37.1564,14.49,4.9568,4.8924,7.8402,2230.8,1.7055,0.38,,,1332.74,,,,,,,,,,,,
2005-02-02,1.3032,135.09,1.9559,0.5832,30.013,7.4435,15.6466,0.6914,244.44,3.4527,0.696,0.4315,4.0174,37315,9.0759,239.72,38.12,1.5549,80.27,8.2535,,1.6754,1.6126,10.162,1339.7,1.8233,2.1317,7.8324,1,4.7843,2.2271,1.9255,2.4916,2.113,10.495,3.2896,1.3004,2731,10.7572,3081.6899,7.517,2.145,7.5209,11960,5.7151,56.323,76.536,0.9067,100.507,1972.36,37.1023,14.504,4.9526,4.8881,7.8651,2237.3,1.7275,0.3802,,,1337,,,,,,,,,,,,
2005-02-03,1.2972,135.5,1.9562,0.5832,29.992,7.444,15.6466,0.689,243.93,3.4527,0.6962,0.4308,3.9784,37298,9.0829,239.72,38.09,1.5591,80.63,8.2867,,1.6821,1.6085,10.114,1330.6,1.8255,2.124,7.9224,1,4.7653,2.2184,1.9182,2.4819,2.1035,10.453,3.2433,1.2955,2718,10.7034,3067.1201,7.489,2.1263,7.5383,11912.9004,5.6481,56.151,76.236,0.9028,100.171,1964.49,36.9802,14.434,4.9272,4.8631,7.8375,2225.6001,1.716,0.3782,,,1331.78,,,,,,,,,,,,
2005-02-04,1.2858,133.74,1.9557,0.583,29.91,7.4433,15.6466,0.6858,243.19,3.4527,0.696,0.4306,3.9782,37385,9.0652,239.72,38.043,1.5583,81.48,8.2879,,1.6664,1.6058,10.0217,1314.7,1.8105,2.0996,7.9323,1,4.7259,2.2071,1.9087,2.4692,2.093,10.3665,3.235,1.2891,2704,10.6774,3040.0701,7.474,2.1385,7.5436,11810.0996,5.586,55.696,75.847,0.9013,99.2123,1948.22,36.7382,14.352,4.8827,4.8191,7.7977,2212.2,1.6865,0.3767,,,1325.02,,,,,,,,,,,,
2005-02-05,1.2858,133.74,1.9557,0.583,29.91,7.4433,15.6466,0.6858,243.19,3.4527,0.696,0.4306,3.9782,37385,9.0652,239.72,38.043,1.5583,81.48,8.2879,,1.6664,1.6058,10.0217,1314.7,1.8105,2.0996,7.9323,1,4.7259,2.2071,1.9087,2.4692,2.093,10.3665,3.235,1.2891,2704,10.6774,3040.0701,7.474,2.1385,7.5436,11810.0996,5.586,55.696,75.847,0.9013,99.2123,1948.22,36.7382,14.352,4.8827,4.8191,7.7977,2212.2,1.6865,0.3767,,,1325.02,,,,,,,,,,,,
2005-02-06,1.2858,133.74,1.9557,0.583,29.91,7.4433,15.6466,0.6858,243.19,3.4527,0.696,0.4306,3.9782,37385,9.0652,239.72,38.043,1.5583,81.48,8.2879,,1.6664,1.6058,10.0217,1314.7,1.8105,2.0996,7.9323,1,4.7259,2.2071,1.9087,2.4692,2.093,10.3665,3.235,1.2891,2704,10.6774,3040.0701,7.474,2.1385,7.5436,11810.0996,5.586,55.696,75.847,0.9013,99.2123,1948.22,36.7382,14.352,4.8827,4.8191,7.7977,2212.2,1.6865,0.3767,,,1325.02,,,,,,,,,,,,
2005-02-07,1.2764,133.77,1.9557,0.5827,29.827,7.4409,15.6466,0.687,243.73,3.4529,0.6961,0.4301,3.9572,37318,9.0838,239.73,38.07,1.5619,80.98,8.3659,,1.6611,1.6023,9.952,1313,1.8203,2.0967,7.9265,1,4.6852,2.1885,1.8932,2.4484,2.0844,10.2767,3.21,1.2787,2682,10.552,3014.6799,7.384,2.1165,7.482,11758.2998,5.5656,55.353,75.285,0.8905,98.4165,1931.33,36.4837,14.259,4.8478,4.785,7.7142,2208.5,1.6825,0.3723,,,1313.9,,,,,,,,,,,,
2005-02-08,1.277,134.99,1.9557,0.5828,29.985,7.4418,15.6466,0.6886,243.95,3.4529,0.696,0.43,3.9937,36952,9.0827,239.75,38.046,1.5594,81.18,8.3856,,1.6672,1.5949,9.958,1322.7,1.8261,2.1035,7.9713,1,4.6867,2.1696,1.8774,2.4273,2.0769,10.2807,3.1823,1.2681,2659,10.5536,3014.97,7.376,2.1241,7.5033,11847.7998,5.5843,55.69,74.635,0.8892,99.3738,1931.9301,36.549,14.29,4.8508,4.7884,7.6479,2192.2,1.6975,0.3731,,,1305.2,,,,,,,,,,,,
2005-02-09,1.2813,135.26,1.9559,0.5831,29.878,7.442,15.6466,0.6888,243.9,3.4529,0.6962,0.4299,3.999,36767,9.0714,239.74,38.08,1.5582,80.92,8.3844,,1.6601,1.5983,9.989,1329.5,1.8166,2.1093,7.9598,1,4.7028,2.1751,1.882,2.4335,2.0805,10.3161,3.2135,1.2712,2666,10.5694,3008.3999,7.378,2.1282,7.5023,11879.4004,5.5995,55.856,74.825,0.89,99.8829,1938.59,36.675,14.278,4.8664,4.8035,7.6673,2210.8,1.7075,0.3734,,,1308.51,,,,,,,,,,,,
2005-02-10,1.2876,136.26,1.9559,0.5831,29.994,7.4419,15.6466,0.689,243.99,3.4529,0.696,0.4301,4.0095,36475,9.0933,239.74,38.08,1.5549,80.71,8.4233,,1.6465,1.5986,10.038,1337.5,1.809,2.1258,7.8758,1,4.7281,2.1764,1.8831,2.4349,2.088,10.3709,3.1923,1.2719,2666,10.6422,3016.26,7.442,2.1323,7.5052,11935,5.6232,56.189,74.868,0.8955,100.027,1948.4,36.8569,14.345,4.8957,4.8284,7.6716,2206.3999,1.7138,0.3763,,,1309.25,,,,,,,,,,,,
2005-02-11,1.2857,135.94,1.9557,0.5831,30.041,7.4367,15.6466,0.6878,243.87,3.4529,0.6959,0.4305,3.9976,36024,9.1002,239.75,38.154,1.5549,80.94,8.4358,,1.6352,1.588,10.024,1327.6,1.798,2.1197,7.8172,1,4.725,2.1895,1.8941,2.4496,2.1,10.3645,3.2164,1.2793,2684,10.6265,3011.8101,7.426,2.1141,7.4984,11913.7998,5.6154,56.202,75.296,0.8962,99.193,1947.1899,36.834,14.311,4.8831,4.8196,7.7582,2206.3,1.6955,0.3758,,,1317.15,,,,,,,,,,,,
2005-02-12,1.2857,135.94,1.9557,0.5831,30.041,7.4367,15.6466,0.6878,243.87,3.4529,0.6959,0.4305,3.9976,36024,9.1002,239.75,38.154,1.5549,80.94,8.4358,,1.6352,1.588,10.024,1327.6,1.798,2.1197,7.8172,1,4.725,2.1895,1.8941,2.4496,2.1,10.3645,3.2164,1.2793,2684,10.6265,3011.8101,7.426,2.1141,7.4984,11913.7998,5.6154,56.202,75.296,0.8962,99.193,1947.1899,36.834,14.311,4.8831,4.8196,7.7582,2206.3,1.6955,0.3758,,,1317.15,,,,,,,,,,,,
2005-02-13,1.2857,135.94,1.9557,0.5831,30.041,7.4367,15.6466,0.6878,243.87,3.4529,0.6959,0.4305,3.9976,36024,9.1002,239.75,38.154,1.5549,80.94,8.4358,,1.6352,1.588,10.024,1327.6,1.798,2.1197,7.8172,1,4.725,2.1895,1.8941,2.4496,2.1,10.3645,3.2164,1.2793,2684,10.6265,3011.8101,7.426,2.1141,7.4984,11913.7998,5.6154,56.202,75.296,0.8962,99.193,1947.1899,36.834,14.311,4.8831,4.8196,7.7582,2206.3,1.6955,0.3758,,,1317.15,,,,,,,,,,,,
2005-02-14,1.2973,136.31,1.956,0.5831,30.041,7.4449,15.6466,0.6872,243.85,3.4527,0.696,0.4305,4.0038,35015,9.0752,239.75,38.115,1.5537,81.13,8.4019,,1.6481,1.6004,10.117,1329.5,1.8132,2.1279,7.8033,1,4.7654,2.2093,1.9106,2.4717,2.1035,10.4535,3.2017,1.2904,2705,10.7237,3031.52,7.482,2.1274,7.5209,11989.5,5.6519,56.627,75.976,0.9013,100.045,1963.92,37.1633,14.429,4.9287,4.8639,7.8119,2217.6001,1.6929,0.3786,,,1328.99,,,,,,,,,,,,
2005-02-15,1.3017,136.09,1.9559,0.5831,30.067,7.4431,15.6466,0.6867,243.95,3.4528,0.696,0.4308,3.971,36469,9.0687,239.73,38.093,1.5476,81.08,8.3719,,1.6551,1.6022,10.149,1332.3,1.8211,2.1325,7.7382,1,4.7847,2.209,1.9104,2.4714,2.1015,10.4942,3.2052,1.2902,2705,10.7208,3035.1699,7.496,2.1244,7.5254,12061.2002,5.6698,56.871,75.966,0.9035,99.9784,1972.21,37.2949,14.439,4.9435,4.8796,7.811,2217.3,1.7065,0.379,,,1328.83,,,,,,,,,,,,
2005-02-16,1.3023,137.38,1.9557,0.5831,30.074,7.4434,15.6466,0.6911,243.73,3.4528,0.696,0.4312,3.9865,38339,9.0826,239.75,38.072,1.5472,81.08,8.3551,,1.6618,1.6103,10.156,1339.3,1.8253,2.1406,7.7494,1,4.7859,2.2169,1.9413,2.4803,2.1075,10.497,3.2214,1.2947,2713,10.7345,3040.22,7.513,2.1266,7.526,12095,5.6695,56.818,76.239,0.9068,99.6144,1972.74,37.2919,14.454,4.9549,4.8863,7.8389,2228.2,1.7135,0.3793,,,1335.97,,,,,,,,,,,,
