date,USD,JPY,BGN,CYP,CZK,DKK,EEK,GBP,HUF,LTL,LVL,MTL,PLN,ROL,SEK,SIT,SKK,CHF,ISK,NOK,TRL,AUD,CAD,HKD,KRW,NZD,SGD,ZAR,EUR,AED,ANG,BAM,BBD,BND,BOB,BRL,BSD,BYR,CNY,COP,EGP,FJD,HRK,IDR,ILS,INR,JMD,JOD,KES,LBP,MUR,MXN,MYR,SAR,TTD,UGX,TRY,KWD,MGA,RUB,UZS,PHP,THB,PKR,RON,BDT,BMD,BWP,BZD,KZT,PEN,UYU,XAF
2005-11-13,1.1735,138.42,1.9559,0.5734,29.19,7.4552,15.6466,0.6732,250.6,3.4529,0.6965,0.4293,4.03,,9.5625,239.5,38.927,1.5376,72.53,7.74,,1.6014,1.3938,9.0984,1202,1.7025,1.9926,7.9094,1,4.3003,1.9817,1.9285,2.2173,1.961,,2.5344,1.1625,2408,9.4435,,6.3949,1.9446,7.3342,11179.7998,5.5245,53.124,71.295,0.8146,88.41,,35.46,12.471,4.4204,4.3887,7.0032,2138.1001,1.5855,0.3416,,33.779,1299.61,63.638,48.114,70.108,3.6271,,,,,,,,
2005-11-14,1.1692,138.88,1.9558,0.5734,29.267,7.458,15.6466,0.6725,249.82,3.4533,0.6966,0.4293,3.9966,,9.5699,239.5,38.904,1.5403,72.85,7.7775,,1.6053,1.3958,9.0659,1209.9,1.7177,1.9929,7.9163,1,4.2851,1.9882,1.9346,2.2246,1.97,,2.5807,1.1662,2416,9.4055,,6.666,2.0248,7.3898,11626.2002,5.5332,53.25,71.846,0.8111,88.32,1761.5,35.5,12.437,4.4078,4.3752,7.0261,2140.1001,1.5819,0.3405,,33.784,1303.84,63.965,48.228,69.792,3.6283,,,,,,,,
2005-11-15,1.1732,139.4,1.9559,0.5734,29.399,7.4574,15.6466,0.6754,250.13,3.4532,0.6964,0.4293,3.9859,,9.6362,239.5,38.845,1.5437,72.8,7.8134,,1.6012,1.3987,9.0965,1194.7,1.7123,1.996,7.9344,1,4.2937,1.9749,1.9222,2.2097,1.9565,,2.5857,1.1587,2400,9.4322,,6.682,2.0415,7.3558,11710,5.5383,53.437,71.367,0.8124,87.39,1759.5,35.75,12.424,4.4185,4.3951,6.9794,2139.3,1.5855,0.3406,,33.706,1298.91,63.789,48.07,70.005,3.6527,,,,,,,,
2005-11-16,1.1677,139.07,1.9558,0.5734,29.326,7.4578,15.6466,0.6792,250.83,3.4524,0.6964,0.4293,3.974,,9.621,239.5,38.73,1.5471,72.48,7.8095,,1.5969,1.3927,9.0525,1200.5,1.704,1.9867,7.8333,1,4.288,1.9792,1.9262,2.2145,1.96,,2.5686,1.1611,2403,9.4108,,6.3833,1.9421,7.359,11670,5.5092,53.336,71.521,0.8114,87.27,1756.5,35.69,12.385,4.4091,4.3775,6.9945,2136.7,1.586,0.3398,,33.713,1301.7,63.721,48.094,69.703,3.642,,,,,,,,
2005-11-17,1.1748,139.56,1.9556,0.5734,29.34,7.4565,15.6466,0.6829,251.68,3.4527,0.696,0.4293,3.9675,,9.6129,239.51,38.684,1.5474,72.4,7.862,,1.6004,1.3952,9.1056,1193.4,1.7081,1.997,7.8634,1,4.2994,1.9799,1.9268,2.2153,1.9575,,2.5766,1.1615,2403,9.4445,,6.691,2.0372,7.357,11740,5.5196,53.582,71.547,0.8164,87.98,1759.5,35.7,12.473,4.4223,4.4077,6.997,2143.3,1.585,0.341,,33.738,1302.17,63.581,48.146,70.22,3.641,,,,,,,,
2005-11-18,1.1776,140.22,1.9557,0.5734,29.21,7.4575,15.6466,0.6856,252.88,3.4527,0.6961,0.4293,3.973,,9.5769,239.52,38.684,1.5472,72.48,7.8666,,1.6056,1.3985,9.1254,1199.3,1.7122,2.0005,7.8645,1,4.3163,1.9797,1.9266,2.215,1.958,,2.6187,1.1614,2403,9.4741,,6.721,2.0341,7.3463,11845,5.5432,53.681,71.537,0.816,87.74,1769.5,35.86,12.486,4.4368,4.4141,6.996,2143,1.6065,0.3422,,33.718,1301.99,63.721,48.129,70.376,3.6349,,,,,,,,
2005-11-19,1.1776,140.22,1.9557,0.5734,29.21,7.4575,15.6466,0.6856,252.88,3.4527,0.6961,0.4293,3.973,,9.5769,239.52,38.684,1.5472,72.48,7.8666,,1.6056,1.3985,9.1254,1199.3,1.7122,2.0005,7.8645,1,4.3163,1.9797,1.9266,2.215,1.958,,2.6187,1.1614,2403,9.4741,,6.721,2.0341,7.3463,11845,5.5432,53.681,71.537,0.816,87.74,1769.5,35.86,12.486,4.4368,4.4141,6.996,2143,1.6065,0.3422,,33.718,1301.99,63.721,48.129,70.376,3.6349,,,,,,,,
2005-11-20,1.1776,140.22,1.9557,0.5734,29.21,7.4575,15.6466,0.6856,252.88,3.4527,0.6961,0.4293,3.973,,9.5769,239.52,38.684,1.5472,72.48,7.8666,,1.6056,1.3985,9.1254,1199.3,1.7122,2.0005,7.8645,1,4.3163,1.9797,1.9266,2.215,1.958,,2.6187,1.1614,2403,9.4741,,6.721,2.0341,7.3463,11845,5.5432,53.681,71.537,0.816,87.74,1769.5,35.86,12.486,4.4368,4.4141,6.996,2143,1.6065,0.3422,,33.718,1301.99,63.721,48.129,70.376,3.6349,,,,,,,,
2005-11-21,1.1737,139.71,1.9559,0.5736,29.232,7.4608,15.6466,0.6837,253.32,3.4509,0.696,0.4293,3.97,,9.5743,239.51,38.7,1.5479,73.17,7.8709,,1.5932,1.3872,9.095,1203.5,1.7013,1.9936,7.7809,1,4.3117,2.0032,1.9517,2.2413,1.9765,,2.6026,1.1746,2430,9.4641,,6.713,2.0301,7.4031,11770,5.5416,53.545,70.347,0.8179,87.47,1764.5,35.7,12.434,4.4319,4.3986,7.0788,2164.3,1.599,0.3417,,33.945,1317.3199,64.642,48.64,70.037,3.6566,,,,,,,,
2005-11-22,1.1814,140.41,1.9558,0.5736,29.264,7.4563,15.6466,0.6862,253.48,3.4526,0.696,0.4293,3.9643,,9.5429,239.52,38.7,1.5485,73.82,7.8606,,1.6025,1.3867,9.158,1210.2,1.7067,2.0057,7.7838,1,4.3095,1.9826,1.9324,2.2183,1.96,,2.6538,1.163,2406,9.4669,,6.3943,1.9362,7.403,11845,5.5812,54.012,69.625,0.8163,87.71,1763.5,35.79,12.197,4.4331,4.4318,7.0064,2140.8,1.5923,0.3414,,33.751,1303.91,63.63,48.241,70.524,3.6601,,,,,,,,
2005-11-23,1.1808,140.21,1.9554,0.5736,29.142,7.4615,15.6466,0.6854,251.79,3.4532,0.6961,0.4293,3.9197,,9.4928,239.54,38.58,1.5499,74.23,7.8749,,1.5995,1.3829,9.1503,1212.8,1.7021,1.9968,7.703,1,4.3347,1.995,1.9409,2.2321,1.965,,2.6446,1.17,2420,9.5114,,6.743,2.0318,7.4636,11845,5.5492,53.94,70.059,0.8201,88.43,1775.5,36.11,12.489,4.4557,4.4292,7.0499,2144.1001,1.602,0.3435,,33.887,1311.98,63.967,48.488,70.586,3.6724,,,,,,,,
2005-11-24,1.1781,140.29,1.9558,0.5736,29.089,7.4614,15.6466,0.6838,250.87,3.4529,0.6961,0.4293,3.9157,,9.4983,239.51,38.495,1.5504,74.37,7.8753,,1.5972,1.3798,9.1322,1210.2,1.6942,1.9913,7.6726,1,4.3301,1.9992,1.9449,2.2369,1.963,,2.6374,1.1724,2427,9.501,,6.739,2.0353,7.3963,11720,5.5289,53.753,70.209,0.8216,88.59,,36,12.467,4.4511,4.4147,7.065,2157.8999,1.5888,0.3432,,33.888,1314.77,63.973,48.544,70.324,3.6641,,,,,,,,
2005-11-25,1.1725,140.22,1.9559,0.5735,29.01,7.4561,15.6466,0.6813,251.55,3.4529,0.6961,0.4293,3.912,,9.4743,239.53,38.455,1.5452,74.21,7.8723,,1.5928,1.3698,9.0875,1210.5,1.6803,1.9836,7.6152,1,4.3073,1.9919,1.9381,2.2287,1.9585,,2.6172,1.1683,2417,9.4514,,6.709,2.0223,7.3805,11790,5.494,53.571,69.953,0.8151,87.99,1765.5,35.82,12.41,4.4287,4.3935,7.0393,2151,1.5828,0.3415,,33.862,1313.71,63.567,48.462,70.033,3.662,,,,,,,,
2005-11-26,1.1725,140.22,1.9559,0.5735,29.01,7.4561,15.6466,0.6813,251.55,3.4529,0.6961,0.4293,3.912,,9.4743,239.53,38.455,1.5452,74.21,7.8723,,1.5928,1.3698,9.0875,1210.5,1.6803,1.9836,7.6152,1,4.3073,1.9919,1.9381,2.2287,1.9585,,2.6172,1.1683,2417,9.4514,,6.709,2.0223,7.3805,11790,5.494,53.571,69.953,0.8151,87.99,1765.5,35.82,12.41,4.4287,4.3935,7.0393,2151,1.5828,0.3415,,33.862,1313.71,63.567,48.462,70.033,3.662,,,,,,,,
2005-11-27,1.1725,140.22,1.9559,0.5735,29.01,7.4561,15.6466,0.6813,251.55,3.4529,0.6961,0.4293,3.912,,9.4743,239.53,38.455,1.5452,74.21,7.8723,,1.5928,1.3698,9.0875,1210.5,1.6803,1.9836,7.6152,1,4.3073,1.9919,1.9381,2.2287,1.9585,,2.6172,1.1683,2417,9.4514,,6.709,2.0223,7.3805,11790,5.494,53.571,69.953,0.8151,87.99,1765.5,35.82,12.41,4.4287,4.3935,7.0393,2151,1.5828,0.3415,,33.862,1313.71,63.567,48.462,70.033,3.662,,,,,,,,
2005-11-28,1.185,140.87,1.9555,0.5735,28.973,7.4558,15.6466,0.6853,250.84,3.4526,0.6962,0.4293,3.8919,,9.4528,239.51,37.751,1.5471,74.45,7.892,,1.598,1.3829,9.1851,1209.5,1.6821,2.0029,7.6692,1,4.333,1.9846,1.9343,2.2206,1.955,,2.6014,1.1642,2408,9.5194,,6.4015,1.9386,7.3736,11840,5.5174,54.225,71.682,0.8204,88.28,1763.5,36.17,12.448,4.4584,4.424,7.0077,2133.5,1.5913,0.3435,,33.805,1308.9301,63.66,48.387,70.67,3.6509,,,,,,,,
2005-11-29,1.1768,140.89,1.9559,0.5735,28.965,7.4567,15.6466,0.6853,251.83,3.4541,0.6961,0.4293,3.8914,,9.5308,239.5,37.868,1.5472,74.77,7.9449,,1.5949,1.3755,9.1224,1210.5,1.6771,1.9685,7.6133,1,4.3264,2.0035,1.935,2.2417,1.968,,2.5782,1.1748,2432,9.4995,,6.74,2.0221,7.3984,11810,5.4827,53.927,72.362,0.8172,87.86,1771.5,36.05,12.421,4.4518,4.4161,7.0741,2152.8,1.595,0.3429,,33.901,1325.04,63.614,48.589,70.223,3.6448,,,,,,,,
2005-11-30,1.1805,141.26,1.9557,0.5735,28.905,7.4503,15.6466,0.6819,252.93,3.4529,0.6963,0.4293,3.904,,9.5194,239.5,37.893,1.5507,74.39,7.9486,,1.5942,1.376,9.1513,1202.4,1.6749,1.9949,7.6177,1,4.3312,1.996,1.9279,2.2332,1.962,,2.5976,1.1705,2423,9.5036,,6.749,2.0201,7.3913,11800,5.4801,54.1,72.09,0.8181,87.13,1775.5,36.11,12.445,4.4481,4.4211,7.0475,2151,1.5975,0.3435,,33.918,1320.0699,63.682,48.522,70.427,3.657,,,,,,,,
2005-12-01,1.1742,141.36,1.9558,0.5735,28.879,7.4475,15.6466,0.6773,251.81,3.4528,0.6965,0.4293,3.8898,,9.5024,239.48,37.894,1.5463,74.4,7.9278,,1.581,1.3671,9.1035,1196.9,1.6635,1.9847,7.5586,1,4.2994,1.9948,1.9269,2.2319,1.9593,,2.6103,1.1699,2423,9.433,,6.687,2.0179,7.3694,11740,5.4688,53.903,72.048,0.8134,86.23,1760.5,35.74,12.254,4.4206,4.4002,7.0434,2149.8,1.5935,0.3406,,33.844,1319.3101,63.728,48.442,70.114,3.6583,,,,,,,,
2005-12-02,1.1719,141.16,1.9555,0.5735,28.911,7.4524,15.6466,0.676,251.51,3.4527,0.6965,0.4293,3.863,,9.4238,239.51,37.852,1.5425,74.73,7.9245,,1.5658,1.359,9.0795,1198.4,1.645,1.9786,7.4266,1,4.2966,1.9826,1.9297,2.2183,1.9485,,2.5864,1.163,2409,9.4311,,6.685,2.0042,7.3618,11700,5.4385,53.861,71.608,0.8119,86.45,1760.5,35.84,12.194,4.4192,4.3921,7.0005,2128.5,1.5875,0.3405,,33.907,1311.3101,63.269,48.451,70.024,3.6603,,,,,,,,
2005-12-03,1.1719,141.16,1.9555,0.5735,28.911,7.4524,15.6466,0.676,251.51,3.4527,0.6965,0.4293,3.863,,9.4238,239.51,37.852,1.5425,74.73,7.9245,,1.5658,1.359,9.0795,1198.4,1.645,1.9786,7.4266,1,4.2966,1.9826,1.9297,2.2183,1.9485,,2.5864,1.163,2409,9.4311,,6.685,2.0042,7.3618,11700,5.4385,53.861,71.608,0.8119,86.45,1760.5,35.84,12.194,4.4192,4.3921,7.0005,2128.5,1.5875,0.3405,,33.907,1311.3101,63.269,48.451,70.024,3.6603,,,,,,,,
2005-12-04,1.1719,141.16,1.9555,0.5735,28.911,7.4524,15.6466,0.676,251.51,3.4527,0.6965,0.4293,3.863,,9.4238,239.51,37.852,1.5425,74.73,7.9245,,1.5658,1.359,9.0795,1198.4,1.645,1.9786,7.4266,1,4.2966,1.9826,1.9297,2.2183,1.9485,,2.5864,1.163,2409,9.4311,,6.685,2.0042,7.3618,11700,5.4385,53.861,71.608,0.8119,86.45,1760.5,35.84,12.194,4.4192,4.3921,7.0005,2128.5,1.5875,0.3405,,33.907,1311.3101,63.269,48.451,70.024,3.6603,,,,,,,,
2005-12-05,1.1787,142.36,1.9558,0.5735,28.856,7.4512,15.6466,0.6765,251.49,3.4525,0.6967,0.4293,3.8432,,9.445,239.52,37.825,1.5405,75.62,7.868,,1.5689,1.3634,9.1357,1198.2,1.639,1.9866,7.4458,1,4.3282,1.9905,1.9371,2.2272,1.95,,2.5861,1.1675,2417,9.5051,,6.736,2.0067,7.363,11543,5.4487,54.549,72.164,0.8172,86.79,1770.5,36.08,12.312,4.4549,4.4168,7.0284,2139.5,1.5863,0.3432,,34.061,1320.33,63.495,48.682,70.41,3.6615,,,,,,,,
2005-12-06,1.1798,142.37,1.9558,0.5734,29.022,7.4502,15.6466,0.6771,253.29,3.4527,0.6971,0.4293,3.8344,,9.3854,239.54,37.795,1.5394,76.26,7.9536,,1.5665,1.3648,9.1477,1204.4,1.6442,1.9873,7.4053,1,4.3253,1.996,1.9482,2.2333,1.956,,2.5653,1.1706,2424,9.4987,,6.4442,1.9146,7.3861,11680,5.4445,54.392,72.364,0.7939,86.43,1772.5,36.08,12.219,4.4524,4.4183,7.0478,2152.8,1.591,0.3428,,34.067,1323.96,63.534,48.744,70.446,3.6473,,,,,,,,
2005-12-07,1.1718,141.81,1.9558,0.5733,29.0165,7.4483,15.6466,0.6751,253.45,3.4524,0.6971,0.4293,3.8394,,9.4008,239.51,37.82,1.5394,76.04,7.922,,1.5668,1.3581,9.0841,1201,1.6647,1.9735,7.4086,1,4.3068,1.9858,1.9279,2.2219,1.946,,2.569,1.1648,2412,9.448,,6.687,1.9958,7.3836,11620,5.4178,54.016,72.04,0.8133,85.98,1763.5,35.82,12.21,4.4291,4.3959,7.0118,2149.3999,1.5915,0.3415,,33.938,1317.22,63.222,48.384,69.944,3.655,,,,,,,,
2005-12-08,1.1813,142.27,1.9561,0.5733,29.106,7.4485,15.6466,0.6742,255.49,3.4531,0.6971,0.4293,3.873,,9.432,239.5,38.02,1.5362,76.08,7.9288,,1.5753,1.3687,9.1587,1208.2,1.6856,1.9889,7.479,1,4.3436,1.9962,1.9376,2.2335,1.9563,,2.6231,1.1707,2425,9.5326,,6.758,2.0278,7.3859,11545,5.4514,54.487,70.103,0.8231,87.08,1773.5,36.37,12.379,4.459,4.4325,7.0484,2148.8999,1.6,0.3444,,34.103,1324.0699,63.108,48.548,70.538,3.6415,,,,,,,,
2005-12-09,1.1814,142.52,1.956,0.5733,29,7.4488,15.6466,0.674,255.47,3.4528,0.6978,0.4293,3.859,,9.4008,239.51,38.026,1.5389,75.49,7.9346,,1.5747,1.3653,9.1655,1205.2,1.6776,1.9872,7.5322,1,4.3407,2.0009,1.942,2.2388,1.9562,,2.659,1.1733,2430,9.5287,,6.754,2.0192,7.3829,11430,5.4537,54.357,72.623,0.8196,87.25,1779.5,36.3,12.538,4.4543,4.434,7.0651,2147.2,1.603,0.3443,,34.064,1327.1801,62.985,48.674,70.544,3.641,,,,,,,,
2005-12-10,1.1814,142.52,1.956,0.5733,29,7.4488,15.6466,0.674,255.47,3.4528,0.6978,0.4293,3.859,,9.4008,239.51,38.026,1.5389,75.49,7.9346,,1.5747,1.3653,9.1655,1205.2,1.6776,1.9872,7.5322,1,4.3407,2.0009,1.942,2.2388,1.9562,,2.659,1.1733,2430,9.5287,,6.754,2.0192,7.3829,11430,5.4537,54.357,72.623,0.8196,87.25,1779.5,36.3,12.538,4.4543,4.434,7.0651,2147.2,1.603,0.3443,,34.064,1327.1801,62.985,48.674,70.544,3.641,,,,,,,,
2005-12-11,1.1814,142.52,1.956,0.5733,29,7.4488,15.6466,0.674,255.47,3.4528,0.6978,0.4293,3.859,,9.4008,239.51,38.026,1.5389,75.49,7.9346,,1.5747,1.3653,9.1655,1205.2,1.6776,1.9872,7.5322,1,4.3407,2.0009,1.942,2.2388,1.9562,,2.659,1.1733,2430,9.5287,,6.754,2.0192,7.3829,11430,5.4537,54.357,72.623,0.8196,87.25,1779.5,36.3,12.538,4.4543,4.434,7.0651,2147.2,1.603,0.3443,,34.064,1327.1801,62.985,48.674,70.544,3.641,,,,,,,,
2005-12-12,1.1956,143.35,1.956,0.5733,28.986,7.4476,15.6466,0.6735,252.33,3.4528,0.697,0.4293,3.817,,9.4378,239.51,38.02,1.5405,75.32,7.9488,,1.5802,1.3752,9.2681,1213.4,1.6811,2.0076,7.5535,1,4.3949,2.0147,1.9549,2.2542,1.9685,,2.7,1.1811,2448,9.6448,,6.824,2.0506,7.403,11650,5.4895,54.906,73.123,0.8301,87.4,1799.5,36.54,12.668,4.5169,4.4826,7.1136,2156.6001,1.623,0.3484,,34.287,1336.25,63.936,49.177,71.368,3.641,,,,,,,,
2005-12-13,1.1949,143.43,1.9558,0.5735,28.949,7.45,15.6466,0.6748,251.92,3.4527,0.697,0.4293,3.8347,,9.4366,239.5,37.856,1.5445,75.23,7.9385,,1.586,1.3731,9.2636,1208.4,1.6925,1.9974,7.5085,1,4.3809,2.0211,1.9609,2.2614,1.962,,2.7001,1.1847,2456,9.6094,,6.804,2.0223,7.4053,11650,5.4687,54.927,73.355,0.83,87.9,1793.5,36.43,12.642,4.4999,4.4744,7.1362,2163.1001,1.606,0.3477,,34.295,1340.47,63.984,49.071,71.327,3.6465,,,,,,,,
2005-12-14,1.1974,140.75,1.956,0.5735,28.945,7.4506,15.6466,0.6758,252,3.4529,0.6968,0.4293,3.8341,,9.4283,239.52,37.805,1.5382,74.82,7.9616,,1.5866,1.3783,9.2802,1206.4,1.691,1.998,7.5662,1,4.4225,2.0396,1.9782,2.2821,1.9765,,2.7157,1.1951,2477,9.7014,,6.867,2.0483,7.4014,11770,5.4801,54.556,74.026,0.8355,87.9,1809.5,36.78,12.896,4.5468,4.5115,7.2013,2180.8,1.6079,0.3506,,34.453,1356.3101,64.181,49.332,71.485,3.6501,,,,,,,,
2005-12-15,1.1967,139.18,1.9561,0.5735,28.899,7.449,15.6466,0.6777,252.55,3.4529,0.6964,0.4293,3.846,,9.4585,239.49,37.918,1.5432,74.81,7.9471,,1.6018,1.3853,9.2745,1193.1,1.7288,1.9949,7.7046,1,4.3944,2.0386,1.9772,2.2809,1.971,,2.7479,1.1945,2476,9.6397,,6.82,2.0333,7.3866,11760,5.4838,54.089,72.191,0.8311,87.38,1796.5,36.74,12.802,4.5164,4.4916,7.2196,2178.3,1.614,0.3487,,34.4,1355.61,63.853,49.072,71.434,3.6447,,,,,,,,
2005-12-16,1.2014,138.91,1.956,0.5735,28.98,7.445,15.6466,0.6773,251.95,3.4529,0.6966,0.4293,3.872,,9.4573,239.5,37.975,1.5482,74.67,7.9816,,1.6141,1.3928,9.3099,1204.5,1.7386,2.0004,7.6905,1,4.4094,2.0341,1.973,2.2759,1.97,,2.788,1.192,2470,9.6768,,6.839,2.0578,7.3893,11855,5.4999,54.516,72.034,0.8358,87.54,1805.5,36.67,12.884,4.5375,4.5054,7.2085,2172.2,1.618,0.3493,,34.357,1352.6801,64.019,49.086,71.862,3.6578,,,,,,,,
2005-12-17,1.2014,138.91,1.956,0.5735,28.98,7.445,15.6466,0.6773,251.95,3.4529,0.6966,0.4293,3.872,,9.4573,239.5,37.975,1.5482,74.67,7.9816,,1.6141,1.3928,9.3099,1204.5,1.7386,2.0004,7.6905,1,4.4094,2.0341,1.973,2.2759,1.97,,2.788,1.192,2470,9.6768,,6.839,2.0578,7.3893,11855,5.4999,54.516,72.034,0.8358,87.54,1805.5,36.67,12.884,4.5375,4.5054,7.2085,2172.2,1.618,0.3493,,34.357,1352.6801,64.019,49.086,71.862,3.6578,,,,,,,,
2005-12-18,1.2014,138.91,1.956,0.5735,28.98,7.445,15.6466,0.6773,251.95,3.4529,0.6966,0.4293,3.872,,9.4573,239.5,37.975,1.5482,74.67,7.9816,,1.6141,1.3928,9.3099,1204.5,1.7386,2.0004,7.6905,1,4.4094,2.0341,1.973,2.2759,1.97,,2.788,1.192,2470,9.6768,,6.839,2.0578,7.3893,11855,5.4999,54.516,72.034,0.8358,87.54,1805.5,36.67,12.884,4.5375,4.5054,7.2085,2172.2,1.618,0.3493,,34.357,1352.6801,64.019,49.086,71.862,3.6578,,,,,,,,
2005-12-19,1.2007,139.33,1.9556,0.5735,28.926,7.4532,15.6466,0.6809,251.56,3.4525,0.6965,0.4293,3.8543,,9.4069,239.49,38.008,1.5515,75.49,8.0041,,1.6207,1.4042,9.3042,1208.2,1.7427,1.9944,7.6231,1,4.405,2.0331,1.9777,2.2815,1.969,,2.8556,1.1948,2476,9.664,,6.843,1.9738,7.3859,11675,5.5212,54.35,72.21,0.8126,87.13,1806.5,36.84,12.809,4.5315,4.407,7.2068,2160.3999,1.617,0.3359,,34.346,1355.96,63.975,49.016,71.892,3.656,,,,,,,,
2005-12-20,1.1875,139.28,1.9562,0.5735,28.92,7.4548,15.6466,0.6756,251.01,3.453,0.6965,0.4293,3.8298,,9.4359,239.52,37.905,1.5522,75.61,8.0475,,1.6146,1.3923,9.2041,1193.3,1.7394,1.9782,7.5389,1,4.3534,2.0246,1.9697,2.2719,1.96,,2.786,1.19,2466,9.5539,,6.76,2.0343,7.4101,11680,5.4588,53.515,71.908,0.8266,86,1784.5,36.25,12.644,4.4798,4.4474,7.1767,2166.8,1.5975,0.3456,,34.311,1350.33,64.001,48.896,70.941,3.6586,,,,,,,,
2005-12-21,1.1834,138.97,1.9558,0.5735,28.929,7.4533,15.6466,0.6782,250.48,3.4526,0.6965,0.4293,3.8314,,9.436,239.51,37.851,1.5539,75.42,8.0285,,1.6104,1.3794,9.169,1188.8,1.7425,1.9751,7.5291,1,4.3406,2.0072,1.9534,2.2524,1.9485,,2.7296,1.1802,2445,9.5221,,6.738,2.0451,7.399,11448,5.4447,53.358,71.29,0.8233,85.89,,36.29,12.545,4.4654,4.4273,7.1152,2141.8999,1.59,0.3443,,34.1854,1338.8199,63.343,48.632,70.684,3.6589,,,,,,,,
2005-12-22,1.1873,138.49,1.9561,0.5735,28.915,7.4576,15.6466,0.6832,250.73,3.4524,0.6965,0.4293,3.84,,9.4572,239.5,37.76,1.5567,75.72,8.0445,,1.6242,1.3849,9.2027,1188.9,1.7676,1.9801,7.5434,1,4.3624,1.9996,1.9463,2.2439,1.9463,,2.7772,1.1759,2437,9.5753,,6.769,2.0629,7.4092,11675,5.4461,53.672,71.02,0.8264,86.48,1786.5,36.51,12.605,4.489,4.4545,7.0882,2127.6001,1.6035,0.3461,,34.095,1337.3199,63.088,48.413,70.917,3.661,,,,,,,,
2005-12-23,1.1872,137.93,1.9561,0.5735,28.93,7.4614,15.6466,0.684,250.99,3.4529,0.6964,0.4293,3.825,,9.4275,239.5,37.73,1.5572,75.58,8.0145,,1.6285,1.3804,9.1872,1188.4,1.7594,1.973,7.516,1,4.3523,2.0092,1.9497,2.2481,1.9448,,2.7459,1.178,2440,9.5532,,6.757,2.0596,7.385,11685,5.4266,53.463,72.929,0.8251,85.97,1784.5,36.25,12.628,4.4784,4.4494,7.0808,2132,1.6,0.345,,34.14,1339.79,63.131,48.527,70.917,3.6649,,,,,,,,
2005-12-24,1.1872,137.93,1.9561,0.5735,28.93,7.4614,15.6466,0.684,250.99,3.4529,0.6964,0.4293,3.825,,9.4275,239.5,37.73,1.5572,75.58,8.0145,,1.6285,1.3804,9.1872,1188.4,1.7594,1.973,7.516,1,4.3523,2.0092,1.9497,2.2481,1.9448,,2.7459,1.178,2440,9.5532,,6.757,2.0596,7.385,11685,5.4266,53.463,72.929,0.8251,85.97,1784.5,36.25,12.628,4.4784,4.4494,7.0808,2132,1.6,0.345,,34.14,1339.79,63.131,48.527,70.917,3.6649,,,,,,,,
2005-12-25,1.1872,137.93,1.9561,0.5735,28.93,7.4614,15.6466,0.684,250.99,3.4529,0.6964,0.4293,3.825,,9.4275,239.5,37.73,1.5572,75.58,8.0145,,1.6285,1.3804,9.1872,1188.4,1.7594,1.973,7.516,1,4.3523,2.0092,1.9497,2.2481,1.9448,,2.7459,1.178,2440,9.5532,,6.757,2.0596,7.385,11685,5.4266,53.463,72.929,0.8251,85.97,1784.5,36.25,12.628,4.4784,4.4494,7.0808,2132,1.6,0.345,,34.14,1339.79,63.131,48.527,70.917,3.6649,,,,,,,,
2005-12-26,1.1838,137.97,1.9561,0.5735,28.919,7.4582,15.6466,0.6836,250.75,3.4529,0.6964,0.4293,3.8188,,9.4527,239.5,37.73,1.5559,75.58,8.0204,,1.6188,1.3819,9.2776,1188.4,1.7526,1.9704,7.5083,1,4.3523,2.0092,1.9497,2.2481,1.9448,,2.7691,1.178,2440,9.5532,,6.4646,1.9716,7.385,11183.5996,5.433,53.334,72.929,0.8251,85.97,,36.25,12.339,4.4784,4.442,7.0808,2132,1.5612,0.331,,34.14,1339.79,63.131,48.527,70.77,3.6649,,,,,,,,
2005-12-27,1.1856,139.07,1.9558,0.5735,28.916,7.4582,15.6466,0.6849,250.94,3.4523,0.6962,0.4293,3.8397,,9.4564,239.51,37.705,1.5584,75.45,8.02,,1.6326,1.3915,9.1902,1185.4,1.7623,1.9763,7.5358,1,4.3547,2.0101,1.9506,2.249,1.9461,,2.7684,1.1785,2441,9.5526,,6.755,2.0603,7.3844,11483,5.4461,53.4,71.183,0.8239,86.02,1785.5,36.3,12.686,4.4793,4.4424,7.1123,2145.8999,1.6005,0.3452,,34.15,1343.83,63.035,48.522,70.801,3.6621,,,,,,,,
2005-12-28,1.1848,139.46,1.9562,0.5735,28.942,7.4586,15.6466,0.6888,251.71,3.4524,0.6964,0.4293,3.8568,,9.4058,239.5,37.798,1.5577,75.83,8.038,,1.6234,1.3796,9.1819,1192.3,1.7356,1.9731,7.4949,1,4.3614,2.0211,1.9429,2.2614,1.955,,2.7716,1.1847,2457,9.5677,,6.766,2.0701,7.3836,11690,5.427,53.314,71.574,0.8285,85.61,,36.35,12.76,4.4867,4.4492,7.1512,2157.2,1.5926,0.346,,34.25,1351.15,63.232,48.818,70.667,3.6926,,,,,,,,
2005-12-29,1.185,139.61,1.9559,0.5735,29.007,7.4575,15.6466,0.6869,252.33,3.4528,0.6966,0.4293,3.853,,9.4087,239.51,37.87,1.5565,75.34,8.0237,,1.618,1.3789,9.1852,1184.6,1.7316,1.9695,7.482,1,4.3516,2.0078,1.9305,2.2465,1.9395,,2.7542,1.1772,2441,9.5398,,6.741,2.0551,7.3827,11630,5.4188,53.43,71.101,0.8253,85.63,1780.5,36.18,12.629,4.4762,4.4407,7.1041,2145.3999,1.5955,0.3451,,34.056,1342.3,62.69,48.431,70.682,3.693,,,,,,,,
