date,USD,JPY,BGN,CZK,DKK,GBP,HUF,PLN,RON,SEK,CHF,ISK,NOK,HRK,RUB,TRY,AUD,BRL,CAD,CNY,HKD,IDR,ILS,INR,KRW,MXN,MYR,NZD,PHP,SGD,THB,ZAR,EUR,AED,AFN,ALL,ARS,BAM,BBD,BDT,BHD,BIF,BMD,BND,BOB,BSD,BWP,BZD,CLP,COP,CRC,CUP,CVE,DJF,DOP,DZD,EGP,ETB,FJD,GHS,GNF,GTQ,HNL,HTG,IQD,JMD,JOD,KES,KHR,KWD,KYD,KZT,LAK,LBP,LKR,LSL,LYD,MAD,MDL,MGA,MKD,MMK,MOP,MUR,MVR,MWK,NAD,NGN,NIO,NPR,OMR,PAB,PEN,PGK,PKR,PYG,QAR,RSD,RWF,SAR,SCR,SDG,SOS,SVC,SZL,TND,TTD,TWD,TZS,UAH,UGX,UYU,UZS,VND,XAF,XOF,XPF,ZMW,AMD,AOA,AZN,BTN,GEL,GMD,SBD,TJS,TMT,XDR,ANG,AWG,BTC,BYN,CDF,CLF,CNH,CUC,ERN,FKP,GGP,GIP,GYD,IMP,IRR,JEP,KGS,KMF,KPW,LRD,MNT,MRO,MRU,MZN,SHP,SLL,SRD,SSP,STD,STN,SYP,TOP,VEF,VES,VUV,WST,XAG,XAU,XCD,XPD,XPT,YER,ZWL
2020-01-01,1.1221,121.97,1.9484,25.3984,7.4764,0.8462,330.524,4.2708,4.7837,10.2875,1.0872,135.45,9.3743,7.4429,69.4462,6.6695,1.5993,4.5033,1.457,7.7991,8.7414,15357.0996,3.8712,79.933,1294.88,21.2308,4.5128,1.6661,56.658,1.5089,33.296,15.6821,1,4.1164,86.58,119.43,67.1524,1.9458,2.217,93.5188,0.4198,2081.97,1.1198,1.4855,7.5528,1.1158,11.7215,2.2132,831.884,3638.1001,627.12,1.093,110.265,195.38,58.573,133.033,17.973,35.5893,2.3923,6.2738,10632.5996,8.4511,27.144,105.728,1310.39,147.008,0.7875,111.65,4475.2998,0.339,0.9157,426.94,9725.9004,1692,200.145,15.5345,1.5408,10.3996,19.0119,4094.2,61.04,1635.23,8.805,39.26,17.0283,822.819,15.5345,405.97,37.377,126.54,0.4302,1.0978,3.6437,3.7487,173.424,7115.5,3.938,117.443,1049.49,4.203,14.363,50.2263,609.5,9.585,15.5645,3.1085,7.4419,32.5797,2530.1599,26.31,4070,41.111,10640,25618,655.957,655.957,119.26,15.7532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-02,1.1221,121.973,1.9484,25.4032,7.4709,0.8466,330.506,4.2554,4.7837,10.4826,1.0856,135.45,9.8421,7.4429,68.9868,6.6729,1.5982,4.4883,1.4555,7.7981,8.7419,15357.0996,3.8678,79.93,1294.54,21.2129,4.5128,1.6652,56.658,1.5091,33.296,15.7092,1,4.1164,86.58,119.43,67.1524,1.9458,2.217,93.5188,0.4198,2081.97,1.1198,1.4855,7.5528,1.1158,11.7215,2.2132,831.884,3638.1001,627.12,1.093,110.265,195.38,58.573,133.033,17.973,35.5893,2.3923,6.2738,10632.5996,8.4511,27.144,105.728,1310.39,147.008,0.7875,111.65,4475.2998,0.339,0.9157,426.94,9725.9004,1657.9,200.145,15.5345,1.5408,10.3996,19.0119,4094.2,60.49,1635.23,8.805,39.26,16.9957,822.819,15.5345,405.97,37.377,126.54,0.4302,1.0978,3.6437,3.7487,172.28,7115.5,3.938,117.443,1049.49,4.2029,14.363,50.2263,609.5,9.585,15.5645,3.1085,7.4419,32.5797,2530.1599,26.31,4070,41.111,10640,25618,655.957,655.957,119.26,15.7532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-03,1.1171,121.245,1.9475,25.3234,7.472,0.8495,328.658,4.2384,4.7837,10.4599,1.0851,136.12,9.8214,7.4392,68.9288,6.6504,1.5994,4.492,1.4503,7.7699,8.6999,15510,3.8594,79.622,1291.29,21.0462,4.4918,1.6672,56.527,1.5044,33.643,15.7373,1,4.1004,86,118.91,66.8033,1.9458,2.2083,93.1538,0.4181,2074.47,1.1155,1.4826,7.5231,1.1115,11.6887,2.2045,829.729,3626.7,624.67,1.088,110.265,194.62,58.435,132.692,17.892,35.5326,2.3889,6.3588,10591.5,8.4179,27.038,105.319,1305.26,144.917,0.7845,110.98,4463.3999,0.3377,0.9121,425.3,9675.4004,1684,199.449,15.4547,1.5317,10.3953,18.9379,4077.21,61.145,1622.17,8.7769,39.1,16.9865,819.652,15.4547,404.41,37.232,126.042,0.4285,1.0935,3.6255,3.7808,172.113,7087.7002,3.9224,117.316,1045.55,4.1854,14.304,50.2263,607,9.547,15.48,3.0952,7.4129,32.6071,2520.28,26.2081,4056.5,41.147,10599.0996,25514,655.957,655.957,119.26,15.8493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-04,1.1171,121.245,1.9475,25.3234,7.472,0.8495,328.658,4.2384,4.7837,10.4599,1.0851,136.12,9.8214,7.4392,68.9288,6.6504,1.5994,4.492,1.4503,7.7699,8.6999,15510,3.8594,79.622,1291.29,21.0462,4.4918,1.6672,56.527,1.5044,33.643,15.7373,1,4.1004,86,118.91,66.8033,1.9458,2.2083,93.1538,0.4181,2074.47,1.1155,1.4826,7.5231,1.1115,11.6887,2.2045,829.729,3626.7,624.67,1.088,110.265,194.62,58.435,132.692,17.892,35.5326,2.3889,6.3588,10591.5,8.4179,27.038,105.319,1305.26,144.917,0.7845,110.98,4463.3999,0.3377,0.9121,425.3,9675.4004,1684,199.449,15.4547,1.5317,10.3953,18.9379,4077.21,61.145,1622.17,8.7769,39.1,16.9865,819.652,15.4547,404.41,37.232,126.042,0.4285,1.0935,3.6255,3.7808,172.113,7087.7002,3.9224,117.316,1045.55,4.1854,14.304,50.2263,607,9.547,15.48,3.0952,7.4129,32.6071,2520.28,26.2081,4056.5,41.147,10599.0996,25514,655.957,655.957,119.26,15.8493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-05,1.1171,121.245,1.9475,25.3234,7.472,0.8495,328.658,4.2384,4.7837,10.4599,1.0851,136.12,9.8214,7.4392,68.9288,6.6504,1.5994,4.492,1.4503,7.7699,8.6999,15510,3.8594,79.622,1291.29,21.0462,4.4918,1.6672,56.527,1.5044,33.643,15.7373,1,4.1004,86,118.91,66.8033,1.9458,2.2083,93.1538,0.4181,2074.47,1.1155,1.4826,7.5231,1.1115,11.6887,2.2045,829.729,3626.7,624.67,1.088,110.265,194.62,58.435,132.692,17.892,35.5326,2.3889,6.3588,10591.5,8.4179,27.038,105.319,1305.26,144.917,0.7845,110.98,4463.3999,0.3377,0.9121,425.3,9675.4004,1684,199.449,15.4547,1.5317,10.3953,18.9379,4077.21,61.145,1622.17,8.7769,39.1,16.9865,819.652,15.4547,404.41,37.232,126.042,0.4285,1.0935,3.6255,3.7808,172.113,7087.7002,3.9224,117.316,1045.55,4.1854,14.304,50.2263,607,9.547,15.48,3.0952,7.4129,32.6071,2520.28,26.2081,4056.5,41.147,10599.0996,25514,655.957,655.957,119.26,15.8493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-06,1.1162,120.501,1.9485,25.3437,7.4727,0.8533,329.386,4.2424,4.7742,10.5022,1.0842,136.52,9.8599,7.4443,69.2792,6.6613,1.6072,4.5338,1.4496,7.7658,8.685,15550,3.873,80.002,1299.35,21.1444,4.4855,1.677,56.89,1.5067,33.626,15.9807,1,4.0956,85.57,119.29,66.6474,1.9458,2.1973,92.5606,0.4177,2064.3101,1.11,1.4785,7.4964,1.106,11.7568,2.1935,829.914,3572.3,621.01,1.083,110.265,193.64,58.145,132.491,17.871,35.3717,2.3861,6.3358,10536.4004,8.3813,26.9,104.798,1298.72,144.004,0.7835,110.63,4441.1001,0.3371,0.9075,423.2,9639,1685,198.402,15.7288,1.5241,10.3721,18.8993,4059.77,61.04,1608,8.7162,39.17,16.9754,815.617,15.7288,402.41,37.047,126.205,0.4281,1.088,3.5924,3.7619,172.377,7082,3.9025,117.447,1040.41,4.1828,14.285,50.2263,603.9,9.499,15.7588,3.0886,7.3758,32.4525,2507.6899,26.0413,4062,41.01,10566.4004,25391,655.957,655.957,119.26,15.7268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07,1.1198,121.36,1.9484,25.2379,7.4727,0.85,329.422,4.2308,4.7722,10.5235,1.0843,136.72,9.8432,7.467,69.1879,6.6821,1.6137,4.5434,1.4513,7.7996,8.6987,15550,3.8827,80.376,1305.54,21.097,4.5178,1.6786,57.056,1.5096,33.718,15.9063,1,4.1096,86.39,119.49,66.8666,1.9458,2.2121,93.3104,0.4191,2078.0801,1.1173,1.4864,7.5471,1.1133,11.784,2.2082,844.901,3595.6001,623.51,1.09,110.265,194.95,58.353,132.922,17.971,35.6206,2.401,6.3581,10600.7998,8.4377,27.07,108.357,1307.46,146.655,0.7862,111.29,4456.8999,0.3384,0.9136,423.65,9695.2002,1685,199.644,15.7417,1.5357,10.3933,18.9977,4089.6201,61.04,1618.72,8.7656,39.33,17.0089,821.011,15.7417,405.08,37.294,127,0.4296,1.0953,3.6356,3.7403,172.952,7135.2998,3.93,117.445,1047.5,4.1947,14.337,50.2263,608.1,9.563,15.7687,3.113,7.4253,32.6838,2524.52,26.2854,4111.3999,41.059,10616.5996,25566,655.957,655.957,119.26,15.8307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-08,1.1155,120.485,1.9499,25.2223,7.4717,0.8505,331.349,4.246,4.7751,10.5611,1.0806,136.92,9.8796,7.4477,69.1659,6.6632,1.6258,4.5322,1.4503,7.7316,8.6725,15460,3.8594,80.049,1300.51,21.162,4.4967,1.6821,56.616,1.5072,33.743,16.0174,1,4.0923,86.16,119.61,66.6315,1.9458,2.2077,93.1279,0.4173,2074.4299,1.1152,1.4838,7.5322,1.1112,11.7736,2.2039,848.821,3579.8,622.29,1.088,110.265,194.56,58.43,132.546,17.895,35.5989,2.4008,6.3374,10571.2998,8.4212,27.03,108.631,1304.89,146.113,0.7829,110.76,4453.7998,0.337,0.9118,422.83,9672.7002,1680,199.198,15.718,1.533,10.3779,18.8186,4095.6499,61.04,1615.02,8.7526,39.13,16.8751,819.428,15.718,403.74,37.222,126.58,0.4277,1.0932,3.6385,3.733,172.099,7144,3.9221,117.455,1045.61,4.1791,14.273,50.2263,606.9,9.544,15.7486,3.115,7.4108,32.6002,2521.8101,26.2344,4103.3999,41.103,10641.4004,25515,655.957,655.957,119.26,15.7834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-09,1.1113,121.169,1.9484,25.2171,7.472,0.8479,330.711,4.2324,4.7737,10.5028,1.0816,136.92,9.8531,7.4474,68.1025,6.5606,1.6166,4.5127,1.4483,7.7071,8.641,15432,3.848,79.386,1288.8,20.9205,4.4839,1.6699,56.057,1.5005,33.691,15.7366,1,4.0793,85.74,119.73,66.4705,1.9458,2.1967,92.6656,0.4159,2064.3401,1.1097,1.4777,7.4946,1.1057,11.7031,2.1929,842.583,3595.3,623.54,1.083,110.265,193.59,58.142,132.322,17.788,35.391,2.3926,6.3065,10519.4004,8.3792,26.896,108.34,1298.39,145.081,0.7804,110.4,4440.5,0.3365,0.9073,417.86,9637.7998,1675,198.573,15.5892,1.5234,10.3563,18.7261,4073.24,61.05,1601.48,8.7131,39.06,16.893,815.418,15.5892,400.09,37.038,125.771,0.4263,1.0877,3.6159,3.7144,171.446,7120,3.9023,117.462,1040.54,4.1627,14.224,50.2263,603.7,9.496,15.6192,3.114,7.374,32.4188,2510.3999,26.3417,4072.1001,40.888,10608.2998,25389,655.957,655.957,119.26,15.7008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-10,1.1111,121.654,1.9482,25.2292,7.473,0.85,332.47,4.2453,4.7766,10.5372,1.081,137.32,9.8626,7.443,68.1059,6.5265,1.6206,4.5428,1.4511,7.6881,8.6273,15360,3.8455,79.034,1285.63,20.9349,4.4624,1.6812,56.174,1.5002,33.591,15.7865,1,4.0773,85.67,119.78,66.3487,1.9458,2.1922,92.4738,0.4158,2060.0901,1.1075,1.4763,7.4789,1.1035,11.6853,2.1884,830.933,3550.2,621.97,1.08,110.265,193.19,58.022,132.306,17.741,35.3518,2.3971,6.2992,10495.0996,8.3673,26.845,108.259,1295.7,145.949,0.78,110.85,4425.2002,0.3361,0.9054,415.17,9622.0996,1675,197.885,15.549,1.5216,10.3262,18.9112,4075.4199,61.05,1611.51,8.686,39.11,16.8797,815.531,15.549,398.71,36.962,124.631,0.4261,1.0855,3.6012,3.7067,171.007,7103.3999,3.8941,117.503,1038.52,4.1611,14.217,50.2263,602.4,9.477,15.5749,3.1209,7.3448,32.2576,2504.6499,26.488,4047.1001,40.993,10586.7002,25334,655.957,655.957,119.26,15.4411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-11,1.1111,121.654,1.9482,25.2292,7.473,0.85,332.47,4.2453,4.7766,10.5372,1.081,137.32,9.8626,7.443,68.1059,6.5265,1.6206,4.5428,1.4511,7.6881,8.6273,15360,3.8455,79.034,1285.63,20.9349,4.4624,1.6812,56.174,1.5002,33.591,15.7865,1,4.0773,85.67,119.78,66.3487,1.9458,2.1922,92.4738,0.4158,2060.0901,1.1075,1.4763,7.4789,1.1035,11.6853,2.1884,830.933,3550.2,621.97,1.08,110.265,193.19,58.022,132.306,17.741,35.3518,2.3971,6.2992,10495.0996,8.3673,26.845,108.259,1295.7,145.949,0.78,110.85,4425.2002,0.3361,0.9054,415.17,9622.0996,1675,197.885,15.549,1.5216,10.3262,18.9112,4075.4199,61.05,1611.51,8.686,39.11,16.8797,815.531,15.549,398.71,36.962,124.631,0.4261,1.0855,3.6012,3.7067,171.007,7103.3999,3.8941,117.503,1038.52,4.1611,14.217,50.2263,602.4,9.477,15.5749,3.1209,7.3448,32.2576,2504.6499,26.488,4047.1001,40.993,10586.7002,25334,655.957,655.957,119.26,15.4411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-12,1.1111,121.654,1.9482,25.2292,7.473,0.85,332.47,4.2453,4.7766,10.5372,1.081,137.32,9.8626,7.443,68.1059,6.5265,1.6206,4.5428,1.4511,7.6881,8.6273,15360,3.8455,79.034,1285.63,20.9349,4.4624,1.6812,56.174,1.5002,33.591,15.7865,1,4.0773,85.67,119.78,66.3487,1.9458,2.1922,92.4738,0.4158,2060.0901,1.1075,1.4763,7.4789,1.1035,11.6853,2.1884,830.933,3550.2,621.97,1.08,110.265,193.19,58.022,132.306,17.741,35.3518,2.3971,6.2992,10495.0996,8.3673,26.845,108.259,1295.7,145.949,0.78,110.85,4425.2002,0.3361,0.9054,415.17,9622.0996,1675,197.885,15.549,1.5216,10.3262,18.9112,4075.4199,61.05,1611.51,8.686,39.11,16.8797,815.531,15.549,398.71,36.962,124.631,0.4261,1.0855,3.6012,3.7067,171.007,7103.3999,3.8941,117.503,1038.52,4.1611,14.217,50.2263,602.4,9.477,15.5749,3.1209,7.3448,32.2576,2504.6499,26.488,4047.1001,40.993,10586.7002,25334,655.957,655.957,119.26,15.4411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-13,1.1117,121.792,1.9504,25.2575,7.4726,0.8521,333.488,4.2361,4.7758,10.561,1.0818,136.22,9.8816,7.4363,67.016,6.5323,1.6109,4.5127,1.4524,7.6851,8.6337,15036.9004,3.6486,77.5939,1287.4,20.8954,4.4421,1.6746,56.041,1.4988,32.7401,15.9294,1,3.9847,85.37,119.58,66.1905,1.9458,2.1898,92.281,0.4052,2057.9099,1.1063,1.4719,7.4709,1.1023,11.6919,2.186,838.575,3562.8999,621.3,1.079,110.265,192.99,57.96,132.441,17.5935,35.2814,2.3666,6.2856,10484.5,8.3584,26.818,108.314,1294.3101,145.184,0.781,110.77,4414.8999,0.3256,0.9044,416.18,9606.2998,1637.3,197.674,15.5702,1.5224,10.3144,18.9688,4079.4299,60.5,1607.58,8.6729,39.6009,16.9113,814.675,15.5702,399.59,36.923,124.05,0.4267,1.0843,3.6024,3.7492,170.227,7086,3.8895,116.44,1037.42,4.1673,14.237,50.2263,601.7,9.466,15.5989,3.1185,7.3453,32.2606,2503.6399,26.2484,4028.3999,40.96,10547.9004,25311,655.957,655.957,119.26,15.4527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-14,1.1136,122.476,1.9482,25.1907,7.4726,0.8573,333.331,4.2325,4.7755,10.5386,1.081,136.82,9.898,7.4416,68.1242,6.5287,1.614,4.6143,1.4538,7.6672,8.6535,15217,3.8551,78.665,1284.7,20.9369,4.4377,1.6803,56.051,1.4995,33.609,16.0164,1,4.0877,85.8,119.35,66.7417,1.9458,2.1953,92.6075,0.4168,2063.4299,1.109,1.4733,7.4898,1.1051,11.7657,2.1916,849.891,3588.8999,623.43,1.082,110.265,193.47,58.105,132.517,17.714,35.28,2.396,6.2942,10509.5,8.3795,26.887,108.807,1297.58,145.252,0.782,111.14,4420.5,0.3369,0.9067,417.89,9625,1680,198.393,15.7571,1.5264,10.3191,19.0413,4088.22,61.05,1627.17,8.7052,39.09,16.9079,814.914,15.7571,400.59,37.015,124.089,0.4272,1.087,3.627,3.7586,171.969,7099.8999,3.899,117.494,1040.02,4.173,14.256,50.2263,603.3,9.49,15.7818,3.1337,7.3638,32.2481,2513.28,26.3572,4036.2,40.985,10588.4004,25371,655.957,655.957,119.26,15.7133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-15,1.1131,122.242,1.9482,25.145,7.4722,0.8545,332.233,4.2217,4.778,10.5287,1.0762,136.82,9.8747,7.4435,68.3086,6.5471,1.6134,4.5949,1.4539,7.6497,8.6536,15209,3.8426,78.758,1287.17,20.9267,4.4551,1.6837,56.161,1.4999,33.657,16.0337,1,4.0848,85.81,119.29,66.7494,1.9458,2.1973,92.4693,0.4165,2065.9399,1.11,1.4746,7.4967,1.106,11.8019,2.1936,850.947,3590.5,624,1.083,110.265,193.65,58.158,132.49,17.645,35.2561,2.3963,6.3068,10519,8.3871,26.912,108.905,1298.76,145.122,0.7814,110.55,4419,0.3368,0.9075,419.66,9633.7998,1678,198.462,15.8388,1.5276,10.3224,19.0892,4082.1799,61.05,1624.75,8.7161,39.06,16.9136,815.646,15.8388,399.64,37.049,124.345,0.4269,1.088,3.6298,3.762,171.912,7110.7002,3.9014,117.393,1041.1899,4.1695,14.245,50.2263,603.9,9.499,15.874,3.1241,7.3705,32.3101,2514.46,26.4437,4039.8999,40.889,10613.5,25396,655.957,655.957,119.26,15.9222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-16,1.1154,122.543,1.9484,25.0641,7.4722,0.8551,332.656,4.2288,4.7772,10.5484,1.0748,136.22,9.8767,7.444,68.4526,6.5503,1.6144,4.6526,1.4542,7.6749,8.6668,15239,3.8492,78.794,1290.89,20.9598,4.4634,1.6848,56.446,1.5009,33.756,16.038,1,4.0938,85.84,119.52,66.7692,1.9458,2.2009,92.8422,0.4174,2069.6101,1.1118,1.4761,7.5089,1.1078,11.7954,2.1971,843.794,3616.2,624.72,1.085,110.265,193.96,58.263,132.819,17.662,35.5695,2.4017,6.3127,10537,8.4008,26.955,109.266,1300.88,146.47,0.7832,110.8,4420.6001,0.3373,0.909,419.77,9649.5996,1682,198.783,15.8057,1.5298,10.3286,19.1546,4091.54,61.05,1627.37,8.7236,39.32,16.9533,814.397,15.8057,400.28,37.108,124.569,0.4279,1.0898,3.624,3.7682,172.068,7133.3999,3.909,117.422,1042.87,4.1786,14.279,50.2263,604.9,9.515,15.8333,3.1357,7.3825,32.3937,2520.76,26.4681,4079.8,40.921,10618.2002,25436,655.957,655.957,119.26,16.0591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-17,1.114,122.695,1.9483,25.1464,7.4725,0.8514,334.311,4.2317,4.776,10.5646,1.0746,136.44,9.8976,7.4436,68.6846,6.5204,1.6143,4.6571,1.4523,7.6514,8.6539,15167,3.8454,78.965,1290.1899,20.9098,4.4544,1.6777,56.495,1.4997,33.767,16.0501,1,4.0885,85.87,119.66,66.698,1.9458,2.2031,92.9339,0.4169,2071.6399,1.1129,1.4769,7.5164,1.1089,11.8005,2.1993,848.034,3632.6001,616.87,1.086,110.265,194.16,58.32,132.56,17.606,35.5814,2.3975,6.3189,10547.2998,8.3896,26.982,109.513,1302.17,146.62,0.7821,110.66,4425,0.3371,0.9099,418.27,9656.5,1679,198.756,15.7959,1.5314,10.348,19.217,4094.4299,61.05,1618.37,8.7345,39.1,16.9533,817.745,15.7959,400.12,37.145,124.691,0.4273,1.0909,3.6292,3.7719,171.748,7147.3999,3.913,117.42,1044.05,4.1732,14.258,50.2263,605.5,9.524,15.8259,3.1254,7.3898,32.3798,2524.3701,26.6098,4055.8999,40.95,10611.7998,25458,655.957,655.957,119.26,16.1584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-18,1.114,122.695,1.9483,25.1464,7.4725,0.8514,334.311,4.2317,4.776,10.5646,1.0746,136.44,9.8976,7.4436,68.6846,6.5204,1.6143,4.6571,1.4523,7.6514,8.6539,15167,3.8454,78.965,1290.1899,20.9098,4.4544,1.6777,56.495,1.4997,33.767,16.0501,1,4.0885,85.87,119.66,66.698,1.9458,2.2031,92.9339,0.4169,2071.6399,1.1129,1.4769,7.5164,1.1089,11.8005,2.1993,848.034,3632.6001,616.87,1.086,110.265,194.16,58.32,132.56,17.606,35.5814,2.3975,6.3189,10547.2998,8.3896,26.982,109.513,1302.17,146.62,0.7821,110.66,4425,0.3371,0.9099,418.27,9656.5,1679,198.756,15.7959,1.5314,10.348,19.217,4094.4299,61.05,1618.37,8.7345,39.1,16.9533,817.745,15.7959,400.12,37.145,124.691,0.4273,1.0909,3.6292,3.7719,171.748,7147.3999,3.913,117.42,1044.05,4.1732,14.258,50.2263,605.5,9.524,15.8259,3.1254,7.3898,32.3798,2524.3701,26.6098,4055.8999,40.95,10611.7998,25458,655.957,655.957,119.26,16.1584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-19,1.114,122.695,1.9483,25.1464,7.4725,0.8514,334.311,4.2317,4.776,10.5646,1.0746,136.44,9.8976,7.4436,68.6846,6.5204,1.6143,4.6571,1.4523,7.6514,8.6539,15167,3.8454,78.965,1290.1899,20.9098,4.4544,1.6777,56.495,1.4997,33.767,16.0501,1,4.0885,85.87,119.66,66.698,1.9458,2.2031,92.9339,0.4169,2071.6399,1.1129,1.4769,7.5164,1.1089,11.8005,2.1993,848.034,3632.6001,616.87,1.086,110.265,194.16,58.32,132.56,17.606,35.5814,2.3975,6.3189,10547.2998,8.3896,26.982,109.513,1302.17,146.62,0.7821,110.66,4425,0.3371,0.9099,418.27,9656.5,1679,198.756,15.7959,1.5314,10.348,19.217,4094.4299,61.05,1618.37,8.7345,39.1,16.9533,817.745,15.7959,400.12,37.145,124.691,0.4273,1.0909,3.6292,3.7719,171.748,7147.3999,3.913,117.42,1044.05,4.1732,14.258,50.2263,605.5,9.524,15.8259,3.1254,7.3898,32.3798,2524.3701,26.6098,4055.8999,40.95,10611.7998,25458,655.957,655.957,119.26,16.1584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-20,1.1095,122.229,1.9481,25.1299,7.4722,0.8529,335.86,4.239,4.7761,10.5557,1.0741,136.62,9.883,7.4365,68.2939,6.5359,1.6121,4.6117,1.449,7.5994,8.6175,14924.9004,3.8292,78.75,1286.7,20.6979,4.4251,1.6758,56.32,1.4948,33.695,16.0612,1,4.071,84.46,119.66,66.541,1.9458,2.1938,92.4353,0.4151,2062.9299,1.1083,1.4712,7.4844,1.1043,11.77,2.19,843.48,3646.6001,611.92,1.081,110.265,193.33,58.286,132.22,17.53,35.3211,2.3872,6.2481,10503.0996,8.3512,26.867,109.142,1296.64,146.948,0.7788,109.9,4415.1001,0.3355,0.9061,415.52,9614.7002,1640.5,197.917,15.7653,1.5244,10.3276,19.1999,4086.6799,60.5,1612.67,8.692,38.95,16.9363,814.336,15.7653,399,36.989,124.437,0.4255,1.0863,3.6127,3.7094,170.207,7113.8999,3.8961,117.423,1039.66,4.1562,14.193,50.2263,602.9,9.484,15.7994,3.1195,7.364,32.2913,2515.9099,26.695,4038.8999,40.9,10549.7998,25352,655.957,655.957,119.26,16.2578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-21,1.1097,122.251,1.9482,25.0787,7.4714,0.8532,334.385,4.2437,4.7766,10.5583,1.0745,137.02,9.9069,7.4351,68.3447,6.562,1.6136,4.6453,1.447,7.6106,8.6195,14882.7002,3.8264,78.743,1283.97,20.7118,4.4214,1.679,56.415,1.4943,33.618,16.0834,1,4.073,85.29,119.8,66.5685,1.9458,2.1883,92.3129,0.4153,2057.8799,1.1056,1.4691,7.4769,1.1016,11.799,2.1846,842.655,3644.3,610.13,1.079,110.265,192.85,58.221,132.28,17.489,35.28,2.3922,6.2163,10479.2002,8.3305,26.801,108.876,1293.4301,146.589,0.7792,110.23,4404.2002,0.3358,0.9038,414.4,9595.2998,1636.2,197.513,15.8902,1.5227,10.3209,19.2276,4040.6599,61.165,1602.62,8.6715,39.05,16.8576,812.358,15.8902,399.33,36.898,124.299,0.4257,1.0836,3.6021,3.7466,170.682,7102.6001,3.8863,117.448,1037.28,4.1586,14.202,50.2263,601.3,9.46,15.9182,3.1299,7.3459,32.192,2509.71,26.7178,4025.7,40.733,10536.4004,25286,655.957,655.957,119.26,16.0798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-22,1.1086,121.838,1.9483,25.0862,7.4724,0.8497,333.832,4.2305,4.7753,10.5476,1.0739,137.22,9.9592,7.4359,68.6181,6.574,1.6186,4.6657,1.4487,7.6434,8.6112,15138,3.8317,78.83,1294.48,20.8081,4.4416,1.6801,56.389,1.4955,33.663,16.0625,1,4.0692,85.43,119.52,66.6191,1.9458,2.1923,92.481,0.4149,2061.8301,1.1075,1.4736,7.4795,1.1036,11.8204,2.1886,843.663,3652.6001,611.25,1.081,110.265,193.21,58.271,132.109,17.485,35.3323,2.395,6.2386,10498.0996,8.3402,26.849,109.072,1295.8,150.902,0.7784,109.96,4438.8999,0.3356,0.9054,415.93,9612.9004,1671,197.983,15.8401,1.525,10.319,19.3069,4046.8601,61.05,1604.42,8.6884,39.13,16.8589,813.817,15.8401,398.75,36.965,124.684,0.4253,1.0855,3.6037,3.7535,171.148,7118,3.8935,117.448,1039.24,4.1527,14.186,50.2263,602.5,9.477,15.8643,3.1278,7.3593,32.3357,2510.95,26.6672,4039.6001,40.796,10568.5996,25333,655.957,655.957,119.26,16.1642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
