date,USD,JPY,BGN,CZK,DKK,GBP,HUF,LTL,LVL,PLN,RON,SEK,CHF,NOK,HRK,RUB,TRY,AUD,BRL,CAD,CNY,HKD,IDR,ILS,INR,KRW,MXN,MYR,NZD,PHP,SGD,THB,ZAR,EUR,AED,AFN,ALL,ARS,BAM,BBD,BDT,BHD,BIF,BMD,BND,BOB,BSD,BWP,BYR,BZD,CLP,COP,CRC,CUP,CVE,DJF,DOP,DZD,EGP,ETB,FJD,GHS,GNF,GTQ,HNL,HTG,IQD,ISK,JMD,JOD,KES,KHR,KWD,KYD,KZT,LAK,LBP,LKR,LSL,LYD,MAD,MDL,MGA,MKD,MMK,MOP,MRO,MUR,MVR,MWK,NAD,NGN,NIO,NPR,OMR,PAB,PEN,PGK,PKR,PYG,QAR,RSD,RWF,SAR,SCR,SDG,SOS,STD,SVC,SZL,TND,TTD,TWD,TZS,UAH,UGX,UYU,UZS,VEF,VND,XAF,XOF,XPF,ZMW,XCD
2014-01-01,1.3745,144.75,1.9482,27.3138,7.4592,0.8297,296.912,3.4527,0.6928,4.1494,4.46,8.8433,1.2272,8.3387,7.617,45.213,2.9527,1.5409,3.2426,1.4601,8.3127,10.6561,16750,4.763,84.884,1449.54,17.911,4.4333,1.6708,60.857,1.7354,44.931,14.4237,1,5.0475,76.11,137.88,8.9542,1.9458,2.6758,105.166,0.5151,2108.5601,1.3738,1.7141,9.3127,1.3697,11.9106,13056,2.6895,710.462,2605,675.29,1.347,110.265,237.72,57.914,107.323,9.534,25.989,2.5708,3.2308,9587.9004,10.5964,27.405,59.109,1571.1801,158.49,144.118,0.9661,116.82,5365.2998,0.3875,1.1273,209.49,10805.9004,2069,179.64,14.2665,1.672,10.944,17.6223,3023.3701,61.005,1336.0699,10.7945,393.46,40.12,21.024,587.962,14.2665,217.26,34.439,134.461,0.5278,1.3518,3.7726,3.385,145.68,6200.1001,5.0011,114.422,916.99,5.1498,15.595,7.8004,1487.4,24500,11.807,14.3076,2.2571,8.6743,40.0517,2133.3701,11.2036,3436.5,28.516,3034.9299,8.6427,28640,655.957,655.957,119.26,7.5285,
2014-01-02,1.3767,145.011,1.9482,27.323,7.4582,0.8304,296.7,3.4527,0.6928,4.1473,4.46,8.8522,1.2272,8.3509,7.617,45.213,2.9552,1.5481,3.2426,1.4655,8.3127,10.6738,16516.9004,4.776,85.119,1449.54,17.9366,4.4333,1.677,60.857,1.7398,44.931,14.4284,1,5.0475,76.11,137.88,8.9542,1.9458,2.6758,105.166,0.5151,2108.5601,1.3738,1.7141,9.3127,1.3697,11.9106,13056,2.6895,710.462,2605,675.29,1.347,110.265,237.72,57.914,107.323,9.534,25.989,2.5708,3.2308,9587.9004,10.5964,27.405,59.109,1571.1801,158.06,144.118,0.9661,116.82,5365.2998,0.3875,1.1273,209.49,10805.9004,2028.4,179.64,14.2665,1.672,10.944,17.6223,3023.3701,61.005,1336.0699,10.7945,393.46,40.12,20.924,587.962,14.2665,217.26,34.439,134.461,0.5278,1.3518,3.7726,3.385,144.79,6200.1001,5.0011,114.422,916.99,5.1498,15.595,7.8004,1487.4,24500,11.807,14.3076,2.2571,8.6743,40.0517,2133.3701,11.2036,3436.5,28.516,3034.9299,8.6427,28640,655.957,655.957,119.26,7.5285,
2014-01-03,1.3667,143.257,1.9483,27.481,7.4581,0.8308,297.59,3.4527,0.6928,4.1657,4.4733,8.9116,1.2287,8.431,7.6269,45.1941,2.9632,1.5341,3.259,1.4579,8.2588,10.5948,16750,4.7665,85.015,1434.1801,17.9701,4.4186,1.6685,60.657,1.7311,45.015,14.5865,1,5.017,76.04,137.43,8.9396,1.9458,2.6602,104.556,0.5122,2096.24,1.3658,1.711,9.2584,1.3618,11.9053,12981,2.6739,708.932,2594.5,671.29,1.339,110.265,234.63,57.579,106.646,9.483,25.9783,2.5613,3.1575,9532.7002,10.5348,27.218,58.467,1604.35,157.94,143.361,0.959,116.76,5394.3999,0.3849,1.1207,208.27,10731.2002,2052,178.45,14.3162,1.6714,10.931,17.5273,3012.6899,61.115,1326.95,10.7321,391.18,39.63,20.83,557.211,14.3115,214.09,34.281,134.54,0.5246,1.3438,3.7481,3.3652,144.07,6164,4.9725,114.478,910.31,5.1204,15.468,7.7522,1477.3,24500,11.737,14.3534,2.2551,8.624,39.975,2122.29,11.1389,3413.3,28.323,2979.3701,8.5933,28495,655.957,655.957,119.26,7.5126,
2014-01-04,1.3667,143.257,1.9483,27.481,7.4581,0.8308,297.59,3.4527,0.6928,4.1657,4.4733,8.9116,1.2287,8.431,7.6269,45.1941,2.9632,1.5341,3.259,1.4579,8.2588,10.5948,16750,4.7665,85.015,1434.1801,17.9701,4.4186,1.6685,60.657,1.7311,45.015,14.5865,1,5.017,76.04,137.43,8.9396,1.9458,2.6602,104.556,0.5122,2096.24,1.3658,1.711,9.2584,1.3618,11.9053,12981,2.6739,708.932,2594.5,671.29,1.339,110.265,234.63,57.579,106.646,9.483,25.9783,2.5613,3.1575,9532.7002,10.5348,27.218,58.467,1604.35,157.94,143.361,0.959,116.76,5394.3999,0.3849,1.1207,208.27,10731.2002,2052,178.45,14.3162,1.6714,10.931,17.5273,3012.6899,61.115,1326.95,10.7321,391.18,39.63,20.83,557.211,14.3115,214.09,34.281,134.54,0.5246,1.3438,3.7481,3.3652,144.07,6164,4.9725,114.478,910.31,5.1204,15.468,7.7522,1477.3,24500,11.737,14.3534,2.2551,8.624,39.975,2122.29,11.1389,3413.3,28.323,2979.3701,8.5933,28495,655.957,655.957,119.26,7.5126,
2014-01-05,1.3667,143.257,1.9483,27.481,7.4581,0.8308,297.59,3.4527,0.6928,4.1657,4.4733,8.9116,1.2287,8.431,7.6269,45.1941,2.9632,1.5341,3.259,1.4579,8.2588,10.5948,16750,4.7665,85.015,1434.1801,17.9701,4.4186,1.6685,60.657,1.7311,45.015,14.5865,1,5.017,76.04,137.43,8.9396,1.9458,2.6602,104.556,0.5122,2096.24,1.3658,1.711,9.2584,1.3618,11.9053,12981,2.6739,708.932,2594.5,671.29,1.339,110.265,234.63,57.579,106.646,9.483,25.9783,2.5613,3.1575,9532.7002,10.5348,27.218,58.467,1604.35,157.94,143.361,0.959,116.76,5394.3999,0.3849,1.1207,208.27,10731.2002,2052,178.45,14.3162,1.6714,10.931,17.5273,3012.6899,61.115,1326.95,10.7321,391.18,39.63,20.83,557.211,14.3115,214.09,34.281,134.54,0.5246,1.3438,3.7481,3.3652,144.07,6164,4.9725,114.478,910.31,5.1204,15.468,7.7522,1477.3,24500,11.737,14.3534,2.2551,8.624,39.975,2122.29,11.1389,3413.3,28.323,2979.3701,8.5933,28495,655.957,655.957,119.26,7.5126,
2014-01-06,1.3596,142.626,1.9492,27.5345,7.4581,0.8285,298.65,3.4017,0.6928,4.1616,4.4925,8.8636,1.2305,8.3619,7.6214,45.1093,2.958,1.5165,3.2201,1.4455,8.2128,10.5414,16334.5996,4.765,84.581,1432.71,17.8027,4.4025,1.6445,60.609,1.7217,44.812,14.4927,1,4.9883,74.79,137.63,8.8465,1.9458,2.6505,104.127,0.5093,2078.54,1.3609,1.7007,9.2246,1.3569,11.8515,13003,2.6642,707.912,2597.7,668.63,1.334,110.265,235.55,57.37,105.754,9.429,25.821,2.5332,3.1597,9498.2002,10.5182,27.078,58.254,1557.72,157.38,142.671,0.9446,116.08,5374.7002,0.3826,1.1166,207.52,10696,2009.3,177.4,14.2213,1.6698,10.923,17.4989,3024.9099,60.444,1321.4399,10.6937,389.75,39.64,20.663,555.201,14.22,213.45,34.157,133.948,0.5216,1.3389,3.7471,3.3467,142.72,6151.6001,4.9437,114.886,905.63,5.091,15.36,7.7242,1467.8,24500,11.694,14.2575,2.2438,8.5926,39.8352,2117.24,11.0644,3396.8,28.192,3006.5,8.5439,28371,655.957,655.957,119.26,7.4787,
2014-01-07,1.3632,142.045,1.9488,27.4638,7.4595,0.8301,299.275,3.4527,0.6928,4.1736,4.492,8.8714,1.2318,8.408,7.6273,45.2523,2.957,1.52,3.2354,1.4533,8.2416,10.5681,16550,4.7664,84.852,1451.04,17.8263,4.3898,1.6441,60.605,1.7273,45.056,14.4841,1,5.0049,75.25,137.8,8.9817,1.9458,2.6437,103.873,0.511,2084.24,1.3576,1.6996,9.2007,1.3535,11.9061,12970,2.6573,707.474,2586.5,666.63,1.33,110.265,234.94,57.223,106.478,9.46,25.8292,2.5483,3.1925,9474,10.4965,26.981,58.401,1594.38,157.72,142.455,0.9564,116.47,5360.7998,0.384,1.1138,207.7,10671,2046,178.05,14.3162,1.6695,10.926,17.2974,3024.6201,60.967,1318.04,10.6664,388.75,39.54,20.765,581.063,14.31,213.86,34.103,133.942,0.5234,1.3356,3.7408,3.338,143.57,6163.3999,4.9605,114.899,908.75,5.108,15.441,7.7134,1458.5,24500,11.665,14.3531,2.2539,8.5705,39.8842,2133.52,11.0633,3390.1001,28.106,2998.8101,8.5709,28305,655.957,655.957,119.26,7.4665,
2014-01-08,1.3616,142.579,1.9491,27.4663,7.4594,0.8302,299.685,3.4021,0.6928,4.174,4.5005,8.8704,1.2382,8.3972,7.627,45.1239,2.949,1.5268,3.2249,1.4667,8.2302,10.5574,16352,4.7743,84.764,1454.89,17.7087,4.3989,1.6437,60.89,1.7312,45.005,14.4778,1,4.9992,75.6,137.9,8.9817,1.9458,2.65,104.156,0.5104,2093.8401,1.3607,1.708,9.2228,1.3567,11.8864,13000,2.6637,710.234,2592.5,668.92,1.334,110.265,234.21,57.36,106.255,9.449,25.8094,2.5522,3.2,9366.9004,10.5272,26.978,58.243,1598.2,157.98,142.713,0.9556,116.54,5375.1001,0.3835,1.1164,208.2,10694,2008.9,177.78,14.2895,1.6703,10.923,17.3388,3038.6699,60.897,1317.1,10.6914,390.5,39.48,20.71,564.643,14.2895,214.98,33.812,134.14,0.5228,1.3387,3.7444,3.3331,143.77,6154.7002,4.9548,114.793,912.96,5.1022,15.464,7.7317,1459.3,24500,11.692,14.3208,2.2485,8.591,40.0854,2142.75,11.0897,3394.8,28.132,3005.9399,8.5628,28366,655.957,655.957,119.26,7.491,
2014-01-09,1.3572,142.291,1.9485,27.458,7.4602,0.8252,299.68,3.4527,0.6928,4.1709,4.4996,8.9216,1.2371,8.4192,7.625,44.9782,2.9631,1.5266,3.2462,1.469,8.2058,10.5234,16375,4.7516,84.287,1444.87,17.8232,4.3649,1.6422,60.546,1.7277,44.83,14.5979,1,4.9843,75.46,138.15,8.9605,1.9458,2.6393,103.777,0.5089,2083.1299,1.3551,1.7001,9.1855,1.3513,11.8759,12894,2.6529,705.805,2570.7,665.94,1.328,110.265,234.21,57.129,106.119,9.42,25.6994,2.5494,3.1771,9458.5,10.5064,26.828,57.713,1551.55,158.23,142.276,0.9518,115.58,5345.8999,0.3831,1.1118,206.92,10656.0996,2050,177.46,14.2815,1.6701,10.901,17.269,3019.8401,60.945,1313.16,10.6483,388.11,39.37,20.791,592.272,14.277,213.74,33.42,133.036,0.5212,1.3331,3.7258,3.3387,143.13,6129.2002,4.9381,114.885,907.93,5.0849,15.401,7.6988,1452,24500,11.643,14.3122,2.2478,8.5564,39.8969,2142.22,11.0323,3376.1001,27.991,2973.53,8.5332,28259,655.957,655.957,119.26,7.4543,
2014-01-10,1.3607,142.63,1.9485,27.4023,7.4605,0.8256,299.325,3.4527,0.6928,4.1746,4.5378,8.9147,1.2337,8.4025,7.626,45.2082,2.9619,1.5291,3.2493,1.4754,8.2263,10.5489,16550,4.7563,84.413,1444.98,17.8121,4.376,1.6491,60.633,1.7288,44.924,14.6797,1,4.9968,75.55,138.09,9.0102,1.9458,2.6428,103.913,0.5098,2087.6201,1.357,1.7032,9.1976,1.353,11.9559,12924,2.6564,713.233,2581.3999,666.68,1.33,110.265,234.52,57.204,106.261,9.446,25.7328,2.5539,3.2322,9470.9004,10.5284,26.836,58.379,1553.04,158.91,142.53,0.9529,116.07,5348.2002,0.3833,1.1133,207.39,10670.7998,2045,177.59,14.4583,1.6708,10.918,17.5017,3035.1599,61.278,1316.92,10.6643,388.62,39.45,20.802,608.002,14.4583,213.32,33.729,133.26,0.5222,1.335,3.7362,3.3431,143.53,6127.2002,4.9514,115.193,910.48,5.0986,15.429,7.7088,1449.9,24500,11.66,14.4945,2.2522,8.5676,39.8449,2149.1201,11.0868,3378.1001,28.028,2984.2,8.5555,28289,655.957,655.957,119.26,7.464,
2014-01-11,1.3607,142.63,1.9485,27.4023,7.4605,0.8256,299.325,3.4527,0.6928,4.1746,4.5378,8.9147,1.2337,8.4025,7.626,45.2082,2.9619,1.5291,3.2493,1.4754,8.2263,10.5489,16550,4.7563,84.413,1444.98,17.8121,4.376,1.6491,60.633,1.7288,44.924,14.6797,1,4.9968,75.55,138.09,9.0102,1.9458,2.6428,103.913,0.5098,2087.6201,1.357,1.7032,9.1976,1.353,11.9559,12924,2.6564,713.233,2581.3999,666.68,1.33,110.265,234.52,57.204,106.261,9.446,25.7328,2.5539,3.2322,9470.9004,10.5284,26.836,58.379,1553.04,158.91,142.53,0.9529,116.07,5348.2002,0.3833,1.1133,207.39,10670.7998,2045,177.59,14.4583,1.6708,10.918,17.5017,3035.1599,61.278,1316.92,10.6643,388.62,39.45,20.802,608.002,14.4583,213.32,33.729,133.26,0.5222,1.335,3.7362,3.3431,143.53,6127.2002,4.9514,115.193,910.48,5.0986,15.429,7.7088,1449.9,24500,11.66,14.4945,2.2522,8.5676,39.8449,2149.1201,11.0868,3378.1001,28.028,2984.2,8.5555,28289,655.957,655.957,119.26,7.464,
2014-01-12,1.3607,142.63,1.9485,27.4023,7.4605,0.8256,299.325,3.4527,0.6928,4.1746,4.5378,8.9147,1.2337,8.4025,7.626,45.2082,2.9619,1.5291,3.2493,1.4754,8.2263,10.5489,16550,4.7563,84.413,1444.98,17.8121,4.376,1.6491,60.633,1.7288,44.924,14.6797,1,4.9968,75.55,138.09,9.0102,1.9458,2.6428,103.913,0.5098,2087.6201,1.357,1.7032,9.1976,1.353,11.9559,12924,2.6564,713.233,2581.3999,666.68,1.33,110.265,234.52,57.204,106.261,9.446,25.7328,2.5539,3.2322,9470.9004,10.5284,26.836,58.379,1553.04,158.91,142.53,0.9529,116.07,5348.2002,0.3833,1.1133,207.39,10670.7998,2045,177.59,14.4583,1.6708,10.918,17.5017,3035.1599,61.278,1316.92,10.6643,388.62,39.45,20.802,608.002,14.4583,213.32,33.729,133.26,0.5222,1.335,3.7362,3.3431,143.53,6127.2002,4.9514,115.193,910.48,5.0986,15.429,7.7088,1449.9,24500,11.66,14.4945,2.2522,8.5676,39.8449,2149.1201,11.0868,3378.1001,28.028,2984.2,8.5555,28289,655.957,655.957,119.26,7.464,
2014-01-13,1.3672,142.098,1.9479,27.3713,7.4616,0.8287,298.225,3.4027,0.6928,4.145,4.5395,8.8639,1.2332,8.402,7.6212,45.1076,2.9581,1.5168,3.2224,1.4906,8.2587,10.6009,16092,4.7634,83.995,1449.67,17.7286,4.3652,1.6455,60.771,1.727,45.051,14.5547,1,5.0157,74.32,138.12,8.928,1.9458,2.642,103.807,0.5121,2087.27,1.3565,1.7022,9.1948,1.3526,11.9415,12961,2.6556,710.422,2582.8999,666.34,1.33,110.265,234.86,57.187,106.608,9.487,25.7252,2.5503,3.2312,9332,10.5266,26.828,58.065,1593.37,158.67,142.712,0.9398,116.32,5342.5,0.3848,1.1129,207.27,10667.5996,2009.6,178.47,14.4095,1.6709,10.896,17.5193,3034.9299,60.556,1319.9301,10.6595,388.5,39.94,20.874,595.585,14.4134,213.79,33.724,132.828,0.5248,1.3345,3.733,3.3458,144,6136.2998,4.9729,115.095,908.85,5.0241,16.2719,7.7065,1446.7,24500,11.656,14.4477,2.2596,8.565,39.8737,2156.6299,11.1175,3377.1001,28.02,2983.3101,8.5961,28275,655.957,655.957,119.26,7.455,
2014-01-14,1.367,140.956,1.9485,27.3463,7.462,0.834,298.435,3.4527,0.6928,4.1495,4.5218,8.8852,1.2292,8.3589,7.625,45.412,2.9777,1.5105,3.2212,1.4873,8.2497,10.5982,16070,4.7625,83.98,1443.29,17.8741,4.3773,1.6311,60.807,1.7292,45.034,14.766,1,5.0176,74.62,138.2,9.1465,1.9458,2.656,104.341,0.5123,2098.51,1.3636,1.7038,9.2436,1.3597,11.9503,13043,2.6696,709.573,2580.3999,669.6,1.337,110.265,236.03,57.488,106.626,9.482,25.8462,2.5378,3.2396,9517.5996,10.5726,26.935,58.075,1601.78,159.25,143.543,0.9605,116.02,5365.2002,0.3852,1.1188,208.48,10715.2998,2058,178.43,14.4087,1.6707,10.927,17.6185,3034.4199,61.129,1325.52,10.7168,390.55,39.64,20.832,595.96,14.4087,215.16,34.227,132.833,0.5247,1.3416,3.7453,3.3625,144.28,6177.2002,4.9727,115.206,915.01,5.1211,15.442,7.7467,1447.6,24500,11.718,14.4462,2.2566,8.6102,40.0022,2165.3401,11.2203,3383.8999,28.168,2998.96,8.5955,28423,655.957,655.957,119.26,7.4597,
2014-01-15,1.3668,142.403,1.9474,27.4093,7.4615,0.8316,298.735,3.4527,0.7016,4.1405,4.5273,8.7996,1.2344,8.3161,7.6237,45.592,2.9826,1.5253,3.2139,1.4964,8.2468,10.5976,16390,4.7611,83.962,1446.4301,17.8801,4.3806,1.6335,61.128,1.734,44.842,14.7977,1,5.0176,75.25,138.16,9.1639,1.9458,2.6579,104.419,0.5123,2081.71,1.3646,1.7088,9.2505,1.3607,12.0676,13011,2.6716,710.171,2587.6001,669.83,1.338,110.265,236.27,57.53,106.56,9.491,25.9877,2.549,3.242,9524.5996,10.5518,26.956,57.822,1560.58,157.41,143.636,0.9598,115.75,5365.7998,0.3853,1.1197,208.88,10729.5,20,178.43,14.626,1.6712,10.927,17.6521,3043.6201,61.054,1323.77,10.7236,388.93,39.64,20.841,570.35,14.635,215.32,34.307,132.652,0.5247,1.3426,3.7446,3.3792,144.7,6182.3999,4.9727,115.42,910.9,5.1208,15.428,7.7524,1444.6,24500,11.727,14.6534,2.2549,8.6166,40.0774,2166.96,11.2799,3392.6001,28.189,3008.02,8.5939,28445,655.957,655.957,119.26,7.4652,
2014-01-16,1.3599,142.21,1.9483,27.4313,7.4613,0.8311,300.025,3.4516,0.7016,4.1546,4.5203,8.7978,1.2364,8.3404,7.619,45.4475,2.9769,1.5268,3.2079,1.4888,8.2168,10.5432,16090,4.7391,83.674,1445.74,17.9515,4.3968,1.6315,61.252,1.731,44.678,14.7835,1,4.9954,74.25,138.17,9.1211,1.9458,2.6463,104.008,0.51,2089.6599,1.3587,1.7077,9.2097,1.3548,12.0148,12968,2.6599,706.407,2589.5,666.6,1.332,110.265,235.17,57.279,106.09,9.448,25.8071,2.5454,3.2568,9462.7002,10.4782,26.81,57.276,1552.08,157.14,143.009,0.9542,114.75,5339.5,0.3839,1.1148,208.21,10682.0996,2047,177.64,14.5831,1.6714,10.918,17.4395,3037.77,61.21,1317.28,10.6735,385.87,39.55,20.733,608.788,14.58,214.54,33.801,132.3,0.5224,1.3367,3.7295,3.3567,143.23,6156.8999,4.9507,115.455,911.67,5.0982,15.342,7.712,1436.8,24500,11.675,14.6138,2.2536,8.5788,39.9751,2151.95,11.2034,3364.1001,27.997,2989.45,8.5543,28319,655.957,655.957,119.26,7.4601,
2014-01-17,1.3618,141.999,1.9486,27.4863,7.4619,0.8328,300.425,3.4527,0.7016,4.1657,4.5254,8.793,1.2321,8.4139,7.624,45.4682,3.0043,1.5434,3.214,1.4883,8.2367,10.5586,16165,4.7541,83.716,1446.77,18.0704,4.408,1.6308,61.342,1.7316,44.612,14.8226,1,4.9994,74.32,138.31,9.219,1.9458,2.6453,103.969,0.5104,2069.6899,1.3581,1.7077,9.2062,1.3543,12.0431,13011,2.6589,709.008,2594.5,666.08,1.331,110.265,235.08,57.359,106.357,9.456,25.8758,2.5578,3.2216,9479.5996,10.4593,26.773,56.963,1595.34,157.07,142.996,0.9552,114.91,5344.2998,0.3838,1.1143,208.32,10683.5996,2042,177.75,14.6158,1.6717,10.936,17.4737,3033.23,61.192,1318.83,10.6732,384.36,39.48,20.692,609.925,14.6188,214.64,34.008,132.22,0.5228,1.3361,3.7438,3.3555,143.23,6155.2998,4.955,115.58,911.33,5.1024,15.342,7.7023,1434.9,24500,11.67,14.6465,2.2437,8.5756,39.9532,2148.4199,11.2094,3354.7,28.435,2986.98,8.5631,28322,655.957,655.957,119.26,7.4573,
2014-01-18,1.3618,141.999,1.9486,27.4863,7.4619,0.8328,300.425,3.4527,0.7016,4.1657,4.5254,8.793,1.2321,8.4139,7.624,45.4682,3.0043,1.5434,3.214,1.4883,8.2367,10.5586,16165,4.7541,83.716,1446.77,18.0704,4.408,1.6308,61.342,1.7316,44.612,14.8226,1,4.9994,74.32,138.31,9.219,1.9458,2.6453,103.969,0.5104,2069.6899,1.3581,1.7077,9.2062,1.3543,12.0431,13011,2.6589,709.008,2594.5,666.08,1.331,110.265,235.08,57.359,106.357,9.456,25.8758,2.5578,3.2216,9479.5996,10.4593,26.773,56.963,1595.34,157.07,142.996,0.9552,114.91,5344.2998,0.3838,1.1143,208.32,10683.5996,2042,177.75,14.6158,1.6717,10.936,17.4737,3033.23,61.192,1318.83,10.6732,384.36,39.48,20.692,609.925,14.6188,214.64,34.008,132.22,0.5228,1.3361,3.7438,3.3555,143.23,6155.2998,4.955,115.58,911.33,5.1024,15.342,7.7023,1434.9,24500,11.67,14.6465,2.2437,8.5756,39.9532,2148.4199,11.2094,3354.7,28.435,2986.98,8.5631,28322,655.957,655.957,119.26,7.4573,
2014-01-19,1.3618,141.999,1.9486,27.4863,7.4619,0.8328,300.425,3.4527,0.7016,4.1657,4.5254,8.793,1.2321,8.4139,7.624,45.4682,3.0043,1.5434,3.214,1.4883,8.2367,10.5586,16165,4.7541,83.716,1446.77,18.0704,4.408,1.6308,61.342,1.7316,44.612,14.8226,1,4.9994,74.32,138.31,9.219,1.9458,2.6453,103.969,0.5104,2069.6899,1.3581,1.7077,9.2062,1.3543,12.0431,13011,2.6589,709.008,2594.5,666.08,1.331,110.265,235.08,57.359,106.357,9.456,25.8758,2.5578,3.2216,9479.5996,10.4593,26.773,56.963,1595.34,157.07,142.996,0.9552,114.91,5344.2998,0.3838,1.1143,208.32,10683.5996,2042,177.75,14.6158,1.6717,10.936,17.4737,3033.23,61.192,1318.83,10.6732,384.36,39.48,20.692,609.925,14.6188,214.64,34.008,132.22,0.5228,1.3361,3.7438,3.3555,143.23,6155.2998,4.955,115.58,911.33,5.1024,15.342,7.7023,1434.9,24500,11.67,14.6465,2.2437,8.5756,39.9532,2148.4199,11.2094,3354.7,28.435,2986.98,8.5631,28322,655.957,655.957,119.26,7.4573,
2014-01-20,1.3528,141.01,1.9459,27.4473,7.4617,0.8238,300.595,3.4027,0.7016,4.1601,4.4307,8.7547,1.2327,8.3293,7.4805,44.5238,3.0216,1.5415,3.1788,1.4831,8.0262,10.491,15888.7002,4.7136,83.257,1409,17.9083,4.4028,1.6388,59.993,1.7249,43.88,14.7096,1,4.924,74.13,138.26,9.1289,1.9458,2.6421,103.797,0.4996,2087.6201,1.3565,1.7065,9.1952,1.3527,11.9852,12962,2.6557,710.877,2600.7,665.15,1.33,110.265,233.51,57.291,104.835,9.3161,25.7669,2.5265,3.2178,9400.4004,10.4495,26.727,56.895,1553.3101,157.01,142.901,0.9419,115.43,5340,0.3732,1.1129,207.98,10666.5996,2002.9,174.206,14.5191,1.6716,10.859,17.6705,3037.0901,60.456,1317.9399,10.6621,388.52,40.1634,20.692,607.843,14.5227,214.91,34.076,132.06,0.5095,1.3345,3.7413,3.3514,143.34,6157.2998,4.8013,114.642,910.24,5.0242,16.3176,7.7,1430.5,24500,11.656,14.5561,2.2267,8.5654,39.9323,2143.1201,11.2199,3352.1001,28.374,2984.78,8.5149,28275,655.957,655.957,119.26,7.4621,
2014-01-21,1.3549,141.181,1.9482,27.5138,7.461,0.8246,301.785,3.4527,0.7016,4.1544,4.5329,8.7879,1.2338,8.3687,7.63,45.7705,3.0336,1.5384,3.17,1.4835,8.1875,10.5037,15924,4.7254,83.394,1439.22,17.9256,4.4145,1.6284,60.999,1.7288,44.401,14.6913,1,4.972,73.85,138.29,9.2417,1.9458,2.6333,103.499,0.5076,2080.5601,1.3521,1.7047,9.1644,1.3482,11.9346,12970,2.6469,716.995,2611.8,662.25,1.325,110.265,234.02,57.101,105.696,9.404,25.7692,2.55,3.2275,9437.0996,10.4146,26.624,56.13,1547.1801,156.98,142.427,0.9506,114.41,5322.2002,0.3824,1.1093,207.54,10635,1996.2,176.87,14.4428,1.671,10.908,17.6628,3046.6399,61.112,1310.84,10.6285,387.22,39.67,20.615,604.487,14.4428,213.2,34.017,131.74,0.5199,1.3301,3.7258,3.3402,142.4,6138.3999,4.9279,115.454,907.21,5.0744,15.369,7.6746,1422.9,24500,11.617,14.4748,2.2367,8.5368,39.8186,2135.9399,11.2132,3333.5,28.266,2973.55,8.5181,28181,655.957,655.957,119.26,7.451,
2014-01-22,1.3559,141.33,1.9483,27.564,7.461,0.823,302.175,3.4527,0.7016,4.1583,4.5298,8.7866,1.2345,8.3637,7.6365,46.0496,3.0525,1.5396,3.1979,1.4871,8.197,10.5175,16270,4.7289,83.83,1442.9399,18.004,4.4135,1.6302,61.471,1.7331,44.557,14.6831,1,4.9796,75.66,138.06,9.3316,1.9458,2.6267,103.239,0.5084,2075.21,1.3489,1.7052,9.1413,1.3449,11.9263,12901,2.6402,721.839,2605.3,662.2,1.322,110.265,232.14,56.958,105.892,9.418,25.6406,2.5503,3.2296,9413.5,10.3803,26.551,56.275,1542.88,156.55,142.071,0.9521,114.38,5308.7998,0.383,1.1066,207.02,10606,20,177.22,14.4335,1.6708,10.91,17.6661,3027.49,61.314,1308.9,10.6013,386.25,39.33,20.748,604.334,14.4335,212.48,33.579,132.076,0.5207,1.3269,3.7201,3.3355,142.88,6132,4.9353,115.515,904.93,5.082,15.379,7.6555,1418,24500,11.589,14.4642,2.2268,8.5154,39.8705,2134.5901,11.2189,3319.1001,28.194,2966.1101,8.526,28117,655.957,655.957,119.26,7.4325,
2014-01-23,1.3542,141.71,1.9484,27.4748,7.4618,0.8176,302.16,3.4527,0.7016,4.1603,4.5272,8.7801,1.2353,8.3475,7.6325,45.9566,3.058,1.531,3.2103,1.5033,8.1883,10.5051,16320,4.7079,83.64,1444.28,18.0242,4.4238,1.6301,61.236,1.7323,44.572,14.7141,1,4.9737,76.01,138.1,9.3828,1.9458,2.6332,103.495,0.5078,2080.6201,1.3522,1.7069,9.1641,1.3482,11.945,12946,2.6468,723.73,2641.3999,663.44,1.325,110.265,232.72,57.099,105.535,9.406,25.7011,2.5432,3.2341,9436.7002,10.4156,26.576,56.128,1548.0699,156.6,142.795,0.9503,114.21,5322,0.3822,1.1093,207.27,10632.5,2036,177.01,14.4558,1.672,10.906,17.7574,3037.03,61.18,1310.79,10.6295,387.21,39.27,20.732,605.819,14.4485,213.16,33.667,132.313,0.5201,1.3302,3.7259,3.3456,142.75,6141.7998,4.9275,115.515,907.18,5.074,15.366,7.6744,1421.5,24500,11.618,14.4923,2.2118,8.5365,40.0339,2145.3401,11.2162,3317.1001,28.305,2973.4399,8.5159,28180,655.957,655.957,119.26,7.4304,
