date,USD,JPY,BGN,CZK,DKK,GBP,HUF,PLN,RON,SEK,CHF,NOK,HRK,RUB,TRY,AUD,BRL,CAD,CNY,HKD,IDR,ILS,INR,KRW,MXN,MYR,NZD,PHP,SGD,THB,ZAR,EUR,AED,AFN,ALL,ANG,ARS,AWG,BAM,BBD,BDT,BHD,BIF,BMD,BND,BOB,BSD,BWP,BYN,BZD,CDF,CLP,COP,CRC,CUP,CVE,DJF,DOP,DZD,EGP,ETB,FJD,GHS,GMD,GNF,GTQ,GYD,HNL,HTG,IQD,IRR,ISK,JMD,JOD,KES,KHR,KMF,KWD,KYD,KZT,LAK,LBP,LKR,LRD,LSL,LYD,MAD,MDL,MGA,MKD,MMK,MOP,MRO,MUR,MVR,MWK,MZN,NAD,NGN,NIO,NPR,OMR,PAB,PEN,PGK,PKR,PYG,QAR,RSD,RWF,SAR,SCR,SDG,SLL,SOS,STD,SVC,SYP,SZL,TMT,TND,TTD,TWD,TZS,UAH,UGX,UYU,UZS,VEF,VND,XAF,XCD,XOF,XPF,YER,ZMW,CUC
2018-03-05,1.2315,129.98,1.9485,25.3387,7.4467,0.8928,313.4,4.1911,4.659,10.1573,1.1537,9.5861,7.4452,70.0347,4.6911,1.5881,4.0031,1.5869,7.8107,9.6437,16964,4.2347,80.278,1328.72,23.1958,4.8358,1.7031,63.896,1.6251,38.689,14.6738,1,4.5245,84.36,129.49,2.1473,24.9578,2.1829,1.9458,2.4134,100.342,0.4617,2137.46,1.2274,1.6272,8.3329,1.2234,11.6314,2.4157,2.4231,1945.84,719.666,3493.6001,687.31,1.2,110.265,213.21,59.927,140.101,21.706,33.4798,2.4799,5.4666,57.6362,11017.5,8.8773,244.239,28.607,78.15,1436.67,45746.8984,123.539,155.55,0.8663,122.98,4829,491.385,0.3687,1.0053,394.24,9948.2002,1865,187.49,160.408,14.3995,1.6163,11.039,20.2601,3881.1499,61.12,1627.36,9.7228,434.734,39.23,18.748,881.945,75.5428,14.3995,440.56,37.784,126.693,0.473,1.2054,4.0109,3.9107,136.14,6702.3999,4.3299,117.777,1048.11,4.6149,15.877,22.2169,9427.46,671.8,24630.8008,10.526,633.013,14.4314,4.1872,2.9718,8.1306,35.0755,2768.97,32.3549,4446,34.288,10019.4004,43470,27605,655.957,3.3106,655.957,119.26,307.701,11.9403,
2018-03-06,1.2337,131.069,1.9514,25.3969,7.4486,0.8906,313.86,4.1876,4.6547,10.1871,1.1594,9.6423,7.4295,69.6285,4.7004,1.588,3.9966,1.6012,7.8238,9.66,16963,4.2716,80.138,1327.99,23.173,4.8165,1.7075,63.95,1.6256,38.709,14.5902,1,4.5291,84.4,129.55,2.1519,24.9177,2.1867,1.9458,2.4122,100.897,0.4621,2136.96,1.2271,1.6257,8.3186,1.2231,11.6512,2.4259,2.4226,1949.17,723.768,3476.8,686.99,1.2,110.265,213.16,59.913,140.173,21.711,33.4726,2.5007,5.4552,57.735,11015,8.8777,245.398,28.601,78.088,1436.34,45850,123.329,155.93,0.8672,122.98,4827.7998,491.944,0.3689,1.0051,391.87,9944,1864,187.108,160.745,14.4764,1.609,11.043,20.2615,3781.97,61.128,1625.75,9.7239,435.48,39.28,18.76,882.081,75.734,14.4764,440.46,37.775,126.427,0.4735,1.2051,4.0017,3.9098,136.17,6682.1001,4.3301,117.849,1047.9301,4.622,15.957,22.2512,9406.6104,671.6,24673.0996,10.523,634.098,14.4981,4.1944,2.9719,8.1287,35.0587,2770.1001,32.2737,4438.7998,34.342,10017.0996,43420,27606,655.957,3.3163,655.957,119.26,308.29,11.9499,
2018-03-07,1.2417,131.039,1.9482,25.3744,7.4492,0.8932,312.614,4.1873,4.6539,10.1887,1.1649,9.6558,7.4244,70.6078,4.7155,1.5947,3.9801,1.6076,7.8258,9.7255,17085,4.2884,80.5,1319.9,23.4034,4.8312,1.7048,64.413,1.6366,38.899,14.7047,1,4.5589,85.07,129.45,2.1668,25.2155,2.1978,1.9458,2.432,101.041,0.4653,2153.96,1.2367,1.6339,8.3851,1.2327,11.6302,2.4286,2.4418,1961.83,724.284,3491.3,692.52,1.21,110.265,214.86,60.504,140.687,21.858,33.7359,2.4884,5.4918,58.1472,11102.2002,8.9491,246.918,28.828,78.753,1447.78,46188.6992,123.507,157.03,0.873,123.8,4861.2998,492.196,0.3712,1.0131,392.72,10023.5996,1876,188.652,161.913,14.3116,1.6202,11.07,20.3909,3894.1699,61.127,1637.37,9.8028,437.066,39.61,18.841,888.743,76.4369,14.3116,443.92,38.074,127.079,0.4766,1.2147,4.042,3.9409,136.92,6700.6001,4.3638,117.923,1056.3,4.6507,16.066,22.3855,9473.9102,677.2,24833.3008,10.607,638.216,14.3471,4.2341,2.9483,8.1933,35.2469,2790.6699,32.3232,4486.2002,34.664,10085.4004,43670,27828,655.957,3.3378,655.957,119.26,310.23,12.0435,
2018-03-08,1.2415,131.799,1.9484,25.4039,7.4507,0.8927,312.04,4.2106,4.6549,10.2132,1.171,9.6945,7.4273,70.5165,4.7243,1.5855,4.0234,1.6016,7.8421,9.7239,17073,4.2848,80.452,1323.14,23.2217,4.8285,1.7034,64.462,1.631,38.849,14.6939,1,4.557,85.21,129.44,2.1662,25.286,2.1974,1.9458,2.4335,102.369,0.465,2155.8201,1.2378,1.6297,8.4048,1.2338,11.7194,2.4261,2.444,1962.76,733.344,3491.2,693.09,1.211,110.265,215.04,60.556,140.617,21.86,33.7063,2.5055,5.5089,58.2123,11111.0996,8.9569,247.263,28.855,78.753,1449.04,46221,123.305,157.51,0.8726,123.75,4879.8999,492.055,0.3711,1.014,395.16,10028.5996,1876,189.285,162.011,14.543,1.6216,11.069,20.3378,3813.26,61.127,1637.54,9.8129,438.237,39.4,18.881,886.106,76.4618,14.543,444.3,38.107,127.1,0.4764,1.2158,4.0358,3.9443,137.12,6684.1001,4.3677,117.794,1057.28,4.6507,16.506,22.4046,9528.2402,677.8,24829.3008,10.617,638.113,14.5733,4.221,2.9803,8.2004,35.3324,2787.6399,32.0935,4496.2002,34.632,10094,43675,27839,655.957,3.3373,655.957,119.26,310.118,11.9545,
2018-03-09,1.2307,130.948,1.9483,25.3984,7.4475,0.8914,311.471,4.2029,4.6494,10.1734,1.1709,9.649,7.4347,70.2879,4.7064,1.5796,4.0174,1.587,7.7954,9.6476,16975,4.2558,80.038,1320.78,22.9338,4.8151,1.6949,64.037,1.6211,38.569,14.6536,1,4.5177,85.01,129.55,2.1464,25.0198,2.1813,1.9458,2.4277,100.885,0.461,2150.6599,1.2349,1.6219,8.3845,1.2308,11.7027,2.4026,2.4381,1944.45,735.076,3498.3,691.42,1.208,110.265,214.52,60.659,139.872,21.655,33.6852,2.4894,5.4803,57.632,11083.4004,8.9353,244.976,28.785,78.624,1445.54,45818.8008,122.704,157.003,0.8651,122.67,4851.2998,491.773,0.3685,1.0116,394.22,10006.2002,1862,188.892,160.602,14.5186,1.6127,11.026,20.2674,3759.5901,61.122,1635.47,9.7949,434.424,39.24,18.722,880.113,75.8458,14.5186,443.24,38.016,127.24,0.4723,1.2129,4.006,3.9348,136.02,6676.3999,4.357,117.81,1054.83,4.6108,15.9,22.3515,9445.3398,676.1,24613.3008,10.592,632.561,14.5545,4.1966,2.99,8.1807,35.2911,2769.98,32.017,4483.7002,34.462,10070.0996,43675,27770,655.957,3.3083,655.957,119.26,307.543,11.8952,
2018-03-10,1.2307,130.948,1.9483,25.3984,7.4475,0.8914,311.471,4.2029,4.6494,10.1734,1.1709,9.649,7.4347,70.2879,4.7064,1.5796,4.0174,1.587,7.7954,9.6476,16975,4.2558,80.038,1320.78,22.9338,4.8151,1.6949,64.037,1.6211,38.569,14.6536,1,4.5177,85.01,129.55,2.1464,25.0198,2.1813,1.9458,2.4277,100.885,0.461,2150.6599,1.2349,1.6219,8.3845,1.2308,11.7027,2.4026,2.4381,1944.45,735.076,3498.3,691.42,1.208,110.265,214.52,60.659,139.872,21.655,33.6852,2.4894,5.4803,57.632,11083.4004,8.9353,244.976,28.785,78.624,1445.54,45818.8008,122.704,157.003,0.8651,122.67,4851.2998,491.773,0.3685,1.0116,394.22,10006.2002,1862,188.892,160.602,14.5186,1.6127,11.026,20.2674,3759.5901,61.122,1635.47,9.7949,434.424,39.24,18.722,880.113,75.8458,14.5186,443.24,38.016,127.24,0.4723,1.2129,4.006,3.9348,136.02,6676.3999,4.357,117.81,1054.83,4.6108,15.9,22.3515,9445.3398,676.1,24613.3008,10.592,632.561,14.5545,4.1966,2.99,8.1807,35.2911,2769.98,32.017,4483.7002,34.462,10070.0996,43675,27770,655.957,3.3083,655.957,119.26,307.543,11.8952,
2018-03-11,1.2307,130.948,1.9483,25.3984,7.4475,0.8914,311.471,4.2029,4.6494,10.1734,1.1709,9.649,7.4347,70.2879,4.7064,1.5796,4.0174,1.587,7.7954,9.6476,16975,4.2558,80.038,1320.78,22.9338,4.8151,1.6949,64.037,1.6211,38.569,14.6536,1,4.5177,85.01,129.55,2.1464,25.0198,2.1813,1.9458,2.4277,100.885,0.461,2150.6599,1.2349,1.6219,8.3845,1.2308,11.7027,2.4026,2.4381,1944.45,735.076,3498.3,691.42,1.208,110.265,214.52,60.659,139.872,21.655,33.6852,2.4894,5.4803,57.632,11083.4004,8.9353,244.976,28.785,78.624,1445.54,45818.8008,122.704,157.003,0.8651,122.67,4851.2998,491.773,0.3685,1.0116,394.22,10006.2002,1862,188.892,160.602,14.5186,1.6127,11.026,20.2674,3759.5901,61.122,1635.47,9.7949,434.424,39.24,18.722,880.113,75.8458,14.5186,443.24,38.016,127.24,0.4723,1.2129,4.006,3.9348,136.02,6676.3999,4.357,117.81,1054.83,4.6108,15.9,22.3515,9445.3398,676.1,24613.3008,10.592,632.561,14.5545,4.1966,2.99,8.1807,35.2911,2769.98,32.017,4483.7002,34.462,10070.0996,43675,27770,655.957,3.3083,655.957,119.26,307.543,11.8952,
2018-03-12,1.2309,131.561,1.9484,25.4591,7.4488,0.8884,311.472,4.1897,4.6555,10.145,1.1703,9.5712,7.4327,69.762,4.6924,1.5654,4.0016,1.577,7.7822,9.6455,16955,4.2327,80.069,1309.4399,22.9177,4.7991,1.684,63.803,1.6199,38.509,14.5354,1,4.517,84.45,129.45,2.1471,24.9006,2.1786,1.9458,2.4122,100.306,0.4609,2136.55,1.2269,1.6209,8.3165,1.2228,11.6371,2.404,2.4219,1946.01,731.077,3487,686.85,1.2,110.265,213.11,60.273,139.933,21.652,33.4657,2.4724,5.4539,57.6911,11012.9004,8.8792,244.476,28.599,78.108,1435.98,45857.5,122.732,157.15,0.8649,122.47,4819.2998,491.365,0.3685,1.0049,391.65,9939.7002,1861,187.738,160.752,14.3985,1.6036,11.021,20.1335,3857.77,61.124,1627.2,9.7284,433.268,39.11,18.728,882.753,75.8342,14.3985,440.35,37.754,126.446,0.4723,1.2049,4.0151,3.9088,136.39,6642.6001,4.3278,117.782,1047.98,4.6099,15.556,22.2064,9440.8096,671.5,24617.5,10.522,632.67,14.4318,4.185,2.9442,8.1267,35.0646,2773.1201,31.8077,4453.1001,34.235,10004.5996,43675,27592,655.957,3.3088,655.957,119.26,307.411,11.8486,
2018-03-13,1.234,131.116,1.9486,25.4342,7.4476,0.8872,311.594,4.2024,4.6555,10.1629,1.1688,9.5538,7.4403,70.177,4.7415,1.5673,4.0202,1.5846,7.8003,9.6731,16980,4.2456,80.102,1312.25,22.9344,4.8075,1.69,64.059,1.6189,38.579,14.5856,1,4.5295,84.37,129.25,2.1521,24.9069,2.1841,1.9458,2.4104,100.17,0.4622,2135.51,1.2263,1.6175,8.3246,1.2222,11.6087,2.415,2.4207,1949.65,727.533,3474.5,686.39,1.199,110.265,213,60.243,140.396,21.728,33.4494,2.4849,5.5065,57.8603,11007.4004,8.9085,245.619,28.591,78.03,1435.26,46088.3984,122.759,157,0.8673,122.8,4814.3999,491.979,0.3695,1.0044,391.83,9938.4004,1865,187.762,161.34,14.352,1.6087,11.032,20.0928,3855.8501,61.125,1624.54,9.7246,434.353,39.46,18.764,881.572,75.9872,14.352,440.13,37.759,126.205,0.4735,1.2043,4.0123,3.9069,136.25,6654.1001,4.3261,117.893,1047.53,4.6226,16.237,22.2348,9470.6299,671.1,24679.1992,10.516,634.255,14.3785,4.1955,2.9719,8.1227,34.9989,2771.77,31.5307,4450.8999,34.242,9999.6797,49.2,27575,655.957,3.3171,655.957,119.26,308.181,11.8427,
2018-03-14,1.2392,131.984,1.9486,25.4761,7.4476,0.887,311.403,4.2094,4.6556,10.1781,1.1693,9.5846,7.4378,70.735,4.7957,1.577,4.0356,1.6053,7.8235,9.7134,17040,4.2407,80.285,1321.21,23.0498,4.8255,1.6907,64.248,1.6252,38.659,14.6047,1,4.549,84.27,129.1,2.1615,25.03,2.1934,1.9458,2.4163,100.51,0.4642,2159.1799,1.2307,1.6252,8.3187,1.2267,11.6403,2.4205,2.4174,1957.99,729.918,3461.7,687.77,1.204,110.265,214.6,60.434,140.576,21.827,33.8,2.4953,5.4347,58.0333,11041.5996,8.9195,246.31,28.615,78.318,1440.16,46379.6016,122.529,157.67,0.8711,123.64,4835,492.1,0.3706,1.0081,393.5,9988.7002,1875,188.648,162.03,14.3739,1.6147,11.042,20.127,3768.2,61.123,1630.53,9.7617,436.21,39.52,18.844,887.571,76.3244,14.3739,441.75,37.837,126.335,0.4756,1.2087,4.04,3.9214,136.82,6677.5,4.3419,118.186,1046.74,4.6422,16.05,22.356,9511.1201,673.7,24784.6992,10.555,636.966,14.4039,4.2134,2.9492,8.1973,35.0936,2790.6799,31.6712,4462.3999,34.388,10002.7998,45365,27682,655.957,3.3313,655.957,119.26,309.499,11.7626,
2018-03-15,1.2376,131.37,1.9483,25.4133,7.4487,0.8857,311.222,4.1998,4.6549,10.1232,1.1687,9.5605,7.441,70.6035,4.802,1.5705,4.0305,1.603,7.8057,9.7022,16985,4.2484,80.163,1314.45,22.9965,4.8213,1.6917,64.188,1.6195,38.529,14.5679,1,4.5412,85.1,129.1,2.159,25.0268,2.1905,1.9458,2.4282,100.941,0.4634,2167.0901,1.235,1.6186,8.3488,1.2311,11.6369,2.4168,2.4385,1956.59,730.164,3480.7,690.99,1.208,110.265,215.38,60.503,140.41,21.801,33.6775,2.4918,5.4565,57.9551,11078.5,8.9821,245.928,28.842,78.666,1445.15,46422.1992,122.74,157.7,0.8705,123.46,4852,493.107,0.3702,1.0117,395.77,10028.7002,1870,189.452,161.935,14.3386,1.6187,11.031,20.1805,3848.1899,61.131,1638.25,9.7984,435.622,39.29,18.795,885.066,76.2462,14.3386,443.32,38.072,126.709,0.4748,1.213,4.0307,3.9356,136.59,6710.2998,4.3578,118.333,1054.8199,4.6364,16.044,22.4354,9417.8496,676.2,24751.1992,10.593,636.107,14.3751,4.2077,2.9485,8.2599,35.1651,2782.8,32.0011,4483.8999,34.555,10041.5,45270,27786,655.957,3.3268,655.957,119.26,309.081,11.8595,
2018-03-16,1.2309,130.829,1.9482,25.3906,7.4481,0.8828,311.063,4.2126,4.6605,10.0681,1.1709,9.4931,7.4415,70.6993,4.7914,1.5799,4.0391,1.6059,7.77,9.6486,16935,4.246,79.903,1314.97,23.0137,4.8158,1.6918,64.02,1.6168,38.409,14.6407,1,4.5176,84.8,128.9,2.1469,24.9972,2.1787,1.9458,2.4197,100.92,0.461,2145.46,1.2319,1.6151,8.3265,1.2278,11.6738,2.4088,2.432,1948.55,730.099,3463.7,689.12,1.205,110.265,214.68,60.281,139.942,21.652,33.7199,2.4886,5.4282,57.6317,11055.5996,8.9594,244.621,28.734,78.36,1440.79,46173.1016,122.5,157.64,0.8656,122.66,4833.5,492.184,0.3681,1.0091,394.49,9990.7002,1862,189.196,161.066,14.3997,1.6106,10.997,20.0852,3792.8201,61.117,1631.4399,9.7735,433.284,39.29,18.704,881.202,75.8124,14.3997,442.16,37.977,126.429,0.4723,1.2099,4.0162,3.9251,135.92,6683.2002,4.346,118.128,1052.59,4.6101,15.558,22.3767,9391.9199,674.4,24618.4004,10.565,632.693,14.4309,4.1851,2.9435,8.2526,34.9596,2780.5,32.2009,4472.7998,34.364,10056.7002,45085,27714,655.957,3.309,655.957,119.26,307.484,11.7735,
2018-03-17,1.2309,130.829,1.9482,25.3906,7.4481,0.8828,311.063,4.2126,4.6605,10.0681,1.1709,9.4931,7.4415,70.6993,4.7914,1.5799,4.0391,1.6059,7.77,9.6486,16935,4.246,79.903,1314.97,23.0137,4.8158,1.6918,64.02,1.6168,38.409,14.6407,1,4.5176,84.8,128.9,2.1469,24.9972,2.1787,1.9458,2.4197,100.92,0.461,2145.46,1.2319,1.6151,8.3265,1.2278,11.6738,2.4088,2.432,1948.55,730.099,3463.7,689.12,1.205,110.265,214.68,60.281,139.942,21.652,33.7199,2.4886,5.4282,57.6317,11055.5996,8.9594,244.621,28.734,78.36,1440.79,46173.1016,122.5,157.64,0.8656,122.66,4833.5,492.184,0.3681,1.0091,394.49,9990.7002,1862,189.196,161.066,14.3997,1.6106,10.997,20.0852,3792.8201,61.117,1631.4399,9.7735,433.284,39.29,18.704,881.202,75.8124,14.3997,442.16,37.977,126.429,0.4723,1.2099,4.0162,3.9251,135.92,6683.2002,4.346,118.128,1052.59,4.6101,15.558,22.3767,9391.9199,674.4,24618.4004,10.565,632.693,14.4309,4.1851,2.9435,8.2526,34.9596,2780.5,32.2009,4472.7998,34.364,10056.7002,45085,27714,655.957,3.309,655.957,119.26,307.484,11.7735,
2018-03-18,1.2309,130.829,1.9482,25.3906,7.4481,0.8828,311.063,4.2126,4.6605,10.0681,1.1709,9.4931,7.4415,70.6993,4.7914,1.5799,4.0391,1.6059,7.77,9.6486,16935,4.246,79.903,1314.97,23.0137,4.8158,1.6918,64.02,1.6168,38.409,14.6407,1,4.5176,84.8,128.9,2.1469,24.9972,2.1787,1.9458,2.4197,100.92,0.461,2145.46,1.2319,1.6151,8.3265,1.2278,11.6738,2.4088,2.432,1948.55,730.099,3463.7,689.12,1.205,110.265,214.68,60.281,139.942,21.652,33.7199,2.4886,5.4282,57.6317,11055.5996,8.9594,244.621,28.734,78.36,1440.79,46173.1016,122.5,157.64,0.8656,122.66,4833.5,492.184,0.3681,1.0091,394.49,9990.7002,1862,189.196,161.066,14.3997,1.6106,10.997,20.0852,3792.8201,61.117,1631.4399,9.7735,433.284,39.29,18.704,881.202,75.8124,14.3997,442.16,37.977,126.429,0.4723,1.2099,4.0162,3.9251,135.92,6683.2002,4.346,118.128,1052.59,4.6101,15.558,22.3767,9391.9199,674.4,24618.4004,10.565,632.693,14.4309,4.1851,2.9435,8.2526,34.9596,2780.5,32.2009,4472.7998,34.364,10056.7002,45085,27714,655.957,3.309,655.957,119.26,307.484,11.7735,
2018-03-19,1.2281,130.14,1.9482,25.4005,7.4482,0.8807,310.848,4.2181,4.6645,10.0605,1.1701,9.4867,7.4265,70.6477,4.8122,1.5916,4.028,1.6079,7.7751,9.6303,16888,4.2403,79.786,1314.0699,22.9499,4.808,1.6991,63.667,1.6183,38.299,14.7066,1,4.5112,84.68,128.55,2.1431,24.8009,2.1737,1.9458,2.4179,100.745,0.4603,2141.96,1.2298,1.6188,8.3433,1.2258,11.677,2.4084,2.4279,1940.36,733.302,3465.8999,687.35,1.203,110.265,213.63,60.273,139.684,21.585,33.5491,2.4682,5.4704,57.4741,11037.9004,8.9443,244.093,28.691,78.592,1441,46064,122.15,156.63,0.8638,122.49,4852.6001,491.6,0.3676,1.0073,394.76,9969.2998,1858,188.848,160.891,14.5066,1.6079,10.997,20.2202,3807.3101,61.118,1629.65,9.7587,433.512,39.3,18.68,878.6,75.6374,14.5066,441.43,37.871,126.299,0.4716,1.2078,4.0139,3.9185,135.73,6683.8999,4.3386,118.28,1050.91,4.6036,15.535,22.3405,9364.0996,673.2,24561.5996,10.547,631.232,14.5376,4.1755,2.9812,8.1468,34.895,2768.9399,32.2461,4467.1001,34.307,10044.0996,44970,27664,655.957,3.3013,655.957,119.26,306.774,11.6925,
2018-03-20,1.2337,130.77,1.9484,25.3965,7.4483,0.8796,310.922,4.2221,4.6617,10.0708,1.1732,9.5265,7.433,71.2461,4.8644,1.6004,4.0505,1.6138,7.8039,9.6749,16975,4.2811,80.379,1322.73,23.0798,4.8344,1.7032,64.146,1.6233,38.479,14.8267,1,4.53,84.32,128.25,2.1455,24.9091,2.1867,1.9458,2.4091,100.116,0.4622,2134.54,1.2256,1.6248,8.2895,1.2216,11.6933,2.417,2.4194,1949.22,735.591,3459.3999,683.87,1.199,110.265,212.88,60.064,140.133,21.73,33.4335,2.4875,5.4114,58.1436,10999.7002,8.913,244.763,28.593,78.478,1435.95,46274.3008,121.929,156.73,0.8674,123,4813,492.178,0.3691,1.0038,390.75,9935.5,1867,188.154,161.613,14.5928,1.6079,11.011,20.0022,3817.95,61.127,1624.29,9.7259,434.257,39.65,18.753,884.935,75.8963,14.5928,439.9,37.739,126.251,0.4736,1.2036,4.0363,3.9048,136.56,6670.6001,4.3237,118.096,1047.33,4.6224,16.015,22.2636,9376,670.7,24673.6992,10.51,634.114,14.6197,4.2069,2.9804,8.1183,34.8289,2778.0701,32.1897,4451.6001,34.285,9965.6699,54100,27571,655.957,3.3164,655.957,119.26,308.174,11.5907,
2018-03-21,1.2252,130.41,1.9483,25.4011,7.4489,0.8746,311.047,4.229,4.6594,10.0597,1.1708,9.4809,7.4387,70.4587,4.817,1.5929,4.0522,1.6013,7.7473,9.6075,16825,4.2544,79.826,1310.89,22.9718,4.7975,1.7061,63.7,1.6151,38.189,14.6436,1,4.4959,84.4,127.08,2.1376,24.7965,2.1686,1.9458,2.4107,100.667,0.4587,2136.4399,1.2266,1.6144,8.2908,1.2227,11.6468,2.4,2.4216,1937.03,735.358,3466.8,684.36,1.2,110.265,213.08,60.117,139.645,21.566,33.4634,2.4954,5.4101,57.7432,11010.0996,8.921,243.457,28.62,77.828,1437.24,45952,122.103,155.45,0.8608,122.06,4815,491.791,0.3665,1.0047,391.71,9942.5996,1853,188.449,160.5,14.469,1.6093,10.983,20.0417,3900.27,61.127,1626.97,9.7351,432.492,38.92,18.623,875.883,75.3002,14.469,440.29,37.773,126.555,0.47,1.2046,3.9991,3.9213,135.37,6677.5,4.3272,118.338,1048.33,4.5876,15.829,22.2845,9317.5703,671.4,24503.8008,10.519,629.748,14.4975,4.1656,2.9395,8.1256,34.8567,2768.95,32.0399,4459.2002,34.341,10018.4004,53710,27605,655.957,3.2936,655.957,119.26,306.052,11.6625,
2018-03-22,1.2348,130.789,1.9485,25.3766,7.4482,0.873,310.999,4.2244,4.6626,10.1071,1.1712,9.4928,7.438,70.2233,4.8304,1.5881,4.0382,1.5924,7.7969,9.6859,16908,4.2807,80.401,1313.39,22.7721,4.8031,1.7075,64.186,1.6202,38.439,14.5955,1,4.5324,84.25,126.75,2.1531,25.0187,2.1855,1.9458,2.4055,100.176,0.4626,2132.6201,1.2245,1.6152,8.2755,1.2204,11.6482,2.4205,2.4172,1952.17,732.468,3473,681.93,1.197,110.265,212.68,60.007,140.468,21.742,33.403,2.5015,5.3991,58.0957,10988.9004,8.9015,245.2,28.568,78.52,1434.6,46311.1016,122.326,155.17,0.8685,123.01,4796.5,495.635,0.3692,1.0029,390.82,9924.2998,1861,188.042,161.754,14.5039,1.6022,11.017,20.0296,3819.6201,61.127,1624,9.72,435.872,39.31,18.623,877.481,75.8517,14.5039,438.88,37.765,126.353,0.4739,1.2025,3.9925,3.9141,141.73,6667.2002,4.3196,118.329,1046.52,4.6249,16.034,22.2424,9390.4004,670.1,24695.3008,10.501,634.67,14.5323,4.1982,2.9798,8.1107,34.8412,2761.3999,31.9755,4450.5,34.345,9955,53710,27554,655.957,3.3193,655.957,119.26,308.445,11.6414,
2018-03-23,1.2325,129.369,1.9486,25.4016,7.4484,0.8732,311.852,4.2225,4.6613,10.157,1.1665,9.5388,7.442,70.7185,4.8975,1.6019,4.0832,1.5936,7.7995,9.6713,16718.0996,4.2895,80.165,1330.85,23.0145,4.8129,1.7078,64.482,1.6217,38.539,14.6315,1,4.5255,84.59,127.08,2.1524,24.914,2.1815,1.9458,2.4167,100.431,0.4618,2141.29,1.2294,1.62,8.3156,1.2254,11.5994,2.4041,2.4271,1948.58,732,3468.1001,684.66,1.202,110.265,213.55,60.251,139.975,21.703,33.5384,2.4967,5.4211,58.2972,11033.2998,8.938,246.093,28.686,78.771,1440.48,46226.1016,121.906,155.7,0.8671,122.51,4828.7998,491.767,0.3684,1.007,392.4,9964.5,1827.6,188.915,161.457,14.3147,1.6127,11.015,20.0833,3883.76,61.128,1630.6,9.76,435.072,39.12,18.741,880.558,75.7124,14.3147,440.65,37.919,126.534,0.4731,1.2074,3.9917,3.9308,142.21,6705.5,4.3383,118.207,1050.88,4.6178,16.008,22.3325,9459.4297,672.9,24650,10.544,633.504,14.3548,4.1905,2.9449,8.2239,34.9456,2780.9299,32.0619,4465.5,34.479,9996.5098,53940,27692,655.957,3.3132,655.957,119.26,308.001,11.6883,
2018-03-24,1.2325,129.369,1.9486,25.4016,7.4484,0.8732,311.852,4.2225,4.6613,10.157,1.1665,9.5388,7.442,70.7185,4.8975,1.6019,4.0832,1.5936,7.7995,9.6713,16718.0996,4.2895,80.165,1330.85,23.0145,4.8129,1.7078,64.482,1.6217,38.539,14.6315,1,4.5255,84.59,127.08,2.1524,24.914,2.1815,1.9458,2.4167,100.431,0.4618,2141.29,1.2294,1.62,8.3156,1.2254,11.5994,2.4041,2.4271,1948.58,732,3468.1001,684.66,1.202,110.265,213.55,60.251,139.975,21.703,33.5384,2.4967,5.4211,58.2972,11033.2998,8.938,246.093,28.686,78.771,1440.48,46226.1016,121.906,155.7,0.8671,122.51,4828.7998,491.767,0.3684,1.007,392.4,9964.5,1827.6,188.915,161.457,14.3147,1.6127,11.015,20.0833,3883.76,61.128,1630.6,9.76,435.072,39.12,18.741,880.558,75.7124,14.3147,440.65,37.919,126.534,0.4731,1.2074,3.9917,3.9308,142.21,6705.5,4.3383,118.207,1050.88,4.6178,16.008,22.3325,9459.4297,672.9,24650,10.544,633.504,14.3548,4.1905,2.9449,8.2239,34.9456,2780.9299,32.0619,4465.5,34.479,9996.5098,53940,27692,655.957,3.3132,655.957,119.26,308.001,11.6883,
2018-03-25,1.2325,129.369,1.9486,25.4016,7.4484,0.8732,311.852,4.2225,4.6613,10.157,1.1665,9.5388,7.442,70.7185,4.8975,1.6019,4.0832,1.5936,7.7995,9.6713,16718.0996,4.2895,80.165,1330.85,23.0145,4.8129,1.7078,64.482,1.6217,38.539,14.6315,1,4.5255,84.59,127.08,2.1524,24.914,2.1815,1.9458,2.4167,100.431,0.4618,2141.29,1.2294,1.62,8.3156,1.2254,11.5994,2.4041,2.4271,1948.58,732,3468.1001,684.66,1.202,110.265,213.55,60.251,139.975,21.703,33.5384,2.4967,5.4211,58.2972,11033.2998,8.938,246.093,28.686,78.771,1440.48,46226.1016,121.906,155.7,0.8671,122.51,4828.7998,491.767,0.3684,1.007,392.4,9964.5,1827.6,188.915,161.457,14.3147,1.6127,11.015,20.0833,3883.76,61.128,1630.6,9.76,435.072,39.12,18.741,880.558,75.7124,14.3147,440.65,37.919,126.534,0.4731,1.2074,3.9917,3.9308,142.21,6705.5,4.3383,118.207,1050.88,4.6178,16.008,22.3325,9459.4297,672.9,24650,10.544,633.504,14.3548,4.1905,2.9449,8.2239,34.9456,2780.9299,32.0619,4465.5,34.479,9996.5098,53940,27692,655.957,3.3132,655.957,119.26,308.001,11.6883,
